[10:02:08]	LightRinger has connected.
[12:51:55]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'EquipUn' on item 'Defender Pistol' (#2530)
[12:51:58]	[LOOC] Lieutenant Ezyn Linmer: they got the armor
[12:51:58]	Trooper Third Class Rex Barkow used command '/Reply ** Trooper Third Class Rex Barkow would place in fake records, claiming zeak is working with rebels secretly and is a traitor'.
[12:52:00]	Lieutenant Ezyn Linmer entered observer.
[12:52:07]	[OOC] Private TK-3822: uhhh
[12:52:11]	Trooper Third Class Rex Barkow used command '/Reply there we go'.
[12:52:11]	[OOC] Private TK-3822: console spam ?
[12:52:13]	Lieutenant Ezyn Linmer used command '/PM rex access denied, improper clearance'.
[12:52:17]	[OOC] Lieutenant Ezyn Linmer: dw abt that
[12:52:20]	Trooper Third Class Rex Barkow used command '/Reply ah'.
[12:52:35]	Private TK-3822 used command '/PM ezyn we need the card :D'.
[12:52:35]	Lieutenant Ezyn Linmer used command '/CharSetModel tump models/kriegsyntax/imperial/army/grand_general/playermodel_male_01.mdl'.
[12:53:12]	[LOOC] Private TK-3822: wtf
[12:53:42]	[ME] Private TK-3822: would look at his fellow, working arround
[12:54:23]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'Equip' on item 'E-11 Blaster' (#1623)
[12:54:34]	Trooper Third Class Rex Barkow ran 'take' on item 'Identichip' (#2580)
[12:54:36]	Trooper Third Class Rex Barkow ran 'take' on item 'Identichip' (#2580)
[12:54:40]	Trooper Third Class Rex Barkow ran 'drop' on item 'Electrocuffs' (#2565)
[12:54:40]	Trooper Third Class Rex Barkow has lost a 'Electrocuffs' #2565.
[12:54:42]	Private TK-3822 ran 'take' on item 'Electrocuffs' (#2565)
[12:54:42]	Private TK-3822 has gained a 'Electrocuffs' #2565.
[12:54:43]	Trooper Third Class Rex Barkow ran 'take' on item 'Identichip' (#2580)
[12:54:43]	Trooper Third Class Rex Barkow has gained a 'Identichip' #2580.
[12:54:45]	Private TK-3822 ran 'use' on item 'Tibanna Cartridge' (#2569)
[12:54:47]	Trooper Third Class Rex Barkow ran 'use' on item 'Tibanna Cartridge' (#2558)
[12:54:50]	[OOC] Lieutenant Ezyn Linmer: btw electrocuffs work now
[12:54:54]	[OOC] Private TK-3822: ahh
[12:54:55]	[OOC] Lance Corporal Lastimosa 'Marauder' Oldblood: pog
[12:55:06]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'Equip' on item 'DH-17 Blaster' (#1727)
[12:55:10]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'use' on item 'Tibanna Cartridge' (#2268)
[12:55:11]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'use' on item 'Tibanna Cartridge' (#2267)
[12:55:12]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'use' on item 'Tibanna Cartridge' (#2266)
[12:55:12]	[LOOC] Private TK-3822: ss
[12:55:26]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[12:55:27]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[12:55:28]	Lieutenant Shunk Tump used command '/comm Intruder alert, we have two unknown individuals one possibly disguised as an ISB agent.'.
[12:55:33]	[OOC] Lieutenant Ezyn Linmer: hold up
[12:55:36]	Agent Zeak Rold used the 'Supply Locker' vendor.
[12:55:37]	[OOC] Lieutenant Ezyn Linmer: how do you know that
[12:55:38]	Agent Zeak Rold has gained 0 credits.
[12:55:38]	Agent Zeak Rold has gained a 'Comlink' #2582.
[12:55:40]	Private TK-3822 ran 'take' on item 'Identichip' (#2581)
[12:55:40]	Private TK-3822 has gained a 'Identichip' #2581.
[12:55:43]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/c 10-4, I'll be on the look out.'.
[12:55:45]	Agent Zeak Rold has gained 0 credits.
[12:55:46]	[OOC] Lieutenant Shunk Tump: the isb agent that got attacked told me
[12:55:47]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'EquipUn' on item 'E-11 Blaster' (#1623)
[12:55:47]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'Equip' on item 'E-11 Stun Blaster' (#2398)
[12:55:53]	[OOC] Private TK-3822: nonsence
[12:55:54]	Agent Zeak Rold ran 'Power' on item 'Comlink' (#2582)
[12:55:57]	Private TK-3822 ran 'drop' on item 'Identichip' (#2581)
[12:55:57]	Private TK-3822 has lost a 'Identichip' #2581.
[12:56:00]	[OOC] Lieutenant Ezyn Linmer: how did you find the ISB agent
[12:56:00]	[OOC] Agent Zeak Rold: he came to the brig
[12:56:01]	Private TK-3822 ran 'take' on item 'Identichip' (#2581)
[12:56:01]	Private TK-3822 has gained a 'Identichip' #2581.
[12:56:05]	[OOC] Lieutenant Shunk Tump: im walking around
[12:56:10]	[OOC] Lieutenant Ezyn Linmer: why did you come to the brig
[12:56:13]	Trooper Third Class Rex Barkow used command '/PM Ezyn I made myself a card'.
[12:56:17]	Trooper Third Class Rex Barkow used command '/PM Ezyn I am trying again'.
[12:56:20]	[OOC] Lieutenant Shunk Tump: wanted to see if we still had umami limons stuff
[12:56:25]	Agent Zeak Rold ran 'Equip' on item 'E-11 Stun Blaster' (#2443)
[12:56:31]	[OOC] Lieutenant Ezyn Linmer: fair
[12:56:38]	Private TK-3822 used command '/PM ezyn we changed the records'.
[12:56:41]	Lieutenant Shunk Tump ran 'Equip' on item 'E-11 Blaster' (#1756)
[12:56:41]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[12:56:42]	Lieutenant Shunk Tump ran 'use' on item 'Tibanna Cartridge' (#2364)
[12:56:43]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[12:56:46]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[12:56:46]	Lieutenant Ezyn Linmer used command '/PM rex alright, success'.
[12:56:53]	[ME] Trooper Third Class Rex Barkow: would take the records
[12:57:21]	[IT] Private TK-3822: the voice would crack via vocoder
[12:57:31]	[Y] Private TK-3822: STAY.
[12:57:32]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[12:57:35]	Trooper Third Class Rex Barkow has taken 12 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[12:57:37]	Private TK-3822 has taken 12 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[12:57:49]	[ME] Agent Zeak Rold: retstrains
[12:57:51]	Agent Zeak Rold rolled 81 out of 100.
[12:57:51]	Agent Zeak Rold used command '/Roll'.
[12:57:53]	[Y] Lieutenant Shunk Tump: Freeze.
[12:57:54]	Trooper Third Class Rex Barkow rolled 40 out of 100.
[12:57:54]	Trooper Third Class Rex Barkow used command '/Roll'.
[12:57:57]	[IT] Lieutenant Ezyn Linmer: Don't roll, they're stunned.
[12:57:59]	Lieutenant Shunk Tump used command '/c Intruders in ISB wing'.
[12:58:02]	Private TK-3822 used command '/PM ezyn wtf ?'.
[12:58:03]	[ME] Agent Zeak Rold: retstrains
[12:58:06]	[IT] Lieutenant Ezyn Linmer: You don't need to roll if they're stunned
[12:58:08]	Trooper Third Class Rex Barkow has taken 2 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[12:58:09]	Lieutenant Ezyn Linmer used command '/PM 3822 what'.
[12:58:10]	Agent Zeak Rold rolled 10 out of 100.
[12:58:10]	Agent Zeak Rold used command '/Roll'.
[12:58:12]	Private TK-3822 used command '/PM ezyn I smell meta lol'.
[12:58:23]	[ME] Agent Zeak Rold: takes guns and commlink
[12:58:26]	Trooper Third Class Rex Barkow ran 'drop' on item 'DH-17a Blaster' (#2414)
[12:58:26]	Trooper Third Class Rex Barkow has lost a 'DH-17a Blaster' #2414.
[12:58:27]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: promptly takes the DT, stripping him of all weapons and comms.
[12:58:30]	Trooper Third Class Rex Barkow ran 'drop' on item 'E-11D Blaster' (#2564)
[12:58:30]	Trooper Third Class Rex Barkow has lost a 'E-11D Blaster' #2564.
[12:58:31]	[OOC] Lieutenant Ezyn Linmer: i feel like step one is to make sure they're the impostors
[12:58:31]	Trooper Third Class Rex Barkow ran 'drop' on item 'Comlink' (#1613)
[12:58:31]	Trooper Third Class Rex Barkow has lost a 'Comlink' #1613.
[12:58:32]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[12:58:35]	[OOC] Lieutenant Ezyn Linmer: i think that's step one
[12:58:35]	Lieutenant Shunk Tump ran 'take' on item 'E-11D Blaster' (#2564)
[12:58:35]	Lieutenant Shunk Tump has gained a 'E-11D Blaster' #2564.
[12:58:37]	[ME] Agent Zeak Rold: takes guns and commlink
[12:58:45]	[OOC] Lieutenant Ezyn Linmer: pretty sure ask questions is hnumber one
[12:58:46]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[12:58:50]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[12:58:53]	[ME] Agent Zeak Rold: rips his uniform off
[12:59:07]	[LOOC] Lieutenant Ezyn Linmer: no, that's not true
[12:59:11]	[LOOC] Lieutenant Ezyn Linmer: he didn't have ht rank of a fleet admioral
[12:59:11]	[LOOC] Lieutenant Shunk Tump: wasn't that zeaks uniform?
[12:59:17]	[ME] Private TK-3822: would stand still
[12:59:18]	[LOOC] Lieutenant Ezyn Linmer: he has an ISD colonel's uniform
[12:59:23]	[LOOC] Lieutenant Ezyn Linmer: ISB*
[12:59:29]	[ME] Trooper Third Class Rex Barkow: would give you records
[12:59:34]	[ME] Private TK-3822: holding the gun steady for any other actions
[12:59:40]	[LOOC] Private TK-3822: bruh
[12:59:42]	Private TK-3822 ran 'drop' on item 'E-11D Blaster' (#2566)
[12:59:42]	Private TK-3822 has lost a 'E-11D Blaster' #2566.
[12:59:45]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'take' on item 'E-11D Blaster' (#2566)
[12:59:45]	Lance Corporal Lastimosa 'Marauder' Oldblood has gained a 'E-11D Blaster' #2566.
[12:59:45]	Trooper Third Class Rex Barkow ran 'drop' on item 'Identichip' (#2580)
[12:59:45]	Trooper Third Class Rex Barkow has lost a 'Identichip' #2580.
[12:59:59]	[LOOC] Lieutenant Ezyn Linmer: Clearance: 20
[13:00:02]	[LOOC] Lieutenant Ezyn Linmer: :thonk:
[13:00:05]	[LOOC] Trooper Third Class Rex Barkow: ISB not really an organization for a reason
[13:00:08]	[LOOC] Lieutenant Ezyn Linmer: yes it is
[13:00:09]	[LOOC] Lieutenant Shunk Tump: weird
[13:00:10]	[LOOC] Trooper Third Class Rex Barkow: In the data
[13:00:11]	[LOOC] Lieutenant Ezyn Linmer: in the manager
[13:00:12]	[LOOC] Lieutenant Shunk Tump: oop
[13:00:14]	[LOOC] Lieutenant Ezyn Linmer: it is in the manager
[13:00:18]	[LOOC] Trooper Third Class Rex Barkow: I didn't find it
[13:00:20]	[LOOC] Trooper Third Class Rex Barkow: well fuck
[13:00:22]	Lieutenant Shunk Tump ran 'take' on item 'Identichip' (#2580)
[13:00:22]	Lieutenant Shunk Tump has gained a 'Identichip' #2580.
[13:00:30]	Private TK-3822 ran 'drop' on item 'Identichip' (#2581)
[13:00:30]	Private TK-3822 has lost a 'Identichip' #2581.
[13:00:38]	matt saton loaded the character 'Captain Thadeus Forzla'
[13:00:39]	Captain Thadeus Forzla entered observer.
[13:00:45]	Captain Thadeus Forzla exited observer at their location.
[13:00:51]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'take' on item 'DH-17a Blaster' (#2414)
[13:00:51]	Lance Corporal Lastimosa 'Marauder' Oldblood has gained a 'DH-17a Blaster' #2414.
[13:00:53]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'drop' on item 'DH-17a Blaster' (#2414)
[13:00:53]	Lance Corporal Lastimosa 'Marauder' Oldblood has lost a 'DH-17a Blaster' #2414.
[13:00:54]	[ME] Agent Zeak Rold: salutes
[13:00:54]	Captain Thadeus Forzla used command '/CharEditBodygroup captain'.
[13:00:55]	[LOOC] Trooper Third Class Rex Barkow: you didn't update it lmao
[13:00:56]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[13:00:57]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: stands at attention
[13:01:00]	[ME] Lieutenant Shunk Tump: salutes
[13:01:00]	Captain Thadeus Forzla has changed Captain Thadeus Forzla's bodygroups.
[13:01:11]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'drop' on item 'Defender Pistol' (#2530)
[13:01:11]	Lance Corporal Lastimosa 'Marauder' Oldblood has lost a 'Defender Pistol' #2530.
[13:01:16]	Captain Thadeus Forzla ran 'take' on item 'Identichip' (#2581)
[13:01:16]	Captain Thadeus Forzla has gained a 'Identichip' #2581.
[13:01:19]	Lieutenant Shunk Tump ran 'drop' on item 'Identichip' (#2580)
[13:01:19]	Lieutenant Shunk Tump has lost a 'Identichip' #2580.
[13:01:25]	Captain Thadeus Forzla ran 'take' on item 'Identichip' (#2580)
[13:01:25]	Captain Thadeus Forzla has gained a 'Identichip' #2580.
[13:01:28]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'EquipUn' on item 'E-11 Stun Blaster' (#2398)
[13:01:28]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'Equip' on item 'E-11 Blaster' (#1623)
[13:01:29]	Lieutenant Shunk Tump ran 'take' on item 'Comlink' (#1613)
[13:01:29]	Lieutenant Shunk Tump has gained a 'Comlink' #1613.
[13:01:31]	Lieutenant Shunk Tump ran 'take' on item 'Defender Pistol' (#2530)
[13:01:31]	Lieutenant Shunk Tump has gained a 'Defender Pistol' #2530.
[13:01:32]	Lieutenant Shunk Tump ran 'take' on item 'DH-17a Blaster' (#2414)
[13:01:32]	Lieutenant Shunk Tump has gained a 'DH-17a Blaster' #2414.
[13:01:46]	[LOOC] Captain Thadeus Forzla: also i was wrong i need to restart for the electrocuffs to work
[13:01:53]	[ME] Trooper Third Class Rex Barkow: would look at his fellow mate, realizing how fucked up they are
[13:01:53]	Captain Thadeus Forzla has taken 1 damage from door37_1.
[13:01:53]	Captain Thadeus Forzla has taken 1 damage from door37_2.
[13:01:53]	Captain Thadeus Forzla has taken 1 damage from door37_1.
[13:01:53]	Captain Thadeus Forzla has taken 1 damage from door37_2.
[13:01:53]	Captain Thadeus Forzla has taken 1 damage from door37_1.
[13:01:53]	Captain Thadeus Forzla has taken 1 damage from door37_2.
[13:01:53]	Captain Thadeus Forzla has taken 1 damage from door37_1.
[13:01:53]	Captain Thadeus Forzla has taken 1 damage from door37_2.
[13:01:53]	Captain Thadeus Forzla has taken 1 damage from door37_1.
[13:01:53]	Captain Thadeus Forzla has taken 1 damage from door37_2.
[13:01:53]	Captain Thadeus Forzla has taken 1 damage from door37_1.
[13:01:53]	Captain Thadeus Forzla has taken 1 damage from door37_2.
[13:01:53]	Captain Thadeus Forzla has taken 1 damage from door37_1.
[13:01:53]	Captain Thadeus Forzla has taken 1 damage from door37_2.
[13:01:53]	Captain Thadeus Forzla has taken 1 damage from door37_1.
[13:01:53]	Captain Thadeus Forzla has taken 1 damage from door37_2.
[13:01:53]	Captain Thadeus Forzla has taken 1 damage from door37_1.
[13:01:53]	Captain Thadeus Forzla has taken 1 damage from door37_2.
[13:01:53]	Captain Thadeus Forzla has taken 1 damage from door37_1.
[13:01:53]	Captain Thadeus Forzla has taken 1 damage from door37_2.
[13:01:53]	Captain Thadeus Forzla has taken 1 damage from door37_1.
[13:01:53]	Captain Thadeus Forzla has taken 1 damage from door37_2.
[13:01:53]	Captain Thadeus Forzla has taken 1 damage from door37_1.
[13:01:53]	Captain Thadeus Forzla has taken 1 damage from door37_2.
[13:01:53]	door37_2 has killed Captain Thadeus Forzla.
[13:02:02]	Captain Thadeus Forzla entered observer.
[13:02:04]	Captain Thadeus Forzla exited observer at their location.
[13:02:15]	[LOOC] Trooper Third Class Rex Barkow: lmao
[13:02:17]	[ME] Captain Thadeus Forzla: vvould grab the man a new agent uniform.
[13:02:18]	[LOOC] Lieutenant Shunk Tump: rip
[13:02:19]	[LOOC] Trooper Third Class Rex Barkow: there was an attempt atleast
[13:02:28]	[ME] Agent Zeak Rold: puts on
[13:02:31]	Captain Thadeus Forzla used command '/CharSetModel zeak models/kriegsyntax/imperial/compnor/isb/officer_anh/playermodel_male_01_armor.mdl'.
[13:02:47]	Captain Thadeus Forzla entered observer.
[13:02:55]	Captain Thadeus Forzla used command '/CharEditBodygroup shunk'.
[13:02:55]	[LOOC] Trooper Third Class Rex Barkow: did u not take his guns
[13:02:55]	Private TK-3822 ran 'drop' on item 'RT-97C Blaster' (#2544)
[13:02:55]	Private TK-3822 has lost a 'RT-97C Blaster' #2544.
[13:02:57]	Lieutenant Shunk Tump ran 'take' on item 'RT-97C Blaster' (#2544)
[13:03:15]	Captain Thadeus Forzla used command '/CharSetModel shunk models/kriegsyntax/imperial/army/officer_anh/playermodel_male_01.mdl'.
[13:03:20]	Captain Thadeus Forzla used command '/CharEditBodygroup shunk'.
[13:03:24]	Lieutenant Shunk Tump used command '/c Intruders have been put in their cells'.
[13:03:25]	Captain Thadeus Forzla has changed Lieutenant Shunk Tump's bodygroups.
[13:03:30]	Lieutenant Shunk Tump ran 'drop' on item 'E-11D Blaster' (#2564)
[13:03:30]	Lieutenant Shunk Tump has lost a 'E-11D Blaster' #2564.
[13:03:31]	Lieutenant Shunk Tump ran 'drop' on item 'DH-17a Blaster' (#2414)
[13:03:31]	Lieutenant Shunk Tump has lost a 'DH-17a Blaster' #2414.
[13:03:32]	Lieutenant Shunk Tump ran 'drop' on item 'Defender Pistol' (#2530)
[13:03:32]	Lieutenant Shunk Tump has lost a 'Defender Pistol' #2530.
[13:03:38]	Lieutenant Shunk Tump ran 'drop' on item 'Comlink' (#1613)
[13:03:38]	Lieutenant Shunk Tump has lost a 'Comlink' #1613.
[13:03:38]	Captain Thadeus Forzla exited observer at their location.
[13:03:39]	Lieutenant Shunk Tump ran 'drop' on item 'Defender Pistol' (#2529)
[13:03:39]	Lieutenant Shunk Tump has lost a 'Defender Pistol' #2529.
[13:03:41]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[13:03:43]	Lieutenant Shunk Tump destroyed a 'Defender Pistol' #2529.
[13:03:47]	[Y] Captain Thadeus Forzla: WHAT THE FUCK IS WRONG WITH YOU?
[13:03:48]	Trooper Third Class Rex Barkow ran 'drop' on item 'DH-17 Blaster' (#2374)
[13:03:48]	Trooper Third Class Rex Barkow has lost a 'DH-17 Blaster' #2374.
[13:03:50]	[OOC] Private TK-3822: QI could you come 
[13:03:51]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[13:03:51]	Trooper Third Class Rex Barkow ran 'take' on item 'DH-17 Blaster' (#2374)
[13:03:51]	Trooper Third Class Rex Barkow has gained a 'DH-17 Blaster' #2374.
[13:03:56]	[OOC] Captain Thadeus Forzla: one sec
[13:04:01]	[LOOC] Lieutenant Shunk Tump: putting them in evidence ""
[13:04:08]	[LOOC] Lieutenant Shunk Tump: i don't have space
[13:04:23]	Lieutenant Shunk Tump ran 'take' on item 'Comlink' (#1613)
[13:04:23]	Lieutenant Shunk Tump has gained a 'Comlink' #1613.
[13:04:24]	Agent Zeak Rold ran 'take' on item 'DH-17a Blaster' (#2414)
[13:04:24]	Agent Zeak Rold has gained a 'DH-17a Blaster' #2414.
[13:04:24]	Lieutenant Shunk Tump ran 'take' on item 'E-11D Blaster' (#2564)
[13:04:24]	Lieutenant Shunk Tump has gained a 'E-11D Blaster' #2564.
[13:04:25]	Agent Zeak Rold ran 'take' on item 'Defender Pistol' (#2530)
[13:04:25]	Agent Zeak Rold has gained a 'Defender Pistol' #2530.
[13:04:25]	Lieutenant Shunk Tump ran 'take' on item 'RT-97C Blaster' (#2544)
[13:04:34]	[OOC] Private TK-3822: fast QI bruh
[13:04:36]	Agent Zeak Rold ran 'drop' on item 'Defender Pistol' (#2530)
[13:04:36]	Agent Zeak Rold has lost a 'Defender Pistol' #2530.
[13:04:37]	Agent Zeak Rold ran 'drop' on item 'DH-17a Blaster' (#2414)
[13:04:37]	Agent Zeak Rold has lost a 'DH-17a Blaster' #2414.
[13:04:38]	Captain Thadeus Forzla opened the '' #251 container.
[13:04:42]	[OOC] Private TK-3822: we want do funny
[13:04:43]	Agent Zeak Rold opened the '' #251 container.
[13:04:43]	Lieutenant Shunk Tump opened the '' #251 container.
[13:04:43]	Captain Thadeus Forzla closed the '' #251 container.
[13:04:44]	Agent Zeak Rold opened the '' #251 container.
[13:04:44]	Captain Thadeus Forzla entered observer.
[13:04:45]	Lieutenant Shunk Tump opened the '' #251 container.
[13:04:47]	Lieutenant Shunk Tump opened the '' #251 container.
[13:04:48]	Agent Zeak Rold closed the '' #251 container.
[13:04:49]	Lieutenant Shunk Tump opened the '' #251 container.
[13:04:49]	[LOOC] Captain Thadeus Forzla: alright what's up
[13:04:50]	Captain Thadeus Forzla exited observer at their location.
[13:04:51]	Captain Thadeus Forzla entered observer.
[13:04:51]	[ME] Private TK-3822: would bite the fake teeth containing the unknow poison
