[00:00:00]	[OOC] Unknown: rejoin*
[15:44:50]	[OOC] Flight Sub-Lieutenant Erik Crogour: *Yeah
[15:44:51]	Corporal RT-9824 used command '/comm Good'.
[15:45:11]	Ollie Garner has connected.
[15:45:12]	Petty Officer Second Class Arnold Jackson entered observer.
[15:45:12]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[15:45:42]	[ME] Corporal RT-9824: Switches on his Gription boots.
[15:45:49]	Corporal RT-9824 rolled 69 out of 100.
[15:45:49]	Corporal RT-9824 used command '/Roll'.
[15:45:52]	Flight Crewman Second Class Dash Rene rolled 29 out of 100.
[15:45:52]	Flight Crewman Second Class Dash Rene used command '/Roll'.
[15:45:52]	[LOOC] Corporal RT-9824: Roll
[15:45:57]	[ME] R2-M3: activates it's holographic recorder thingy
[15:46:12]	[W] Flight Sub-Lieutenant Erik Crogour: Rene is probably going to lose right?
[15:46:13]	Ollie Garner loaded the character 'Corporal IN-3331'
[15:46:15]	[OOC] Corporal IN-3331: yuh
[15:46:19]	[OOC] R2-M3: hi
[15:46:23]	[ME] Corporal RT-9824: Tries to tackle Rene (my footsteps are fucking loud due to the Gription boots)
[15:46:31]	[W] Petty Officer Second Class Arnold Jackson: Yeah, the range troopers like using their gription boots to win fights.
[15:46:36]	[ME] Flight Crewman Second Class Dash Rene: trys stepping aside
[15:46:43]	[LOOC] Corporal RT-9824: Join VC so we can be more precise.
[15:46:45]	[W] R2-M3: *quiet b e e p*.
[15:46:51]	[W] Petty Officer Second Class Arnold Jackson: It's hard to win cause they just use them to fight basically.
[15:47:02]	[W] Flight Sub-Lieutenant Erik Crogour: Bit unfair innit?
[15:47:12]	[IT] Corporal RT-9824: I fail and slam into the railing, due to my armor this doesn't do all that much but it do hurt.
[15:47:24]	[W] Petty Officer Second Class Arnold Jackson: And I've learned the shadow troopers use their cloaking to win as well, cause the one I was fighting just switched on his cloaking.
[15:47:29]	Corporal IN-3331 entered observer.
[15:47:43]	[W] Petty Officer Second Class Arnold Jackson: I just left the ring because that's some pussy bullshit.
[15:47:45]	Corporal IN-3331 exited observer at their location.
[15:47:45]	[ME] Flight Crewman Second Class Dash Rene: punches back of head
[15:47:57]	[OOC] Petty Officer Second Class Arnold Jackson: afk rq
[15:48:04]	Petty Officer Second Class Arnold Jackson entered observer.
[15:48:06]	[IT] Corporal RT-9824: Unga bunga, hurts but armor is always great.
[15:49:00]	[ME] Corporal RT-9824: Throws a kick at Rene's chest.
[15:49:02]	Corporal IN-3331 entered observer.
[15:49:02]	Corporal IN-3331 exited observer at their location.
[15:49:18]	Flight Sub-Lieutenant Erik Crogour used command '/CharDesc'.
[15:49:23]	Flight Sub-Lieutenant Erik Crogour used command '/CharDesc [5'8] [Black Hair] [Deep Voice]'.
[15:49:36]	[ME] Flight Crewman Second Class Dash Rene: slides back
[15:50:12]	[ME] Flight Crewman Second Class Dash Rene: skips turn
[15:50:49]	[ME] Corporal RT-9824: Attempts to kick Rene once again, obviously attempting to knock him down.
[15:51:06]	[ME] Flight Crewman Second Class Dash Rene: trys sliding to right
[15:51:12]	[LOOC] Corporal RT-9824: Hold
[15:51:32]	[W] Corporal IN-3331: How long they been going at it?
[15:51:42]	[W] Flight Sub-Lieutenant Erik Crogour: Couple minutes now.
[15:51:51]	[W] Corporal IN-3331: Hmph, who's winning right now?
[15:52:07]	R2-M3 used command '/PM arn can i have the r2d2 sound swep (pack_swswep_r2d2)'.
[15:52:20]	[W] Flight Sub-Lieutenant Erik Crogour: Rene has been threw a good first punch, but has been dodging attacks this whole time.
[15:52:23]	[ME] Flight Crewman Second Class Dash Rene: kicks open area at knee
[15:52:26]	[W] Corporal IN-3331: Damn.
[15:52:27]	[LOOC] Flight Sub-Lieutenant Erik Crogour: *Rene threw
[15:52:41]	R2-M3 used command '/PM in can i have the r2d2 sound swep (pack_swswep_r2d2)'.
[15:52:48]	[ME] Corporal RT-9824: Attempts to grab his foot before he can hit the RT.
[15:52:59]	Corporal IN-3331 used command '/Reply I got no clue how to give an item.'.
[15:53:13]	[ME] Corporal RT-9824: Attempts to shove Rene onto the ground.
[15:53:24]	[W] Flight Sub-Lieutenant Erik Crogour: Rene is about to lose now.
[15:53:25]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[15:53:30]	[W] Corporal IN-3331: I can see that.
[15:53:48]	[ME] Flight Crewman Second Class Dash Rene: gets up
[15:54:46]	[ME] Corporal RT-9824: Slams his foot into Rene's chest before he can pull it off.
[15:55:14]	R2-M3 used command '/PM arn can i have the r2d2 sound swep (pack_swswep_r2d2)'.
[15:55:20]	R2-M3 used command '/PM arn oh'.
[15:55:49]	[ME] Flight Crewman Second Class Dash Rene: chuckles at what the pilot said
[15:55:56]	[IT] Corporal RT-9824: Rene is completely pinned, have fun getting out of this.
[15:56:01]	[ME] R2-M3: salutiert mit großer Ehre und Respekt !
[15:56:18]	[ME] Flight Crewman Second Class Dash Rene: trys kicking knee
[15:56:21]	Flight Sub-Lieutenant Erik Crogour used command '/CharDesc'.
[15:56:36]	Flight Sub-Lieutenant Erik Crogour used command '/CharDesc [5'8] [Black Hair] [Deep Voice] [189 Lbs.]'.
[15:56:46]	Flight Sub-Lieutenant Erik Crogour used command '/CharDesc'.
[15:56:52]	Flight Sub-Lieutenant Erik Crogour used command '/CharDesc [5'8] [Black Hair] [Deep Voice] [189 LBS.]'.
[15:57:31]	[IT] Corporal RT-9824: The RT is in a bit of pain but not enough to move him in the slightest.
[15:59:00]	[W] Flight Sub-Lieutenant Erik Crogour: RT is definitely a bit gay.
[15:59:09]	[W] Corporal IN-3331: Right.
[16:00:08]	Corporal RT-9824 has taken 7 damage from Flight Crewman Second Class Dash Rene.
[16:00:51]	[ME] Corporal RT-9824: Using his right boot (that is on your chest by the way) as a balance, the RT moves his left foot closer to Rene's chest.
[16:01:01]	[ME] Flight Crewman Second Class Dash Rene: punches in the other knee ;)
[16:01:14]	[ME] Flight Crewman Second Class Dash Rene: taps out
[16:01:14]	[IT] Corporal RT-9824: Doesn't do much.
[16:01:23]	[ME] Corporal RT-9824: Fucking steps off of the poor Pilot.
[16:01:40]	[ME] Flight Crewman Second Class Dash Rene: holds out hand for a hand shake
[16:01:54]	[ME] Corporal RT-9824: Gives him a handshake.
[16:02:05]	[IT] Flight Crewman Second Class Dash Rene: you crush my hand
[16:02:12]	[IT] Petty Officer Second Class Arnold Jackson: You crack his knuckle, and nearly break some
[16:02:22]	[ME] Flight Crewman Second Class Dash Rene: inhales
[16:02:47]	Petty Officer Second Class Arnold Jackson used command '/ToggleRaise'.
[16:02:48]	Petty Officer Second Class Arnold Jackson used command '/ToggleRaise'.
[16:02:49]	R2-M3 used command '/ToggleRaise'.
[16:02:52]	Corporal IN-3331 entered observer.
[16:02:53]	Corporal IN-3331 exited observer at their location.
[16:02:56]	R2-M3 used command '/ToggleRaise'.
[16:03:06]	Corporal IN-3331 entered observer.
[16:03:06]	[ME] Flight Crewman Second Class Dash Rene: grabs some 
[16:03:11]	[ME] R2-M3: shuts off it's holorecorder
[16:03:17]	Corporal IN-3331 exited observer at their location.
[16:04:24]	Petty Officer Second Class Arnold Jackson used command '/c I believe Rene is on drugs, or is drunk, he can't stop laughing'.
[16:04:32]	Corporal IN-3331 used command '/c Copy.'.
[16:04:35]	Petty Officer Second Class Arnold Jackson used command '/c And is now spinning in circles'.
[16:04:45]	[OOC] R2-M3: might die, gonna try to change chars
[16:04:55]	DRD loaded the character 'Medical Crewman First Class Karissa Novar'
[16:05:05]	Flight Sub-Lieutenant Erik Crogour used command '/comm Can't believe he is still stationed here.'.
[16:05:08]	Medical Crewman First Class Karissa Novar used command '/c Bring him to medbay, I'll give him a drug test.'.
[16:05:58]	Corporal IN-3331 used command '/c Going to be closing the front gate. Unless someone can give me a reason not too.'.
[16:06:04]	Flight Crewman Second Class Dash Rene used command '/c Gonna be patroling around base'.
[16:06:17]	Medical Crewman First Class Karissa Novar used command '/c No, you're not, Go to medbay.'.
[16:07:43]	Medical Crewman First Class Karissa Novar used command '/c I will call a fleet trooper.'.
[16:07:45]	Flight Sub-Lieutenant Erik Crogour used command '/comm Dash report to Medbay.'.
[16:07:49]	Lance Corporal LS-7979 rolled 83 out of 100.
[16:07:49]	Lance Corporal LS-7979 used command '/Roll'.
[16:07:52]	Corporal RT-9824 rolled 20 out of 100.
[16:07:52]	Corporal RT-9824 used command '/Roll'.
[16:08:02]	Flight Crewman Second Class Dash Rene used command '/c Copy that'.
[16:08:13]	[ME] Lance Corporal LS-7979: punches him in the visor with a reverse.
[16:08:23]	Corporal IN-3331 used command '/c Going to be maintaining a patrol on the wall of the base.'.
[16:08:30]	Corporal RT-9824 has taken 8 damage from Lance Corporal LS-7979.
[16:08:38]	[IT] Corporal RT-9824: It hurts a fuckton, might have made a small crack in the visor.
[16:08:57]	[ME] Corporal RT-9824: Attempts to shove the man over.
[16:09:00]	[W] Flight Sub-Lieutenant Erik Crogour: Is she married?
[16:09:09]	[ME] Lance Corporal LS-7979: attempts to move out of the way.
[16:09:14]	[W] Petty Officer Second Class Arnold Jackson: No, why?
[16:09:19]	[W] Flight Sub-Lieutenant Erik Crogour: No reason.
[16:09:26]	[ME] Medical Crewman First Class Karissa Novar: opens the drawer, taking out a butterfly needle, and some vials
[16:09:26]	[LOOC] Petty Officer Second Class Arnold Jackson: don't let me catch you ERP'ing
[16:09:38]	[LOOC] Medical Crewman First Class Karissa Novar: i beg your pardon
[16:10:05]	Corporal IN-3331 used command '/ToggleRaise'.
[16:10:09]	Corporal IN-3331 used command '/ToggleRaise'.
[16:10:20]	[ME] Lance Corporal LS-7979: goes for a right hook to the jaw.
[16:10:47]	[IT] Corporal RT-9824: The RT's helmet absorbs most of the damage.
[16:11:22]	[ME] Corporal RT-9824: Attempts to kick the Trooper in the chest.
[16:11:25]	Corporal IN-3331 entered observer.
[16:11:25]	Corporal IN-3331 exited observer at their location.
[16:11:26]	Corporal IN-3331 entered observer.
[16:11:28]	Corporal IN-3331 exited observer at their location.
[16:11:29]	[ME] Lance Corporal LS-7979: attempts to dodge the kick.
[16:11:57]	[ME] Lance Corporal LS-7979: attempts to uppercut his head.
[16:12:11]	Corporal RT-9824 has taken 8 damage from Lance Corporal LS-7979.
[16:12:15]	[ME] Medical Crewman First Class Karissa Novar: roots through the drawer, taking out a needle and a vial of anesthetic
[16:12:46]	[IT] Corporal RT-9824: It hurts quite a bit, I do be dazed.
[16:12:59]	[ME] Flight Crewman Second Class Dash Rene: takes off gloves
[16:13:15]	[ME] Flight Crewman Second Class Dash Rene: laying them on bed behind me
[16:13:16]	[ME] Medical Crewman First Class Karissa Novar: hands the syringe to Arnold (dont worry the cover is on the needle)
[16:13:41]	[ME] Petty Officer Second Class Arnold Jackson: takes the syringe
[16:13:42]	[ME] Corporal RT-9824: Goes for a roundhouse kick towards the Scouts kidney area.
[16:13:50]	[ME] Petty Officer Second Class Arnold Jackson: places it on a counter
[16:14:06]	[ME] Lance Corporal LS-7979: attempts to dodge backwards.
[16:14:07]	[ME] Medical Crewman First Class Karissa Novar: inserts the butterfly needle into one of Renes veins, attatching the vial to the opposite end of the tube
[16:14:45]	[IT] Corporal RT-9824: It hurts the Scout quite a bit.
[16:14:48]	Medical Crewman First Class Karissa Novar has spawned 'models/cire992/props2/coffeemaker01.mdl'.
[16:14:55]	[LOOC] Medical Crewman First Class Karissa Novar: the coffee machine is a blood analyzer now
[16:14:58]	[ME] Lance Corporal LS-7979: tries to punch him in the temple with a left hooke,
[16:15:17]	[ME] Medical Crewman First Class Karissa Novar: takes the vial from the tube, shoving it in the machine and turning it on
[16:15:20]	Corporal IN-3331 used command '/c Finishing up patrol.'.
[16:15:21]	Corporal RT-9824 has taken 8 damage from Lance Corporal LS-7979.
[16:15:30]	[IT] Corporal RT-9824: It fucking hurts.
[16:15:38]	[LOOC] Medical Crewman First Class Karissa Novar: should i roll for inserting a tube
[16:15:39]	Flight Sub-Lieutenant Erik Crogour used command '/comm I'm going to go on an air patrol.'.
[16:15:45]	[LOOC] Flight Crewman Second Class Dash Rene: no
[16:15:45]	Corporal IN-3331 used command '/c Copy.'.
[16:15:52]	[LOOC] Flight Crewman Second Class Dash Rene: that is such a simple task
[16:15:57]	[LOOC] Medical Crewman First Class Karissa Novar: ok
[16:16:03]	[ME] Medical Crewman First Class Karissa Novar: checks the results
[16:16:10]	[LOOC] Medical Crewman First Class Karissa Novar: dognut
[16:16:18]	[ME] Corporal RT-9824: Throws another fucking roundhouse attempting to knock him down.
[16:16:21]	[IT] Flight Crewman Second Class Dash Rene: Dash rene is not drunk or on drugs
[16:16:27]	[ME] Lance Corporal LS-7979: attempts to dodge backward.
[16:16:29]	Flight Sub-Lieutenant Erik Crogour used command '/comm I'm taking off for patrol.'.
[16:16:40]	Corporal IN-3331 used command '/c Copy, good luck. Don't get shot down.'.
[16:16:49]	[ME] Lance Corporal LS-7979: attempts to kick him under the ribs with a front kick.
[16:16:49]	Flight Sub-Lieutenant Erik Crogour used command '/comm I never do.'.
[16:17:05]	[ME] Corporal RT-9824: Attempts to catch the foot.
[16:17:13]	[IT] Petty Officer Second Class Arnold Jackson: The vial does not show any signs of drugs, and low traces of alcohol, but what you can assume is that it's just general Dash Rene stupidity.
[16:17:29]	Petty Officer Second Class Arnold Jackson entered observer.
[16:17:34]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[16:17:45]	Corporal IN-3331 entered observer.
[16:17:46]	Corporal IN-3331 exited observer at their location.
[16:18:00]	Corporal IN-3331 entered observer.
[16:18:00]	Medical Crewman First Class Karissa Novar used command '/c He's clean, mostly. Some alcohol in his bloodstream, but not enough to get him drunk, he's just really really stupid.'.
[16:18:00]	Corporal IN-3331 exited observer at their location.
[16:18:10]	Corporal IN-3331 entered observer.
[16:18:10]	Corporal IN-3331 exited observer at their location.
[16:18:20]	DRD loaded the character 'R2-M3'
[16:18:36]	[OOC] R2-M3: brb\4
[16:18:45]	[OOC] Corporal IN-3331: snowtroopers look really tired ngl
[16:18:51]	[OOC] Corporal RT-9824: They do
[16:18:55]	[OOC] Corporal RT-9824: Tired boy
[16:18:57]	[IT] Petty Officer Second Class Arnold Jackson: The scout trooper kicks at the RT's armor however he somehow finds the THIQQEST part of it while kicking as hard as he can. Thus stubbing all of his toes at once and breaking his pinky toe
[16:18:57]	[OOC] Lance Corporal LS-7979: get some sleep
[16:19:01]	[OOC] Corporal IN-3331: tfw tired of the cold already
[16:19:02]	Petty Officer Second Class Arnold Jackson entered observer.
[16:19:09]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[16:19:10]	Petty Officer Second Class Arnold Jackson entered observer.
[16:19:10]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[16:19:10]	Petty Officer Second Class Arnold Jackson entered observer.
[16:19:15]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[16:19:17]	Petty Officer Second Class Arnold Jackson entered observer.
[16:19:28]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[16:19:30]	Petty Officer Second Class Arnold Jackson entered observer.
[16:19:32]	[ME] Corporal RT-9824: Throws a kick at the Scout while he's crying over his fucking toes.
[16:19:45]	[ME] Lance Corporal LS-7979: dodges the kick to the side.
[16:19:48]	[ME] Corporal IN-3331: winces when he heard the forbidden snap crackle pop
[16:20:12]	[ME] Lance Corporal LS-7979: punches him in the visor with a right reverse.
[16:20:30]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[16:20:32]	Petty Officer Second Class Arnold Jackson entered observer.
[16:20:39]	[IT] Corporal RT-9824: You do jackshit to his helmet, you somewhat hurt your hand.
[16:20:45]	Lance Corporal LS-7979 has taken 10 damage from Corporal RT-9824.
[16:20:49]	Corporal RT-9824 has taken 8 damage from Lance Corporal LS-7979.
[16:20:54]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[16:20:57]	Petty Officer Second Class Arnold Jackson entered observer.
[16:21:03]	[ME] Corporal RT-9824: Attempts to fucking shove the Scout away.
[16:21:11]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[16:21:13]	Petty Officer Second Class Arnold Jackson entered observer.
[16:21:32]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[16:21:34]	Petty Officer Second Class Arnold Jackson entered observer.
[16:21:34]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[16:21:37]	Petty Officer Second Class Arnold Jackson entered observer.
[16:21:40]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[16:21:41]	Petty Officer Second Class Arnold Jackson entered observer.
[16:21:55]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[16:21:56]	Petty Officer Second Class Arnold Jackson entered observer.
[16:21:58]	Flight Crewman Second Class Dash Rene rolled 4 out of 100.
[16:21:58]	Flight Crewman Second Class Dash Rene used command '/Roll'.
[16:21:59]	Flight Crewman Second Class Dash Rene rolled 73 out of 100.
[16:21:59]	Flight Crewman Second Class Dash Rene used command '/Roll'.
[16:22:00]	Flight Crewman Second Class Dash Rene rolled 24 out of 100.
[16:22:00]	Flight Crewman Second Class Dash Rene used command '/Roll'.
[16:22:01]	Flight Crewman Second Class Dash Rene rolled 28 out of 100.
[16:22:01]	Flight Crewman Second Class Dash Rene used command '/Roll'.
[16:22:01]	[ME] Lance Corporal LS-7979: backs up.
[16:22:01]	Flight Crewman Second Class Dash Rene rolled 70 out of 100.
[16:22:01]	Flight Crewman Second Class Dash Rene used command '/Roll'.
[16:22:02]	Flight Crewman Second Class Dash Rene rolled 79 out of 100.
[16:22:02]	Flight Crewman Second Class Dash Rene used command '/Roll'.
[16:22:03]	Flight Crewman Second Class Dash Rene rolled 10 out of 100.
[16:22:03]	Flight Crewman Second Class Dash Rene used command '/Roll'.
[16:22:03]	Flight Crewman Second Class Dash Rene rolled 2 out of 100.
[16:22:03]	Flight Crewman Second Class Dash Rene used command '/Roll'.
[16:22:04]	Flight Crewman Second Class Dash Rene rolled 52 out of 100.
[16:22:04]	Flight Crewman Second Class Dash Rene used command '/Roll'.
[16:22:05]	Flight Crewman Second Class Dash Rene rolled 28 out of 100.
[16:22:05]	Flight Crewman Second Class Dash Rene used command '/Roll'.
