[00:10:52]	_--Ashley--_ has connected.
[02:16:01]	Oureno Riffa has gained a 'Suitcase' #27160.
[02:16:01]	Oureno Riffa has gained a 'Relocation Coupon' #27161.
[02:16:01]	kurozael loaded the character 'Oureno Riffa'
[02:16:44]	[ME] Anastasia Ivanovich: goes to do the only thing she can do now. She goes to do something that'll probably cost her arm if she fucks it up. She tries to quite literally just physically pull Ashley's arm off her arm and escape.
[02:16:46]	Anastasia Ivanovich rolled 48 out of 100.
[02:16:46]	Anastasia Ivanovich used command '/Roll'.
[02:16:57]	Ashley Adams rolled 3 out of 100.
[02:16:57]	Ashley Adams used command '/Roll'.
[02:17:02]	[LOOC] Ashley Adams: ouu damn
[02:17:25]	Kohory Mason has gained a 'Cyclopic Citizen Suit' #27162.
[02:17:25]	Kohory Mason has gained a 'Citizen Filter' #27163.
[02:17:25]	CCTV created the character 'Kohory Mason'
[02:17:25]	Kohory Mason has gained a 'Suitcase' #27164.
[02:17:25]	Kohory Mason has gained a 'Relocation Coupon' #27165.
[02:17:25]	CCTV loaded the character 'Kohory Mason'
[02:17:37]	Kohory Mason used command '/Content'.
[02:17:47]	[ME] Anastasia Ivanovich: barely escaped. She looked worried for once. Completely uncertain of how that happened. She keeps herself away from Ashley now remaining in a defensive stance.
[02:17:57]	kurozael (STEAM_0:1:421783352) has disconnected.
[02:18:15]	CCTV (STEAM_0:0:96449828) has disconnected.
[02:18:35]	Anastasia Ivanovich rolled 6 out of 20.
[02:18:35]	Anastasia Ivanovich used command '/Roll 20'.
[02:19:04]	[ME] Anastasia Ivanovich: seemed too tired to keep fighting. She lowered her hands saying "I don't think it'll be a good idea if you dislocated my shoulder Ashley."
[02:19:05]	Bean (STEAM_0:1:591779303) has disconnected.
[02:19:18]	[ME] Ashley Adams: lowers my arms
[02:19:33]	[ME] Ashley Adams: spits out blood from my mouth
[02:19:42]	[ME] Anastasia Ivanovich: looked beaten up a bit. She offered a hand.
[02:20:03]	[ME] Ashley Adams: goes to shake it *carefully watching for tricks*
[02:20:17]	[IT] Anastasia Ivanovich: No trick. No MGR reference.
[02:20:22]	[ME] Anastasia Ivanovich: shaked your hand.
[02:20:34]	[ME] Ashley Adams: pants
[02:20:52]	[ME] Anastasia Ivanovich: goes to lean on the wall. She states plainly "I've let myself go..."
[02:20:59]	Anastasia Ivanovich rolled 7 out of 20.
[02:20:59]	Anastasia Ivanovich used command '/Roll 20'.
[02:21:03]	[ME] Anastasia Ivanovich: grunted a bit.
[02:21:33]	Ashley Adams used command '/RollAttribute 20'.
[02:22:14]	[LOOC] Ashley Adams: Oh shit were the only ones on XD
[02:22:23]	[LOOC] Anastasia Ivanovich: roach is rejoining
[02:22:37]	[ME] Ashley Adams: theres a clear bruse onto the collar bone, both of us supprised its not broke,
[02:22:43]	CCTV has connected.
[02:23:01]	CCTV loaded the character 'Kohory Mason'
[02:23:15]	Kohory Mason has taken 1 damage from worldspawn.
[02:23:16]	Kohory Mason has taken 1 damage from worldspawn.
[02:23:17]	Kohory Mason has taken 1 damage from worldspawn.
[02:23:28]	Kohory Mason ran 'Equip' on item 'Cyclopic Citizen Suit' (#27162)
[02:23:31]	Kohory Mason ran 'equip' on item 'Citizen Filter' (#27163)
[02:23:42]	[DG] Roach has connected.
[02:23:48]	Kohory Mason opened the '' #2585 container.
[02:24:04]	[ME] Anastasia Ivanovich: flexed a bit, her sleeve tightening up as her bicep enlargened saying "Its too damn obviously."
[02:24:07]	Kohory Mason closed the '' #2585 container.
[02:24:09]	Kohory Mason opened the '' #2584 container.
[02:24:11]	Kohory Mason closed the '' #2584 container.
[02:24:12]	Kohory Mason opened the '' #2583 container.
[02:24:18]	[LOOC] Anastasia Ivanovich: too damn obvious
[02:24:25]	Kohory Mason closed the '' #2583 container.
[02:24:26]	Kohory Mason opened the '' #2585 container.
[02:24:31]	Kohory Mason has gained a 'Citizen ID' #26922.
[02:24:32]	Kohory Mason ran 'combine' on item 'Suitcase' (#27164)
[02:24:32]	Kohory Mason closed the '' #2585 container.
[02:24:40]	[ME] Kohory Mason: slips one of the ID's into his suitcase.
[02:25:00]	Kohory Mason ran 'take' on item 'Citizen ID' (#27166)
[02:25:00]	Kohory Mason has gained a 'Citizen ID' #27166.
[02:25:17]	[LOOC] Anastasia Ivanovich: I can give u criticisms on your sparring btw
[02:25:21]	[LOOC] Anastasia Ivanovich: if you wish to hear
[02:25:31]	[LOOC] Anastasia Ivanovich: ah fuck it. Imma give it anyway
[02:25:37]	[LOOC] Anastasia Ivanovich: too much powergaming tbh
[02:25:38]	Kohory Mason ran 'View' on item 'Paper' (#26871)
[02:25:53]	Kohory Mason ran 'View' on item 'Paper' (#26871)
[02:25:59]	[LOOC] Ashley Adams: I mean you got to understand, My cheracter has a huge strignth atribute 
[02:26:01]	Kohory Mason ran 'View' on item 'Paper' (#26871)
[02:26:03]	[LOOC] Anastasia Ivanovich: I didn't mind you tanking my hits. I minded the fact you legit just dodged in extragavant manner. And what?
[02:26:08]	[LOOC] Anastasia Ivanovich: wtf is ur str attribute at
[02:26:09]	Kohory Mason used the 'Shopkeeper' vendor.
[02:26:29]	Kohory Mason has lost 10 tokens.
[02:26:29]	Kohory Mason has gained a 'Flashlight' #27167.
[02:26:44]	[LOOC] Ashley Adams: I mean gotta have some style am i right, cant just be punching and dodging
[02:26:51]	[LOOC] Ashley Adams: the game also screwed you over
[02:26:57]	[LOOC] Anastasia Ivanovich: what is ur str attribute at?
[02:27:04]	[LOOC] Anastasia Ivanovich: look at ur character stat
[02:27:14]	[LOOC] Anastasia Ivanovich: yeah the rolls were ultra funny
[02:27:16]	[LOOC] Ashley Adams: Whats yours?
[02:27:23]	[LOOC] Anastasia Ivanovich: 5 because this is an old ass character
[02:27:29]	[LOOC] Ashley Adams: 8
[02:27:30]	[LOOC] Anastasia Ivanovich: like literally ancient so my stats are fucked
[02:27:37]	[LOOC] Anastasia Ivanovich: yeah I need to talk to Q to fix up my stats
[02:27:44]	Kohory Mason has gained a 'Scrap Electronics' #27168.
[02:27:46]	Kohory Mason opened the '' #250 container.
[02:27:48]	Kohory Mason closed the '' #250 container.
[02:27:49]	Kohory Mason opened the '' #251 container.
[02:27:53]	Kohory Mason has gained a 'Pack of Nails' #25758.
[02:27:56]	Kohory Mason closed the '' #251 container.
[02:27:57]	[LOOC] Ashley Adams: Also have a 8 to agility
[02:28:01]	[LOOC] Anastasia Ivanovich: because this was pre-beta character so all my stats are at default factory settings. I don't know what the max is; but Ana shouldn't be 5
[02:28:02]	Kohory Mason has gained a 'Silicone Tube' #27169.
[02:28:31]	[LOOC] Anastasia Ivanovich: fuck he ain't online
[02:28:36]	[LOOC] Anastasia Ivanovich: imma have to ask him tmmw
[02:28:43]	[LOOC] Ashley Adams: Yea he just flew off
[02:28:44]	[LOOC] Anastasia Ivanovich: because I have ass stats rn
[02:28:47]	[LOOC] Anastasia Ivanovich: ffs
[02:28:58]	[LOOC] Anastasia Ivanovich: alright back to IC. Imma ignore my lack of stats due to that
[02:29:02]	[LOOC] Ashley Adams: anyway I need to get to bed lol
[02:30:11]	[ME] Anastasia Ivanovich: sighed.
[02:30:23]	[ME] Kohory Mason: smashes the window through with his radio that DID NOT FALL through the floor..
[02:30:31]	Kohory Mason opened the 'Samples Fridge' #2397 container.
[02:30:33]	Kohory Mason closed the 'Samples Fridge' #2397 container.
[02:30:44]	Kohory Mason ran 'View' on item 'Notepad' (#27021)
[02:30:56]	Kohory Mason ran 'take' on item 'Roubles' (#25239)
[02:30:56]	Kohory Mason has gained a 'Roubles' #25239.
[02:31:04]	Kohory Mason ran 'combine' on item 'Suitcase' (#27164)
[02:31:06]	Kohory Mason ran 'take' on item 'Box of Matches' (#25411)
[02:31:06]	Kohory Mason has gained a 'Box of Matches' #25411.
[02:31:17]	[ME] Kohory Mason: checks how much money he has.
[02:31:35]	Kohory Mason ran 'take' on item 'Horse Statue' (#25574)
[02:31:35]	Kohory Mason has gained a 'Horse Statue' #25574.
[02:31:43]	Kohory Mason ran 'View' on item 'Notepad' (#25186)
[02:31:47]	Kohory Mason ran 'View' on item 'Notepad' (#25185)
[02:31:50]	Kohory Mason ran 'View' on item 'Notepad' (#25184)
[02:31:52]	Anastasia Ivanovich rolled 15 out of 20.
[02:31:52]	Anastasia Ivanovich used command '/Roll 20'.
[02:31:57]	[ME] Anastasia Ivanovich: suddenly paused
[02:32:09]	Kohory Mason ran 'take' on item 'Corrugated Hose' (#25417)
[02:32:09]	Kohory Mason has gained a 'Corrugated Hose' #25417.
[02:32:10]	Kohory Mason ran 'take' on item 'Nylon Cord' (#25728)
[02:32:10]	Kohory Mason has gained a 'Nylon Cord' #25728.
[02:32:30]	[ME] Anastasia Ivanovich: sniffled "See ya."
[02:32:36]	[OOC] Anastasia Ivanovich: bye
[02:32:39]	[OOC] Ashley Adams: cya
[02:32:44]	_--Ashley--_ (STEAM_0:0:25179524) has disconnected.
[02:32:59]	Spooky Wolf (STEAM_0:1:58209231) has disconnected.
[02:33:14]	Kohory Mason ran 'take' on item 'Cloth Scrap' (#25217)
[02:33:14]	Kohory Mason has gained a 'Cloth Scrap' #25217.
[02:33:57]	Kohory Mason ran 'take' on item 'Scrap Metal' (#25315)
[02:33:57]	Kohory Mason has gained a 'Scrap Metal' #25315.
[02:33:59]	Kohory Mason ran 'take' on item 'Nylon Cord' (#25548)
[02:33:59]	Kohory Mason has gained a 'Nylon Cord' #25548.
[02:34:00]	Kohory Mason ran 'take' on item 'Power Supply Unit' (#25376)
[02:34:00]	Kohory Mason has gained a 'Power Supply Unit' #25376.
[02:34:05]	Kohory Mason ran 'take' on item 'Pack of Nails' (#25077)
[02:34:05]	Kohory Mason has gained a 'Pack of Nails' #25077.
[02:34:09]	Kohory Mason ran 'take' on item 'Pack of Nails' (#25034)
[02:34:09]	Kohory Mason has gained a 'Pack of Nails' #25034.
[02:34:13]	Kohory Mason ran 'take' on item 'Sewn Cloth' (#25522)
[02:34:13]	Kohory Mason has gained a 'Sewn Cloth' #25522.
[02:34:16]	Kohory Mason ran 'take' on item 'Adjustable Wrench' (#24874)
[02:34:16]	Kohory Mason has gained a 'Adjustable Wrench' #24874.
[02:35:05]	Kohory Mason ran 'take' on item 'Refined Metal' (#25525)
[02:36:59]	Kohory Mason ran 'drop' on item 'Cloth Scrap' (#25217)
[02:36:59]	Kohory Mason has lost a 'Cloth Scrap' #25217.
[02:37:01]	Kohory Mason ran 'take' on item 'Padlock' (#27001)
[02:37:01]	Kohory Mason has gained a 'Padlock' #27001.
[02:37:16]	Kohory Mason ran 'take' on item 'Pan' (#27000)
[02:38:07]	Kohory Mason ran 'take' on item 'Pipe' (#27101)
[02:38:10]	Kohory Mason ran 'drop' on item 'Pack of Nails' (#25758)
[02:38:10]	Kohory Mason has lost a 'Pack of Nails' #25758.
[02:38:13]	Kohory Mason ran 'drop' on item 'Pack of Nails' (#25077)
[02:38:13]	Kohory Mason has lost a 'Pack of Nails' #25077.
[02:38:14]	Kohory Mason ran 'drop' on item 'Pack of Nails' (#25034)
[02:38:14]	Kohory Mason has lost a 'Pack of Nails' #25034.
[02:38:17]	Kohory Mason ran 'take' on item 'Pipe' (#27101)
[02:38:17]	Kohory Mason has gained a 'Pipe' #27101.
[02:38:19]	Kohory Mason ran 'Equip' on item 'Pipe' (#27101)
[02:39:49]	Kohory Mason opened the '' #244 container.
[02:39:51]	Kohory Mason closed the '' #244 container.
[02:39:54]	Kohory Mason opened the '' #243 container.
[02:39:55]	Kohory Mason closed the '' #243 container.
[02:39:56]	Kohory Mason opened the '' #243 container.
[02:39:56]	Kohory Mason closed the '' #243 container.
[02:39:58]	Kohory Mason opened the '' #243 container.
[02:39:58]	Kohory Mason closed the '' #243 container.
[02:40:00]	Kohory Mason opened the '' #243 container.
[02:40:00]	Kohory Mason closed the '' #243 container.
[02:40:14]	Kohory Mason opened the '' #2418 container.
[02:40:16]	Kohory Mason closed the '' #2418 container.
[02:40:27]	Kohory Mason opened the '' #242 container.
[02:40:29]	Kohory Mason closed the '' #242 container.
[02:40:34]	Kohory Mason ran 'Use' on item 'Padlock' (#27001)
[02:41:12]	Kohory Mason opened the 'Padlocked ' #242 container.
[02:41:32]	Kohory Mason closed the 'Padlocked ' #242 container.
[02:41:40]	Kohory Mason ran 'take' on item 'Horse Statue' (#27083)
[02:41:40]	Kohory Mason has gained a 'Horse Statue' #27083.
[02:41:43]	Kohory Mason ran 'take' on item 'Screw Nuts' (#26856)
[02:41:43]	Kohory Mason has gained a 'Screw Nuts' #26856.
[02:41:55]	Kohory Mason ran 'combine' on item 'Suitcase' (#27164)
[02:42:08]	Kohory Mason ran 'take' on item 'Screwdriver' (#25761)
[02:42:08]	Kohory Mason has gained a 'Screwdriver' #25761.
[02:42:48]	Kohory Mason ran 'take' on item 'Small Thermos' (#26423)
[02:42:48]	Kohory Mason has gained a 'Small Thermos' #26423.
[02:43:03]	Kohory Mason ran 'take' on item 'Notepad' (#26764)
[02:43:03]	Kohory Mason has gained a 'Notepad' #26764.
[02:43:27]	Kohory Mason ran 'take' on item 'Broken Computer Monitor' (#25875)
[02:43:27]	Kohory Mason has gained a 'Broken Computer Monitor' #25875.
[02:43:43]	Kohory Mason ran 'drop' on item 'Broken Computer Monitor' (#25875)
[02:43:43]	Kohory Mason has lost a 'Broken Computer Monitor' #25875.
[02:43:53]	Kohory Mason has gained 10 tokens.
[02:44:39]	[DG] Roach (STEAM_0:0:170921441) has disconnected.
[02:45:12]	Kohory Mason has taken 15 damage from Antlion Spitter.
[02:45:56]	Mr.Ganar has connected.
[02:46:19]	Mr.Ganar (STEAM_0:0:80909581) has disconnected.
[02:46:53]	Kohory Mason opened the '' #161 container.
[02:46:56]	Kohory Mason closed the '' #161 container.
[02:47:10]	Kohory Mason has taken 15 damage from Antlion Spitter.
[02:47:19]	Kohory Mason has taken 15 damage from Antlion Spitter.
[02:47:33]	Kohory Mason has taken 15 damage from Antlion Spitter.
[02:49:25]	Kohory Mason has taken 15 damage from Antlion Spitter.
[02:50:45]	Kohory Mason has gained a 'Empty Sparkling Consulate Water Can' #27170.
[02:51:03]	Kohory Mason has gained a 'Wires' #27171.
[02:51:14]	Kohory Mason has gained a 'Scrap Metal' #27172.
[02:51:19]	Kohory Mason ran 'take' on item 'Graphics Card' (#26955)
[02:51:19]	Kohory Mason has gained a 'Graphics Card' #26955.
[02:51:30]	Kohory Mason has gained a 'Empty Soda Bottle' #27173.
[02:51:39]	Kohory Mason ran 'drop' on item 'Scrap Metal' (#27172)
[02:51:39]	Kohory Mason has lost a 'Scrap Metal' #27172.
[02:52:29]	Kohory Mason ran 'take' on item 'Pin' (#25884)
[02:52:29]	Kohory Mason has gained a 'Pin' #25884.
[02:55:36]	Kohory Mason ran 'EquipUn' on item 'Pipe' (#27101)
[02:55:56]	Kohory Mason used the 'Shopkeeper' vendor.
[02:56:10]	Kohory Mason ran 'Equip' on item 'Pipe' (#27101)
[02:56:29]	Kohory Mason opened the '' #2548 container.
[02:56:31]	Kohory Mason closed the '' #2548 container.
[02:56:31]	Kohory Mason opened the '' #252 container.
[02:56:33]	Kohory Mason closed the '' #252 container.
[02:57:11]	Kohory Mason ran 'Consume' on item 'Minimum Grade Food Product (No Flavor)' (#27179)
[02:57:35]	Kohory Mason ran 'Edit' on item 'Notepad' (#26764)
[02:58:24]	Kohory Mason ran 'drop' on item 'Notepad' (#26764)
[02:58:24]	Kohory Mason has lost a 'Notepad' #26764.
[02:58:26]	Kohory Mason ran 'View' on item 'Notepad' (#26764)
[02:58:39]	Kohory Mason ran 'drop' on item 'Screw Nuts' (#26856)
[02:58:39]	Kohory Mason has lost a 'Screw Nuts' #26856.
[02:58:44]	Kohory Mason ran 'drop' on item 'Scrap Metal' (#25315)
[02:58:44]	Kohory Mason has lost a 'Scrap Metal' #25315.
[02:58:48]	Kohory Mason ran 'drop' on item 'Screwdriver' (#25761)
[02:58:48]	Kohory Mason has lost a 'Screwdriver' #25761.
[02:58:49]	Kohory Mason ran 'drop' on item 'Silicone Tube' (#27169)
[02:58:49]	Kohory Mason has lost a 'Silicone Tube' #27169.
[02:58:51]	Kohory Mason ran 'drop' on item 'Wires' (#27171)
[02:58:51]	Kohory Mason has lost a 'Wires' #27171.
[02:58:52]	Kohory Mason ran 'drop' on item 'Pin' (#25884)
[02:58:52]	Kohory Mason has lost a 'Pin' #25884.
[02:58:53]	Kohory Mason ran 'drop' on item 'Adjustable Wrench' (#24874)
[02:58:53]	Kohory Mason has lost a 'Adjustable Wrench' #24874.
[02:58:54]	Kohory Mason ran 'drop' on item 'Sewn Cloth' (#25522)
[02:58:55]	Kohory Mason has lost a 'Sewn Cloth' #25522.
[02:58:58]	Kohory Mason ran 'drop' on item 'Scrap Electronics' (#27168)
[02:58:58]	Kohory Mason has lost a 'Scrap Electronics' #27168.
[02:59:02]	Kohory Mason ran 'drop' on item 'Empty Sparkling Consulate Water Can' (#27170)
[02:59:02]	Kohory Mason has lost a 'Empty Sparkling Consulate Water Can' #27170.
[02:59:08]	Kohory Mason ran 'drop' on item 'Box of Matches' (#25411)
[02:59:08]	Kohory Mason has lost a 'Box of Matches' #25411.
[02:59:10]	Kohory Mason ran 'drop' on item 'Roubles' (#25239)
[02:59:10]	Kohory Mason has lost a 'Roubles' #25239.
[02:59:11]	Kohory Mason ran 'drop' on item 'Empty Soda Bottle' (#27173)
[02:59:11]	Kohory Mason has lost a 'Empty Soda Bottle' #27173.
[02:59:50]	Kohory Mason has gained a 'Empty Tin Can' #27180.
[02:59:53]	Kohory Mason has gained a 'Empty Milk Gallon' #27181.
[03:00:27]	Kohory Mason opened the '' #2424 container.
[03:00:29]	Kohory Mason closed the '' #2424 container.
[03:00:57]	Kohory Mason opened the '' #2422 container.
[03:01:05]	Kohory Mason closed the '' #2422 container.
[03:01:08]	Kohory Mason opened the '' #2420 container.
[03:01:10]	Kohory Mason closed the '' #2420 container.
[03:01:19]	Kohory Mason opened the '' #2421 container.
[03:01:22]	Kohory Mason closed the '' #2421 container.
[03:01:23]	Kohory Mason opened the '' #2421 container.
[03:01:26]	Kohory Mason has gained a 'Respirator' #20817.
[03:01:26]	Kohory Mason closed the '' #2421 container.
[03:02:00]	Kohory Mason ran 'take' on item 'OTA Filter' (#23823)
[03:02:00]	Kohory Mason has gained a 'OTA Filter' #23823.
[03:02:28]	Kohory Mason opened the '' #2549 container.
[03:02:30]	Kohory Mason closed the '' #2549 container.
[03:02:46]	Kohory Mason ran 'equip' on item 'OTA Filter' (#23823)
[03:03:15]	Kohory Mason has gained a 'Broken Clock' #27182.
[03:03:22]	Kohory Mason ran 'take' on item 'Blood Collecting Syringe' (#26786)
[03:03:22]	Kohory Mason has gained a 'Blood Collecting Syringe' #26786.
[03:03:32]	Kohory Mason ran 'take' on item 'Empty Glass Bottle' (#27072)
[03:03:32]	Kohory Mason has gained a 'Empty Glass Bottle' #27072.
[03:03:35]	Kohory Mason ran 'Equip' on item 'Empty Glass Bottle' (#27072)
[03:03:40]	Kohory Mason ran 'take' on item 'Pack of Screws' (#26947)
[03:03:40]	Kohory Mason has gained a 'Pack of Screws' #26947.
[03:03:46]	Kohory Mason ran 'take' on item 'Broken Computer Monitor' (#26853)
[03:03:50]	Kohory Mason ran 'drop' on item 'Broken Clock' (#27182)
[03:03:50]	Kohory Mason has lost a 'Broken Clock' #27182.
[03:03:52]	Kohory Mason ran 'drop' on item 'Graphics Card' (#26955)
[03:03:52]	Kohory Mason has lost a 'Graphics Card' #26955.
[03:03:53]	Kohory Mason ran 'take' on item 'Broken Computer Monitor' (#26853)
[03:03:53]	Kohory Mason has gained a 'Broken Computer Monitor' #26853.
[03:04:15]	Kohory Mason has gained a 'Broken Keyboard' #27183.
[03:04:27]	Kohory Mason ran 'drop' on item 'Broken Computer Monitor' (#26853)
[03:04:27]	Kohory Mason has lost a 'Broken Computer Monitor' #26853.
[03:04:28]	Kohory Mason ran 'drop' on item 'Broken Keyboard' (#27183)
[03:04:29]	Kohory Mason has lost a 'Broken Keyboard' #27183.
[03:04:34]	Kohory Mason ran 'take' on item 'Empty Paint Can' (#26906)
[03:04:34]	Kohory Mason has gained a 'Empty Paint Can' #26906.
[03:04:36]	Kohory Mason ran 'take' on item 'Empty Paint Can' (#27176)
[03:04:36]	Kohory Mason has gained a 'Empty Paint Can' #27176.
[03:04:55]	Kohory Mason ran 'drop' on item 'Empty Paint Can' (#26906)
[03:04:55]	Kohory Mason has lost a 'Empty Paint Can' #26906.
[03:04:55]	Kohory Mason ran 'drop' on item 'Empty Paint Can' (#27176)
[03:04:55]	Kohory Mason has lost a 'Empty Paint Can' #27176.
