[00:00:17]	[LOOC] Gregory Smith: locked
[18:32:46]	Gregory Smith ran 'take' on item 'Flashlight' (#25783)
[18:32:46]	Gregory Smith has gained a 'Flashlight' #25783.
[18:33:02]	[LOOC] Emily Brown: f3 me
[18:33:04]	[LOOC] Emily Brown: f3 me
[18:33:32]	Emily Brown used the 'Storage' vendor.
[18:33:32]	[ME] Gregory Smith: salutes at the distance
[18:33:36]	Emily Brown opened the '' #1810 container.
[18:33:38]	[OOC] Gregory Smith: I have to go
[18:33:40]	Emily Brown closed the '' #1810 container.
[18:33:42]	[OOC] Gregory Smith: I'll connect later
[18:33:44]	[OOC] Gregory Smith: Bye
[18:33:48]	Vendo Pan™ (STEAM_0:0:445640226) has disconnected.
[18:34:23]	Emily Brown opened the '' #1810 container.
[18:34:29]	Emily Brown has given 32 tokens to '' #1810 (32 tokens left).
[18:34:35]	Emily Brown closed the '' #1810 container.
[18:34:42]	Emily Brown opened the '' #1810 container.
[18:34:51]	Emily Brown closed the '' #1810 container.
[18:45:54]	sand (STEAM_0:0:38537787) has disconnected.
[19:05:08]	[CGN] Painevan has connected.
[19:05:35]	[CGN] Painevan loaded the character 'Karl Von Habsburg'
[19:05:37]	Karl Von Habsburg has taken 5 damage from npc_headcrab.
[19:05:38]	Karl Von Habsburg has taken 5 damage from npc_headcrab.
[19:05:38]	Karl Von Habsburg entered observer.
[19:55:24]	[CGN] Painevan (STEAM_0:0:68118061) has disconnected.
[19:59:56]	sicko mamba  λ has connected.
[20:04:41]	sicko mamba  λ (STEAM_0:0:537995060) has disconnected.
[20:23:46]	sand has connected.
[20:26:36]	sand loaded the character 'CCA.C14-UNION.i5.39867'
[20:29:06]	Doughnut has connected.
[20:31:34]	Doughnut loaded the character 'John Zimmer'
[20:31:36]	CCA.C14-UNION.i5.39867 has gained 10 tokens.
[20:34:51]	[ME] CCA.C14-UNION.i5.39867: takes a quick glance around the plaza, eyeing the walls and streets
[20:35:05]	[ME] CCA.C14-UNION.i5.39867: turns his gaze towards the trash scattered around the sides of the buildings.
[20:36:22]	[ME] CCA.C14-UNION.i5.39867: grips the broom that is propped up against the workdesk, placing it onto the table top
[20:36:36]	CCA.C14-UNION.i5.39867 has gained 10 tokens.
[20:36:36]	[ME] John Zimmer: takes broom
[20:37:18]	[ME] John Zimmer: begins sweeping trash up street
[20:37:44]	[ME] John Zimmer: sweeps trash into new pile
[20:37:49]	[OOC] John Zimmer: 1 sec gotta do something
[20:37:59]	[OOC] CCA.C14-UNION.i5.39867: k
[20:38:58]	[ME] John Zimmer: begins sweeping new pile in half circle motions up the street
[20:39:34]	[ME] John Zimmer: sweeps trash pile with new pile, and continues sweeping up the street
[20:39:56]	[ME] John Zimmer: sweeps trash pile with new pile, and continues sweeping up the street
[20:39:57]	CCA.C14-UNION.i5.39867 used command '/ActLean'.
[20:40:00]	CCA.C14-UNION.i5.39867 used command '/ActStand'.
[20:40:18]	CCA.C14-UNION.i5.39867 used command '/ExitAct'.
[20:40:29]	[ME] John Zimmer: sweeps trash pile with new pile, and continues sweeping up the street
[20:40:43]	[ME] John Zimmer: sweeps trash pile with new pile, and continues sweeping up the street
[20:41:28]	[ME] John Zimmer: begins throwing pile of garbage out
[20:41:36]	CCA.C14-UNION.i5.39867 has gained 10 tokens.
[20:43:16]	[ME] John Zimmer: begins picking up cardboard scraps
[20:43:33]	[ME] John Zimmer: takes cardboard, and stuffs it in the trash
[20:43:38]	[ME] John Zimmer: begins picking up cardboard scraps
[20:43:47]	[ME] John Zimmer: takes cardboard, and stuffs it in the trash
[20:44:12]	[ME] John Zimmer: begins sweeping trash up the street
[20:44:45]	[ME] John Zimmer: begins throwing away trash
[20:45:17]	[ME] John Zimmer: starts sweeping trash up street
[20:46:04]	[ME] John Zimmer: throws away trash pile
[20:46:36]	CCA.C14-UNION.i5.39867 has gained 10 tokens.
[20:47:06]	John Zimmer used command '/Apply'.
[20:47:12]	[ME] John Zimmer: places broom on desk
[20:47:13]	[ME] CCA.C14-UNION.i5.39867: pulls out a small PDA, typing on it.
[20:47:19]	CCA.C14-UNION.i5.39867 used command '/OldViewData john'.
[20:51:36]	CCA.C14-UNION.i5.39867 has gained 10 tokens.
[20:54:42]	[OOC] John Zimmer: e
[20:56:23]	[OOC] CCA.C14-UNION.i5.39867: e
[20:56:25]	[OOC] CCA.C14-UNION.i5.39867: gonna go
[20:56:27]	sand (STEAM_0:0:38537787) has disconnected.
[20:58:13]	Doughnut (STEAM_0:1:127409364) has disconnected.
[22:01:31]	FB|| light ROOM has connected.
[22:02:16]	FB|| light ROOM loaded the character 'CCA.C14-UNION.EpU.72633'
[22:02:21]	[OOC] CCA.C14-UNION.EpU.72633: Yo
[22:02:33]	CCA.C14-UNION.EpU.72633 used command '/Radio Unit is 10-8, status is green. Updating 10-20 to Plaza for stand by.'.
[22:03:59]	[CGN] Painevan has connected.
[22:04:34]	[CGN] Painevan loaded the character 'Karl Von Habsburg'
[22:04:35]	Karl Von Habsburg has taken 5 damage from npc_headcrab.
[22:04:35]	Karl Von Habsburg has taken 5 damage from npc_headcrab.
[22:04:38]	Karl Von Habsburg entered observer.
[22:04:57]	Karl Von Habsburg has spawned a 'NPC [1623][npc_monk]'.
[22:05:34]	Karl Von Habsburg has spawned a 'NPC [1623][npc_monk]'.
[22:05:34]	Karl Von Habsburg has spawned a 'NPC [1626][npc_monk]'.
[22:05:34]	Karl Von Habsburg has spawned a 'NPC [1627][npc_monk]'.
[22:05:39]	Karl Von Habsburg has spawned a 'NPC [1626][npc_monk]'.
[22:05:39]	Karl Von Habsburg has spawned a 'NPC [1627][npc_monk]'.
[22:05:41]	Karl Von Habsburg has spawned a 'NPC [1629][npc_monk]'.
[22:05:42]	Karl Von Habsburg has spawned a 'NPC [3190][npc_monk]'.
[22:05:43]	Karl Von Habsburg has spawned a 'NPC [3191][npc_monk]'.
[22:05:44]	[OOC] CCA.C14-UNION.EpU.72633: Holy shit the stunstick on extreme does so much damage lmao
[22:05:44]	Karl Von Habsburg has spawned a 'NPC [3199][npc_monk]'.
[22:06:11]	CCA.C14-UNION.EpU.72633 has taken 27 damage from npc_monk.
[22:06:12]	CCA.C14-UNION.EpU.72633 has taken 3 damage from npc_monk.
[22:06:12]	CCA.C14-UNION.EpU.72633 has taken 11 damage from npc_monk.
[22:06:13]	CCA.C14-UNION.EpU.72633 has taken 12 damage from npc_monk.
[22:06:14]	CCA.C14-UNION.EpU.72633 has taken 3 damage from npc_monk.
[22:06:26]	[OOC] CCA.C14-UNION.EpU.72633: imma need ammo back by teh way
[22:06:29]	[OOC] CCA.C14-UNION.EpU.72633: The*
[22:07:16]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[22:07:36]	CCA.C14-UNION.EpU.72633 has taken 100 damage from npc_monk.
[22:07:54]	[OOC] CCA.C14-UNION.EpU.72633: Help ;-;
[22:08:00]	[OOC] CCA.C14-UNION.EpU.72633: me in bad place
[22:08:14]	Karl Von Habsburg exited observer at their location.
[22:08:17]	CCA.C14-UNION.EpU.72633 has taken 61 damage from Karl Von Habsburg.
[22:08:18]	Karl Von Habsburg has killed CCA.C14-UNION.EpU.72633 with tfa_hl2r_357.
[22:08:20]	Karl Von Habsburg has taken 3 damage from npc_turret_floor.
[22:08:20]	Karl Von Habsburg has taken 3 damage from npc_turret_floor.
[22:08:22]	Karl Von Habsburg entered observer.
[22:08:26]	[OOC] CCA.C14-UNION.EpU.72633: I guess that counts as helping
[22:08:31]	CCA.C14-UNION.EpU.72633 ran 'Equip' on item 'MP7U' (#22164)
[22:08:32]	CCA.C14-UNION.EpU.72633 ran 'Equip' on item 'USP Match' (#18841)
[22:09:07]	CCA.C14-UNION.EpU.72633 has taken 34 damage from npc_monk.
[22:09:08]	CCA.C14-UNION.EpU.72633 has taken 11 damage from npc_monk.
[22:09:09]	CCA.C14-UNION.EpU.72633 has taken 41 damage from npc_monk.
[22:09:09]	CCA.C14-UNION.EpU.72633 has taken 76 damage from npc_monk.
[22:09:10]	CCA.C14-UNION.EpU.72633 has taken 60 damage from npc_monk.
[22:09:10]	npc_monk has killed CCA.C14-UNION.EpU.72633.
[22:09:15]	[OOC] Karl Von Habsburg: Lmao
[22:09:19]	[OOC] CCA.C14-UNION.EpU.72633: Bruh
[22:09:32]	[OOC] CCA.C14-UNION.EpU.72633: Fully auto BFG be like (I know it isn't the BFG)
[22:09:39]	[OOC] Karl Von Habsburg: ikr
[22:10:01]	[OOC] CCA.C14-UNION.EpU.72633: But to be fair it pretty much is the BFG just without all the power
[22:10:07]	Karl Von Habsburg exited observer at their location.
[22:10:11]	Karl Von Habsburg entered observer.
[22:10:20]	CCA.C14-UNION.EpU.72633 has taken 76 damage from npc_monk.
[22:10:20]	CCA.C14-UNION.EpU.72633 has taken 81 damage from npc_monk.
[22:10:27]	[OOC] CCA.C14-UNION.EpU.72633: FUCK
[22:10:31]	[OOC] CCA.C14-UNION.EpU.72633: Yeah
[22:10:36]	Karl Von Habsburg has spawned 'models/props_c17/FurnitureTable003a.mdl'.
[22:10:39]	[OOC] CCA.C14-UNION.EpU.72633: Lmao
[22:10:47]	Karl Von Habsburg exited observer at their location.
[22:10:52]	CCA.C14-UNION.EpU.72633 has taken 345 damage from Karl Von Habsburg.
[22:10:52]	Karl Von Habsburg has killed CCA.C14-UNION.EpU.72633 with tfa_hl2r_357.
[22:10:55]	[OOC] CCA.C14-UNION.EpU.72633: ow
[22:11:00]	[OOC] Karl Von Habsburg: O h
[22:11:05]	[OOC] Karl Von Habsburg: I thought you had the bfg
[22:11:16]	[OOC] CCA.C14-UNION.EpU.72633: No i didn't you dumb dumb
[22:11:19]	CCA.C14-UNION.EpU.72633 has taken 98 damage from obj_portal.
[22:11:24]	[OOC] CCA.C14-UNION.EpU.72633: Fucking ow
[22:11:36]	Karl Von Habsburg entered observer.
[22:11:44]	Karl Von Habsburg exited observer at their location.
[22:11:47]	Karl Von Habsburg has spawned a 'NPC [1623][npc_monk]'.
[22:12:00]	Karl Von Habsburg has spawned a 'NPC [1623][npc_zombine]'.
[22:12:16]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[22:12:19]	[Y] CCA.C14-UNION.EpU.72633: <:: NERD. ::>
[22:12:25]	Karl Von Habsburg has spawned a 'NPC [1623][npc_barnacle]'.
[22:12:37]	CCA.C14-UNION.EpU.72633 has taken 36 damage from disTarg.
[22:12:48]	Karl Von Habsburg has spawned a 'NPC [1623][npc_antlionguard]'.
[22:12:59]	CCA.C14-UNION.EpU.72633 has taken 10 damage from npc_antlionguard.
[22:12:59]	CCA.C14-UNION.EpU.72633 has taken 10 damage from npc_antlionguard.
[22:13:01]	Karl Von Habsburg has taken 10 damage from npc_antlionguard.
[22:13:01]	Karl Von Habsburg has taken 10 damage from npc_antlionguard.
[22:13:02]	CCA.C14-UNION.EpU.72633 has taken 10 damage from npc_antlionguard.
[22:13:02]	CCA.C14-UNION.EpU.72633 has taken 10 damage from npc_antlionguard.
[22:13:04]	Karl Von Habsburg has taken 10 damage from npc_antlionguard.
[22:13:04]	Karl Von Habsburg has taken 10 damage from npc_antlionguard.
[22:13:06]	Karl Von Habsburg has taken 10 damage from npc_antlionguard.
[22:13:06]	Karl Von Habsburg has taken 10 damage from npc_antlionguard.
[22:13:08]	Karl Von Habsburg has taken 10 damage from npc_antlionguard.
[22:13:08]	Karl Von Habsburg has taken 10 damage from npc_antlionguard.
[22:13:10]	Karl Von Habsburg has taken 10 damage from npc_antlionguard.
[22:13:10]	npc_antlionguard has killed Karl Von Habsburg.
[22:13:11]	CCA.C14-UNION.EpU.72633 has taken 10 damage from npc_antlionguard.
[22:13:11]	CCA.C14-UNION.EpU.72633 has taken 10 damage from npc_antlionguard.
[22:13:14]	Karl Von Habsburg entered observer.
[22:13:20]	CCA.C14-UNION.EpU.72633 has taken 10 damage from npc_antlionguard.
[22:13:20]	npc_antlionguard has killed CCA.C14-UNION.EpU.72633.
[22:13:23]	[OOC] CCA.C14-UNION.EpU.72633: ow
[22:13:25]	Karl Von Habsburg exited observer at their location.
[22:13:42]	[OOC] CCA.C14-UNION.EpU.72633: What if we had a Nexus raid for once
[22:13:43]	Karl Von Habsburg has taken 20 damage from npc_antlionguard.
[22:13:43]	Karl Von Habsburg has taken 62 damage from Karl Von Habsburg.
[22:13:51]	CCA.C14-UNION.EpU.72633 has taken 4 damage from Karl Von Habsburg.
[22:13:51]	CCA.C14-UNION.EpU.72633 has taken 4 damage from Karl Von Habsburg.
[22:13:52]	CCA.C14-UNION.EpU.72633 has taken 4 damage from Karl Von Habsburg.
[22:13:52]	CCA.C14-UNION.EpU.72633 has taken 4 damage from Karl Von Habsburg.
[22:13:53]	[Y] CCA.C14-UNION.EpU.72633: <:: BITCH. ::>
[22:13:57]	Karl Von Habsburg has taken 35 damage from CCA.C14-UNION.EpU.72633.
[22:13:57]	CCA.C14-UNION.EpU.72633 has killed Karl Von Habsburg with ix_stunstick.
[22:14:02]	Karl Von Habsburg entered observer.
[22:14:09]	CCA.C14-UNION.EpU.72633 has taken 58 damage from Karl Von Habsburg.
[22:14:19]	CCA.C14-UNION.EpU.72633 has taken 36 damage from Karl Von Habsburg.
[22:14:22]	CCA.C14-UNION.EpU.72633 has taken 79 damage from Karl Von Habsburg.
[22:14:28]	[OOC] CCA.C14-UNION.EpU.72633: Me is now in wall
[22:14:56]	Karl Von Habsburg has spawned a 'NPC [1629][monster_zombie_barney]'.
[22:15:26]	Karl Von Habsburg has spawned a 'NPC [1629][npc_stukabat]'.
[22:15:31]	Karl Von Habsburg has spawned a 'NPC [1629][monster_sentry]'.
[22:15:51]	Karl Von Habsburg has spawned a 'NPC [1629][monster_hound_eye]'.
[22:16:05]	Karl Von Habsburg has spawned a 'NPC [2262][monster_head_crab]'.
[22:16:17]	Karl Von Habsburg has spawned a 'NPC [2262][monster_bm_scientist]'.
[22:16:31]	Karl Von Habsburg has spawned a 'NPC [2264][monster_head_crab]'.
[22:16:36]	Karl Von Habsburg has spawned a 'NPC [2262][monster_head_crab]'.
[22:16:42]	Karl Von Habsburg has spawned a 'NPC [2262][monster_turret]'.
[22:16:51]	Karl Von Habsburg has spawned a 'NPC [2262][monster_g_man]'.
[22:17:01]	CCA.C14-UNION.EpU.72633 has taken 1 damage from CCA.C14-UNION.EpU.72633.
[22:17:03]	CCA.C14-UNION.EpU.72633 has taken 2 damage from CCA.C14-UNION.EpU.72633.
[22:17:04]	CCA.C14-UNION.EpU.72633 has taken 1 damage from CCA.C14-UNION.EpU.72633.
[22:17:04]	CCA.C14-UNION.EpU.72633 has taken 1 damage from CCA.C14-UNION.EpU.72633.
[22:17:05]	CCA.C14-UNION.EpU.72633 ran 'Apply' on item 'Bandage' (#25690)
[22:17:06]	CCA.C14-UNION.EpU.72633 has taken 2 damage from CCA.C14-UNION.EpU.72633.
[22:17:07]	CCA.C14-UNION.EpU.72633 has taken 2 damage from CCA.C14-UNION.EpU.72633.
[22:17:07]	CCA.C14-UNION.EpU.72633 has taken 1 damage from CCA.C14-UNION.EpU.72633.
[22:17:09]	CCA.C14-UNION.EpU.72633 has taken 1 damage from CCA.C14-UNION.EpU.72633.
[22:17:12]	CCA.C14-UNION.EpU.72633 has taken 0 damage from CCA.C14-UNION.EpU.72633.
[22:17:14]	CCA.C14-UNION.EpU.72633 has taken 0 damage from CCA.C14-UNION.EpU.72633.
[22:17:14]	CCA.C14-UNION.EpU.72633 has taken 1 damage from CCA.C14-UNION.EpU.72633.
[22:17:16]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[22:17:18]	CCA.C14-UNION.EpU.72633 has taken 0 damage from CCA.C14-UNION.EpU.72633.
[22:17:27]	Karl Von Habsburg has spawned a 'NPC [2262][monster_officer]'.
[22:17:36]	CCA.C14-UNION.EpU.72633 has taken 36 damage from monster_officer.
[22:17:36]	monster_officer has killed CCA.C14-UNION.EpU.72633.
[22:17:38]	[OOC] CCA.C14-UNION.EpU.72633: ow
[22:17:47]	[OOC] CCA.C14-UNION.EpU.72633: By the way you owe me a bit of supplies
[22:17:51]	CCA.C14-UNION.EpU.72633 ran 'Equip' on item 'MP7U' (#22164)
[22:17:52]	CCA.C14-UNION.EpU.72633 ran 'Equip' on item 'USP Match' (#18841)
[22:17:57]	[OOC] CCA.C14-UNION.EpU.72633: Including a bandage
[22:18:17]	[OOC] CCA.C14-UNION.EpU.72633: bandage plez
[22:18:20]	CCA.C14-UNION.EpU.72633 has gained a 'Bandage' #25784.
[22:18:20]	Karl Von Habsburg used command '/CharGiveItem union bandage 1'.
[22:18:24]	[OOC] CCA.C14-UNION.EpU.72633: NOICE
[22:18:26]	Karl Von Habsburg has spawned a 'NPC [2268][monster_otis]'.
[22:19:18]	Karl Von Habsburg has spawned a 'NPC [2266][monster_alien_tor]'.
[22:19:58]	Karl Von Habsburg has spawned a 'NPC [2266][npc_headcrab]'.
[22:19:59]	Karl Von Habsburg exited observer at their location.
[22:19:59]	Karl Von Habsburg entered observer.
[22:19:59]	[OOC] CCA.C14-UNION.EpU.72633: brb
[22:20:03]	FB|| light ROOM loaded the character 'Journey Robertson'
[22:20:41]	Karl Von Habsburg has spawned a 'NPC [2136][npc_zombie]'.
[22:21:31]	Karl Von Habsburg has spawned a 'NPC [2136][npc_headcrab]'.
[22:21:40]	[OOC] Journey Robertson: Back gamers
[22:22:02]	[OOC] Journey Robertson: It do be a THICC headcrab
[22:22:05]	Journey Robertson has taken 5 damage from npc_headcrab.
[22:22:07]	Journey Robertson has taken 5 damage from npc_headcrab.
[22:22:14]	Journey Robertson has taken 5 damage from npc_headcrab.
[22:22:59]	Karl Von Habsburg exited observer at their location.
[22:22:59]	Karl Von Habsburg entered observer.
[22:23:13]	Karl Von Habsburg has spawned a 'NPC [2136][npc_zombine]'.
[22:23:34]	Karl Von Habsburg has spawned a 'NPC [2136][npc_antlionguard]'.
[22:23:41]	Journey Robertson has taken 20 damage from npc_antlionguard.
[22:23:41]	Journey Robertson has taken 53 damage from npc_antlionguard.
[22:23:43]	Journey Robertson has taken 35 damage from disTarg.
[22:23:43]	disTarg has killed Journey Robertson.
[22:23:50]	[OOC] Journey Robertson: I tried to do a dodge, it failed
[22:24:00]	Karl Von Habsburg has spawned a 'NPC [2136][npc_barnacle]'.
[22:24:04]	Karl Von Habsburg has spawned a 'NPC [2264][npc_antlionguard]'.
[22:24:10]	[OOC] Journey Robertson: Bruh
[22:24:33]	[OOC] Journey Robertson: Bruh
[22:24:38]	[OOC] Journey Robertson: It actually fucking ate it
[22:25:18]	[OOC] Journey Robertson: Antlions have human bones don't worry about it
[22:25:43]	[OOC] Journey Robertson: By the way, can we get IC for a moment?
[22:25:48]	[OOC] Karl Von Habsburg: in one sec
[22:25:55]	Karl Von Habsburg has spawned a 'NPC [2384][npc_barnacle]'.
[22:25:59]	[ME] Journey Robertson: Simply sits down taking a breather.
[22:25:59]	Karl Von Habsburg has spawned a 'NPC [3203][npc_headcrab_black]'.
[22:26:14]	Karl Von Habsburg has spawned a 'NPC [3206][npc_barnacle]'.
[22:26:18]	Karl Von Habsburg has spawned a 'Entity [3210][npc_antlion_grub]'.
[22:26:29]	Karl Von Habsburg has spawned a 'NPC [3217][npc_vj_mortarsynth]'.
[22:26:52]	[ME] Journey Robertson: Then takes out the canister bullshit item and inspects it.
[22:26:54]	Journey Robertson ran 'drop' on item 'Small Cannister' (#25561)
[22:26:54]	Journey Robertson has lost a 'Small Cannister' #25561.
[22:27:08]	[IT] Karl Von Habsburg: It is a canister, want to open it?
[22:27:20]	[ME] Journey Robertson: Simply opens it to see the goodies inside.
[22:27:30]	Karl Von Habsburg used command '/adminspawnmenu'.
[22:27:49]	[OOC] Journey Robertson: Want me to roll or is it a set item?
[22:27:58]	Karl Von Habsburg has spawned "9mm Pistol Magazine"
[22:28:16]	Karl Von Habsburg used command '/adminspawnmenu'.
[22:28:17]	Journey Robertson ran 'drop' on item 'UU Brand Cigarette Pack' (#19106)
[22:28:17]	Journey Robertson has lost a 'UU Brand Cigarette Pack' #19106.
[22:28:19]	Journey Robertson ran 'take' on item 'UU Brand Cigarette Pack' (#19106)
[22:28:19]	Journey Robertson has gained a 'UU Brand Cigarette Pack' #19106.
[22:28:24]	[OOC] Journey Robertson: Bruh
[22:28:36]	Karl Von Habsburg ran 'take' on item '9mm Pistol Magazine' (#25785)
[22:28:36]	Karl Von Habsburg has gained a '9mm Pistol Magazine' #25785.
[22:28:39]	Karl Von Habsburg entered observer.
[22:28:43]	Karl Von Habsburg ran 'drop' on item '9mm Pistol Magazine' (#25785)
[22:28:43]	Karl Von Habsburg has lost a '9mm Pistol Magazine' #25785.
[22:28:53]	[W] Journey Robertson: Holy shit.
[22:28:54]	Journey Robertson ran 'take' on item '9mm Pistol Magazine' (#25785)
[22:28:54]	Journey Robertson has gained a '9mm Pistol Magazine' #25785.
[22:28:57]	[IT] Karl Von Habsburg: You find inside a small 9mm magizine.
[22:28:58]	Karl Von Habsburg entered observer.
[22:29:16]	[OOC] Karl Von Habsburg:  Just so you know, somebody fished it out of the sewage in the sewers
[22:29:17]	[ME] Journey Robertson: simply takes it and stuffs it into a big boi suitcase for safe keeping
[22:29:21]	[OOC] Karl Von Habsburg: That is why it is good loot
[22:29:48]	[OOC] Journey Robertson: What was that canister model lmao?
[22:29:53]	[OOC] Karl Von Habsburg: idfk
[22:30:00]	[OOC] Karl Von Habsburg: Its just in the spawnmenu
[22:30:04]	[OOC] Journey Robertson: Bruh
[22:30:13]	Karl Von Habsburg used command '/adminspawnmenu'.
[22:30:25]	Karl Von Habsburg exited observer at their location.
[22:30:56]	Karl Von Habsburg entered observer.
[22:31:03]	[OOC] Karl Von Habsburg: I think the rust weapons are broke
[22:31:08]	[OOC] Journey Robertson: Might be
[22:31:11]	Karl Von Habsburg has killed Karl Von Habsburg.
[22:31:25]	[OOC] Karl Von Habsburg: yeah they are I think
[22:31:29]	[ME] Journey Robertson: Simply surveys the area looking for anything noticable.
[22:31:31]	Karl Von Habsburg has killed Karl Von Habsburg.
[22:31:36]	[OOC] Journey Robertson: Me on a mission while Pain is fucking with the guns
[22:31:52]	[OOC] Karl Von Habsburg: yeah they broke
[22:31:54]	[OOC] Journey Robertson: I did a /me by the way
[22:32:15]	[ME] Journey Robertson: Simply surveys the area looking for anything noticable other than basic boxes.
[22:32:34]	[OOC] Karl Von Habsburg: Even the rock is fucked
[22:32:37]	[OOC] Journey Robertson: Bruh
[22:32:39]	[OOC] Karl Von Habsburg: Sorry let me go to you
[22:32:40]	Karl Von Habsburg entered observer.
[22:32:50]	[OOC] Journey Robertson: No problem, you just doin Mod things
[22:32:53]	[ME] Journey Robertson: Simply surveys the area looking for anything noticable other than basic boxes.
[22:33:26]	[OOC] Journey Robertson: Depends on the mechanics of the revolver
[22:34:06]	[OOC] Journey Robertson: IF only
[22:34:43]	[OOC] Journey Robertson: I mean, we have several noticable things down here. Just depends on what you want me to notice first
[22:34:44]	[IT] Karl Von Habsburg: You see some containers that may be able to be opened without a crowbar.
[22:36:45]	[ME] Journey Robertson: Slowly walks onto the opened dumpster.
[22:36:55]	[W] Journey Robertson: Alright.....
[22:36:58]	[OOC] Journey Robertson: Bruh
[22:37:15]	[ME] Journey Robertson: Quickly checks whats inside the box
[22:37:17]	Journey Robertson rolled 6 out of 100.
[22:37:17]	Journey Robertson used command '/Roll'.
[22:37:20]	[OOC] Journey Robertson: bruh
[22:37:27]	Karl Von Habsburg used command '/adminspawnmenu'.
[22:37:51]	Karl Von Habsburg has spawned "Burnt Cryosquid Meat"
[22:37:59]	[IT] Karl Von Habsburg: You find some burnt meat.
[22:38:02]	[W] Journey Robertson: Ugh.
[22:38:07]	[ME] Journey Robertson: Quickly checks whats inside the box
[22:38:09]	Journey Robertson rolled 27 out of 100.
[22:38:09]	Journey Robertson used command '/Roll'.
[22:38:13]	Karl Von Habsburg used command '/adminspawnmenu'.
[22:38:13]	[OOC] Journey Robertson: My rolls are great
[22:38:21]	Karl Von Habsburg has spawned "Overwatch Suppression Issue HMG"
[22:38:22]	[W] Journey Robertson: Holy shit, the window is open.
[22:38:27]	[OOC] Journey Robertson: Lmao
[22:38:41]	[OOC] Journey Robertson: Not like i could use the HMG
[22:38:43]	Karl Von Habsburg used command '/adminspawnmenu'.
[22:39:00]	Karl Von Habsburg has spawned "Rock"
[22:39:10]	Journey Robertson has gained a 'Rock' #25788.
[22:39:10]	Karl Von Habsburg used command '/CharGiveItem rob rock 1'.
[22:39:18]	Journey Robertson ran 'drop' on item 'Rock' (#25788)
[22:39:18]	Journey Robertson has lost a 'Rock' #25788.
[22:39:19]	[IT] Karl Von Habsburg: Thor Ragnarok
[22:39:20]	Journey Robertson ran 'take' on item 'Rock' (#25788)
[22:39:20]	Journey Robertson has gained a 'Rock' #25788.
[22:39:56]	[ME] Journey Robertson: Grabs the yellow device and runs toward the corner with the broken truck
[22:40:10]	[W] Journey Robertson: Gross.
[22:40:26]	[IT] Karl Von Habsburg: The rads is off the chart
[22:40:46]	[OOC] Journey Robertson: Imagine having radiation in a safe area.
[22:41:01]	[ME] Journey Robertson: Checks around for anything of notice
[22:41:32]	Karl Von Habsburg has killed Karl Von Habsburg.
[22:41:36]	Karl Von Habsburg entered observer.
[22:41:52]	Karl Von Habsburg has spawned a 'NPC [1630][monster_gonome]'.
[22:42:10]	[OOC] Journey Robertson: did you see my /me?
[22:42:23]	[ME] Journey Robertson: Checks around for anything of notice
[22:42:31]	[IT] Karl Von Habsburg: You saw a fucking flare
[22:42:53]	[OOC] Journey Robertson: You gonna fire it or is it IC?
[22:43:09]	[W] Journey Robertson: Shit.
[22:43:19]	[ME] Journey Robertson: Climbs up onto the truck
[22:43:39]	[ME] Journey Robertson: Simplys lays down trying not to be seen by anything
[22:43:53]	[W] Journey Robertson: Holy shit......if i can get out of here.
[22:43:58]	Karl Von Habsburg has spawned a 'NPC [3203][npc_zombie]'.
[22:44:00]	Karl Von Habsburg has spawned a 'NPC [3204][npc_zombie]'.
[22:45:07]	[OOC] Journey Robertson: Do you think this window would realisticly have a actual obvious way to open it? 
[22:46:04]	[OOC] Journey Robertson: My char is aware of it since i've done a good bit of scouting. But since you can open it from both sides i would think that it would have handles on the outside and inside
[22:46:29]	[OOC] Journey Robertson: True
[22:46:33]	[OOC] Journey Robertson: gonna go for it
[22:47:03]	[ME] Journey Robertson: Does the /me notices and realises that the window might not be locked (Perhaps it would be possible to open it)
[22:47:41]	[ME] Journey Robertson: Gets onto the railing and attempts to open it via pulling it up
[22:47:49]	Journey Robertson used command '/RollStat str'.
[22:47:52]	[OOC] Journey Robertson: FUCK
[22:47:59]	[IT] Karl Von Habsburg: You fail, horribly.
[22:48:11]	[ME] Journey Robertson: Then does the gamer and attempts to push it open
[22:48:16]	Journey Robertson used command '/RollStat str'.
[22:48:35]	[ME] Journey Robertson: Then gets up into the window 
[22:48:45]	[ME] Journey Robertson: Pushes it down
[22:48:53]	[W] Journey Robertson: Holy shit.
[22:49:06]	[OOC] Journey Robertson: I know
[22:49:12]	[Y] Journey Robertson: Oh my.
[22:49:16]	[OOC] Journey Robertson: FUCK VOID YELL
[22:49:21]	[OOC] Journey Robertson: I'm dumb ;-;
[22:49:34]	[ME] Journey Robertson: Attempts to open the boxes looking for anything of value
[22:49:36]	Journey Robertson rolled 16 out of 100.
[22:49:36]	Journey Robertson used command '/Roll'.
[22:49:42]	[OOC] Journey Robertson: 16 out of 100 be like
[22:49:45]	[IT] Karl Von Habsburg: The box is empty
[22:50:01]	[ME] Journey Robertson: Looks at this row and attempts to grab shit out of it
[22:50:02]	Journey Robertson rolled 77 out of 100.
[22:50:02]	Journey Robertson used command '/Roll'.
[22:50:07]	Karl Von Habsburg used command '/adminspawnmenu'.
