[00:13:47]	beansman67 has connected.
[13:41:00]	DRD has connected.
[13:41:11]	Ethan King has taken 15 damage from npc_barnacle.
[13:41:12]	Ethan King has taken 15 damage from npc_barnacle.
[13:41:14]	Ethan King has taken 5 damage from worldspawn.
[13:41:14]	worldspawn has killed Ethan King.
[13:41:19]	[OOC] Ethan King: Barnicle ;-;
[13:41:23]	Ethan King entered observer.
[13:41:25]	[OOC] CCA.C08-UNION.i1.51023: barnycle
[13:41:47]	[OOC] Ethan King: I killed a barnicle and died from fall damage, life is bad.
[13:42:06]	Ethan King ran 'Equip' on item 'MP7' (#10532)
[13:42:12]	Cheese (STEAM_0:1:95201949) has disconnected.
[13:42:13]	Ethan King exited observer at their location.
[13:42:16]	[OOC] CCA.C08-UNION.i1.51023: big rip
[13:42:18]	[OOC] CCA.C08-UNION.i1.51023: 7 is still good
[13:42:25]	[OOC] Ethan King: Truly
[13:42:36]	Ethan King entered observer.
[13:42:38]	[ME] CCA.C08-UNION.i1.51023: would take out ablindfold and attempt to tie it around the woman's eyes. Would she resist or anything?
[13:42:54]	[ME] Merissa Myers: wouldn't
[13:42:55]	[ME] CCA.C08-UNION.i1.51023: would proceed to tie the individual. Would they resist?
[13:43:10]	[ME] Merissa Myers: wouldn't resist because she's here on her own free will anyways.
[13:43:13]	CCA.C08-UNION.i1.51023 ran 'Use' on item 'Zip Tie' (#13012)
[13:43:19]	[ME] CCA.C08-UNION.i1.51023: would figure so, but still asks.
[13:43:23]	CCA.C08-UNION.i1.51023 used command '/PlySearch'.
[13:43:25]	CCA.C08-UNION.i1.51023 has gained a 'Suitcase' #13038.
[13:43:25]	CCA.C08-UNION.i1.51023 has gained a 'Citizen Filter' #13949.
[13:43:25]	CCA.C08-UNION.i1.51023 has gained a 'Flashlight' #13036.
[13:43:25]	CCA.C08-UNION.i1.51023 has gained a 'Citizen Filter' #13943.
[13:43:25]	CCA.C08-UNION.i1.51023 has gained a 'Citizen Filter' #13948.
[13:43:25]	CCA.C08-UNION.i1.51023 has gained a 'Citizen Filter' #10868.
[13:43:25]	CCA.C08-UNION.i1.51023 has gained a 'Citizen Filter' #13941.
[13:43:25]	CCA.C08-UNION.i1.51023 has gained a 'Citizen Filter' #13939.
[13:43:25]	CCA.C08-UNION.i1.51023 has gained a 'Citizen Filter' #13947.
[13:43:29]	CCA.C08-UNION.i1.51023 used command '/PlySearch'.
[13:43:31]	Merissa Myers has gained a 'Suitcase' #13038.
[13:43:31]	Merissa Myers has gained a 'Citizen Filter' #13949.
[13:43:31]	Merissa Myers has gained a 'Flashlight' #13036.
[13:43:31]	Merissa Myers has gained a 'Citizen Filter' #13943.
[13:43:31]	Merissa Myers has gained a 'Citizen Filter' #13948.
[13:43:31]	Merissa Myers has gained a 'Citizen Filter' #10868.
[13:43:31]	Merissa Myers has gained a 'Citizen Filter' #13941.
[13:43:31]	Merissa Myers has gained a 'Citizen Filter' #13939.
[13:43:31]	Merissa Myers has gained a 'Citizen Filter' #13947.
[13:43:32]	CCA.C08-UNION.i1.51023 has gained a 'Suitcase' #13031.
[13:43:32]	CCA.C08-UNION.i1.51023 has gained a 'Padlock' #12920.
[13:43:32]	CCA.C08-UNION.i1.51023 has gained a 'Cyclopic Citizen Suit' #13033.
[13:43:32]	CCA.C08-UNION.i1.51023 has gained a 'OTA Filter' #10680.
[13:43:32]	CCA.C08-UNION.i1.51023 has gained a 'OTA Filter' #10683.
[13:43:32]	CCA.C08-UNION.i1.51023 has gained a 'Duct Tape' #12949.
[13:43:32]	CCA.C08-UNION.i1.51023 has gained a 'Padlock' #12923.
[13:43:32]	CCA.C08-UNION.i1.51023 has gained a 'Duct Tape' #12951.
[13:43:32]	CCA.C08-UNION.i1.51023 has gained a 'Flavored Consulate Water' #12972.
[13:43:35]	CCA.C08-UNION.i1.51023 used command '/PlySearch'.
[13:43:37]	Merissa Myers has gained a 'Suitcase' #13031.
[13:43:37]	Merissa Myers has gained a 'Padlock' #12920.
[13:43:37]	Merissa Myers has gained a 'Cyclopic Citizen Suit' #13033.
[13:43:37]	Merissa Myers has gained a 'OTA Filter' #10680.
[13:43:37]	Merissa Myers has gained a 'OTA Filter' #10683.
[13:43:37]	Merissa Myers has gained a 'Duct Tape' #12949.
[13:43:37]	Merissa Myers has gained a 'Padlock' #12923.
[13:43:37]	Merissa Myers has gained a 'Duct Tape' #12951.
[13:43:37]	Merissa Myers has gained a 'Flavored Consulate Water' #12972.
[13:43:38]	CCA.C08-UNION.i1.51023 has gained a 'Suitcase' #13039.
[13:43:38]	CCA.C08-UNION.i1.51023 has gained a 'Citizen Filter' #13946.
[13:43:38]	CCA.C08-UNION.i1.51023 has gained a 'Duct Tape' #12948.
[13:43:38]	CCA.C08-UNION.i1.51023 has gained a 'Padlock' #12922.
[13:43:38]	CCA.C08-UNION.i1.51023 has gained a 'Cables' #12958.
[13:43:38]	CCA.C08-UNION.i1.51023 has gained a 'Padlock' #12916.
[13:43:38]	CCA.C08-UNION.i1.51023 has gained a 'Cables' #12957.
[13:43:38]	CCA.C08-UNION.i1.51023 has gained a 'LCD Monitor' #12959.
[13:43:40]	CCA.C08-UNION.i1.51023 used command '/PlySearch'.
[13:43:42]	Merissa Myers has gained a 'Suitcase' #13039.
[13:43:42]	Merissa Myers has gained a 'Citizen Filter' #13946.
[13:43:42]	Merissa Myers has gained a 'Duct Tape' #12948.
[13:43:42]	Merissa Myers has gained a 'Padlock' #12922.
[13:43:42]	Merissa Myers has gained a 'Cables' #12958.
[13:43:42]	Merissa Myers has gained a 'Padlock' #12916.
[13:43:42]	Merissa Myers has gained a 'Cables' #12957.
[13:43:42]	Merissa Myers has gained a 'LCD Monitor' #12959.
[13:43:43]	CCA.C08-UNION.i1.51023 has gained a 'Suitcase' #13031.
[13:43:43]	CCA.C08-UNION.i1.51023 has gained a 'Padlock' #12920.
[13:43:43]	CCA.C08-UNION.i1.51023 has gained a 'Cyclopic Citizen Suit' #13033.
[13:43:43]	CCA.C08-UNION.i1.51023 has gained a 'OTA Filter' #10680.
[13:43:43]	CCA.C08-UNION.i1.51023 has gained a 'OTA Filter' #10683.
[13:43:43]	CCA.C08-UNION.i1.51023 has gained a 'Duct Tape' #12949.
[13:43:43]	CCA.C08-UNION.i1.51023 has gained a 'Padlock' #12923.
[13:43:43]	CCA.C08-UNION.i1.51023 has gained a 'Duct Tape' #12951.
[13:43:43]	CCA.C08-UNION.i1.51023 has gained a 'Flavored Consulate Water' #12972.
[13:43:44]	[OOC] Merissa Myers: uwu what are you doing with those zip ties, metropolice-kun uwu
[13:43:47]	CCA.C08-UNION.i1.51023 used command '/PlySearch'.
[13:43:49]	Merissa Myers has gained a 'Suitcase' #13031.
[13:43:49]	Merissa Myers has gained a 'Padlock' #12920.
[13:43:49]	Merissa Myers has gained a 'Cyclopic Citizen Suit' #13033.
[13:43:49]	Merissa Myers has gained a 'OTA Filter' #10680.
[13:43:49]	Merissa Myers has gained a 'OTA Filter' #10683.
[13:43:49]	Merissa Myers has gained a 'Duct Tape' #12949.
[13:43:49]	Merissa Myers has gained a 'Padlock' #12923.
[13:43:49]	Merissa Myers has gained a 'Duct Tape' #12951.
[13:43:49]	Merissa Myers has gained a 'Flavored Consulate Water' #12972.
[13:43:52]	[OOC] CCA.C08-UNION.i1.51023: shoot me.
[13:43:53]	[OOC] Ethan King: Cease
[13:44:04]	[ME] CCA.C08-UNION.i1.51023: would take out his combat knife and cut the individual's ties.
[13:44:11]	[ME] Andrew 'Razor' Gonzalez: closes the book and puts on his gas mask and coat, heading out the door.
[13:44:15]	Andrew 'Razor' Gonzalez ran 'Equip' on item 'Cyclopic Citizen Suit' (#13007)
[13:44:16]	[ME] CCA.C08-UNION.i1.51023: would grab the citizen's arm, below the bicep, and lead them.
[13:45:17]	[ME] CCA.C08-UNION.i1.51023: would remove the woman's blindfold.
[13:45:18]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[13:45:39]	matt saton loaded the character 'CCA.C08-HELIX.i4.61020'
[13:45:50]	CCA.C17-JUDGE.i3.10852 used command '/CharSetName helix CCA.C17-JUDGE.i3.10852'.
[13:45:52]	DRD loaded the character 'CCA.C08-GRID.i1.23710'
[13:45:54]	CCA.C17-JUDGE.i3.10852 used command '/CharSetSkin judge 4'.
[13:45:55]	CCA.C17-JUDGE.i3.10852 used command '/CharSetSkin judge 3'.
[13:45:56]	CCA.C08-GRID.i1.23710 entered observer.
[13:45:57]	CCA.C17-JUDGE.i3.10852 used command '/CharSetSkin judge 2'.
[13:45:59]	CCA.C17-JUDGE.i3.10852 used command '/CharSetSkin judge 5'.
[13:46:00]	CCA.C17-JUDGE.i3.10852 entered observer.
[13:46:09]	CCA.C17-JUDGE.i3.10852 exited observer at their location.
[13:46:21]	[OOC] Ethan King: Holy shit
[13:46:27]	[OOC] CCA.C17-JUDGE.i3.10852: what's up
[13:46:37]	[OOC] Ethan King: A stalker anomaly HD model pack exists.
[13:46:39]	[LOOC] Merissa Myers: Oh hey I was a JUDGE unit once.
[13:46:43]	[LOOC] Merissa Myers: these titles seem familiar.
[13:46:47]	[OOC] Ethan King: Oh shit, it covers most of the factions.
[13:46:51]	[OOC] Ethan King: This could be neato.
[13:47:30]	[ME] CCA.C17-JUDGE.i3.10852: would proceed to tie the individual. Would they resist?
[13:47:35]	[LOOC] CCA.C17-JUDGE.i3.10852: void that
[13:47:38]	[OOC] CCA.C08-GRID.i1.23710: BRB, gotta mat_specular 0
[13:47:41]	[OOC] Ethan King: Aight
[13:47:45]	[LOOC] Merissa Myers: voiding.
[13:47:45]	[OOC] CCA.C17-JUDGE.i3.10852: back in 10 minutes lamo
[13:48:07]	Andrew 'Razor' Gonzalez ran 'View' on item 'Notepad' (#13967)
[13:48:49]	CCA.C17-JUDGE.i3.10852 has gained a 'Notepad' #13969.
[13:48:49]	CCA.C17-JUDGE.i3.10852 used command '/CharGiveItem i3 notepad'.
[13:48:52]	CCA.C17-JUDGE.i3.10852 ran 'Edit' on item 'Notepad' (#13969)
[13:49:02]	CCA.C17-JUDGE.i3.10852 ran 'Edit' on item 'Notepad' (#13969)
[13:50:14]	CCA.C17-JUDGE.i3.10852 ran 'Edit' on item 'Notepad' (#13969)
[13:50:38]	CCA.C17-JUDGE.i3.10852 has gained 10 tokens.
[13:50:46]	CCA.C17-JUDGE.i3.10852 ran 'Edit' on item 'Notepad' (#13969)
[13:50:53]	DRD (STEAM_0:0:193599766) has disconnected (timed out).
[13:51:01]	[OOC] Ethan King: Probably crashed
[13:51:08]	[OOC] CCA.C17-JUDGE.i3.10852: lmao i was right
[13:51:18]	[OOC] CCA.C17-JUDGE.i3.10852: and yeah, they timed out, so probably a crash
[13:51:26]	[OOC] Ethan King: Big F
[13:52:13]	Andrew 'Razor' Gonzalez ran 'take' on item 'Pack of Screws' (#6206)
[13:52:13]	Andrew 'Razor' Gonzalez has gained a 'Pack of Screws' #6206.
[13:52:31]	CCA.C17-JUDGE.i3.10852 ran 'View' on item 'Notepad' (#13969)
[13:52:35]	CCA.C17-JUDGE.i3.10852 ran 'Edit' on item 'Notepad' (#13969)
[13:52:43]	CCA.C17-JUDGE.i3.10852 ran 'Edit' on item 'Notepad' (#13969)
[13:53:25]	CCA.C17-JUDGE.i3.10852 ran 'Edit' on item 'Notepad' (#13969)
[13:54:52]	[OOC] Ethan King: crungle
[13:55:17]	[OOC] CCA.C17-JUDGE.i3.10852: Player Nihilanth has joined the game
[13:55:20]	[OOC] Ethan King: Truly
[13:55:25]	[OOC] Merissa Myers: bruh NO
[13:55:29]	[LOOC] CCA.C17-JUDGE.i3.10852: SON OF A BITHC I EXITED WITHOUT SAYING
[13:55:38]	CCA.C17-JUDGE.i3.10852 has gained 10 tokens.
[13:55:39]	[LOOC] Merissa Myers: GET FUCKED LOSER 
[13:55:42]	[LOOC] Merissa Myers: im sorry afshdgsadgfjhkio
[13:55:44]	[LOOC] CCA.C17-JUDGE.i3.10852: FUCK ME
[13:55:46]	[OOC] CCA.C17-JUDGE.i3.10852: you're fine
[13:55:48]	[LOOC] Merissa Myers: ALRIGHT
[13:56:00]	[LOOC] CCA.C17-JUDGE.i3.10852: CEASE
[13:56:05]	CCA.C17-JUDGE.i3.10852 ran 'Edit' on item 'Notepad' (#13969)
[13:59:05]	CCA.C17-JUDGE.i3.10852 used command '/CharFallOver 0.1'.
[13:59:07]	[LOOC] CCA.C17-JUDGE.i3.10852: FUCK
[13:59:23]	Andrew 'Razor' Gonzalez ran 'take' on item 'Rock' (#13837)
[13:59:27]	CCA.C17-JUDGE.i3.10852 ran 'Edit' on item 'Notepad' (#13969)
[13:59:37]	[OOC] Ethan King: Thank you Dispatch
[13:59:44]	[OOC] CCA.C17-JUDGE.i3.10852: very cool
[13:59:45]	Andrew 'Razor' Gonzalez ran 'Consume' on item 'Standard Grade Citizen Food Product' (#13963)
[13:59:47]	Andrew 'Razor' Gonzalez ran 'Consume' on item 'Consulate Water' (#13964)
[13:59:51]	Andrew 'Razor' Gonzalez ran 'Consume' on item 'Sparkling Consulate Water' (#13801)
[13:59:52]	[OOC] Merissa Myers: need me more of that advice.
[13:59:52]	Ethan King exited observer at their location.
[13:59:53]	DRD has connected.
[14:00:03]	Andrew 'Razor' Gonzalez used the 'Street Market' vendor.
[14:00:07]	[OOC] Ethan King: Reporting counter behaviour? nah.
[14:00:41]	Ethan King ran 'View' on item 'Paper' (#9029)
[14:00:51]	Ethan King ran 'Equip' on item 'Combat Knife' (#7078)
[14:00:56]	Ethan King ran 'take' on item 'Magazine Case' (#10677)
[14:00:58]	Ethan King ran 'take' on item 'Magazine Case' (#10677)
[14:00:58]	Ethan King has gained a 'Magazine Case' #10677.
[14:00:58]	Ethan King has gained a 'Armor Scraps' #10673.
[14:00:58]	Ethan King has gained a 'Bolts' #10697.
[14:01:00]	Ethan King ran 'drop' on item 'Magazine Case' (#10677)
[14:01:00]	Ethan King has lost a 'Magazine Case' #10677.
[14:01:00]	Ethan King has lost a 'Armor Scraps' #10673.
[14:01:00]	Ethan King has lost a 'Bolts' #10697.
[14:01:01]	Ethan King ran 'take' on item 'KIBA Arms Ammocase' (#10781)
[14:01:01]	Ethan King has gained a 'KIBA Arms Ammocase' #10781.
[14:01:01]	Ethan King has gained a 'Pack of Screws' #10777.
[14:01:01]	Ethan King has gained a 'Pack of Nails' #10778.
[14:01:01]	Ethan King has gained a 'Zip Tie' #10780.
[14:01:01]	Ethan King has gained a 'Zip Tie' #10779.
[14:01:01]	Ethan King has gained a 'Wrench' #10776.
[14:01:01]	Ethan King has gained a 'Allen Wrench' #10771.
[14:01:01]	Ethan King has gained a 'Bolts' #10775.
[14:01:01]	Ethan King has gained a 'Screwdriver' #10773.
[14:01:03]	CCA.C17-JUDGE.i3.10852 ran 'Edit' on item 'Notepad' (#13969)
[14:01:04]	Ethan King ran 'drop' on item 'KIBA Arms Ammocase' (#10781)
[14:01:04]	Ethan King has lost a 'KIBA Arms Ammocase' #10781.
[14:01:04]	Ethan King has lost a 'Pack of Screws' #10777.
[14:01:04]	Ethan King has lost a 'Pack of Nails' #10778.
[14:01:04]	Ethan King has lost a 'Zip Tie' #10780.
[14:01:04]	Ethan King has lost a 'Zip Tie' #10779.
[14:01:04]	Ethan King has lost a 'Wrench' #10776.
[14:01:04]	Ethan King has lost a 'Allen Wrench' #10771.
[14:01:04]	Ethan King has lost a 'Bolts' #10775.
[14:01:04]	Ethan King has lost a 'Screwdriver' #10773.
[14:01:28]	Ethan King ran 'take' on item 'Medical Case' (#10676)
[14:01:34]	Ethan King ran 'take' on item 'KIBA Arms Ammocase' (#10675)
[14:01:34]	Ethan King has gained a 'KIBA Arms Ammocase' #10675.
[14:01:34]	Ethan King has gained a 'Pulse Ammunition' #10664.
[14:01:34]	Ethan King has gained a 'Shotgun Shell Head Die Cast' #10670.
[14:01:34]	Ethan King has gained a 'Pulse Ammunition' #10665.
[14:01:34]	Ethan King has gained a '4.6x30 Round Die Cast' #10671.
[14:01:34]	Ethan King has gained a 'Pulse Ammunition' #10663.
[14:01:34]	Ethan King has gained a 'Combat Knife' #10619.
[14:01:34]	Ethan King has gained a 'Condensed Dark Energy Charge' #10658.
[14:01:34]	Ethan King has gained a 'Condensed Dark Energy Charge' #10659.
[14:01:34]	Ethan King has gained a '9mm Pistol Magazine' #10660.
[14:01:40]	Ethan King ran 'drop' on item 'KIBA Arms Ammocase' (#10675)
[14:01:40]	Ethan King has lost a 'KIBA Arms Ammocase' #10675.
[14:01:40]	Ethan King has lost a 'Pulse Ammunition' #10664.
[14:01:40]	Ethan King has lost a 'Shotgun Shell Head Die Cast' #10670.
[14:01:40]	Ethan King has lost a 'Pulse Ammunition' #10665.
[14:01:40]	Ethan King has lost a '4.6x30 Round Die Cast' #10671.
[14:01:40]	Ethan King has lost a 'Pulse Ammunition' #10663.
[14:01:40]	Ethan King has lost a 'Combat Knife' #10619.
[14:01:40]	Ethan King has lost a 'Condensed Dark Energy Charge' #10658.
[14:01:40]	Ethan King has lost a 'Condensed Dark Energy Charge' #10659.
[14:01:40]	Ethan King has lost a '9mm Pistol Magazine' #10660.
[14:01:41]	Ethan King ran 'take' on item 'Small Items Case' (#13886)
[14:01:41]	Ethan King has gained a 'Small Items Case' #13886.
[14:01:43]	Ethan King ran 'drop' on item 'Small Items Case' (#13886)
[14:01:43]	Ethan King has lost a 'Small Items Case' #13886.
[14:01:45]	Ethan King ran 'take' on item 'KIBA Arms Ammocase' (#10675)
[14:01:45]	Ethan King has gained a 'KIBA Arms Ammocase' #10675.
[14:01:45]	Ethan King has gained a 'Pulse Ammunition' #10664.
[14:01:45]	Ethan King has gained a 'Shotgun Shell Head Die Cast' #10670.
[14:01:45]	Ethan King has gained a 'Pulse Ammunition' #10665.
[14:01:45]	Ethan King has gained a '4.6x30 Round Die Cast' #10671.
[14:01:45]	Ethan King has gained a 'Pulse Ammunition' #10663.
[14:01:45]	Ethan King has gained a 'Combat Knife' #10619.
[14:01:45]	Ethan King has gained a 'Condensed Dark Energy Charge' #10658.
[14:01:45]	Ethan King has gained a 'Condensed Dark Energy Charge' #10659.
[14:01:45]	Ethan King has gained a '9mm Pistol Magazine' #10660.
[14:03:06]	Ethan King ran 'drop' on item 'KIBA Arms Ammocase' (#10675)
[14:03:06]	Ethan King has lost a 'KIBA Arms Ammocase' #10675.
[14:03:06]	Ethan King has lost a 'Pulse Ammunition' #10664.
[14:03:06]	Ethan King has lost a 'Shotgun Shell Head Die Cast' #10670.
[14:03:06]	Ethan King has lost a 'Pulse Ammunition' #10665.
[14:03:06]	Ethan King has lost a '4.6x30 Round Die Cast' #10671.
[14:03:06]	Ethan King has lost a 'Pulse Ammunition' #10663.
[14:03:06]	Ethan King has lost a 'Combat Knife' #10619.
[14:03:06]	Ethan King has lost a 'Condensed Dark Energy Charge' #10658.
[14:03:06]	Ethan King has lost a 'Condensed Dark Energy Charge' #10659.
[14:03:06]	Ethan King has lost a '9mm Pistol Magazine' #10660.
[14:03:11]	CCA.C17-JUDGE.i3.10852 entered observer.
[14:03:32]	Merissa Myers ran 'equip' on item 'Citizen Filter' (#13942)
[14:04:09]	DRD loaded the character 'CCA.C08-GRID.i1.23710'
[14:04:16]	Ethan King ran 'EquipUn' on item 'Conscript Hazmat Armor' (#10510)
[14:04:19]	[OOC] CCA.C08-GRID.i1.23710: i live!
[14:04:26]	[OOC] CCA.C17-JUDGE.i3.10852: he lives!
[14:04:30]	[OOC] Ethan King: Congrats, you've gained life.
[14:04:32]	[OOC] CCA.C17-JUDGE.i3.10852: try doing mat_specular 0 in the main menu for you get in
[14:04:34]	[OOC] Merissa Myers: Eyo a GRID unit
[14:04:43]	[OOC] CCA.C17-JUDGE.i3.10852: before*
[14:04:53]	[OOC] CCA.C08-GRID.i1.23710: no, i refuse.
[14:05:01]	CCA.C17-JUDGE.i3.10852 exited observer at their location.
[14:05:01]	CCA.C17-JUDGE.i3.10852 entered observer.
[14:05:03]	CCA.C17-JUDGE.i3.10852 exited observer at their location.
[14:05:11]	CCA.C17-JUDGE.i3.10852 entered observer.
[14:05:38]	CCA.C17-JUDGE.i3.10852 has gained 10 tokens.
[14:05:45]	CCA.C08-GRID.i1.23710 entered observer.
[14:05:45]	CCA.C17-JUDGE.i3.10852 exited observer at their location.
[14:05:45]	CCA.C17-JUDGE.i3.10852 entered observer.
[14:05:46]	CCA.C17-JUDGE.i3.10852 exited observer at their location.
[14:05:52]	CCA.C17-JUDGE.i3.10852 entered observer.
[14:05:53]	CCA.C17-JUDGE.i3.10852 exited observer at their location.
[14:06:08]	[OOC] CCA.C08-GRID.i1.23710: im going to be like an eso guard and flirt with citizens when i arrest them
[14:06:15]	[OOC] CCA.C17-JUDGE.i3.10852: i will die
[14:06:24]	[OOC] Ethan King: Do me a favor and ban yourself.
[14:06:25]	[OOC] Ethan King: Thanks
[14:06:29]	[OOC] Merissa Myers: More reason for me to do what I did earlier
[14:06:33]	[OOC] CCA.C17-JUDGE.i3.10852: no need
[14:06:55]	[OOC] Merissa Myers: UWU Metrocop-kun what are you doing with all your body armor? uwu
[14:07:18]	[OOC] Ethan King: You hurt me mentally.
[14:07:30]	Andrew 'Razor' Gonzalez ran 'take' on item 'Resin' (#13772)
[14:07:30]	Andrew 'Razor' Gonzalez has gained a 'Resin' #13772.
[14:07:35]	Andrew 'Razor' Gonzalez ran 'take' on item 'Resin' (#12859)
[14:07:35]	Andrew 'Razor' Gonzalez has gained a 'Resin' #12859.
[14:07:36]	[OOC] CCA.C08-GRID.i1.23710: "We have bussiness, you and I, intimate bussiness. And also there's the matter of your re-education, citizen."
[14:07:40]	[OOC] CCA.C17-JUDGE.i3.10852: please be gentle when you check my data owowatch (nya~)
[14:07:50]	[OOC] Ethan King: I regret getting on today.
[14:07:51]	[ME] CCA.C17-JUDGE.i3.10852: chuckles.
[14:07:55]	[OOC] CCA.C08-GRID.i1.23710: i hate what i put is an actual quote of one of the guards
[14:08:07]	[OOC] CCA.C17-JUDGE.i3.10852: that's fucking awful
[14:08:26]	Bananaphone has connected.
[14:08:34]	[OOC] CCA.C08-GRID.i1.23710: it makes it worse that it was an aldmeri dominion guard, who happened to be female, so it was  a literal cat girl
[14:08:35]	[ME] CCA.C17-JUDGE.i3.10852: takes out their datapad and types a couple things in.
[14:08:43]	Merissa Myers used command '/Apply'.
[14:08:47]	CCA.C17-JUDGE.i3.10852 used command '/ViewData myers'.
[14:08:59]	[OOC] Ethan King: I'm gonna go look at guns, i'll still be here but you might have to DM me to get my attention.
[14:09:01]	[OOC] Ethan King: Fuck all of you
[14:09:05]	Andrew 'Razor' Gonzalez used the 'Resin Terminal' vendor.
[14:09:08]	Andrew 'Razor' Gonzalez has gained 2 tokens.
[14:09:08]	Andrew 'Razor' Gonzalez has gained 2 tokens.
[14:09:09]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[14:09:19]	Bananaphone loaded the character 'Jonas McAlann'
[14:09:25]	Andrew 'Razor' Gonzalez ran 'take' on item 'Resin' (#13775)
[14:09:25]	Andrew 'Razor' Gonzalez has gained a 'Resin' #13775.
[14:09:28]	CCA.C17-JUDGE.i3.10852 used command '/ViewData myers'.
[14:09:29]	[OOC] Merissa Myers: yes metrocop-kun, please make more holes in me with your massive pistol uwu
[14:09:43]	Andrew 'Razor' Gonzalez used the 'Resin Terminal' vendor.
[14:09:45]	Andrew 'Razor' Gonzalez has gained 2 tokens.
[14:10:02]	CCA.C08-GRID.i1.23710 exited observer at their location.
[14:10:11]	CCA.C17-JUDGE.i3.10852 entered observer.
[14:10:14]	Jonas McAlann used the 'Street Market' vendor.
[14:10:15]	CCA.C17-JUDGE.i3.10852 ran 'Edit' on item 'Notepad' (#13969)
[14:10:34]	CCA.C17-JUDGE.i3.10852 used command '/ViewData myers'.
[14:10:38]	CCA.C17-JUDGE.i3.10852 used command '/ViewData myers'.
[14:10:38]	CCA.C17-JUDGE.i3.10852 has gained 10 tokens.
[14:10:42]	CCA.C17-JUDGE.i3.10852 ran 'Edit' on item 'Notepad' (#13969)
[14:10:57]	CCA.C17-JUDGE.i3.10852 used command '/ViewData myers'.
[14:11:14]	CCA.C17-JUDGE.i3.10852 exited observer at their location.
[14:11:20]	Jonas McAlann ran 'take' on item 'Rock' (#13837)
[14:11:21]	CCA.C17-JUDGE.i3.10852 has gained a 'Notepad' #13970.
