[04:54:45]	Dakoda has connected.
[14:26:24]	[LOOC] Lureh: yeah it'sa pretty dope
[14:26:35]	[OOC] Lureh: i'm triyng ot get the lights to conditionally show when the melee anim is playing ubt
[14:26:55]	Lureh entered observer.
[14:26:56]	Lureh exited observer at their location.
[14:26:57]	Douglas Hudson opened the '' #2623 container.
[14:26:59]	Douglas Hudson closed the '' #2623 container.
[14:27:07]	Lureh used command '/ToggleRaise'.
[14:27:08]	Lureh used command '/ToggleRaise'.
[14:27:37]	Douglas Hudson opened the '' #1619 container.
[14:27:39]	Douglas Hudson closed the '' #1619 container.
[14:27:42]	Lureh used command '/ToggleRaise'.
[14:27:55]	Lureh used command '/DoorSetHidden true'.
[14:28:04]	Lureh entered observer.
[14:28:05]	Lureh exited observer at their location.
[14:28:23]	[LOOC] Lureh: i jsut don't know why it would be inverted
[14:28:24]	Lureh used command '/ToggleRaise'.
[14:28:53]	[LOOC] Lureh: yeah
[14:29:06]	[LOOC] Lureh: standby
[14:29:28]	[LOOC] Lureh: i just said "find meleehigh"
[14:29:41]	Lureh used command '/ToggleRaise'.
[14:31:03]	Douglas Hudson has taken 5 damage from npc_headcrab.
[14:31:06]	Douglas Hudson has taken 5 damage from npc_headcrab_fast.
[14:31:37]	Douglas Hudson opened the '' #2649 container.
[14:31:40]	Douglas Hudson closed the '' #2649 container.
[14:31:50]	Lureh used command '/ToggleRaise'.
[14:31:52]	Lureh used command '/ToggleRaise'.
[14:31:54]	Lureh used command '/ToggleRaise'.
[14:32:41]	[LOOC] Lureh: but for sequence name it would be that if i wanted it to do it on [x] animation, i would say "sequence_Name" right
[14:32:53]	Douglas Hudson has taken 5 damage from npc_headcrab.
[14:33:25]	[LOOC] Lureh: alright thank you
[14:37:52]	Lureh used command '/ToggleRaise'.
[14:37:54]	Lureh used command '/ToggleRaise'.
[14:41:36]	Lureh entered observer.
[14:41:39]	Lureh exited observer at their location.
[14:41:41]	Lureh has spawned a 'NPC [3006][npc_vortigaunt]'.
[14:41:41]	Lureh entered observer.
[14:41:42]	Lureh has spawned a 'NPC [3007][npc_zombie]'.
[14:41:53]	Lureh has spawned a 'NPC [3006][npc_vortigaunt]'.
[14:41:58]	Lureh has spawned a 'NPC [3006][npc_vortigaunt]'.
[14:42:03]	Lureh has spawned a 'NPC [3007][npc_metropolice]'.
[14:42:27]	Lureh exited observer at their location.
[14:42:35]	[OOC] Alfred Langenberg: im kinda upset cause it was implied these xen props had animations
[14:42:54]	[OOC] Douglas Hudson: Guess that tells us they dont oof
[14:42:55]	[OOC] Lureh: they do
[14:42:58]	[OOC] Douglas Hudson: o
[14:43:10]	[OOC] Alfred Langenberg: they do? i must be unlucky then im not seeing them
[14:43:18]	Douglas Hudson used command '/kickdoor'.
[14:45:20]	Lureh used command '/ToggleRaise'.
[14:46:33]	Lureh used command '/ToggleRaise'.
[14:46:52]	Lureh entered observer.
[14:49:52]	Lureh used command '/ToggleRaise'.
[14:49:56]	[LOOC] Lureh: that's pretty cool
[14:51:20]	Lureh used command '/ToggleRaise'.
[14:54:17]	[LOOC] Lureh: lmao
[14:54:22]	[LOOC] Lureh: i've got the handlights
[14:54:23]	Lureh used command '/ToggleRaise'.
[14:54:33]	Lureh used command '/ToggleRaise'.
[14:54:34]	Lureh used command '/ToggleRaise'.
[14:54:37]	Lureh used command '/ToggleRaise'.
[14:55:27]	Douglas Hudson used the 'Resin Deposit' vendor.
[14:55:36]	Lureh used command '/ToggleRaise'.
[14:57:22]	Lureh used command '/ToggleRaise'.
[14:57:37]	matt saton loaded the character 'OTA.C14-ECHO.OWC.51602'
[14:57:58]	OTA.C14-ECHO.OWC.51602 entered observer.
[14:58:06]	OTA.C14-ECHO.OWC.51602 exited observer at their location.
[14:58:20]	OTA.C14-ECHO.OWC.51602 used command '/ToggleRaise'.
[14:58:27]	OTA.C14-ECHO.OWC.51602 used command '/ToggleRaise'.
[14:58:29]	[LOOC] Douglas Hudson: neat
[14:58:51]	[OOC] OTA.C14-ECHO.OWC.51602: what's console command to open pac
[14:58:52]	OTA.C14-ECHO.OWC.51602 used command '/ToggleRaise'.
[14:58:54]	OTA.C14-ECHO.OWC.51602 used command '/ToggleRaise'.
[14:58:56]	OTA.C14-ECHO.OWC.51602 used command '/ToggleRaise'.
[14:59:15]	[LOOC] Douglas Hudson: pac_editor ?
[14:59:18]	[LOOC] OTA.C14-ECHO.OWC.51602: grazi
[14:59:21]	[LOOC] Douglas Hudson: I think
[15:01:16]	[OOC] OTA.C14-ECHO.OWC.51602: think my pac crashed
[15:01:19]	OTA.C14-ECHO.OWC.51602 entered observer.
[15:01:21]	OTA.C14-ECHO.OWC.51602 exited observer at their location.
[15:01:22]	[OOC] Douglas Hudson: looks like it
[15:01:38]	[OOC] Alfred Langenberg: better hope you saved it cause now you gotta either do "pac_reset" in console or hit the panic button
[15:02:30]	OTA.C14-ECHO.OWC.51602 used command '/ToggleRaise'.
[15:03:12]	[LOOC] OTA.C14-ECHO.OWC.51602: uh oh
[15:04:11]	OTA.C14-ECHO.OWC.51602 used command '/ToggleRaise'.
[15:04:15]	OTA.C14-ECHO.OWC.51602 used command '/ToggleRaise'.
[15:05:20]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:05:21]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:05:32]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:05:32]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:05:37]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:05:38]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:05:42]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:05:43]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:05:46]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:05:47]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:05:51]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:05:52]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:05:57]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:05:58]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:06:07]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:06:08]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:06:21]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:06:21]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:06:28]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:06:29]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:06:37]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:06:38]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:06:49]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:06:50]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:06:59]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:07:00]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:07:19]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:07:22]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:07:30]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:07:31]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:07:39]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:07:40]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:07:48]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:07:49]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:07:57]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:07:58]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:07:59]	matt saton loaded the character 'CCA.C17-GRID.i3.69192'
[15:08:06]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:08:07]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:08:14]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:08:14]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:08:26]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[15:08:37]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:08:38]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:08:48]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[15:08:48]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:08:49]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[15:08:49]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:08:52]	[OOC] CCA.C17-GRID.i3.69192: hmm i can't jump
[15:08:52]	[OOC] CCA.C17-GRID.i3.69192: cool
[15:08:53]	CCA.C17-GRID.i3.69192 entered observer.
[15:08:53]	CCA.C17-GRID.i3.69192 exited observer at their location.
[15:08:56]	[OOC] Douglas Hudson: uh oh
[15:09:00]	[OOC] CCA.C17-GRID.i3.69192: and i'm stuck in run
[15:09:04]	CCA.C17-GRID.i3.69192 has killed CCA.C17-GRID.i3.69192.
[15:09:05]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:09:15]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[15:09:27]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[15:09:29]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[15:09:34]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:09:49]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:09:50]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:10:00]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:10:01]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:11:15]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:11:15]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:11:25]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:11:26]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:11:41]	[LOOC] Douglas Hudson: lovely
[15:11:43]	[LOOC] CCA.C17-GRID.i3.69192: thank you
[15:11:46]	[LOOC] CCA.C17-GRID.i3.69192: like my buttpouch?
[15:11:59]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[15:12:02]	[LOOC] Douglas Hudson: oooo yeah
[15:12:32]	CCA.C17-GRID.i3.69192 has spawned 'models/jq/hlvr/characters/combine/suppressor/combine_suppressor_hlvr_ragdoll.mdl'.
[15:12:43]	[LOOC] Douglas Hudson: you've got a white model over your face tho
[15:12:47]	[LOOC] Douglas Hudson: dunno if that's intentional
[15:12:48]	[LOOC] CCA.C17-GRID.i3.69192: fuck
[15:12:55]	matt saton (STEAM_0:1:53097688) has disconnected.
[15:12:58]	[LOOC] Douglas Hudson: *e*
[15:13:03]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:13:04]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:13:28]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:13:29]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:13:49]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:13:51]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:14:01]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:14:03]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:14:15]	matt saton has connected.
[15:14:33]	Mr. Chicken has connected.
[15:15:00]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:15:00]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:15:12]	Mr. Chicken loaded the character 'Sandra Remez'
[15:16:02]	matt saton loaded the character 'CCA.C17-GRID.i3.69192'
[15:16:24]	[LOOC] Douglas Hudson: I've had trouble with animations in PAC with nutscript / helix
[15:16:33]	[LOOC] Douglas Hudson: sometimes they're a bit iffy
[15:16:52]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:16:53]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:16:54]	CCA.C17-GRID.i3.69192 entered observer.
[15:16:54]	CCA.C17-GRID.i3.69192 exited observer at their location.
[15:17:05]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:17:05]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:17:07]	[OOC] CCA.C17-GRID.i3.69192: hey chicken do you like my buttpouch
[15:17:20]	[ME] Douglas Hudson: touches the but pouch
[15:17:21]	[LOOC] Douglas Hudson: void
[15:17:26]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[15:17:30]	[LOOC] Douglas Hudson: bruh what
[15:17:36]	[LOOC] Douglas Hudson: holds the shotgun like a stunstick
[15:17:36]	CCA.C17-GRID.i3.69192 entered observer.
[15:17:36]	CCA.C17-GRID.i3.69192 exited observer at their location.
[15:17:41]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[15:17:45]	[LOOC] CCA.C17-GRID.i3.69192: not for me
[15:17:48]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[15:17:50]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[15:17:59]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[15:18:01]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[15:18:03]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[15:18:07]	[LOOC] CCA.C17-GRID.i3.69192: fuck nutscript
[15:18:12]	[LOOC] CCA.C17-GRID.i3.69192: all my homies hate nutscript
[15:18:33]	[LOOC] Douglas Hudson: ditto
[15:18:45]	[LOOC] Douglas Hudson: *helix is built off of ns* 
[15:18:47]	[LOOC] Douglas Hudson: reeeeeee
[15:18:52]	[LOOC] Douglas Hudson: yes
[15:19:22]	[LOOC] Douglas Hudson: ye pretty much
[15:20:26]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:20:27]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:20:35]	[LOOC] Douglas Hudson: clap clap clap
[15:20:52]	[LOOC] Douglas Hudson: would be pretty cool
[15:21:02]	CCA.C17-GRID.i3.69192 has gained 10 tokens.
[15:21:11]	[LOOC] Douglas Hudson: in here adding jeff mk II 
[15:22:10]	[LOOC] Douglas Hudson: br
[15:22:12]	[LOOC] Douglas Hudson: uh
[15:23:00]	[LOOC] Douglas Hudson: repeaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaat e
[15:23:01]	FB|| light ROOM has connected.
[15:23:33]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[15:24:11]	FB|| light ROOM loaded the character 'CCA.C17-UNION.SqL.72633'
[15:24:17]	[OOC] CCA.C17-UNION.SqL.72633: cringe
[15:24:52]	[W] CCA.C17-UNION.SqL.72633: <:: You look like as. ::>
[15:24:55]	[LOOC] Alfred Langenberg: misclick
[15:25:07]	[LOOC] Alfred Langenberg: why are you people always fucking injured
[15:25:09]	Alfred Langenberg ran 'ApplyOther' on item 'Bandage' (#37634)
[15:25:14]	Alfred Langenberg ran 'ApplyOther' on item 'Bandage' (#37634)
[15:25:15]	Alfred Langenberg ran 'ApplyOther' on item 'Bandage' (#37634)
[15:25:16]	Alfred Langenberg ran 'ApplyOther' on item 'Bandage' (#37634)
[15:25:16]	Alfred Langenberg ran 'ApplyOther' on item 'Bandage' (#37634)
[15:25:20]	Alfred Langenberg ran 'ApplyOther' on item 'Bandage' (#37634)
[15:25:28]	Alfred Langenberg ran 'ApplyOther' on item 'Bandage' (#37634)
[15:25:28]	Alfred Langenberg ran 'ApplyOther' on item 'Bandage' (#37634)
[15:25:29]	Alfred Langenberg ran 'ApplyOther' on item 'Bandage' (#37634)
[15:25:32]	Alfred Langenberg ran 'ApplyOther' on item 'Bandage' (#37634)
[15:25:34]	[LOOC] CCA.C17-GRID.i3.69192: yeah i know i did
[15:25:34]	Alfred Langenberg ran 'ApplySelf' on item 'Bandage' (#37634)
[15:25:37]	[LOOC] CCA.C17-GRID.i3.69192: that was on purpose
[15:25:40]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[15:25:54]	[OOC] CCA.C17-GRID.i3.69192: pac cameras are kinda dope ngl
[15:26:02]	CCA.C17-GRID.i3.69192 has gained 10 tokens.
[15:26:38]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[15:27:04]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[15:27:17]	[OOC] CCA.C17-GRID.i3.69192: ok hater
[15:27:42]	[OOC] CCA.C17-GRID.i3.69192: hmm what sohudl i add
[15:27:49]	[OOC] CCA.C17-GRID.i3.69192: to my grid i3 pac
[15:27:53]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[15:27:59]	Mr. Chicken (STEAM_0:0:143523274) has disconnected (timed out).
[15:28:10]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[15:28:14]	[OOC] CCA.C17-GRID.i3.69192: what should i add to my pac
[15:28:16]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[15:28:19]	[LOOC] CCA.C17-GRID.i3.69192: oh
[15:29:11]	CCA.C17-UNION.SqL.72633 has gained 10 tokens.
[15:29:23]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[15:30:20]	CCA.C17-UNION.SqL.72633 has taken 21 damage from CCA.C17-GRID.i3.69192.
[15:30:24]	[OOC] CCA.C17-GRID.i3.69192: i took it out
[15:30:27]	[OOC] CCA.C17-GRID.i3.69192: it shouldn't be playing anymore
[15:30:58]	[OOC] CCA.C17-GRID.i3.69192: yo light you should get a pac
[15:31:02]	CCA.C17-GRID.i3.69192 has gained 10 tokens.
[15:31:13]	[OOC] CCA.C17-UNION.SqL.72633: Maybe, the only thing I like about pac is the stunstick holsters.
[15:31:24]	Douglas Hudson used command '/CharFallOver 1'.
[15:31:28]	[OOC] Alfred Langenberg: hey man im pretty cool too
[15:31:35]	[OOC] CCA.C17-GRID.i3.69192: you could do some cool stuff
[15:32:16]	Douglas Hudson used command '/CharFallOver 1'.
[15:32:26]	Douglas Hudson used command '/CharFallOver 0.1'.
[15:32:51]	[OOC] CCA.C17-GRID.i3.69192: aperture logo tattoo
[15:33:03]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[15:33:49]	[OOC] CCA.C17-UNION.SqL.72633: Actually something came up, i'll be back in a moment.
[15:33:54]	[OOC] Douglas Hudson: e oki
[15:34:04]	FB|| light ROOM (STEAM_0:1:17219621) has disconnected.
[15:34:05]	Douglas Hudson used command '/CharFallOver 0.1'.
[15:34:09]	Douglas Hudson used command '/CharFallOver 0.1'.
[15:34:13]	Douglas Hudson used command '/CharFallOver 0.1'.
[15:34:15]	Douglas Hudson used command '/CharGetUp'.
[15:34:16]	Douglas Hudson used command '/CharFallOver 0.1'.
[15:34:18]	Douglas Hudson used command '/CharFallOver 0.1'.
[15:34:25]	Douglas Hudson used command '/CharFallOver'.
[15:34:29]	Douglas Hudson used command '/CharGetUp'.
[15:34:29]	Douglas Hudson used command '/CharGetUp'.
[15:34:30]	Douglas Hudson used command '/CharGetUp'.
[15:34:31]	Douglas Hudson used command '/CharGetUp'.
[15:34:32]	Douglas Hudson used command '/CharGetUp'.
[15:34:46]	Douglas Hudson used command '/CharFallOver 1'.
[15:34:58]	Douglas Hudson used command '/CharFallOver'.
[15:35:41]	CCA.C17-GRID.i3.69192 entered observer.
[15:36:02]	CCA.C17-GRID.i3.69192 has gained 10 tokens.
[15:36:05]	CCA.C17-GRID.i3.69192 exited observer at their location.
[15:36:07]	CCA.C17-GRID.i3.69192 entered observer.
[15:36:11]	CCA.C17-GRID.i3.69192 exited observer at their location.
[15:36:11]	Douglas Hudson used command '/CharGetUp'.
[15:36:18]	Douglas Hudson has taken 70 damage from worldspawn.
[15:36:18]	worldspawn has killed Douglas Hudson.
[15:36:22]	CCA.C17-GRID.i3.69192 entered observer.
[15:36:22]	CCA.C17-GRID.i3.69192 exited observer at their location.
[15:36:31]	Douglas Hudson used command '/CharFallOver 1'.
[15:36:43]	[OOC] CCA.C17-GRID.i3.69192: i'm not sure what to add next
[15:37:00]	[OOC] Alfred Langenberg: off-duty, take off the mask, put in a civ face, and put the mask on the belt.
[15:37:01]	[OOC] Douglas Hudson: Like what? In terms of plugins n addons?
[15:37:08]	[OOC] Douglas Hudson: woah that'll be tough
[15:37:10]	[OOC] CCA.C17-GRID.i3.69192: nah in terms of to my pac
[15:37:14]	[OOC] Douglas Hudson: ohh
[15:37:16]	[OOC] Alfred Langenberg: its not really that difficult
[15:37:16]	[OOC] CCA.C17-GRID.i3.69192: that wouldn't be too hard
[15:37:23]	[OOC] CCA.C17-GRID.i3.69192: in fact, idea
[15:37:32]	[OOC] Douglas Hudson: oh didn't know with pac 
[15:37:35]	[OOC] Douglas Hudson: woops
[15:37:51]	[OOC] Douglas Hudson: how about some weird anltion feller
[15:41:02]	CCA.C17-GRID.i3.69192 has gained 10 tokens.
[15:44:07]	[OOC] CCA.C17-GRID.i3.69192: hmm
[15:44:08]	[OOC] CCA.C17-GRID.i3.69192: so
[15:44:14]	[OOC] CCA.C17-GRID.i3.69192: i need a way to make it so when you do the event command
[15:44:15]	CCA.C17-GRID.i3.69192 entered observer.
[15:44:16]	CCA.C17-GRID.i3.69192 exited observer at their location.
[15:44:21]	[OOC] CCA.C17-GRID.i3.69192: it toggles somethinbg
[15:44:23]	[OOC] CCA.C17-GRID.i3.69192: is there a toggle at all
[15:45:21]	[OOC] CCA.C17-GRID.i3.69192: nvm got it
[15:46:02]	CCA.C17-GRID.i3.69192 has gained 10 tokens.
[15:50:42]	[ME] Alfred Langenberg: gives the Methfred seal of approval™!
[15:50:43]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:50:55]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:50:56]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:51:02]	CCA.C17-GRID.i3.69192 has gained 10 tokens.
[15:51:42]	[LOOC] CCA.C17-GRID.i3.69192: trying to make an off duty thing
[15:51:54]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:51:55]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[15:52:01]	Douglas Hudson ran 'EquipUn' on item 'Empty Glass Bottle' (#34012)
[15:52:02]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
