[05:11:20]	Mr.Ganar has connected.
[19:55:33]	Ryan Maley ran 'take' on item 'Axe' (#28476)
[19:55:33]	Ryan Maley has gained a 'Axe' #28476.
[19:55:34]	Ryan Maley exited observer at their location.
[19:56:49]	Ryan Maley entered observer.
[19:57:04]	Ryan Maley exited observer at their location.
[19:57:08]	Ryan Maley entered observer.
[19:57:09]	Ryan Maley exited observer at their location.
[19:57:09]	Ryan Maley entered observer.
[19:57:10]	Ryan Maley exited observer at their location.
[19:58:39]	Ryan Maley has spawned 'models/props_interiors/coffee_maker.mdl'.
[19:59:35]	[OOC] Jonathan Jackson: back
[19:59:42]	[OOC] Ryan Maley: SUP
[20:00:31]	Jonathan Jackson ran 'EquipUn' on item 'Respirator' (#28465)
[20:01:26]	Ryan Maley used command '/ToggleRaise'.
[20:01:27]	Ryan Maley used command '/ToggleRaise'.
[20:04:19]	Jonathan Jackson ran 'Equip' on item 'Respirator' (#28465)
[20:04:21]	Jonathan Jackson ran 'EquipUn' on item 'Pipe' (#25364)
[20:04:52]	matt saton loaded the character 'Leona Geller'
[20:04:52]	Anastasia Semenov has killed Anastasia Semenov.
[20:04:52]	Leona Geller has taken 1 damage from worldspawn.
[20:04:52]	Leona Geller has taken 1 damage from worldspawn.
[20:04:53]	Leona Geller has taken 1 damage from worldspawn.
[20:04:53]	Leona Geller entered observer.
[20:04:56]	Leona Geller exited observer at their location.
[20:05:03]	Leona Geller ran 'EquipUn' on item 'Combine Worker Suit' (#25968)
[20:05:15]	Jonathan Jackson ran 'View' on item 'Notepad' (#27669)
[20:05:20]	Leona Geller entered observer.
[20:05:36]	Jonathan Jackson ran 'View' on item 'Notepad' (#27669)
[20:05:42]	Jonathan Jackson ran 'View' on item 'Notepad' (#27669)
[20:05:47]	Leona Geller exited observer at their location.
[20:05:47]	Leona Geller entered observer.
[20:05:56]	Leona Geller exited observer at their location.
[20:06:14]	Leona Geller entered observer.
[20:06:14]	Leona Geller exited observer at their location.
[20:06:37]	Peppermint has connected.
[20:06:37]	Anastasia Semenov has killed Anastasia Semenov.
[20:07:01]	Jonathan Jackson ran 'EquipUn' on item 'Respirator' (#28465)
[20:07:08]	[ME] Jonathan Jackson: takes off his respirator.
[20:07:27]	Leona Geller ran 'View' on item 'Notepad' (#27713)
[20:07:48]	Leona Geller used command '/ToggleRaise'.
[20:07:58]	[ME] Jonathan Jackson: chuckles
[20:08:04]	[ME] Leona Geller: would also chuckle.
[20:08:33]	[ME] Jonathan Jackson: sits down at the table.
[20:10:30]	Matthew Fredrckson ODonovan has gained a 'Green Citizen Suit' #28479.
[20:10:30]	Matthew Fredrckson ODonovan has gained a 'Citizen Filter' #28480.
[20:10:30]	Peppermint created the character 'Matthew Fredrckson ODonovan'
[20:10:30]	Matthew Fredrckson ODonovan has gained a 'Suitcase' #28481.
[20:10:30]	Matthew Fredrckson ODonovan has gained a 'Relocation Coupon' #28482.
[20:10:30]	Peppermint loaded the character 'Matthew Fredrckson ODonovan'
[20:10:30]	Anastasia Semenov has killed Anastasia Semenov.
[20:10:39]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:10:40]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:10:40]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:10:41]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:10:46]	Matthew Fredrckson ODonovan ran 'drop' on item 'Citizen Filter' (#28480)
[20:10:46]	Matthew Fredrckson ODonovan has lost a 'Citizen Filter' #28480.
[20:10:47]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:10:48]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:10:49]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:10:49]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:10:49]	Matthew Fredrckson ODonovan ran 'Equip' on item 'Green Citizen Suit' (#28479)
[20:10:50]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:10:51]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:10:52]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:10:52]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:10:53]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:10:54]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:10:55]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:10:56]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:10:57]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:10:59]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:11:00]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:11:01]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:11:02]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:11:02]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:11:03]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:11:04]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:11:05]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:11:05]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:11:06]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:11:07]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:11:08]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:11:08]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:11:09]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:11:10]	[OOC] Matthew Fredrckson ODonovan: So I cant breathe?
[20:11:10]	Matthew Fredrckson ODonovan has taken 1 damage from worldspawn.
[20:11:20]	[OOC] Leona Geller: Welcome! You can, put on your suit, it's in your inventory.
[20:11:26]	[LOOC] Jonathan Jackson: Might want to help them out
[20:11:30]	[LOOC] Leona Geller: yeah i go do that
[20:11:32]	[LOOC] Leona Geller: sry
[20:11:38]	[LOOC] Jonathan Jackson: No worries
[20:11:47]	Peppermint (STEAM_0:1:115933392) has disconnected.
[20:11:48]	matt saton loaded the character 'CCA.C17-GRID.i3.08313'
[20:11:48]	Anastasia Semenov has killed Anastasia Semenov.
[20:11:49]	CCA.C17-GRID.i3.08313 entered observer.
[20:12:00]	[OOC] CCA.C17-GRID.i3.08313: that was eay
[20:12:03]	[OOC] CCA.C17-GRID.i3.08313: they're reconnecting
[20:12:17]	[OOC] Jonathan Jackson: OKay
[20:12:32]	matt saton loaded the character 'Ryan Maley'
[20:12:32]	Anastasia Semenov has killed Anastasia Semenov.
[20:12:40]	Peppermint has connected.
[20:12:40]	Anastasia Semenov has killed Anastasia Semenov.
[20:12:42]	matt saton loaded the character 'Leona Geller'
[20:12:48]	matt saton loaded the character 'CCA.C17-GRID.i3.08313'
[20:12:48]	Anastasia Semenov has killed Anastasia Semenov.
[20:12:49]	CCA.C17-GRID.i3.08313 entered observer.
[20:12:53]	CCA.C17-GRID.i3.08313 exited observer at their location.
[20:12:54]	CCA.C17-GRID.i3.08313 entered observer.
[20:12:57]	CCA.C17-GRID.i3.08313 exited observer at their location.
[20:13:02]	Peppermint (STEAM_0:1:115933392) deleted character 'Richard Marston'
[20:13:05]	Peppermint loaded the character 'Matthew Fredrckson ODonovan'
[20:13:05]	Anastasia Semenov has killed Anastasia Semenov.
[20:13:14]	Yes has connected.
[20:13:14]	Anastasia Semenov has killed Anastasia Semenov.
[20:13:24]	CCA.C17-GRID.i3.08313 used command '/ToggleRaise'.
[20:13:26]	[OOC] Jonathan Jackson: No
[20:13:34]	[LOOC] Matthew Fredrckson ODonovan: are you an admin?
[20:13:39]	[LOOC] CCA.C17-GRID.i3.08313: I'm the owner, yes
[20:14:06]	[LOOC] Matthew Fredrckson ODonovan: Oh well, once were done with this passive can I run an idea by you because I have been in the market to make a character on a HL2 server for a few years.
[20:14:18]	Matthew Fredrckson ODonovan ran 'drop' on item 'Relocation Coupon' (#28482)
[20:14:18]	Matthew Fredrckson ODonovan has lost a 'Relocation Coupon' #28482.
[20:14:21]	[LOOC] CCA.C17-GRID.i3.08313: sure, once we get this done
[20:14:24]	CCA.C17-GRID.i3.08313 ran 'take' on item 'Relocation Coupon' (#28482)
[20:14:24]	CCA.C17-GRID.i3.08313 has gained a 'Relocation Coupon' #28482.
[20:14:41]	[ME] CCA.C17-GRID.i3.08313: would take the man's relocation coupon and look it over front and back, checking to make sure it's not fake
[20:14:54]	[LOOC] Matthew Fredrckson ODonovan: oocly I dropped it and cant pick it up
[20:15:02]	[LOOC] CCA.C17-GRID.i3.08313: oh i'll just toss you one, nbd
[20:15:13]	Matthew Fredrckson ODonovan has gained a 'Citizen Filter' #28483.
[20:15:13]	CCA.C17-GRID.i3.08313 used command '/CharGiveItem matthew Citizen Filter'.
[20:15:14]	[LOOC] Matthew Fredrckson ODonovan: I am also hurt
[20:15:48]	[OOC] Anastasia Semenov: what happen
[20:15:52]	[LOOC] CCA.C17-GRID.i3.08313: you mind if i fix the typo in your name
[20:15:53]	[OOC] CCA.C17-GRID.i3.08313: howdy
[20:15:59]	[LOOC] Matthew Fredrckson ODonovan: typo?
[20:15:59]	[OOC] Anastasia Semenov: how die
[20:16:00]	[OOC] Jonathan Jackson: Sup
[20:16:00]	[LOOC] CCA.C17-GRID.i3.08313: you missed the i in Fedrckson
[20:16:04]	[LOOC] CCA.C17-GRID.i3.08313: Fredrckson
[20:16:07]	[OOC] Jonathan Jackson: You prob died from thirst
[20:16:09]	[OOC] Jonathan Jackson: Or hunger
[20:16:12]	[LOOC] Matthew Fredrckson ODonovan: oh yeah go ahead lol
[20:16:14]	[OOC] Jonathan Jackson: Nobody touched you
[20:16:18]	CCA.C17-GRID.i3.08313 used command '/CharSetName fred'.
[20:16:24]	CCA.C17-GRID.i3.08313 used command '/CharSetName Matthew Fredrckson ODonovan Matthew Fredirckson ODonovan'.
[20:16:34]	[OOC] CCA.C17-GRID.i3.08313: logs said you took damage from yourself and not worldspawn
[20:16:40]	[OOC] CCA.C17-GRID.i3.08313: so it was likely starvation or thirst
[20:16:45]	CCA.C17-GRID.i3.08313 used command '/CharSetName fred'.
[20:16:45]	[OOC] Anastasia Semenov: lies q is out to get me
[20:16:59]	CCA.C17-GRID.i3.08313 used command '/CharSetName Matthew Fredirckson ODonovan Matthew Fredrickson ODonovan'.
[20:17:03]	CCA.C17-GRID.i3.08313 used command '/CharSetName fred'.
[20:17:06]	[OOC] Jonathan Jackson: q is dishonest
[20:17:23]	CCA.C17-GRID.i3.08313 has gained a 'Citizen ID' #28485.
[20:17:23]	CCA.C17-GRID.i3.08313 used command '/CreateCID Matthew Fredrickson ODonovan 69166'.
[20:17:43]	[LOOC] CCA.C17-GRID.i3.08313: current year is 2006, war was 2003
[20:17:48]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[20:17:48]	[LOOC] CCA.C17-GRID.i3.08313: so the minimum year to be born is 1985
[20:18:37]	[ME] CCA.C17-GRID.i3.08313: would take out his PDA and type a few things into the man's datafile.
[20:18:41]	CCA.C17-GRID.i3.08313 used command '/ViewData fred'.
[20:19:43]	[OOC] Jonathan Jackson: Poor service I am getting 4/10 yelp review
[20:19:50]	CCA.C17-GRID.i3.08313 used command '/ViewData jon'.
[20:20:10]	[OOC] CCA.C17-GRID.i3.08313: fair point, but leona already planted several weapons in your apartment
[20:20:24]	[OOC] Jonathan Jackson: fuck
[20:20:41]	[OOC] CCA.C17-GRID.i3.08313: CPs are inbound now
[20:21:04]	[OOC] Jonathan Jackson: Can't do nothing I have a frying pan
[20:21:54]	Bean has connected.
[20:22:00]	[LOOC] CCA.C17-GRID.i3.08313: me?*
[20:22:02]	[OOC] Anastasia Semenov: not bean
[20:22:03]	James Tryxon has gained a 'Green Citizen Suit' #28486.
[20:22:03]	James Tryxon has gained a 'Citizen Filter' #28487.
[20:22:03]	Yes created the character 'James Tryxon'
[20:22:03]	James Tryxon has gained a 'Suitcase' #28488.
[20:22:03]	James Tryxon has gained a 'Relocation Coupon' #28489.
[20:22:03]	Yes loaded the character 'James Tryxon'
[20:22:04]	[ME] CCA.C17-GRID.i3.08313: would unclip his stunstick from his belt.
[20:22:06]	[OOC] CCA.C17-GRID.i3.08313: my boy!!!
[20:22:08]	[OOC] Jonathan Jackson: beaners
[20:22:09]	James Tryxon has taken 1 damage from worldspawn.
[20:22:09]	James Tryxon has taken 1 damage from worldspawn.
[20:22:10]	James Tryxon has taken 1 damage from worldspawn.
[20:22:11]	James Tryxon has taken 1 damage from worldspawn.
[20:22:11]	[OOC] James Tryxon: hellop
[20:22:12]	James Tryxon has taken 1 damage from worldspawn.
[20:22:14]	Bean loaded the character 'Alex Palovichov'
[20:22:14]	[OOC] Anastasia Semenov: youre my boy blue
[20:22:17]	James Tryxon ran 'Equip' on item 'Green Citizen Suit' (#28486)
[20:22:18]	James Tryxon ran 'equip' on item 'Citizen Filter' (#28487)
[20:22:21]	[OOC] CCA.C17-GRID.i3.08313: welcome!
[20:22:21]	[OOC] Alex Palovichov: I have...returned....
[20:22:39]	Alex Palovichov ran 'EquipUn' on item 'CWU Leadership Suit' (#24484)
[20:22:40]	Alex Palovichov ran 'Equip' on item 'CWU Leadership Suit' (#24484)
[20:22:45]	[OOC] CCA.C17-GRID.i3.08313: i've been watching way too much parks and rec, i saw your pfp and thought it was ron swanson and not fucking joseph stalin
[20:22:48]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[20:23:00]	[OOC] James Tryxon: Lmao, and can I have the discord?
[20:23:06]	[OOC] CCA.C17-GRID.i3.08313: yeah, do /discord
[20:23:10]	[OOC] James Tryxon: Aight
[20:23:13]	James Tryxon used command '/Discord'.
[20:23:17]	Alex Palovichov ran 'View' on item 'Paper' (#26647)
[20:23:26]	[OOC] Jonathan Jackson: ron swanson rules the soviet union with an iron fist
[20:23:42]	[OOC] James Tryxon: Am I banned...?
[20:23:43]	[ME] CCA.C17-GRID.i3.08313: would type on his PDA some more.
[20:23:55]	[OOC] CCA.C17-GRID.i3.08313: what's your discord?
[20:23:57]	Yes loaded the character 'Josef Guttermann'
[20:23:57]	CCA.C17-GRID.i3.08313 used command '/PM alex what is what'.
[20:24:05]	Alex Palovichov used command '/Reply Idk, its a box that makes a noise when I use it'.
[20:24:06]	[OOC] Josef Guttermann: Lmao im this man
[20:24:11]	[OOC] Josef Guttermann: Your german friend :)
[20:24:14]	Josef Guttermann ran 'Equip' on item 'Green Citizen Suit' (#28338)
[20:24:14]	Alex Palovichov used command '/Reply Like inside of a dumpster'.
[20:24:16]	Josef Guttermann ran 'Equip' on item 'MP7' (#24838)
[20:24:16]	Anastasia Semenov opened the '' #2456 container.
[20:24:17]	Josef Guttermann ran 'Equip' on item 'USP Match' (#28345)
[20:24:19]	Anastasia Semenov closed the '' #2456 container.
[20:24:21]	Anastasia Semenov opened the '' #2456 container.
[20:24:22]	[OOC] CCA.C17-GRID.i3.08313: oh, yeah. nazis aren't welcome here. goodbye
[20:24:22]	Josef Guttermann ran 'use' on item '4.6x30 Rounds' (#28348)
[20:24:23]	Anastasia Semenov closed the '' #2456 container.
[20:24:23]	Anastasia Semenov opened the '' #245 container.
[20:24:27]	[OOC] Josef Guttermann: Not a nazi
[20:24:28]	Yes (STEAM_0:0:198636477) has disconnected.
[20:24:31]	Anastasia Semenov closed the '' #245 container.
[20:24:32]	Anastasia Semenov opened the '' #2556 container.
[20:24:37]	Anastasia Semenov closed the '' #2556 container.
[20:24:38]	Anastasia Semenov opened the '' #2558 container.
[20:24:38]	[OOC] CCA.C17-GRID.i3.08313: for the record he very much is a nazi
[20:24:41]	Anastasia Semenov closed the '' #2558 container.
[20:24:57]	[OOC] Alex Palovichov: As I proceed to short circuit the whole cities power by messing with this random box 
[20:25:28]	[OOC] Jonathan Jackson: interesting
[20:25:30]	[ME] CCA.C17-GRID.i3.08313: would raise his stunstick, flicking it on low in the process.
[20:25:30]	Alex Palovichov used command '/Reply It makes a clicking sound when I press E'.
[20:25:35]	CCA.C17-GRID.i3.08313 used command '/ToggleRaise'.
[20:25:39]	CCA.C17-GRID.i3.08313 used command '/PM alex wher eat'.
[20:25:45]	Alex Palovichov used command '/Reply Upper assembly'.
[20:25:56]	CCA.C17-GRID.i3.08313 used command '/PM alex english please'.
[20:26:01]	CCA.C17-GRID.i3.08313 used command '/PM alex i ddidn't memorize that code word'.
[20:26:04]	Alex Palovichov used command '/Reply Uhh'.
[20:26:11]	[ME] CCA.C17-GRID.i3.08313: would flick his stunstick up to medium.
[20:26:15]	Alex Palovichov used command '/Reply By UHB Manufactoring?'.
[20:26:29]	[ME] Matthew Fredrickson ODonovan: Turns the second he flicks his baton and elbows him in the throat the best he can
[20:26:34]	Alex Palovichov used command '/Reply By the Shell Beach gate?'.
[20:26:56]	[LOOC] CCA.C17-GRID.i3.08313: alright i'll allow it. do me a favor and do /rollskill "hand to hand"
[20:26:59]	CCA.C17-GRID.i3.08313 used command '/PM alex hmmm'.
[20:27:05]	Matthew Fredrickson ODonovan used command '/RollSkill hand to hand'.
[20:27:09]	CCA.C17-GRID.i3.08313 used command '/PM alex OH i might now what you're talking about. in a fight, can't check though'.
[20:27:12]	Matthew Fredrickson ODonovan rolled 18 (13 + 5) out of 100 on Hand to Hand.
[20:27:12]	Matthew Fredrickson ODonovan used command '/RollSkill handtohand'.
[20:27:17]	Alex Palovichov used command '/Reply Alrighty'.
[20:27:24]	[LOOC] Matthew Fredrickson ODonovan: I got my points in agility.
[20:27:26]	[ME] CCA.C17-GRID.i3.08313: would attempt to counter by simply stepping back enough for him to miss.
[20:27:28]	[LOOC] Matthew Fredrickson ODonovan: the hell.
[20:27:37]	[OOC] Alex Palovichov: Quite odd that a CWU manager can't technically hire people...
[20:27:38]	[LOOC] CCA.C17-GRID.i3.08313: since i'm trying to dodge rather than hit i'm just gonna roll on acrobatics
[20:27:41]	CCA.C17-GRID.i3.08313 rolled 20 (12 + 8) out of 100 on Acrobatics.
[20:27:41]	CCA.C17-GRID.i3.08313 used command '/RollSkill acrobatics'.
[20:27:48]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[20:27:55]	[OOC] Alex Palovichov: Yet supervisors technically can...ish
[20:28:07]	[OOC] CCA.C17-GRID.i3.08313: you can't? i ened to recheck the guide that i wrote that i can't remember the contents of all the time
[20:28:15]	[ME] CCA.C17-GRID.i3.08313: would narrowly be missed, but the attempt to be hit was way too close for comfort
[20:28:20]	[LOOC] Matthew Fredrickson ODonovan: might not wanna robocop next time- it makes it unfun.
[20:28:25]	[OOC] Jonathan Jackson: Your just a district manager not upper management like the chad supervisor
[20:28:28]	[OOC] Alex Palovichov: Yeah... Managers cannot begin a hiring process...
[20:28:28]	[LOOC] CCA.C17-GRID.i3.08313: i wasn't robocopping, i was being a hardass
[20:28:31]	[LOOC] CCA.C17-GRID.i3.08313: but i appreciate the criticism
[20:28:37]	[OOC] Alex Palovichov: I'm...higher...than a supervisor...
[20:28:39]	[LOOC] CCA.C17-GRID.i3.08313: CPs are and should be hardasses
[20:28:41]	[LOOC] Matthew Fredrickson ODonovan: eh- do as you must I am okay with this boy dying.
[20:28:44]	[OOC] CCA.C17-GRID.i3.08313: that's weird, i need to fix that
[20:29:01]	[ME] CCA.C17-GRID.i3.08313: would attempt to strike back by striking the man in the head with his stunstick.
[20:29:04]	[OOC] Alex Palovichov: Supervisors can begin the process...I can only give the entry quiz...
[20:29:06]	John Henry Eden has connected.
[20:29:07]	CCA.C17-GRID.i3.08313 rolled 63 (58 + 5) out of 100 on Hand to Hand.
[20:29:07]	CCA.C17-GRID.i3.08313 used command '/RollSkill Hand to hand'.
[20:29:10]	[OOC] CCA.C17-GRID.i3.08313: strange
[20:29:20]	[OOC] CCA.C17-GRID.i3.08313: yooo it's like one of the worst fallout villains
[20:29:34]	Alex Palovichov opened the '' #2676 container.
[20:29:35]	[LOOC] CCA.C17-GRID.i3.08313: what you roll depends on how you're gonna react
[20:29:36]	Alex Palovichov closed the '' #2676 container.
[20:29:40]	[OOC] Jonathan Jackson: preston garvey
[20:29:51]	[OOC] Jonathan Jackson: commonwealth minuteman
[20:29:52]	[OOC] Anastasia Semenov: eden was right
[20:29:59]	[LOOC] Matthew Fredrickson ODonovan: Guess Ill try acrobatics.
[20:30:00]	[OOC] CCA.C17-GRID.i3.08313: preston garvey is fine but he's way too goody two shoes for something as grim as fallout
[20:30:04]	Alex Palovichov opened the '' #2676 container.
[20:30:07]	Alex Palovichov has gained a 'Cloth Scrap' #27974.
[20:30:08]	Alex Palovichov has gained a 'Cloth Scrap' #27819.
[20:30:08]	[LOOC] CCA.C17-GRID.i3.08313: alright so you'd likely be stepping out of the way then
[20:30:09]	Alex Palovichov has gained a 'Cloth Scrap' #28157.
[20:30:09]	Alex Palovichov closed the '' #2676 container.
[20:30:10]	[LOOC] Matthew Fredrickson ODonovan: or stamina
[20:30:18]	[LOOC] CCA.C17-GRID.i3.08313: well it depends on your action
