[04:20:12]	Avi has connected.
[15:27:16]	Ethan King ran 'take' on item 'Old Syringe' (#6638)
[15:27:16]	Ethan King has gained a 'Old Syringe' #6638.
[15:27:17]	Justin Bail ran 'take' on item 'Pipe' (#6636)
[15:27:17]	Justin Bail has gained a 'Pipe' #6636.
[15:27:33]	[OOC] Alexei Stravolsky: can i pick up one of these pieces of wood and make a hatchet
[15:27:54]	[OOC] CCA.C08-GRID.i4.69192: how are you g oing to affix the rock to the wood
[15:28:16]	[OOC] Alexei Stravolsky: i have cloth. with the sewing kit we could tie them together
[15:28:18]	CCA.C08-GRID.i4.69192 used command '/ToggleRaise'.
[15:28:22]	[OOC] Alexei Stravolsky: Biggest Think
[15:28:26]	CCA.C08-GRID.i4.69192 has gained 10 tokens.
[15:28:28]	[OOC] CCA.C08-GRID.i4.69192: see now this is the actual big think
[15:28:34]	[OOC] Justin Bail: me ape
[15:28:45]	[OOC] Alexei Stravolsky: shall i do a Le Epic Roll for that
[15:28:49]	[OOC] CCA.C08-GRID.i4.69192: give me as econd to add it in as its own weapon
[15:28:53]	[OOC] Alexei Stravolsky: ok
[15:28:55]	[OOC] CCA.C08-GRID.i4.69192: whereare you
[15:29:07]	[LOOC] CCA.C08-GRID.i4.69192: roll for sharpness
[15:29:08]	[LOOC] Alexei Stravolsky: what do i roll
[15:29:09]	[LOOC] CCA.C08-GRID.i4.69192: out of 100
[15:29:15]	[LOOC] Alexei Stravolsky: do i roll for engi or whatever
[15:29:29]	[LOOC] CCA.C08-GRID.i4.69192: yes but you might want to ask bail for something
[15:29:40]	[LOOC] CCA.C08-GRID.i4.69192: he has something you'd like
[15:29:51]	[LOOC] Alexei Stravolsky: i think hes fucking afk
[15:29:58]	[LOOC] Ethan King: GOD DAMMIT
[15:30:02]	[LOOC] Ethan King: Oh shit
[15:30:06]	Justin Bail ran 'drop' on item 'Sewing Kit' (#6880)
[15:30:06]	Justin Bail has lost a 'Sewing Kit' #6880.
[15:30:12]	[OOC] Alexei Stravolsky: roll time
[15:30:14]	Alexei Stravolsky rolled 28 out of 100.
[15:30:14]	Alexei Stravolsky used command '/Roll'.
[15:30:16]	[OOC] Alexei Stravolsky: F\
[15:30:54]	[LOOC] Ethan King: OOGA BOOGA
[15:31:20]	Justin Bail ran 'take' on item 'Sewing Kit' (#6880)
[15:31:20]	Justin Bail has gained a 'Sewing Kit' #6880.
[15:31:25]	[LOOC] Ethan King: MONKEY NOISES OOOOOO AAAAHHHH OOOGGGGAAA BOOOOGGGGAAAA
[15:31:37]	[LOOC] Ethan King: OOGA BOOGA
[15:31:44]	Justin Bail ran 'drop' on item 'Sewing Kit' (#6880)
[15:31:44]	Justin Bail has lost a 'Sewing Kit' #6880.
[15:32:00]	Justin Bail ran 'drop' on item 'High School Runner' (#6875)
[15:32:00]	Justin Bail has lost a 'High School Runner' #6875.
[15:32:01]	[LOOC] Ethan King: No this is worse.
[15:32:17]	[LOOC] Ethan King: HAHAHAAHAH
[15:32:18]	Justin Bail ran 'take' on item 'High School Runner' (#6875)
[15:32:18]	Justin Bail has gained a 'High School Runner' #6875.
[15:32:23]	Jimmy 'Watcher 3' John exited observer at their location.
[15:32:24]	Justin Bail ran 'drop' on item 'Cars for Dummies, Vol. 1' (#6876)
[15:32:24]	Justin Bail has lost a 'Cars for Dummies, Vol. 1' #6876.
[15:32:36]	Alexei Stravolsky rolled 52 out of 100.
[15:32:36]	Alexei Stravolsky used command '/Roll engi'.
[15:32:38]	[LOOC] Ethan King: HOLY SHIT HOW DID IT TAKE THIS LONG
[15:32:42]	Alexei Stravolsky used command '/RollStat engi'.
[15:32:43]	Jimmy 'Watcher 3' John entered observer.
[15:32:48]	Alexei Stravolsky used command '/RollStat eng'.
[15:32:49]	[LOOC] CCA.C08-GRID.i4.69192: wait, run "Read" on the book and /rollstat eng
[15:32:54]	Alexei Stravolsky ran 'read' on item 'Cars for Dummies, Vol. 1' (#6876)
[15:32:58]	Jimmy 'Watcher 3' John ran 'read' on item 'Cars for Dummies, Vol. 1' (#6876)
[15:32:58]	Alexei Stravolsky used command '/RollStat eng'.
[15:33:01]	Ethan King ran 'take' on item 'Cars for Dummies, Vol. 1' (#6876)
[15:33:01]	Ethan King has gained a 'Cars for Dummies, Vol. 1' #6876.
[15:33:07]	Ethan King ran 'read' on item 'Cars for Dummies, Vol. 1' (#6876)
[15:33:09]	Ethan King ran 'drop' on item 'Cars for Dummies, Vol. 1' (#6876)
[15:33:09]	Ethan King has lost a 'Cars for Dummies, Vol. 1' #6876.
[15:33:18]	Alexei Stravolsky used command '/RollStat eng'.
[15:33:25]	Alexei Stravolsky used command '/RollStat engi'.
[15:33:26]	CCA.C08-GRID.i4.69192 has gained 10 tokens.
[15:33:31]	Alexei Stravolsky ran 'take' on item 'Cars for Dummies, Vol. 1' (#6876)
[15:33:31]	Alexei Stravolsky has gained a 'Cars for Dummies, Vol. 1' #6876.
[15:33:37]	Alexei Stravolsky ran 'read' on item 'Cars for Dummies, Vol. 1' (#6876)
[15:33:44]	Alexei Stravolsky used command '/RollStat engi'.
[15:33:45]	[LOOC] CCA.C08-GRID.i4.69192: alright you make a hatchet, but do a reg roll for rock sharpness
[15:33:54]	Alexei Stravolsky rolled 14 out of 100.
[15:33:54]	Alexei Stravolsky used command '/Roll'.
[15:34:06]	[IT] CCA.C08-GRID.i4.69192: Oo oo aa aa. But there are more rocks in the ceity.
[15:34:12]	Justin Bail rolled 46 out of 100.
[15:34:12]	Justin Bail used command '/Roll'.
[15:34:12]	[IT] CCA.C08-GRID.i4.69192: There are more rocks in the city, doe.
[15:34:14]	[LOOC] Ethan King: It took you like 10 minutes to give him a book.
[15:34:43]	[OOC] Alexei Stravolsky: endless entertainment right here
[15:34:54]	[OOC] Alexei Stravolsky: im gonna roll to search the trash for Better Rock
[15:35:12]	Jimmy 'Watcher 3' John exited observer at their location.
[15:35:13]	Alexei Stravolsky rolled 10 out of 100.
[15:35:13]	Alexei Stravolsky used command '/Roll'.
[15:35:14]	Jimmy 'Watcher 3' John entered observer.
[15:35:23]	Justin Bail rolled 8 out of 100.
[15:35:23]	Justin Bail used command '/Roll 100'.
[15:35:27]	Justin Bail rolled 30 out of 100.
[15:35:27]	Justin Bail used command '/Roll 100'.
[15:35:29]	Justin Bail rolled 100 out of 100.
[15:35:29]	Justin Bail used command '/Roll 100'.
[15:35:34]	[OOC] Ethan King: This is the greatest RP i've ever seen
[15:35:53]	[LOOC] Ethan King: He took pity on you guys
[15:36:15]	[LOOC] Ethan King: What does a hatchet do?
[15:36:24]	[OOC] Justin Bail: it go cut
[15:36:29]	[OOC] Justin Bail: and swiss
[15:36:30]	CCA.C08-GRID.i4.69192 has gained a 'Very Sharp Rock' #6895.
[15:36:30]	CCA.C08-GRID.i4.69192 used command '/CreateCustomItem Very Sharp Rock models/weapons/yurie_rustalpha/wm-rock.mdl Fuck all of you.'.
[15:36:31]	[LOOC] Ethan King: GOOD JOB BUDDY 
[15:36:36]	CCA.C08-GRID.i4.69192 ran 'drop' on item 'Very Sharp Rock' (#6895)
[15:36:36]	CCA.C08-GRID.i4.69192 has lost a 'Very Sharp Rock' #6895.
[15:36:40]	Justin Bail ran 'take' on item 'Very Sharp Rock' (#6895)
[15:36:40]	Justin Bail has gained a 'Very Sharp Rock' #6895.
[15:36:43]	[LOOC] Ethan King: So sharp
[15:36:57]	Justin Bail ran 'drop' on item 'Very Sharp Rock' (#6895)
[15:36:57]	Justin Bail has lost a 'Very Sharp Rock' #6895.
[15:36:58]	[LOOC] Ethan King: It's the best my dude
[15:37:02]	Alexei Stravolsky used command '/RollStat engi'.
[15:37:05]	[LOOC] Ethan King: Lmao
[15:37:11]	[OOC] Alexei Stravolsky: come here im gonna roll to make the hatchet
[15:37:19]	[OOC] Justin Bail: bery sharp rock description fuck all you
[15:37:23]	[LOOC] CCA.C08-GRID.i4.69192: you make a hatchet, hold on
[15:37:28]	Alexei Stravolsky used command '/RollStat eng'.
[15:37:32]	[LOOC] Ethan King: I don't regret getting involved with these guys.
[15:38:11]	CCA.C08-GRID.i4.69192 used command '/adminspawnmenu'.
[15:38:41]	[OOC] Alexei Stravolsky: do i roll again
[15:39:00]	[LOOC] Ethan King: This is a fucking thrill ride of a experience.
[15:39:15]	[OOC] Alexei Stravolsky: do i roll again, watcher
[15:39:19]	CCA.C08-GRID.i4.69192 used command '/adminspawnmenu'.
[15:39:21]	[OOC] Alexei Stravolsky: or q
[15:39:23]	CCA.C08-GRID.i4.69192 has spawned "Stone Hatchet"
[15:39:27]	CCA.C08-GRID.i4.69192 ran 'take' on item 'Very Sharp Rock' (#6895)
[15:39:27]	CCA.C08-GRID.i4.69192 has gained a 'Very Sharp Rock' #6895.
[15:39:32]	CCA.C08-GRID.i4.69192 exited observer at their location.
[15:39:51]	[LOOC] Ethan King: Spooky CP man
[15:40:18]	[OOC] Justin Bail: oo wah
[15:40:21]	[LOOC] Ethan King: We're gonna be put in the non-mechanical jerk off chamber as subjects
[15:41:30]	[IT] Jimmy 'Watcher 3' John: A ghostly voice echo'ed out from the sewers... "S Pe lLl l... IccccCCuPpp...."
[15:41:52]	CCA.C08-GRID.i4.69192 used command '/adminspawnmenu'.
[15:41:54]	CCA.C08-GRID.i4.69192 has spawned "Stone Hatchet"
[15:42:01]	CCA.C08-GRID.i4.69192 entered observer.
[15:42:02]	CCA.C08-GRID.i4.69192 exited observer at their location.
[15:42:05]	[LOOC] Ethan King: Can we just kill Just and use his bones for a weapon.
[15:42:18]	[LOOC] Jimmy 'Watcher 3' John: IF YOU WANT
[15:42:33]	[LOOC] Ethan King: That will be a last resort
[15:42:44]	CCA.C08-GRID.i4.69192 has gained a 'Stone Hatchet' #6896.
[15:42:44]	CCA.C08-GRID.i4.69192 used command '/CreateCustomItem Stone Hatchet models/weapons/yurie_rustalpha/wm-stonehatchet.mdl A sharp hatchet made from stone. It reminds you of iron oxide.'.
[15:42:46]	CCA.C08-GRID.i4.69192 ran 'drop' on item 'Stone Hatchet' (#6896)
[15:42:46]	CCA.C08-GRID.i4.69192 has lost a 'Stone Hatchet' #6896.
[15:42:47]	[LOOC] Ethan King: Perhaps
[15:42:49]	CCA.C08-GRID.i4.69192 entered observer.
[15:42:51]	Alexei Stravolsky ran 'take' on item 'Stone Hatchet' (#6896)
[15:42:51]	Alexei Stravolsky has gained a 'Stone Hatchet' #6896.
[15:43:46]	CCA.C08-GRID.i4.69192 exited observer at their location.
[15:43:46]	CCA.C08-GRID.i4.69192 entered observer.
[15:44:00]	[OOC] Alexei Stravolsky: ok its rollstat str time
[15:44:02]	[OOC] CCA.C08-GRID.i4.69192: bruh
[15:44:09]	[OOC] Alexei Stravolsky: come one come all we're gonna fucking break open a door
[15:44:26]	[OOC] Alexei Stravolsky: have you arrived q
[15:44:30]	[OOC] CCA.C08-GRID.i4.69192: that ain't gonna work on a metal door, but there are a lot of wood doors in the city that migth also have some good stuff behind them
[15:44:38]	Alexei Stravolsky used command '/RollStat str'.
[15:44:41]	[OOC] CCA.C08-GRID.i4.69192: HINT HINT HINT I'M BASICALLY HANDING IT TO YOU THIS POINT
[15:44:45]	[OOC] Alexei Stravolsky: i got a fucking 102
[15:44:50]	[OOC] Justin Bail: q he roled 102
[15:45:05]	[LOOC] Ethan King: NO FUCKING SHIT
[15:45:12]	Jimmy 'Watcher 3' John exited observer at their location.
[15:45:18]	Jimmy 'Watcher 3' John entered observer.
[15:45:27]	CCA.C08-GRID.i4.69192 exited observer at their location.
[15:45:29]	CCA.C08-GRID.i4.69192 entered observer.
[15:46:19]	CCA.C08-GRID.i4.69192 exited observer at their location.
[15:46:20]	CCA.C08-GRID.i4.69192 entered observer.
[15:46:30]	CCA.C08-GRID.i4.69192 has gained 10 tokens.
[15:46:30]	CCA.C08-GRID.i4.69192 used command '/adminspawnmenu'.
[15:46:38]	CCA.C08-GRID.i4.69192 has spawned "Percocet 20mg"
[15:46:41]	CCA.C08-GRID.i4.69192 used command '/adminspawnmenu'.
[15:46:44]	CCA.C08-GRID.i4.69192 has spawned "Bandage"
[15:46:57]	[OOC] Ethan King: Just staying we're all retarded but justin is more retarded
[15:47:00]	CCA.C08-GRID.i4.69192 used command '/adminspawnmenu'.
[15:47:04]	CCA.C08-GRID.i4.69192 has spawned "Bandage"
[15:47:06]	CCA.C08-GRID.i4.69192 exited observer at their location.
[15:47:13]	CCA.C08-GRID.i4.69192 has gained a 'Bandage' #6900.
[15:47:13]	CCA.C08-GRID.i4.69192 used command '/CharGiveItem grid bandage'.
[15:47:15]	CCA.C08-GRID.i4.69192 ran 'drop' on item 'Bandage' (#6900)
[15:47:15]	CCA.C08-GRID.i4.69192 has lost a 'Bandage' #6900.
[15:47:35]	CCA.C08-GRID.i4.69192 entered observer.
[15:47:39]	Ethan King opened the '' #883 container.
[15:47:41]	CCA.C08-GRID.i4.69192 exited observer at their location.
[15:47:41]	CCA.C08-GRID.i4.69192 entered observer.
[15:47:41]	Ethan King closed the '' #883 container.
[15:47:46]	[OOC] Alexei Stravolsky: roll to search crates
[15:47:50]	Alexei Stravolsky rolled 7 out of 100.
[15:47:50]	Alexei Stravolsky used command '/Roll'.
[15:47:54]	CCA.C08-GRID.i4.69192 used command '/adminspawnmenu'.
[15:47:56]	[LOOC] Ethan King: JUSTIN
[15:47:59]	Justin Bail rolled 42 out of 100.
[15:47:59]	Justin Bail used command '/Roll 100'.
[15:48:01]	Justin Bail opened the '' #883 container.
[15:48:04]	Justin Bail closed the '' #883 container.
[15:48:05]	CCA.C08-GRID.i4.69192 has spawned "Empty Cooking Oil Bottle"
[15:48:11]	CCA.C08-GRID.i4.69192 used command '/adminspawnmenu'.
[15:48:24]	CCA.C08-GRID.i4.69192 has spawned "UU Brand Bread"
[15:48:28]	Justin Bail ran 'Eat' on item 'UU Brand Bread' (#6902)
[15:48:32]	Justin Bail ran 'take' on item 'Empty Cooking Oil Bottle' (#6901)
[15:48:32]	Justin Bail has gained a 'Empty Cooking Oil Bottle' #6901.
[15:49:10]	CCA.C08-GRID.i4.69192 exited observer at their location.
[15:49:10]	CCA.C08-GRID.i4.69192 entered observer.
[15:49:11]	CCA.C08-GRID.i4.69192 exited observer at their location.
[15:49:16]	Alexei Stravolsky used command '/RollStat str'.
[15:49:32]	CCA.C08-GRID.i4.69192 entered observer.
[15:49:55]	Jimmy 'Watcher 3' John opened the '' #859 container.
[15:49:55]	[OOC] Alexei Stravolsky: BREAK THE STORAGE DOOR PLEASE
[15:49:57]	Jimmy 'Watcher 3' John closed the '' #859 container.
[15:49:59]	Jimmy 'Watcher 3' John opened the '' #861 container.
[15:50:00]	CCA.C08-GRID.i4.69192 exited observer at their location.
[15:50:01]	Jimmy 'Watcher 3' John closed the '' #861 container.
[15:50:01]	CCA.C08-GRID.i4.69192 entered observer.
[15:50:02]	Jimmy 'Watcher 3' John opened the '' #860 container.
[15:50:02]	CCA.C08-GRID.i4.69192 exited observer at their location.
[15:50:03]	Jimmy 'Watcher 3' John closed the '' #860 container.
[15:50:06]	Alexei Stravolsky used command '/RollStat str'.
[15:50:14]	CCA.C08-GRID.i4.69192 entered observer.
[15:50:17]	Alexei Stravolsky opened the '' #865 container.
[15:50:18]	CCA.C08-GRID.i4.69192 exited observer at their location.
[15:50:18]	CCA.C08-GRID.i4.69192 entered observer.
[15:50:19]	Justin Bail opened the '' #859 container.
[15:50:19]	Alexei Stravolsky closed the '' #865 container.
[15:50:20]	CCA.C08-GRID.i4.69192 exited observer at their location.
[15:50:21]	Justin Bail closed the '' #859 container.
[15:50:25]	Alexei Stravolsky rolled 58 out of 100.
[15:50:26]	Alexei Stravolsky used command '/Roll'.
[15:50:29]	Justin Bail rolled 8 out of 100.
[15:50:29]	Justin Bail used command '/Roll 100'.
[15:50:31]	Justin Bail rolled 1 out of 100.
[15:50:31]	Justin Bail used command '/Roll 100'.
[15:50:33]	Justin Bail rolled 57 out of 100.
[15:50:33]	Justin Bail used command '/Roll 100'.
[15:50:42]	CCA.C08-GRID.i4.69192 has set the password for ''.
[15:50:48]	Alexei Stravolsky opened the '' #865 container.
[15:50:50]	Alexei Stravolsky closed the '' #865 container.
[15:50:53]	Justin Bail opened the '' #860 container.
[15:50:54]	Justin Bail closed the '' #860 container.
[15:50:55]	Justin Bail opened the '' #860 container.
[15:50:57]	Justin Bail closed the '' #860 container.
[15:51:05]	CCA.C08-GRID.i4.69192 used command '/adminspawnmenu'.
[15:51:15]	CCA.C08-GRID.i4.69192 has spawned "Cars for Dummies, Vol. 2"
[15:51:23]	[LOOC] Ethan King: Justin i'm going to strangle you
[15:51:24]	Alexei Stravolsky ran 'read' on item 'Cars for Dummies, Vol. 2' (#6903)
[15:51:26]	Alexei Stravolsky ran 'take' on item 'Cars for Dummies, Vol. 2' (#6903)
[15:51:26]	Alexei Stravolsky has gained a 'Cars for Dummies, Vol. 2' #6903.
[15:51:30]	CCA.C08-GRID.i4.69192 has gained 10 tokens.
[15:51:46]	CCA.C08-GRID.i4.69192 used command '/adminspawnmenu'.
[15:51:55]	CCA.C08-GRID.i4.69192 has spawned "Paper"
[15:51:57]	Justin Bail ran 'take' on item 'Paper' (#6904)
[15:51:57]	Justin Bail has gained a 'Paper' #6904.
[15:52:21]	CCA.C08-GRID.i4.69192 has gained a 'Dust Bunny' #6905.
[15:52:21]	CCA.C08-GRID.i4.69192 used command '/CreateCustomItem Dust Bunny models/props_junk/garbage_bag001a.mdl Fuck you.'.
[15:52:23]	CCA.C08-GRID.i4.69192 ran 'drop' on item 'Dust Bunny' (#6905)
[15:52:23]	CCA.C08-GRID.i4.69192 has lost a 'Dust Bunny' #6905.
[15:52:25]	Justin Bail ran 'take' on item 'Dust Bunny' (#6905)
[15:52:25]	Justin Bail has gained a 'Dust Bunny' #6905.
[15:52:43]	[LOOC] Ethan King: Wait what?
[15:52:53]	CCA.C08-GRID.i4.69192 used command '/adminspawnmenu'.
[15:53:09]	[LOOC] Ethan King: Stop talking about getting caught!
[15:53:12]	CCA.C08-GRID.i4.69192 has spawned "Computer Tower"
[15:53:14]	Justin Bail ran 'take' on item 'Computer Tower' (#6906)
[15:53:14]	Justin Bail has gained a 'Computer Tower' #6906.
[15:53:23]	[LOOC] Ethan King: That can be useful
[15:53:26]	CCA.C08-GRID.i4.69192 entered observer.
[15:53:45]	[LOOC] Ethan King: lmao
[15:53:50]	CCA.C08-GRID.i4.69192 exited observer at their location.
[15:53:54]	CCA.C08-GRID.i4.69192 has spawned 'models/props_wasteland/controlroom_storagecloset001a.mdl'.
[15:53:56]	CCA.C08-GRID.i4.69192 has spawned 'models/props_wasteland/controlroom_storagecloset001a.mdl'.
[15:53:58]	Jimmy 'Watcher 3' John exited observer at their location.
[15:53:58]	[OOC] Alexei Stravolsky: COULD I BREAK THIS GLASS\
[15:54:00]	CCA.C08-GRID.i4.69192 entered observer.
[15:54:01]	Jimmy 'Watcher 3' John entered observer.
[15:54:06]	[OOC] Alexei Stravolsky: I HAVE A FUCKING ROCK, I PROBABLY CAN
[15:54:08]	CCA.C08-GRID.i4.69192 exited observer at their location.
[15:54:19]	CCA.C08-GRID.i4.69192 entered observer.
[15:54:21]	Jimmy 'Watcher 3' John exited observer at their location.
[15:54:21]	CCA.C08-GRID.i4.69192 exited observer at their location.
[15:54:22]	CCA.C08-GRID.i4.69192 entered observer.
[15:54:23]	CCA.C08-GRID.i4.69192 exited observer at their location.
[15:54:24]	Jimmy 'Watcher 3' John entered observer.
[15:54:24]	CCA.C08-GRID.i4.69192 entered observer.
[15:54:25]	CCA.C08-GRID.i4.69192 exited observer at their location.
[15:54:26]	Jimmy 'Watcher 3' John exited observer at their location.
[15:54:29]	CCA.C08-GRID.i4.69192 entered observer.
[15:54:35]	Jimmy 'Watcher 3' John entered observer.
[15:54:38]	CCA.C08-GRID.i4.69192 exited observer at their location.
[15:54:47]	CCA.C08-GRID.i4.69192 has spawned 'models/props_canal/canalmap001.mdl'.
[15:54:51]	CCA.C08-GRID.i4.69192 used command '/adminspawnmenu'.
[15:55:02]	CCA.C08-GRID.i4.69192 has gained a 'Television' #6907.
[15:55:02]	CCA.C08-GRID.i4.69192 used command '/CreateCustomItem Television models/props_c17/tv_monitor01.mdl It's a TV.'.
[15:55:04]	CCA.C08-GRID.i4.69192 has gained a 'Television' #6908.
[15:55:04]	CCA.C08-GRID.i4.69192 used command '/CreateCustomItem Television models/props_c17/tv_monitor01.mdl It's a TV.'.
[15:55:05]	CCA.C08-GRID.i4.69192 has gained a 'Television' #6909.
[15:55:05]	CCA.C08-GRID.i4.69192 used command '/CreateCustomItem Television models/props_c17/tv_monitor01.mdl It's a TV.'.
[15:55:06]	Justin Bail opened the '' #916 container.
[15:55:07]	CCA.C08-GRID.i4.69192 ran 'drop' on item 'Television' (#6907)
[15:55:07]	CCA.C08-GRID.i4.69192 has lost a 'Television' #6907.
[15:55:08]	CCA.C08-GRID.i4.69192 ran 'drop' on item 'Television' (#6908)
[15:55:08]	CCA.C08-GRID.i4.69192 has lost a 'Television' #6908.
[15:55:08]	CCA.C08-GRID.i4.69192 ran 'drop' on item 'Television' (#6909)
[15:55:08]	CCA.C08-GRID.i4.69192 has lost a 'Television' #6909.
[15:55:09]	Justin Bail closed the '' #916 container.
[15:55:11]	CCA.C08-GRID.i4.69192 entered observer.
[15:55:16]	CCA.C08-GRID.i4.69192 exited observer at their location.
[15:55:20]	Justin Bail ran 'take' on item 'Television' (#6909)
[15:55:20]	Justin Bail has gained a 'Television' #6909.
[15:55:25]	CCA.C08-GRID.i4.69192 used command '/adminspawnmenu'.
[15:55:35]	CCA.C08-GRID.i4.69192 has spawned "Sewn Cloth"
[15:55:36]	CCA.C08-GRID.i4.69192 has spawned "Sewn Cloth"
[15:55:36]	CCA.C08-GRID.i4.69192 has spawned "Sewn Cloth"
[15:55:37]	CCA.C08-GRID.i4.69192 has spawned "Sewing Kit"
[15:55:37]	CCA.C08-GRID.i4.69192 has spawned "Sewing Kit"
[15:55:38]	CCA.C08-GRID.i4.69192 has spawned "Sewing Kit"
[15:55:39]	Justin Bail ran 'take' on item 'Sewing Kit' (#6913)
[15:55:39]	Justin Bail has gained a 'Sewing Kit' #6913.
[15:56:00]	CCA.C08-GRID.i4.69192 has spawned "Small Thermos"
[15:56:00]	CCA.C08-GRID.i4.69192 has spawned "Small Thermos"
[15:56:01]	CCA.C08-GRID.i4.69192 has spawned "Small Thermos"
[15:56:11]	Alexei Stravolsky ran 'take' on item 'Small Thermos' (#6916)
[15:56:11]	Alexei Stravolsky has gained a 'Small Thermos' #6916.
[15:56:12]	Justin Bail opened the '' #917 container.
[15:56:16]	CCA.C08-GRID.i4.69192 has spawned "Notepad"
[15:56:16]	CCA.C08-GRID.i4.69192 has spawned "Notepad"
[15:56:16]	Justin Bail closed the '' #917 container.
[15:56:30]	CCA.C08-GRID.i4.69192 has gained 10 tokens.
[15:56:30]	Justin Bail ran 'take' on item 'Small Thermos' (#6917)
[15:56:30]	Justin Bail has gained a 'Small Thermos' #6917.
[15:56:32]	Justin Bail ran 'take' on item 'Notepad' (#6920)
[15:56:32]	Justin Bail has gained a 'Notepad' #6920.
[15:56:34]	Justin Bail ran 'take' on item 'Sewn Cloth' (#6912)
[15:56:34]	Justin Bail has gained a 'Sewn Cloth' #6912.
[15:56:37]	Justin Bail ran 'take' on item 'Sewn Cloth' (#6911)
[15:56:37]	Justin Bail has gained a 'Sewn Cloth' #6911.
[15:56:38]	CCA.C08-GRID.i4.69192 entered observer.
[15:56:51]	Alexei Stravolsky opened the '' #917 container.
[15:56:56]	Alexei Stravolsky closed the '' #917 container.
[15:57:02]	CCA.C08-GRID.i4.69192 used command '/adminspawnmenu'.
[15:57:13]	CCA.C08-GRID.i4.69192 has spawned "High School Runner"
[15:57:13]	CCA.C08-GRID.i4.69192 has spawned "High School Runner"
[15:57:17]	Alexei Stravolsky opened the '' #915 container.
[15:57:19]	Alexei Stravolsky closed the '' #915 container.
[15:57:20]	Alexei Stravolsky opened the '' #916 container.
[15:57:22]	Alexei Stravolsky closed the '' #916 container.
[15:57:23]	Alexei Stravolsky opened the '' #914 container.
[15:57:27]	Alexei Stravolsky closed the '' #914 container.
[15:57:37]	CCA.C08-GRID.i4.69192 has spawned "Light Bulb"
[15:57:37]	CCA.C08-GRID.i4.69192 has spawned "Light Bulb"
[15:57:38]	CCA.C08-GRID.i4.69192 has spawned "Light Bulb"
