[03:57:41]	PhilipIsBored has connected.
[16:13:35]	Gordo Kin used command '/Reply Bruh'.
[16:13:36]	[OOC] Kricuik: did discord just go down for you gus
[16:13:43]	[OOC] Gordo Kin: Yeah it did for me as well
[16:13:49]	[OOC] Janet Fraiser: yep
[16:14:13]	[OOC] Janet Fraiser: q when is the stock getting delivered
[16:14:18]	[OOC] Janet Fraiser: aaaaaaa
[16:14:22]	[OOC] Bernard Soloman: ur mom (real date)
[16:14:29]	[OOC] Janet Fraiser: thanks 
[16:14:35]	Janet Fraiser ran 'take' on item 'Refined Electronics' (#22120)
[16:14:35]	Janet Fraiser has gained a 'Refined Electronics' #22120.
[16:14:37]	[OOC] Kricuik: yes i will do that here in a moment
[16:14:37]	[OOC] Bernard Soloman: np
[16:14:37]	Janet Fraiser ran 'take' on item 'Suitcase' (#21813)
[16:14:37]	Janet Fraiser has gained a 'Suitcase' #21813.
[16:14:37]	Janet Fraiser has gained a 'UU Brand Peanuts' #22071.
[16:14:50]	Janet Fraiser ran 'drop' on item 'Suitcase' (#21813)
[16:14:50]	Janet Fraiser has lost a 'Suitcase' #21813.
[16:14:50]	Janet Fraiser has lost a 'UU Brand Peanuts' #22071.
[16:14:59]	Janet Fraiser ran 'drop' on item 'Refined Electronics' (#22120)
[16:14:59]	Janet Fraiser has lost a 'Refined Electronics' #22120.
[16:15:09]	[ME] Gordo Kin: begins putting in a code into the locks on the locker
[16:15:13]	Gordo Kin opened the 'Reinforced Locked Filing Cabinet' #1849 container.
[16:15:16]	Gordo Kin closed the 'Reinforced Locked Filing Cabinet' #1849 container.
[16:15:24]	Gordo Kin has taken 10 damage from zambie2851.
[16:16:16]	[LOOC] Bernard Soloman: emily wouldnt snitch on gordo
[16:16:19]	[LOOC] Bernard Soloman: lol
[16:16:23]	[LOOC] Gordo Kin: What?
[16:16:26]	[LOOC] Bernard Soloman: emily wouldnt snitch on gordo
[16:16:59]	[LOOC] Gordo Kin: Thats because Gordo changes his way of talking a lot so he can sound more appealing towards some people
[16:17:04]	Bernard Soloman has gained 10 tokens.
[16:19:53]	Gordo Kin ran 'drop' on item 'Flashlight' (#22119)
[16:19:53]	Gordo Kin has lost a 'Flashlight' #22119.
[16:19:55]	Bernard Soloman ran 'take' on item 'Flashlight' (#22119)
[16:19:55]	Bernard Soloman has gained a 'Flashlight' #22119.
[16:19:58]	Bernard Soloman ran 'drop' on item 'Flashlight' (#22119)
[16:19:58]	Bernard Soloman has lost a 'Flashlight' #22119.
[16:20:00]	Bernard Soloman ran 'take' on item 'Flashlight' (#22119)
[16:20:00]	Bernard Soloman has gained a 'Flashlight' #22119.
[16:21:43]	[OOC] Karl Von Habsburg: Back from dinner
[16:22:04]	Bernard Soloman has gained 10 tokens.
[16:22:28]	[LOOC] Gordo Kin: You don't know my first name remember that
[16:22:39]	[LOOC] Gordo Kin: Or if "Kin" is even a part of my name
[16:22:51]	[OOC] Gordo Kin: Discord do be dying
[16:22:52]	[OOC] Karl Von Habsburg: Bruh my discord isnt loading
[16:22:59]	[OOC] Karl Von Habsburg: Oh not just you?
[16:23:00]	[OOC] Kricuik: idscord died
[16:23:03]	[OOC] Karl Von Habsburg: How
[16:23:17]	[LOOC] Bernard Soloman: sorry
[16:23:20]	[OOC] Gordo Kin: YEE
[16:23:24]	Karl Von Habsburg has spawned a 'NPC [2177][npc_zombie]'.
[16:23:25]	[OOC] Kricuik: it does that from time to time
[16:23:26]	Karl Von Habsburg exited observer at their location.
[16:23:26]	Karl Von Habsburg entered observer.
[16:23:45]	Gordo Kin has taken 10 damage from npc_zombie.
[16:23:48]	[OOC] Kricuik: the shock trooper has a throw grenade animation
[16:23:56]	[OOC] Gordo Kin: When a zombie hits me through a door
[16:24:02]	[OOC] Karl Von Habsburg: amazing idea gordo
[16:24:07]	[OOC] Karl Von Habsburg: Get youself killed
[16:24:09]	Karl Von Habsburg opened the '' #1824 container.
[16:24:12]	Karl Von Habsburg closed the '' #1824 container.
[16:24:18]	[OOC] Gordo Kin: It is truly a good idea
[16:24:28]	Karl Von Habsburg has spawned a 'NPC [2177][npc_headcrab]'.
[16:24:30]	[OOC] Gordo Kin: But seriously how did it hit me from behind a door
[16:24:38]	[OOC] Karl Von Habsburg: It didnt tho
[16:24:40]	[OOC] Gordo Kin: Me no understand
[16:24:44]	[OOC] Karl Von Habsburg: You were right infront of it
[16:25:06]	[OOC] Gordo Kin: Bruh, on my screen the door covered a large percentage of my body but BET
[16:25:20]	Karl Von Habsburg exited observer at their location.
[16:25:48]	[Y] Bernard Soloman: AHH!!
[16:26:12]	Gordo Kin ran 'EquipUn' on item 'Combine Hazmat Worker Outfit' (#18600)
[16:26:35]	PhilipIsBored (STEAM_0:0:38537787) has disconnected.
[16:26:53]	Karl Von Habsburg entered observer.
[16:26:53]	Karl Von Habsburg entered observer.
[16:27:00]	[OOC] Gordo Kin: That moment when you need bandages but the one guy who sells bandages left ;-;
[16:27:06]	[OOC] Karl Von Habsburg: sad
[16:27:10]	[OOC] Gordo Kin: Truly
[16:27:45]	[OOC] Karl Von Habsburg: Go to the civil hospital
[16:27:52]	[OOC] Karl Von Habsburg: Oh yeah no cp
[16:28:21]	Karl Von Habsburg has spawned a 'Entity [829][npc_attacking_slumped_zambo]'.
[16:28:21]	[OOC] Kricuik: CPs don't run civil hospital you worthless piece of shit, go fuck yourself you piece of garbage oxygen thief, fuck you.
[16:28:26]	Karl Von Habsburg has spawned a 'Entity [829][npc_attacking_slumped_zambo]'.
[16:28:39]	Karl Von Habsburg has spawned a 'Entity [2179][npc_attacking_slumped_zambo]'.
[16:28:43]	[OOC] Gordo Kin: Q has entered angry mode
[16:28:43]	PhilipIsBored has connected.
[16:28:46]	Karl Von Habsburg has spawned a 'Entity [2857][npc_attacking_slumped_zambo]'.
[16:29:02]	[OOC] Karl Von Habsburg: No they are needed to go to them
[16:29:07]	PhilipIsBored loaded the character 'Emily Brown'
[16:29:14]	[OOC] Kricuik: nah i'm just tugging your dick. but seriosuly thoug hthey don't. and alos no, they don't. why do people think that.
[16:29:33]	[OOC] Kricuik: why do they need a cp to go to the hospital
[16:29:35]	[OOC] Karl Von Habsburg: It is illegal to go to it without a Civil Protection Officer due to that it is near the QZ
[16:29:39]	[OOC] Gordo Kin: YES EMILY IS HERE, I'M NOT GONNA DIE
[16:29:41]	[OOC] Emily Brown: back, the screen gets stuck on black sometimes when i switch to emily and i have to restart gmod because i cant open up escape menu
[16:29:53]	[OOC] Kricuik: that is litreally false
[16:30:04]	[OOC] Karl Von Habsburg: Yeah Ollie told me that though
[16:30:04]	[OOC] Kricuik: you can go there as a citizen. it's nowhere near illegal
[16:30:15]	[OOC] Karl Von Habsburg: Also the door is always locked
[16:30:17]	[OOC] Kricuik: i could have sworn i told olli that that's not true, i'll have ot remidn him
[16:30:26]	[LOOC] Emily Brown: sup*
[16:30:27]	[OOC] Kricuik: what door, the door to the thing?"
[16:30:35]	[OOC] Karl Von Habsburg: Front door yes.
[16:30:38]	Gordo Kin ran 'View' on item 'Notepad' (#18952)
[16:30:40]	[OOC] Kricuik: why the fuck
[16:30:41]	[OOC] Kricuik: oh right
[16:30:42]	Gordo Kin ran 'View' on item 'Notepad' (#18954)
[16:30:43]	[OOC] Karl Von Habsburg: Also we have no Civil Medics.
[16:30:45]	[OOC] Kricuik: i member
[16:30:46]	Kricuik exited observer at their location.
[16:30:47]	[OOC] Kricuik: we have two
[16:30:50]	Gordo Kin ran 'View' on item 'Notepad' (#18954)
[16:30:55]	[OOC] Kricuik: one of them is comrade hanz and the other never gets on
[16:31:02]	Gordo Kin has lost 70 tokens.
[16:31:02]	Gordo Kin used command '/DropTokens 70'.
[16:31:03]	Kricuik used command '/CharGiveItem kric cwu id'.
[16:31:08]	Emily Brown used the 'Storage' vendor.
[16:31:10]	Kricuik used command '/CharGiveItem kric civil workers union id'.
[16:31:12]	Emily Brown has gained 0 tokens.
[16:31:12]	Emily Brown has gained a 'Bandage' #22141.
[16:31:13]	Kricuik used command '/CharGiveItem kric civil worker's union id'.
[16:31:15]	Emily Brown has gained 0 tokens.
[16:31:15]	Emily Brown has gained a 'Bandage' #22142.
[16:31:16]	Kricuik used command '/CharGiveItem kric civil workers union id'.
[16:31:19]	Kricuik has gained a 'Civil Workers' Union ID' #22143.
[16:31:19]	Kricuik used command '/CharGiveItem kric civil workers' union id'.
[16:31:20]	Kricuik used command '/adminspawnmenu'.
[16:31:26]	[OOC] Kricuik: fixed
[16:31:26]	Kricuik entered observer.
[16:31:29]	[ME] Emily Brown: sets two bandages on the counter
[16:31:30]	Emily Brown ran 'drop' on item 'Bandage' (#22142)
[16:31:30]	Emily Brown has lost a 'Bandage' #22142.
[16:31:31]	Janet Fraiser used command '/ToggleRaise'.
[16:31:31]	Emily Brown ran 'drop' on item 'Bandage' (#22141)
[16:31:31]	Emily Brown has lost a 'Bandage' #22141.
[16:31:34]	Janet Fraiser used command '/ToggleRaise'.
[16:31:34]	Kricuik exited observer at their location.
[16:31:36]	Kricuik entered observer.
[16:31:37]	Kricuik exited observer at their location.
[16:31:41]	[ME] Emily Brown: swipes the tokens off the counter
[16:31:42]	Gordo Kin ran 'take' on item 'Bandage' (#22142)
[16:31:42]	Gordo Kin has gained a 'Bandage' #22142.
[16:31:43]	Gordo Kin ran 'take' on item 'Bandage' (#22141)
[16:31:43]	Gordo Kin has gained a 'Bandage' #22141.
[16:31:44]	Emily Brown has gained 70 tokens.
[16:31:45]	Kricuik entered observer.
[16:31:46]	Kricuik exited observer at their location.
[16:31:46]	[Y] Emily Brown: Cya.
[16:31:53]	Gordo Kin ran 'Apply' on item 'Bandage' (#22141)
[16:31:55]	Kricuik has spawned a 'Entity [2875][ix_unionlock]'.
[16:31:56]	Kricuik entered observer.
[16:31:59]	[OOC] Gordo Kin: I WILL NOT DIE YET
[16:32:01]	Kricuik exited observer at their location.
[16:32:01]	Kricuik entered observer.
[16:32:01]	Gordo Kin ran 'Apply' on item 'Bandage' (#22142)
[16:32:08]	Karl Von Habsburg exited observer at their location.
[16:32:22]	Karl Von Habsburg ran 'View' on item 'Notepad' (#18952)
[16:32:25]	Karl Von Habsburg ran 'View' on item 'Notepad' (#18954)
[16:32:30]	[OOC] Kricuik: honestly i don't like discord at this point
[16:32:31]	[OOC] Kricuik: it was good
[16:32:33]	Karl Von Habsburg ran 'View' on item 'Notepad' (#18952)
[16:32:35]	[OOC] Kricuik: but if that one tweet was real
[16:32:37]	Kricuik exited observer at their location.
[16:32:43]	[OOC] Janet Fraiser: what tweet
[16:32:46]	[OOC] Kricuik: about them adding keywork searching for advertisements
[16:32:49]	[OOC] Kricuik: then they can go fuck themselves
[16:32:51]	Karl Von Habsburg ran 'View' on item 'Notepad' (#18952)
[16:32:55]	[OOC] Kricuik: that doesn't even happen with texting
[16:33:08]	[OOC] Kricuik: also all of discord is down
[16:33:10]	Karl Von Habsburg ran 'Drink' on item 'Breen's Water' (#18594)
[16:33:11]	[OOC] Kricuik: including their website
[16:33:16]	Karl Von Habsburg ran 'View' on item 'Notepad' (#18952)
[16:33:16]	Emily Brown used command '/PM kri need gloves and green shirt pls'.
[16:33:18]	[OOC] Janet Fraiser: oh yeah can i have a sign on my store when i get stock?
[16:33:19]	Emily Brown used command '/PM kri someone is buying'.
[16:33:23]	Kricuik entered observer.
[16:33:26]	Karl Von Habsburg has lost 45 tokens.
[16:33:26]	Karl Von Habsburg used command '/DropTokens 45'.
[16:33:28]	Karl Von Habsburg ran 'View' on item 'Notepad' (#18952)
[16:33:31]	Emily Brown opened the '' #1810 container.
[16:33:31]	Karl Von Habsburg has gained 45 tokens.
[16:33:35]	Karl Von Habsburg has lost 55 tokens.
[16:33:35]	Karl Von Habsburg used command '/DropTokens 55'.
[16:33:39]	Kricuik used command '/CharSetBodygroup karl torso 3'.
[16:33:41]	Kricuik used command '/CharSetBodygroup karl torso 2'.
[16:33:41]	Emily Brown has given 56 tokens to '' #1810 (56 tokens left).
[16:33:42]	Kricuik used command '/CharSetBodygroup karl torso 1'.
[16:33:43]	Emily Brown closed the '' #1810 container.
[16:33:44]	Kricuik used command '/CharSetBodygroup karl torso 4'.
[16:33:45]	Kricuik used command '/CharSetBodygroup karl torso 0'.
[16:33:57]	[ME] Emily Brown: places the clothing items on the counter
[16:34:12]	[LOOC] Emily Brown: Q will have to bodygroup you they cant go into the vendor
[16:34:20]	[LOOC] Karl Von Habsburg: Ok
[16:34:22]	[OOC] Gordo Kin: Pain TP for a moment
[16:34:31]	[OOC] Kricuik: he busy
[16:34:32]	[OOC] Karl Von Habsburg: In one second.
[16:34:38]	Kricuik used command '/CharSetBodygroup karl torso 4'.
[16:34:46]	Kricuik used command '/CharSetBodygroup karl hands 2'.
[16:34:46]	[OOC] Gordo Kin: F
[16:34:52]	Kricuik used command '/PM emily fingerless or normal'.
[16:34:58]	Karl Von Habsburg entered observer.
[16:35:00]	[ME] Emily Brown: swipes the tokens off the counter, putting them into the register
[16:35:02]	Emily Brown used command '/PM kri normal'.
[16:35:03]	Emily Brown has gained 55 tokens.
[16:35:05]	Karl Von Habsburg exited observer at their location.
[16:35:05]	Kricuik used command '/PM emily okay ogod'.
[16:35:24]	[ME] Gordo Kin: Grabs the barrel and begins shaking it hopeing to hear if it has any contents or not.
[16:35:33]	[LOOC] Gordo Kin: I found it right next to the APC
[16:35:43]	[OOC] Janet Fraiser: THE FUCK
[16:35:47]	Gordo Kin rolled 6 out of 100.
[16:35:47]	Gordo Kin used command '/Roll'.
[16:35:50]	[LOOC] Gordo Kin: Bruh
[16:35:53]	[IT] Karl Von Habsburg: You hear nothing.
[16:35:56]	[OOC] Janet Fraiser: emily your door handle
[16:35:58]	[LOOC] Gordo Kin: I hate my rolls so fucking much
[16:36:02]	[OOC] Kricuik: yeah ity does that
[16:36:11]	[ME] Gordo Kin: Simply drops it feeling a little let down
[16:36:18]	Karl Von Habsburg entered observer.
[16:36:22]	Janet Fraiser ran 'View' on item 'Notepad' (#18954)
[16:36:32]	FB|| light ROOM loaded the character 'CCA.C14-UNION.EpU.72633'
[16:36:36]	CCA.C14-UNION.EpU.72633 used command '/Radio Unit is 10-8'.
[16:36:48]	Emily Brown used the 'Storage' vendor.
[16:36:49]	Janet Fraiser has lost 15 tokens.
[16:36:49]	Janet Fraiser used command '/DropTokens 15'.
[16:36:52]	[OOC] CCA.C14-UNION.EpU.72633: FUCK my manhack is still their
[16:36:52]	CCA.C14-UNION.EpU.72633 has taken 8 damage from npc_manhack.
[16:36:52]	Emily Brown has gained 0 tokens.
[16:36:52]	Emily Brown has gained a 'Notepad' #22144.
[16:36:55]	CCA.C14-UNION.EpU.72633 has taken 8 damage from npc_manhack.
[16:36:58]	Emily Brown ran 'drop' on item 'Notepad' (#22144)
[16:36:58]	Emily Brown has lost a 'Notepad' #22144.
[16:36:58]	CCA.C14-UNION.EpU.72633 has taken 8 damage from npc_manhack.
[16:37:02]	Janet Fraiser ran 'take' on item 'Notepad' (#22144)
[16:37:02]	Janet Fraiser has gained a 'Notepad' #22144.
[16:37:06]	[ME] Emily Brown: swipes the tokens, placing them into the register
[16:37:07]	Emily Brown has gained 15 tokens.
[16:37:11]	[LOOC] Janet Fraiser: ep?
[16:37:12]	[LOOC] Emily Brown: yep*
[16:37:12]	[LOOC] CCA.C14-UNION.EpU.72633: Can I also get ammo ;-;
[16:37:23]	[LOOC] CCA.C14-UNION.EpU.72633: Even if it was lost IC'ly ;-;
[16:37:27]	Emily Brown opened the '' #1810 container.
[16:37:30]	Emily Brown has given 44 tokens to '' #1810 (100 tokens left).
[16:37:31]	Emily Brown closed the '' #1810 container.
[16:37:34]	[LOOC] CCA.C14-UNION.EpU.72633: Rude
[16:37:36]	Karl Von Habsburg exited observer at their location.
[16:37:50]	Janet Fraiser ran 'Edit' on item 'Notepad' (#22144)
[16:37:53]	Emily Brown opened the '' #1810 container.
[16:37:59]	Emily Brown has given 12 tokens to '' #1810 (112 tokens left).
[16:38:00]	Emily Brown closed the '' #1810 container.
[16:38:04]	[OOC] Emily Brown: business is thriving!!!
[16:38:14]	[OOC] Emily Brown: Q come on kimsler later pls
[16:38:24]	Karl Von Habsburg used command '/Apply'.
[16:38:28]	CCA.C14-UNION.EpU.72633 used command '/OldViewData Karl'.
[16:38:29]	[OOC] Kricuik: ok
[16:39:33]	CCA.C14-UNION.EpU.72633 used command '/OldViewData Karl'.
[16:39:33]	Kricuik has spawned 'models/weapons/half-life/v_357.mdl'.
[16:39:48]	CCA.C14-UNION.EpU.72633 used command '/OldViewData Karl'.
[16:39:57]	[ME] Emily Brown: bursts out laughing
[16:40:04]	CCA.C14-UNION.EpU.72633 used command '/OldViewData Karl'.
[16:40:44]	[ME] Karl Von Habsburg: inserts his key into the door locking it.
[16:40:51]	[OOC] Janet Fraiser: xd
[16:41:06]	[OOC] Emily Brown: rival sighteed
[16:41:08]	[OOC] Emily Brown: sighted*
[16:41:26]	[OOC] Karl Von Habsburg: Discord back online
[16:41:38]	Karl Von Habsburg opened the 'Reinforced Locked Cabinet' #1780 container.
[16:41:41]	[OOC] Kricuik: lag psiek
[16:41:41]	[OOC] Emily Brown: didnt notice it was down lol
[16:41:47]	Karl Von Habsburg has gained a 'Bandana' #19076.
[16:41:48]	Karl Von Habsburg closed the 'Reinforced Locked Cabinet' #1780 container.
[16:41:54]	Emily Brown ran 'View' on item 'Notepad' (#18954)
[16:42:07]	[OOC] Karl Von Habsburg: Q did you make the bandana a PAC item?
[16:42:08]	Emily Brown used command '/PM janet get an admin'.
[16:42:11]	Emily Brown used command '/PM janet to'.
[16:42:16]	Emily Brown used command '/PM janet permaprop that notepad'.
[16:42:18]	Emily Brown used command '/PM janet later'.
[16:42:30]	Karl Von Habsburg used command '/adminspawnmenu'.
[16:43:10]	Janet Fraiser used command '/PM emily how to i actually stick it on the counter'.
[16:43:19]	Emily Brown used command '/PM janet drop it'.
[16:43:23]	[OOC] Kricuik: shit, no, not yet, sorry. i'll do that after i add in the books which i will do now
[16:43:32]	Kricuik exited observer at their location.
[16:43:38]	Karl Von Habsburg has spawned "Green Beanie"
[16:43:46]	Karl Von Habsburg ran 'take' on item 'Green Beanie' (#22145)
[16:43:46]	Karl Von Habsburg has gained a 'Green Beanie' #22145.
[16:43:51]	Karl Von Habsburg ran 'Equip' on item 'Green Beanie' (#22145)
[16:43:51]	[OOC] Kricuik: wonderufl
[16:43:53]	Karl Von Habsburg ran 'EquipUn' on item 'Green Beanie' (#22145)
[16:43:54]	[OOC] Kricuik: it didn't work
[16:44:00]	[OOC] CCA.C14-UNION.EpU.72633: That moment when you keep your i2 char even though he's the QrM npw
[16:44:03]	[OOC] CCA.C14-UNION.EpU.72633: Now*
[16:44:11]	Karl Von Habsburg opened the 'Reinforced Locked Cabinet' #1780 container.
[16:44:17]	Karl Von Habsburg has gained a 'Notepad' #18459.
[16:44:20]	Karl Von Habsburg closed the 'Reinforced Locked Cabinet' #1780 container.
[16:44:22]	Janet Fraiser used command '/PM kric i think i have a pdf copy of a full book if you want to port it in somehow'.
[16:44:27]	Kricuik entered observer.
[16:44:27]	Kricuik exited observer at their location.
[16:44:29]	Kricuik entered observer.
[16:44:29]	Kricuik exited observer at their location.
[16:44:36]	Kricuik has killed Kricuik.
[16:44:47]	Kricuik used command '/PM janet they work via html, sorry'.
[16:44:47]	Kricuik entered observer.
[16:44:47]	Kricuik exited observer at their location.
[16:44:48]	[OOC] CCA.C14-UNION.EpU.72633: I'll be back later
[16:44:49]	Kricuik entered observer.
[16:44:51]	CCA.C14-UNION.EpU.72633 used command '/Radio Unit going 10-7'.
[16:44:54]	Kricuik exited observer at their location.
[16:44:56]	FB|| light ROOM (STEAM_0:1:17219621) has disconnected.
[16:45:01]	Janet Fraiser used command '/PM kric oh'.
[16:45:02]	Kricuik used command '/ToggleRaise'.
[16:45:12]	[ME] Karl Von Habsburg: inserts the key, unlocking it.
[16:45:36]	Karl Von Habsburg has spawned a 'Entity [2830][npc_entrance_blocker_cop]'.
[16:46:26]	Karl Von Habsburg has spawned a 'Entity [2830][npc_knocking_cop]'.
[16:46:34]	Karl Von Habsburg ran 'Edit' on item 'Notepad' (#18459)
[16:47:06]	Kricuik entered observer.
[16:47:08]	Kricuik used command '/ToggleRaise'.
[16:47:41]	Kricuik used command '/ToggleRaise'.
[16:47:44]	Kricuik used command '/ToggleRaise'.
[16:48:09]	Kricuik exited observer at their location.
[16:48:09]	Kricuik entered observer.
[16:48:52]	Kricuik exited observer at their location.
[16:49:03]	Kricuik used command '/ToggleRaise'.
[16:49:09]	Kricuik entered observer.
[16:49:09]	Kricuik exited observer at their location.
[16:49:22]	Kricuik entered observer.
[16:50:14]	Kricuik exited observer at their location.
[16:50:21]	Kricuik entered observer.
[16:50:44]	Kricuik used command '/ToggleRaise'.
[16:50:52]	Kricuik exited observer at their location.
[16:51:00]	Kricuik entered observer.
[16:52:07]	Karl Von Habsburg used command '/DoorBuy'.
[16:52:31]	Karl Von Habsburg ran 'drop' on item 'Notepad' (#18459)
[16:52:31]	Karl Von Habsburg has lost a 'Notepad' #18459.
[16:53:05]	Karl Von Habsburg ran 'View' on item 'Notepad' (#18459)
[16:53:34]	Karl Von Habsburg entered observer.
[16:53:38]	Karl Von Habsburg opened the '' #1810 container.
[16:53:41]	Karl Von Habsburg closed the '' #1810 container.
[16:53:56]	Karl Von Habsburg has spawned 'models/props_junk/watermelon01.mdl'.
[16:54:21]	Karl Von Habsburg exited observer at their location.
[16:54:37]	Karl Von Habsburg entered observer.
[16:54:44]	:dumb: has connected.
[16:54:44]	Karl Von Habsburg exited observer at their location.
[16:54:58]	[OOC] Emily Brown: switching to cp
[16:55:03]	PhilipIsBored loaded the character 'CCA.C14-UNION.i5.39867'
[16:55:04]	[OOC] Kricuik: who locke the laundromat
[16:55:06]	[OOC] CCA.C14-UNION.i5.39867: flagged up
[16:55:07]	[OOC] CCA.C14-UNION.i5.39867: not me
[16:55:07]	:dumb: (STEAM_0:1:43398402) has disconnected.
[16:55:12]	Karl Von Habsburg entered observer.
[16:55:14]	Karl Von Habsburg exited observer at their location.
[16:55:21]	matt saton loaded the character 'James Albright'
[16:55:21]	Karl Von Habsburg ran 'take' on item 'Gray Pants' (#22065)
[16:55:21]	Karl Von Habsburg has gained a 'Gray Pants' #22065.
[16:55:23]	James Albright entered observer.
[16:55:24]	Karl Von Habsburg ran 'Equip' on item 'Gray Pants' (#22065)
[16:55:35]	Karl Von Habsburg ran 'drop' on item 'Gray Pants' (#22065)
