[00:00:00]	[OOC] Rodriguo Ouh: early
[20:51:09]	[OOC] CCA.C14-UNION.i5.36307: hello
[20:51:21]	[OOC] CCA.C14-UNION.EpU.72633: Yo gamer
[20:51:30]	[OOC] Emily Brown: sup
[20:51:35]	CCA.C14-UNION.i5.36307 used command '/Radio Unit is 10-8'.
[20:51:43]	[OOC] CCA.C14-UNION.EpU.72633: I can't wait for the next event chain event
[20:51:43]	[OOC] Emily Brown: sad that no one came on today
[20:51:47]	CCA.C14-UNION.EpU.72633 used command '/Radio Copy that'.
[20:51:56]	[OOC] CCA.C14-UNION.EpU.72633: It usually happens after a large event
[20:52:10]	[OOC] CCA.C14-UNION.i5.36307: i want a riot
[20:52:14]	[OOC] CCA.C14-UNION.EpU.72633: Bruh
[20:52:33]	[OOC] CCA.C14-UNION.i5.36307: not a big uprising just a... riot
[20:52:41]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[20:54:14]	[OOC] Joseph Kimsler: sorry hi back
[20:54:16]	[OOC] CCA.C14-UNION.EpU.72633: Yo
[20:54:19]	[OOC] Joseph Kimsler: fuckikng a
[20:54:22]	[OOC] Joseph Kimsler: just saw the best movioe
[20:54:24]	Joseph Kimsler ran 'drop' on item 'Loyalist Grade Citizen Supplements' (#12783)
[20:54:24]	Joseph Kimsler has lost a 'Loyalist Grade Citizen Supplements' #12783.
[20:54:26]	[OOC] CCA.C14-UNION.EpU.72633: nice
[20:54:27]	[OOC] CCA.C14-UNION.i5.36307: WHAT MOVIE?
[20:54:28]	Joseph Kimsler ran 'take' on item 'Loyalist Grade Citizen Supplements' (#12783)
[20:54:28]	Joseph Kimsler has gained a 'Loyalist Grade Citizen Supplements' #12783.
[20:54:29]	[OOC] CCA.C14-UNION.i5.36307: caps
[20:54:31]	[OOC] Joseph Kimsler: fucking uh
[20:54:33]	[OOC] Joseph Kimsler: what's it called
[20:54:38]	[OOC] Joseph Kimsler: ready or not
[20:54:40]	Emily Brown opened the '' #1810 container.
[20:54:40]	Joseph Kimsler ran 'drop' on item 'Biotic Grade Supplements' (#8420)
[20:54:40]	Joseph Kimsler has lost a 'Biotic Grade Supplements' #8420.
[20:54:42]	Joseph Kimsler ran 'take' on item 'Biotic Grade Supplements' (#8420)
[20:54:42]	Joseph Kimsler has gained a 'Biotic Grade Supplements' #8420.
[20:54:43]	Emily Brown has taken 20 tokens from '' #1810 (0 tokens left).
[20:54:44]	Emily Brown closed the '' #1810 container.
[20:54:46]	[OOC] CCA.C14-UNION.i5.36307: never heard of it
[20:54:49]	Joseph Kimsler entered observer.
[20:54:50]	Joseph Kimsler exited observer at their location.
[20:55:06]	[OOC] CCA.C14-UNION.i5.36307: bro thats wack you just ruined my immersion
[20:55:11]	[OOC] CCA.C14-UNION.i5.36307: jk
[20:55:30]	[ME] Emily Brown: pulls out 20 tokens from her pocket
[20:55:33]	Emily Brown has lost 20 tokens.
[20:55:33]	Emily Brown used command '/DropTokens 20'.
[20:55:36]	[ME] CCA.C14-UNION.EpU.72633: Holds out a trash can for the unit
[20:55:37]	Joseph Kimsler has gained 20 tokens.
[20:55:39]	[LOOC] CCA.C14-UNION.EpU.72633: IC it
[20:55:58]	CCA.C14-UNION.i5.36307 has gained 10 tokens.
[20:56:05]	[ME] Emily Brown: hands you the reciepts sheet (on the document)
[20:56:11]	[LOOC] Emily Brown: spreadsheet
[20:56:15]	[LOOC] Joseph Kimsler: yeah i figured
[20:56:26]	[ME] Joseph Kimsler: takes the recepits sheet.
[20:57:15]	[OOC] CCA.C14-UNION.EpU.72633: HOLY SHIT YOU CAN LEGALLY MAKE THERMITE
[20:57:18]	[OOC] Joseph Kimsler: IRL?
[20:57:21]	[OOC] CCA.C14-UNION.i5.36307: oh?
[20:57:23]	[OOC] CCA.C14-UNION.EpU.72633: Yeah
[20:57:31]	[OOC] Joseph Kimsler: what
[20:57:33]	[OOC] Joseph Kimsler: i did not know that
[20:57:41]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[20:57:56]	[OOC] CCA.C14-UNION.i5.36307: look at this dumb fuck with his back not against a wall
[20:58:09]	[OOC] CCA.C14-UNION.i5.36307: what a perfect way for someone to sneak up on you
[20:58:12]	[OOC] Emily Brown: cringe
[20:58:15]	[OOC] CCA.C14-UNION.i5.36307: <3
[20:58:21]	[OOC] Emily Brown: aint no one to sneak up on him tho
[20:58:23]	[OOC] Emily Brown: XDDDDDDD
[20:58:26]	[OOC] CCA.C14-UNION.EpU.72633: / Just need some lithium and sodium shavings and boom, You have reactive Thermite (I knew that off the top of my head by the way)
[20:58:35]	[OOC] Emily Brown: stop flexin
[20:58:36]	[OOC] CCA.C14-UNION.i5.36307: shut up ur not helping <3
[20:58:43]	Joseph Kimsler entered observer.
[20:58:48]	Joseph Kimsler exited observer at their location.
[20:58:53]	[OOC] CCA.C14-UNION.EpU.72633: I now really want to make Thermite
[20:58:53]	[LOOC] Joseph Kimsler: I SNUCK UP ON YOU BITCH
[20:58:55]	Joseph Kimsler entered observer.
[20:58:57]	Joseph Kimsler exited observer at their location.
[20:59:02]	[OOC] CCA.C14-UNION.i5.36307: you gonna do it?
[20:59:02]	Joseph Kimsler entered observer.
[20:59:05]	Joseph Kimsler exited observer at their location.
[20:59:06]	Joseph Kimsler used command '/DoorSetHidden true'.
[20:59:08]	[OOC] Emily Brown: why would u make thermite
[20:59:12]	[OOC] Joseph Kimsler: is that like a state law or federal law
[20:59:23]	[OOC] Joseph Kimsler: why wouldn't you make thermite
[20:59:25]	[ME] Emily Brown: picks up trash laying on the side of the wall, placing it in the trash can
[20:59:27]	[OOC] CCA.C14-UNION.i5.36307: good news
[20:59:31]	[OOC] CCA.C14-UNION.EpU.72633: No clue, let me study this. I'm gonna hop on civ
[20:59:33]	[OOC] CCA.C14-UNION.i5.36307: i fell off a horse
[20:59:36]	FB|| light ROOM loaded the character 'Gordo Kin'
[20:59:40]	[ME] Emily Brown: begins grabbing trash from the pile, placing them into the garbage can
[21:00:47]	[OOC] Gordo Kin: It might be a federal law because Thermite isn't counted as a explosive. It just depends on the materials you make it out of
[21:00:48]	[OOC] CCA.C14-UNION.i5.36307: im gonna be an ass and enforce movment violations
[21:00:58]	CCA.C14-UNION.i5.36307 has gained 10 tokens.
[21:01:15]	[OOC] Gordo Kin: So you can make civilian safe Thermite with some basic shit
[21:01:15]	Joseph Kimsler ran 'drop' on item 'Biotic Grade Supplements' (#8420)
[21:01:15]	Joseph Kimsler has lost a 'Biotic Grade Supplements' #8420.
[21:01:16]	Joseph Kimsler ran 'take' on item 'Biotic Grade Supplements' (#8420)
[21:01:16]	Joseph Kimsler has gained a 'Biotic Grade Supplements' #8420.
[21:01:20]	Joseph Kimsler ran 'drop' on item 'Biotic Grade Supplements' (#8420)
[21:01:20]	Joseph Kimsler has lost a 'Biotic Grade Supplements' #8420.
[21:01:20]	Joseph Kimsler ran 'take' on item 'Biotic Grade Supplements' (#8420)
[21:01:20]	Joseph Kimsler has gained a 'Biotic Grade Supplements' #8420.
[21:01:34]	[OOC] Gordo Kin: Neat
[21:02:10]	[OOC] CCA.C14-UNION.i5.36307: i wish someone new would join
[21:02:12]	[OOC] Gordo Kin: I wouldn't recommed it because Thermite can get up to 4'000 degrees F but ya know....it is still cool as fuck
[21:02:23]	[OOC] CCA.C14-UNION.i5.36307: what is that in normal person tempature
[21:02:32]	[OOC] Emily Brown: ur mom degrees celcius
[21:02:37]	[OOC] CCA.C14-UNION.i5.36307: thanks
[21:02:39]	[OOC] Gordo Kin: It will burn through your body easily
[21:02:49]	[OOC] CCA.C14-UNION.i5.36307: can i cook a steak with it
[21:02:59]	[OOC] Gordo Kin: And if you touch it with your bear hands it will ignite
[21:03:10]	[OOC] CCA.C14-UNION.i5.36307: bear hands
[21:03:15]	[OOC] CCA.C14-UNION.i5.36307: reminds me of a joke
[21:03:36]	[OOC] Gordo Kin: And the reason it ignites is because it reacts with the water in your skin.
[21:03:54]	[OOC] Gordo Kin: So it sucks that shit up and ignites at a impressive temperature
[21:04:53]	[OOC] Gordo Kin: Not gonna lie the AR platform sucks ass
[21:05:05]	[OOC] CCA.C14-UNION.i5.36307: why the fuck is it facing the train station
[21:05:35]	[OOC] Gordo Kin: Not talking about that, I'm talking about the way most AR-15's, M16's etc are built
[21:05:42]	[OOC] CCA.C14-UNION.i5.36307: oh uh
[21:05:45]	[OOC] CCA.C14-UNION.i5.36307: im big dumb
[21:05:58]	CCA.C14-UNION.i5.36307 has gained 10 tokens.
[21:06:06]	[OOC] Gordo Kin: And how the actual platform of AR's is shit because it jams like a motherfucker
[21:06:20]	[OOC] Emily Brown: why did the emplacement outpost thing dissappear
[21:06:22]	[OOC] Emily Brown: its just the cover now
[21:06:27]	[OOC] CCA.C14-UNION.i5.36307: it sometimes happens
[21:06:31]	[OOC] Gordo Kin: Why do you think the Military wants to change from the M4
[21:06:33]	[OOC] CCA.C14-UNION.i5.36307: reconnect
[21:06:48]	CCA.C14-UNION.i5.36307 opened the 'Standard Grade Rations' #1707 container.
[21:06:55]	CCA.C14-UNION.i5.36307 closed the 'Standard Grade Rations' #1707 container.
[21:07:21]	[OOC] Gordo Kin: I mean.....now that I think about it the AK platform isn't very good either
[21:07:25]	[ME] Emily Brown: holds out the garbage can
[21:07:37]	[OOC] Emily Brown: what is the AK platform
[21:07:46]	[OOC] Gordo Kin: You know AK-47's?
[21:07:57]	Emily Brown used command '/Apply'.
[21:08:03]	[OOC] Gordo Kin: PEW PEW russian gun?
[21:08:05]	CCA.C14-UNION.i5.36307 used command '/OldViewData emily'.
[21:08:27]	Emily Brown used command '/PM i5 i have 8 now right'.
[21:08:31]	Emily Brown used command '/PM i5 or 7'.
[21:08:37]	[ME] Emily Brown: places it down
[21:08:37]	CCA.C14-UNION.i5.36307 used command '/PM emily 9'.
[21:08:44]	Emily Brown used command '/PM i5 oh sweet'.
[21:08:46]	[OOC] Gordo Kin: I'll take that as a no......uh.......explaining this is gonna be hard so I just won't explain it
[21:08:48]	CCA.C14-UNION.i5.36307 used command '/PM emily yep'.
[21:09:05]	[OOC] CCA.C14-UNION.i5.36307: the only gun i ever shot was uh
[21:09:08]	[OOC] CCA.C14-UNION.i5.36307: some .22 rifle
[21:09:18]	[OOC] Gordo Kin: I've shot a Mosin Nagant
[21:09:32]	[OOC] Joseph Kimsler: lag psike
[21:09:43]	[OOC] Gordo Kin: Pretty fucken painful to fire.....those poor Russian peasants.
[21:10:30]	[OOC] CCA.C14-UNION.i5.36307: why is the combine font so funky
[21:10:34]	Joseph Kimsler ran 'drop' on item 'Biotic Grade Supplements' (#8420)
[21:10:34]	Joseph Kimsler has lost a 'Biotic Grade Supplements' #8420.
[21:10:37]	Joseph Kimsler ran 'take' on item 'Biotic Grade Supplements' (#8420)
[21:10:37]	Joseph Kimsler has gained a 'Biotic Grade Supplements' #8420.
[21:10:41]	Joseph Kimsler has lost 5 tokens.
[21:10:41]	Joseph Kimsler used command '/DropTokens 5'.
[21:10:42]	Joseph Kimsler has gained 5 tokens.
[21:10:45]	[OOC] Joseph Kimsler: fixed
[21:10:45]	Joseph Kimsler entered observer.
[21:10:49]	[OOC] Joseph Kimsler: i set the animation to the heal animatino
[21:10:51]	[OOC] Gordo Kin: because valve said OOGA BOOGA ALIEN RACE WITH BIG BOI LETTERS
[21:11:00]	[OOC] Gordo Kin: Bet
[21:11:03]	Gordo Kin ran 'drop' on item 'Citizen ID' (#9764)
[21:11:03]	Gordo Kin has lost a 'Citizen ID' #9764.
[21:11:03]	[OOC] Joseph Kimsler: also
[21:11:06]	[OOC] CCA.C14-UNION.i5.36307: like writing in that font would take more paint and stuff?
[21:11:07]	Gordo Kin ran 'take' on item 'Citizen ID' (#9764)
[21:11:07]	Gordo Kin has gained a 'Citizen ID' #9764.
[21:11:07]	Joseph Kimsler exited observer at their location.
[21:11:10]	[OOC] Joseph Kimsler: it doesn't uh fuckin uh
[21:11:13]	Joseph Kimsler entered observer.
[21:11:14]	Gordo Kin ran 'drop' on item 'Citizen ID' (#9764)
[21:11:14]	Gordo Kin has lost a 'Citizen ID' #9764.
[21:11:14]	Joseph Kimsler exited observer at their location.
[21:11:15]	Joseph Kimsler entered observer.
[21:11:15]	Joseph Kimsler exited observer at their location.
[21:11:15]	Gordo Kin ran 'take' on item 'Citizen ID' (#9764)
[21:11:15]	Gordo Kin has gained a 'Citizen ID' #9764.
[21:11:16]	[OOC] Joseph Kimsler: yeah
[21:11:19]	[OOC] Joseph Kimsler: it doesn't od the relaod thing for CPs
[21:11:31]	[OOC] Gordo Kin: Bet
[21:11:43]	Gordo Kin ran 'drop' on item 'Citizen ID' (#9764)
[21:11:43]	Gordo Kin has lost a 'Citizen ID' #9764.
[21:11:45]	Gordo Kin ran 'take' on item 'Citizen ID' (#9764)
[21:11:45]	Gordo Kin has gained a 'Citizen ID' #9764.
[21:11:52]	[OOC] Joseph Kimsler: i'm gonan try ot add in animatinos for taking out guns and shit
[21:11:52]	Joseph Kimsler entered observer.
[21:11:59]	[OOC] Joseph Kimsler: hey i5 take out your handgun real quick
[21:12:08]	[OOC] CCA.C14-UNION.i5.36307: kk
[21:12:15]	[OOC] Joseph Kimsler: is it out?
[21:12:18]	[OOC] Gordo Kin: That sounds super fucking cool. 
[21:12:18]	[OOC] CCA.C14-UNION.i5.36307: yes
[21:12:21]	[OOC] Joseph Kimsler: what the shit? it's invisible for me
[21:12:23]	CCA.C14-UNION.i5.36307 used command '/ToggleRaise'.
[21:12:23]	FB|| light ROOM loaded the character 'CCA.C14-QrM.98240'
[21:12:27]	[OOC] CCA.C14-UNION.i5.36307: now?
[21:12:29]	[OOC] Joseph Kimsler: yeah for me you're holding nothing
[21:12:33]	Joseph Kimsler used command '/ToggleRaise'.
[21:12:36]	Joseph Kimsler exited observer at their location.
[21:12:41]	[LOOC] Joseph Kimsler: isee me holding it
[21:12:47]	[LOOC] Joseph Kimsler: try taking out your ss?
[21:12:50]	CCA.C14-UNION.i5.36307 ran 'drop' on item '.9mm Pistol' (#18976)
[21:12:50]	CCA.C14-UNION.i5.36307 has lost a '.9mm Pistol' #18976.
[21:12:54]	[OOC] CCA.C14-QrM.98240: Can you see my gun?
[21:12:55]	CCA.C14-UNION.i5.36307 ran 'take' on item '.9mm Pistol' (#18976)
[21:12:55]	CCA.C14-UNION.i5.36307 has gained a '.9mm Pistol' #18976.
[21:12:58]	CCA.C14-UNION.i5.36307 ran 'Equip' on item '.9mm Pistol' (#18976)
[21:13:00]	[LOOC] Joseph Kimsler: affriamtive
[21:13:01]	[OOC] Joseph Kimsler: affirmative
[21:13:02]	[LOOC] CCA.C14-QrM.98240: Bet
[21:13:04]	CCA.C14-UNION.i5.36307 used command '/ToggleRaise'.
[21:13:05]	CCA.C14-UNION.i5.36307 used command '/ToggleRaise'.
[21:13:05]	[LOOC] Joseph Kimsler: oh now i see it
[21:13:06]	Joseph Kimsler used command '/DoorSetHidden true'.
[21:13:06]	CCA.C14-UNION.i5.36307 used command '/ToggleRaise'.
[21:13:07]	[LOOC] Joseph Kimsler: wild
[21:13:08]	CCA.C14-UNION.i5.36307 used command '/ToggleRaise'.
[21:13:13]	[LOOC] Joseph Kimsler: so put it away and take it out
[21:13:20]	[LOOC] Joseph Kimsler: ew
[21:13:22]	CCA.C14-UNION.i5.36307 used command '/ToggleRaise'.
[21:13:22]	[LOOC] Joseph Kimsler: no ainmation
[21:13:23]	[LOOC] Joseph Kimsler: gross
[21:13:24]	[LOOC] Joseph Kimsler: icky
[21:13:24]	CCA.C14-UNION.i5.36307 used command '/ToggleRaise'.
[21:13:25]	[LOOC] Joseph Kimsler: i fix
[21:13:25]	CCA.C14-UNION.i5.36307 used command '/ToggleRaise'.
[21:13:26]	CCA.C14-UNION.i5.36307 used command '/ToggleRaise'.
[21:13:27]	CCA.C14-UNION.i5.36307 used command '/ToggleRaise'.
[21:13:27]	CCA.C14-UNION.i5.36307 used command '/ToggleRaise'.
[21:13:32]	[LOOC] Joseph Kimsler: okay that's all, thank you, you goat
[21:13:32]	Joseph Kimsler entered observer.
[21:13:41]	[LOOC] CCA.C14-UNION.i5.36307: can we have an actual gun holster then
[21:13:46]	[OOC] CCA.C14-QrM.98240: brb
[21:14:43]	CCA.C14-UNION.i5.36307 has gained 10 tokens.
[21:14:45]	[OOC] Joseph Kimsler: dude here's what i'll do
[21:14:53]	[OOC] Joseph Kimsler: i make it so on /charsearch, you do the patdown aniamtin
[21:17:23]	CCA.C14-QrM.98240 has gained 10 tokens.
[21:18:02]	[OOC] CCA.C14-QrM.98240: I am back gamers
[21:18:33]	[OOC] CCA.C14-QrM.98240: Bruh, QrM with a knife is scary as fuck ;-;
[21:19:17]	FB|| light ROOM loaded the character 'Gordo Kin'
[21:19:43]	CCA.C14-UNION.i5.36307 has gained 10 tokens.
[21:19:54]	[OOC] Gordo Kin: Oh shit your gonna let us do the patdown anim, thats fucking cool
[21:20:52]	Joseph Kimsler exited observer at their location.
[21:20:56]	matt saton loaded the character 'CCA.C14-GRID.i3.69192'
[21:20:58]	[OOC] CCA.C14-GRID.i3.69192: void me
[21:20:58]	CCA.C14-GRID.i3.69192 entered observer.
[21:21:02]	CCA.C14-GRID.i3.69192 exited observer at their location.
[21:21:08]	[OOC] Gordo Kin: No
[21:21:10]	[OOC] Gordo Kin: Okay
[21:22:18]	zero hero has connected.
[21:22:57]	CCA.C14-GRID.i3.69192 entered observer.
[21:23:01]	CCA.C14-GRID.i3.69192 exited observer at their location.
[21:23:02]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2850][prop_physics]'.
[21:23:08]	CCA.C14-GRID.i3.69192 entered observer.
[21:23:08]	[OOC] Gordo Kin: Q once your not busy I have lootRP to get to
[21:23:14]	matt saton loaded the character 'James Albright'
[21:23:17]	James Albright entered observer.
[21:23:21]	[OOC] James Albright: on it
[21:23:23]	James Albright exited observer at their location.
[21:23:23]	James Albright entered observer.
[21:23:23]	James Albright exited observer at their location.
[21:23:24]	James Albright entered observer.
[21:23:24]	James Albright exited observer at their location.
[21:23:24]	James Albright entered observer.
[21:23:24]	James Albright exited observer at their location.
[21:23:24]	James Albright entered observer.
[21:23:25]	James Albright exited observer at their location.
[21:23:25]	James Albright entered observer.
[21:23:25]	James Albright exited observer at their location.
[21:23:25]	James Albright entered observer.
[21:23:26]	James Albright exited observer at their location.
[21:23:26]	James Albright entered observer.
[21:23:26]	James Albright exited observer at their location.
[21:23:27]	James Albright entered observer.
[21:23:28]	James Albright exited observer at their location.
[21:23:33]	James Albright entered observer.
[21:23:43]	James Albright exited observer at their location.
[21:24:10]	zero hero created the character 'Harrison Godswilk'
[21:24:10]	Harrison Godswilk has gained a 'Suitcase' #21153.
[21:24:10]	Harrison Godswilk has gained a 'Relocation Coupon' #21154.
[21:24:10]	zero hero loaded the character 'Harrison Godswilk'
[21:24:34]	CCA.C14-UNION.i5.36307 used command '/Content'.
[21:24:43]	CCA.C14-UNION.i5.36307 has gained 10 tokens.
[21:24:56]	[OOC] James Albright: Welcome, Harrison!
[21:25:00]	[OOC] Harrison Godswilk: Hello!
[21:25:01]	[OOC] James Albright: i5, can you please get him an ID?
[21:25:13]	[OOC] James Albright: do you need the content while you wait for the unit to give you an ID?
[21:25:19]	[ME] Harrison Godswilk: looks up at the camera, then down.
[21:25:28]	[OOC] Harrison Godswilk: No, it looks like everything is in order.
[21:26:18]	[OOC] James Albright: Awesome! then somone will be down to give you an ID
[21:26:18]	James Albright entered observer.
[21:26:21]	James Albright exited observer at their location.
[21:26:23]	[LOOC] James Albright: oi
[21:26:24]	[OOC] Harrison Godswilk: Actually, the content would be nice
[21:26:24]	[LOOC] James Albright: fuckwit
[21:26:32]	[OOC] James Albright: alright. you can grab it with the /content
[21:26:34]	[OOC] James Albright: command*
[21:26:39]	Harrison Godswilk used command '/Content'.
[21:26:42]	[LOOC] James Albright: not really though <3 no homo
[21:26:46]	matt saton loaded the character 'CCA.C14-GRID.i3.69192'
[21:26:47]	CCA.C14-GRID.i3.69192 entered observer.
[21:26:49]	CCA.C14-GRID.i3.69192 exited observer at their location.
[21:26:53]	CCA.C14-GRID.i3.69192 entered observer.
[21:27:00]	CCA.C14-GRID.i3.69192 exited observer at their location.
[21:27:08]	[OOC] CCA.C14-GRID.i3.69192: since our union is busy i'll do it
[21:27:26]	[ME] Harrison Godswilk: turns to the unit, presenting his Relocation ticket
[21:27:31]	[OOC] Gordo Kin: Imagine being in GRID
[21:27:46]	Harrison Godswilk ran 'drop' on item 'Relocation Coupon' (#21154)
[21:27:46]	Harrison Godswilk has lost a 'Relocation Coupon' #21154.
[21:27:52]	[OOC] Gordo Kin: (This post was made by Biast UNION gang)
[21:28:11]	[ME] Harrison Godswilk: looks at the coupon with a grimmace, saying "Relocated too many times."
[21:28:13]	[ME] CCA.C14-GRID.i3.69192: takes the relocation coupon, assumedly from the man's hand, and give it a quick inspection, front and back.
[21:28:34]	Madeline Wuntch (STEAM_0:0:193599766) has disconnected (timed out).
[21:28:37]	CCA.C14-GRID.i3.69192 ran 'take' on item 'Relocation Coupon' (#21154)
[21:28:37]	CCA.C14-GRID.i3.69192 has gained a 'Relocation Coupon' #21154.
[21:28:37]	[OOC] Gordo Kin: F
[21:28:40]	[OOC] CCA.C14-GRID.i3.69192: F
[21:28:54]	[ME] Harrison Godswilk: looks at the unit, seemingly more friendly. "I'm sorry to hear that."
[21:29:15]	[LOOC] Harrison Godswilk: might lag out from content
[21:29:18]	[LOOC] CCA.C14-GRID.i3.69192: alright
[21:29:32]	[OOC] Gordo Kin: I might actually get on EpU if we don't have any units on after your done.
[21:29:44]	[ME] CCA.C14-GRID.i3.69192: makes his way over to the wall, inserting the relocation coupon into what the citizen could only assume is a machine.
[21:29:49]	CCA.C14-GRID.i3.69192 entered observer.
[21:29:49]	CCA.C14-GRID.i3.69192 exited observer at their location.
[21:29:51]	[ME] Harrison Godswilk: says in a questioning tone, "No, what is the word around town?"
[21:29:54]	CCA.C14-GRID.i3.69192 ran 'take' on item 'Citizen ID' (#21155)
[21:29:54]	CCA.C14-GRID.i3.69192 has gained a 'Citizen ID' #21155.
[21:30:40]	[ME] CCA.C14-GRID.i3.69192: places the man's new CID, still warm, on the counter, and slides it towards him.
[21:30:42]	CCA.C14-GRID.i3.69192 ran 'drop' on item 'Citizen ID' (#21155)
[21:30:42]	CCA.C14-GRID.i3.69192 has lost a 'Citizen ID' #21155.
[21:31:11]	[ME] Harrison Godswilk: picks up the CID, stuffing it into his pockets.
[21:31:13]	Harrison Godswilk ran 'take' on item 'Citizen ID' (#21155)
[21:31:13]	Harrison Godswilk has gained a 'Citizen ID' #21155.
[21:31:31]	[ME] Harrison Godswilk: looks back at the unit, waiting for further instruction.
[21:31:46]	CCA.C14-GRID.i3.69192 has gained 10 tokens.
[21:32:24]	[LOOC] Harrison Godswilk: red lite
[21:32:27]	[LOOC] CCA.C14-GRID.i3.69192: it od be
[21:33:03]	Gordo Kin ran 'View' on item 'Notepad' (#18954)
[21:33:12]	Gordo Kin ran 'View' on item 'Notepad' (#18954)
[21:33:14]	Gordo Kin ran 'View' on item 'Notepad' (#18952)
[21:33:35]	Gordo Kin ran 'View' on item 'Notepad' (#18952)
[21:33:50]	Gordo Kin ran 'View' on item 'Notepad' (#18954)
[21:34:00]	CCA.C14-GRID.i3.69192 used command '/Radio Dispatch, requesting a download of Moscow housing unit's availability.'.
