[06:08:40]	Weaponized Turtles has connected.
[15:00:53]	The Consul has spawned a 'NPC [316][npc_hunter]'.
[15:00:54]	The Consul has spawned a 'NPC [333][npc_hunter]'.
[15:01:00]	Jonathan Jackson used command '/Radio If you need cover, head to the northern base.'.
[15:01:00]	Sona la Rona has taken 3 damage from Sona la Rona.
[15:01:00]	Robert Jacobson has taken 5 damage from Robert Jacobson.
[15:01:00]	Sona la Rona has taken 2 damage from Sona la Rona.
[15:01:01]	Sona la Rona has taken 3 damage from Sona la Rona.
[15:01:01]	Sona la Rona has taken 4 damage from Sona la Rona.
[15:01:01]	Sona la Rona has taken 3 damage from Sona la Rona.
[15:01:01]	Sona la Rona has taken 3 damage from Sona la Rona.
[15:01:01]	Robert Jacobson has taken 4 damage from Tony Ricci.
[15:01:01]	Robert Jacobson has taken 5 damage from Tony Ricci.
[15:01:01]	Sona la Rona has taken 2 damage from Sona la Rona.
[15:01:01]	Sona la Rona has taken 3 damage from Sona la Rona.
[15:01:05]	Robert Jacobson has taken 59 damage from Robert Jacobson.
[15:01:05]	Robert Jacobson has taken 59 damage from Robert Jacobson.
[15:01:05]	Robert Jacobson has taken 59 damage from Robert Jacobson.
[15:01:05]	Robert Jacobson has taken 59 damage from Robert Jacobson.
[15:01:05]	Robert Jacobson has taken 14 damage from Robert Jacobson.
[15:01:06]	Robert Jacobson has taken 59 damage from Robert Jacobson.
[15:01:06]	Robert Jacobson has taken 59 damage from Robert Jacobson.
[15:01:08]	The Consul has spawned a 'NPC [316][npc_hunter]'.
[15:01:09]	The Consul has spawned a 'NPC [309][npc_combine_s]'.
[15:01:10]	Tony Ricci ran 'drop' on item 'Handheld Radio' (#39674)
[15:01:10]	Tony Ricci has lost a 'Handheld Radio' #39674.
[15:01:10]	The Consul has spawned a 'NPC [232][npc_combine_s]'.
[15:01:11]	The Consul has spawned a 'NPC [268][npc_combine_s]'.
[15:01:11]	Tony Ricci ran 'take' on item 'Handheld Radio' (#39674)
[15:01:11]	Tony Ricci has gained a 'Handheld Radio' #39674.
[15:01:12]	The Consul has spawned a 'NPC [295][npc_combine_s]'.
[15:01:12]	Robert Jacobson has taken 3 damage from npc_combine_s.
[15:01:12]	Robert Jacobson has taken 3 damage from npc_combine_s.
[15:01:13]	The Consul has spawned a 'NPC [227][npc_manhack]'.
[15:01:13]	The Consul has spawned a 'NPC [319][npc_manhack]'.
[15:01:14]	The Consul has spawned a 'NPC [337][npc_manhack]'.
[15:01:14]	Robert Jacobson has taken 4 damage from npc_hunter.
[15:01:14]	Tony Ricci ran 'Frequency' on item 'Handheld Radio' (#39674)
[15:01:14]	Robert Jacobson has taken 4 damage from npc_hunter.
[15:01:15]	Robert Jacobson has taken 4 damage from npc_hunter.
[15:01:15]	The Consul has spawned a 'NPC [306][npc_manhack]'.
[15:01:15]	George Wach ran 'Frequency' on item 'Handheld Radio' (#39665)
[15:01:15]	Robert Jacobson has taken 4 damage from npc_hunter.
[15:01:15]	Robert Jacobson has taken 4 damage from npc_hunter.
[15:01:15]	Robert Jacobson has taken 3 damage from npc_combine_s.
[15:01:15]	The Consul has spawned a 'NPC [283][npc_manhack]'.
[15:01:16]	The Consul has spawned a 'NPC [369][npc_manhack]'.
[15:01:17]	The Consul has spawned a 'NPC [372][npc_cscanner]'.
[15:01:18]	Tony Ricci used command '/SetFreq 101.0'.
[15:01:18]	The Consul has spawned a 'NPC [267][npc_cscanner]'.
[15:01:19]	The Consul has spawned a 'NPC [359][npc_cscanner]'.
[15:01:19]	Sona la Rona has taken 2 damage from npc_combine_s.
[15:01:19]	George Wach used command '/SetFreq 101.'.
[15:01:19]	Tony Ricci ran 'Frequency' on item 'Handheld Radio' (#39674)
[15:01:20]	The Consul has spawned a 'NPC [241][npc_manhack]'.
[15:01:21]	Tony Ricci used command '/SetFreq 101.1'.
[15:01:22]	The Consul has spawned a 'NPC [295][npc_clawscanner]'.
[15:01:24]	Tony Ricci ran 'Toggle' on item 'Handheld Radio' (#39674)
[15:01:24]	Jonathan Jackson used command '/Radio Take cover while firing.'.
[15:01:25]	The Consul has spawned a 'NPC [300][npc_fassassin]'.
[15:01:25]	The Consul has spawned a 'NPC [267][npc_fassassin]'.
[15:01:25]	Richard Barley has taken 4 damage from npc_fassassin.
[15:01:25]	Richard Barley has taken 4 damage from npc_fassassin.
[15:01:26]	Tony Ricci ran 'Frequency' on item 'Handheld Radio' (#39674)
[15:01:27]	The Consul has spawned a 'NPC [227][npc_fassassin]'.
[15:01:27]	George Wach has taken 4 damage from npc_manhack.
[15:01:27]	Robert Jacobson has taken 59 damage from Robert Jacobson.
[15:01:27]	Jonathan Jackson has taken 4 damage from npc_fassassin.
[15:01:27]	Jonathan Jackson has taken 5 damage from npc_fassassin.
[15:01:28]	George Wach has taken 59 damage from George Wach.
[15:01:28]	George Wach has taken 59 damage from George Wach.
[15:01:28]	Jonathan Jackson has taken 0 damage from npc_fassassin.
[15:01:28]	Richard Barley has taken 1 damage from George Wach.
[15:01:29]	Richard Barley has taken 4 damage from npc_fassassin.
[15:01:30]	Jonathan Jackson has taken 4 damage from npc_fassassin.
[15:01:30]	Jonathan Jackson has taken 4 damage from npc_fassassin.
[15:01:31]	Jonathan Jackson has taken 4 damage from npc_fassassin.
[15:01:31]	Jonathan Jackson has taken 4 damage from npc_fassassin.
[15:01:31]	Jonathan Jackson has taken 4 damage from npc_fassassin.
[15:01:31]	Jonathan Jackson has taken 4 damage from npc_fassassin.
[15:01:31]	Tony Ricci has taken 18 damage from Jonathan Jackson.
[15:01:31]	Tony Ricci has taken 18 damage from Jonathan Jackson.
[15:01:31]	Tony Ricci has taken 18 damage from Jonathan Jackson.
[15:01:31]	Tony Ricci has taken 5 damage from npc_fassassin.
[15:01:32]	Tony Ricci has taken 5 damage from npc_fassassin.
[15:01:32]	Tony Ricci has taken 5 damage from npc_fassassin.
[15:01:32]	Tony Ricci has taken 5 damage from npc_fassassin.
[15:01:32]	Tony Ricci used command '/SetFreq 101.0'.
[15:01:32]	Robert Jacobson has taken 59 damage from Robert Jacobson.
[15:01:32]	Tony Ricci has taken 5 damage from npc_fassassin.
[15:01:32]	Tony Ricci has taken 5 damage from npc_fassassin.
[15:01:33]	Tony Ricci has taken 5 damage from npc_fassassin.
[15:01:33]	Tony Ricci has taken 5 damage from npc_fassassin.
[15:01:33]	Tony Ricci has taken 5 damage from npc_fassassin.
[15:01:33]	Tony Ricci has taken 5 damage from npc_fassassin.
[15:01:33]	Tony Ricci has taken 5 damage from npc_fassassin.
[15:01:33]	Tony Ricci has taken 5 damage from npc_fassassin.
[15:01:34]	Tony Ricci has taken 5 damage from npc_fassassin.
[15:01:34]	Tony Ricci has taken 5 damage from npc_fassassin.
[15:01:34]	Tony Ricci has taken 5 damage from npc_fassassin.
[15:01:34]	Tony Ricci has taken 5 damage from npc_fassassin.
[15:01:35]	The Consul has spawned a 'NPC [317][npc_cscanner]'.
[15:01:37]	George Wach has taken 35 damage from worldspawn.
[15:01:37]	Jonathan Jackson has taken 68 damage from Tony Ricci.
[15:01:38]	Tony Ricci ran 'Frequency' on item 'Handheld Radio' (#39674)
[15:01:38]	Sona la Rona has taken 18 damage from npc_combine_s.
[15:01:39]	Sona la Rona has taken 18 damage from npc_combine_s.
[15:01:40]	Sona la Rona has taken 0 damage from npc_combine_s.
[15:01:41]	Robert Jacobson has taken 50 damage from Scott Allard.
[15:01:41]	Robert Jacobson has taken 50 damage from Scott Allard.
[15:01:43]	Tony Ricci used command '/SetFreq 101.1'.
[15:01:45]	Tony Ricci ran 'Frequency' on item 'Handheld Radio' (#39674)
[15:01:52]	Tony Ricci used command '/SetFreq 101.0'.
[15:01:52]	The Consul has spawned a 'NPC [328][npc_cstalker]'.
[15:01:54]	Tony Ricci ran 'Frequency' on item 'Handheld Radio' (#39674)
[15:02:01]	Tony Ricci used command '/SetFreq 101.0'.
[15:02:02]	The Consul used command '/Broadcast Well done.'.
[15:02:05]	Élisabeth Morel has taken 4 damage from npc_manhack.
[15:02:07]	[OOC] George Wach: event pretty cool ngl
[15:02:14]	The Consul used command '/Broadcast I will let you breathe while we increase the difficulty.'.
[15:02:21]	Sona la Rona has taken 10 damage from George Wach.
[15:02:28]	Sona la Rona has taken 10 damage from George Wach.
[15:02:28]	Scott Allard has taken 10 damage from George Wach.
[15:02:30]	[OOC] Sona la Rona: make this shit impossible
[15:02:34]	Tony Ricci ran 'Toggle' on item 'Handheld Radio' (#39674)
[15:02:36]	Tony Ricci ran 'Frequency' on item 'Handheld Radio' (#39674)
[15:02:41]	[Y] Jonathan Jackson: ALL OF YOU GET ON RADIO!
[15:02:42]	Tony Ricci ran 'Frequency' on item 'Handheld Radio' (#39674)
[15:02:45]	Tony Ricci used command '/SetFreq 101.0'.
[15:02:45]	[OOC] George Wach: why is my gun in burst mode ?
[15:02:46]	Robert Jacobson ran 'Frequency' on item 'Handheld Radio' (#39668)
[15:02:47]	Tony Ricci ran 'Toggle' on item 'Handheld Radio' (#39674)
[15:02:47]	Carson Copper used command '/Radio Okay?'.
[15:02:48]	Tony Ricci ran 'Frequency' on item 'Handheld Radio' (#39674)
[15:02:50]	Robert Jacobson used command '/SetFreq 101.0'.
[15:02:50]	Tony Ricci used command '/SetFreq 1'.
[15:02:55]	Jonathan Jackson used command '/Radio Everyone, it is best if we hold a defense at the top over here.'.
[15:03:00]	Tony Ricci used command '/Radio what freq is this?'.
[15:03:05]	Jonathan Jackson used command '/Radio Get ammo and supplies now, before they attack again.'.
[15:03:05]	Tony Ricci used command '/Radio i cant change mine'.
[15:03:10]	Élisabeth Morel used command '/Radio the right one.'.
[15:03:43]	The Consul used command '/ToggleRaise'.
[15:03:48]	The Consul used command '/ToggleRaise'.
[15:03:55]	The Consul used command '/ToggleRaise'.
[15:03:59]	[OOC] George Wach: damn the call of duty in vr is cool
[15:03:59]	The Consul used command '/ToggleRaise'.
[15:04:03]	The Consul used command '/ToggleRaise'.
[15:04:07]	The Consul used command '/ToggleRaise'.
[15:04:09]	Scott Allard has taken 1 damage from worldspawn.
[15:04:10]	Scott Allard has taken 1 damage from worldspawn.
[15:04:10]	Scott Allard has taken 1 damage from worldspawn.
[15:04:11]	Scott Allard has taken 1 damage from worldspawn.
[15:04:12]	Scott Allard has taken 1 damage from worldspawn.
[15:04:13]	Jonathan Jackson used command '/Radio Stick to cover positions unless absolutely nessesary to move.'.
[15:04:13]	Scott Allard has taken 1 damage from worldspawn.
[15:04:13]	Scott Allard has taken 1 damage from worldspawn.
[15:04:14]	Scott Allard has taken 1 damage from worldspawn.
[15:04:15]	Scott Allard has taken 1 damage from worldspawn.
[15:04:16]	Scott Allard has taken 1 damage from worldspawn.
[15:04:16]	The Consul used command '/ToggleRaise'.
[15:04:16]	Scott Allard has taken 1 damage from worldspawn.
[15:04:17]	Scott Allard has taken 1 damage from worldspawn.
[15:04:18]	Scott Allard has taken 1 damage from worldspawn.
[15:04:19]	Scott Allard has taken 1 damage from worldspawn.
[15:04:19]	[OOC] Scott Allard:  fuck i am choking
[15:04:20]	Scott Allard has taken 1 damage from worldspawn.
[15:04:20]	Scott Allard has taken 1 damage from worldspawn.
[15:04:21]	Scott Allard has taken 1 damage from worldspawn.
[15:04:22]	Scott Allard has taken 1 damage from worldspawn.
[15:04:23]	Scott Allard has taken 1 damage from worldspawn.
[15:04:23]	Jonathan Jackson used command '/Radio Gives the best chance of not being shot.'.
[15:04:23]	Scott Allard has taken 1 damage from worldspawn.
[15:04:24]	Scott Allard has taken 1 damage from worldspawn.
[15:04:24]	[OOC] Tony Ricci: kinky
[15:04:25]	Scott Allard has taken 1 damage from worldspawn.
[15:04:26]	Scott Allard has taken 1 damage from worldspawn.
[15:04:26]	Scott Allard has taken 1 damage from worldspawn.
[15:04:27]	Scott Allard has taken 1 damage from worldspawn.
[15:04:28]	Scott Allard has taken 1 damage from worldspawn.
[15:04:29]	Scott Allard has taken 1 damage from worldspawn.
[15:04:29]	Scott Allard has taken 1 damage from worldspawn.
[15:04:30]	Scott Allard has taken 1 damage from worldspawn.
[15:04:31]	Scott Allard has taken 1 damage from worldspawn.
[15:04:32]	Scott Allard has taken 1 damage from worldspawn.
[15:04:32]	Scott Allard has taken 1 damage from worldspawn.
[15:04:33]	Scott Allard has taken 1 damage from worldspawn.
[15:04:34]	Scott Allard has taken 1 damage from worldspawn.
[15:04:34]	The Consul has gained 50 tokens.
[15:04:35]	Scott Allard has taken 1 damage from worldspawn.
[15:04:35]	Scott Allard has taken 1 damage from worldspawn.
[15:04:36]	Scott Allard has taken 1 damage from worldspawn.
[15:04:37]	Scott Allard has taken 1 damage from worldspawn.
[15:04:38]	Scott Allard has taken 1 damage from worldspawn.
[15:04:38]	Scott Allard has taken 1 damage from worldspawn.
[15:04:38]	[OOC] Scott Allard: I'm fuckin dying, help
[15:04:39]	[OOC] Jonathan Jackson: SCOTT
[15:04:39]	Scott Allard has taken 1 damage from worldspawn.
[15:04:40]	Robert Jacobson has taken 27 damage from worldspawn.
[15:04:40]	Scott Allard has gained a 'CCA Filter' #39675.
[15:04:40]	The Consul used command '/CharGiveItem scott cca filter'.
[15:04:40]	Scott Allard has taken 1 damage from worldspawn.
[15:04:41]	Scott Allard has taken 1 damage from worldspawn.
[15:04:41]	[OOC] Sona la Rona: damn my hands are gone
[15:04:41]	Scott Allard has taken 1 damage from worldspawn.
[15:04:42]	Scott Allard has taken 1 damage from worldspawn.
[15:04:43]	Scott Allard has taken 1 damage from worldspawn.
[15:04:44]	Scott Allard has taken 1 damage from worldspawn.
[15:04:45]	Scott Allard has taken 1 damage from worldspawn.
[15:04:45]	[OOC] Robert Jacobson: MY HANDS
[15:04:45]	Scott Allard has taken 1 damage from worldspawn.
[15:04:46]	Scott Allard has taken 1 damage from worldspawn.
[15:04:46]	Scott Allard ran 'equip' on item 'CCA Filter' (#39675)
[15:04:48]	[OOC] Richard Barley: I have no keys or hands
[15:04:48]	[OOC] The Consul: scott i gave you a CCA filter
[15:04:52]	Robert Jacobson has taken 84 damage from worldspawn.
[15:04:53]	The Consul used command '/Event Your weapons disappear.'.
[15:04:58]	Jonathan Jackson ran 'EquipUn' on item 'Crowbar' (#32132)
[15:04:59]	Jonathan Jackson ran 'Equip' on item 'Crowbar' (#32132)
[15:05:01]	[OOC] Scott Allard: Add a strider and a hunter chopper!!
[15:05:06]	The Consul used command '/Event You feel something new in your hands.'.
[15:05:12]	The Consul used command '/ToggleRaise'.
[15:05:18]	The Consul used command '/ToggleRaise'.
[15:05:26]	[OOC] Sona la Rona: I KNOW WHAT THIS IS HAHAHAH
[15:05:29]	Jonathan Jackson ran 'EquipUn' on item 'Crowbar' (#32132)
[15:05:29]	[Y] Carson Copper: Holy fuck that's cool!
[15:05:31]	The Consul used command '/ToggleRaise'.
[15:05:32]	Jonathan Jackson ran 'Equip' on item 'Crowbar' (#32132)
[15:05:40]	[Y] Tony Ricci: Can I keep this?
[15:05:43]	The Consul used command '/Broadcast Let us begin.'.
[15:05:46]	George Wach has taken 72 damage from worldspawn.
[15:05:46]	George Wach has taken 100 damage from worldspawn.
[15:05:48]	The Consul has spawned a 'NPC [72][npc_zombie]'.
[15:05:49]	The Consul has spawned a 'NPC [123][npc_zombie]'.
[15:05:49]	The Consul has spawned a 'NPC [109][npc_zombie]'.
[15:05:50]	The Consul has spawned a 'NPC [138][npc_zombie]'.
[15:05:51]	[Y] Carson Copper: I like this new toy! ahaha!
[15:05:51]	The Consul has spawned a 'NPC [108][npc_headcrab_fast]'.
[15:05:52]	The Consul has spawned a 'NPC [142][npc_fastzombie]'.
[15:05:53]	[OOC] Scott Allard: spartans
[15:05:53]	The Consul has spawned a 'NPC [108][npc_fastzombie]'.
[15:05:54]	The Consul has spawned a 'NPC [143][npc_fastzombie]'.
[15:05:55]	The Consul has spawned a 'NPC [144][npc_fastzombie]'.
[15:05:56]	The Consul has spawned a 'NPC [145][npc_poisonzombie]'.
[15:05:57]	The Consul has spawned a 'NPC [146][npc_poisonzombie]'.
[15:05:58]	The Consul has spawned a 'NPC [145][npc_poisonzombie]'.
[15:06:00]	The Consul has spawned a 'NPC [145][npc_fastzombie]'.
[15:06:01]	[Y] Carson Copper: COME AND GET SOME YOU RASKI LIL FUCKIES!
[15:06:03]	Jonathan Jackson used command '/Radio We have a shield mode as well, be sure to use it.'.
[15:06:10]	The Consul has spawned a 'NPC [146][npc_zombie]'.
[15:06:13]	Élisabeth Morel has taken 5 damage from npc_fastzombie.
[15:06:17]	The Consul has spawned a 'NPC [145][npc_zombie]'.
[15:06:17]	Élisabeth Morel has taken 5 damage from npc_fastzombie.
[15:06:18]	The Consul has spawned a 'NPC [150][npc_zombie]'.
[15:06:18]	The Consul has spawned a 'NPC [156][npc_zombie]'.
[15:06:18]	The Consul has spawned a 'NPC [142][npc_zombie]'.
[15:06:19]	The Consul has spawned a 'NPC [157][npc_zombie]'.
[15:06:19]	Élisabeth Morel has taken 5 damage from npc_fastzombie.
[15:06:19]	The Consul has spawned a 'NPC [158][npc_zombie]'.
[15:06:19]	The Consul has spawned a 'NPC [159][npc_zombie]'.
[15:06:20]	The Consul has spawned a 'NPC [161][npc_zombie]'.
[15:06:20]	The Consul has spawned a 'NPC [162][npc_zombie]'.
[15:06:20]	The Consul has spawned a 'NPC [164][npc_zombie]'.
[15:06:20]	The Consul has spawned a 'NPC [165][npc_zombie]'.
[15:06:21]	The Consul has spawned a 'NPC [167][npc_zombie]'.
[15:06:21]	Tony Ricci has taken 10 damage from npc_zombie.
[15:06:21]	The Consul has spawned a 'NPC [170][npc_zombie]'.
[15:06:21]	The Consul has spawned a 'NPC [171][npc_zombie]'.
[15:06:22]	The Consul has spawned a 'NPC [173][npc_zombie]'.
[15:06:22]	Carson Copper used command '/Radio How do we switch this thing eh?'.
[15:06:22]	The Consul has spawned a 'NPC [174][npc_zombie]'.
[15:06:23]	The Consul has spawned a 'NPC [176][npc_zombie]'.
[15:06:24]	Robert Jacobson has taken 10 damage from npc_zombie.
[15:06:25]	Élisabeth Morel has taken 5 damage from npc_fastzombie.
[15:06:25]	Sona la Rona has taken 19 damage from Scott Allard.
[15:06:28]	Robert Jacobson has taken 10 damage from npc_zombie.
[15:06:30]	Sona la Rona has taken 10 damage from npc_zombie.
[15:06:30]	Élisabeth Morel has gained 10 tokens.
[15:06:30]	Sona la Rona has taken 10 damage from npc_zombie.
[15:06:31]	Robert Jacobson destroyed a 'Pack of Screws' #39682.
[15:06:31]	Robert Jacobson destroyed a 'Pack of Nails' #39681.
[15:06:31]	Robert Jacobson destroyed a 'Fingerless Gloves' #39675.
[15:06:32]	Élisabeth Morel has gained 20 tokens.
[15:06:33]	Sona la Rona has taken 10 damage from npc_zombie.
[15:06:33]	[OOC] George Wach: london time
[15:06:34]	Élisabeth Morel has gained 10 tokens.
[15:06:37]	[OOC] The Consul: PFFFFFFF
[15:06:43]	[OOC] The Consul: holy shit that's the funniest fucking thing
[15:06:45]	Jonathan Jackson used command '/Radio Just hold it infront of you. (E+M1_'.
[15:06:54]	The Consul has spawned a 'NPC [72][npc_fastzombie]'.
[15:06:54]	The Consul has spawned a 'NPC [109][npc_fastzombie]'.
[15:06:55]	The Consul has spawned a 'NPC [123][npc_fastzombie]'.
[15:06:55]	Tony Ricci has taken 19 damage from Robert Jacobson.
[15:06:56]	The Consul has spawned a 'NPC [138][npc_fastzombie]'.
