[10:11:19]	LynxQueen has connected.
[12:06:02]	[OOC] Ethan King: Hello
[12:06:08]	[LOOC] Chris 'Cyclops' LeVon: oh i CAN do that
[12:06:16]	[LOOC] CCA.C08-GRID.i1.23710: is that what you used
[12:06:22]	CCA.C08-GRID.i1.23710 used command '/CharGiveFlag chris T'.
[12:06:23]	[LOOC] Chris 'Cyclops' LeVon: wtf
[12:06:26]	[LOOC] CCA.C08-UNION.i3.67098: JESUS FUCK
[12:06:29]	[LOOC] Chris 'Cyclops' LeVon: ITS SO LOUD
[12:06:29]	[LOOC] CCA.C08-GRID.i1.23710: try now
[12:06:30]	[LOOC] Chris 'Cyclops' LeVon: MY EARS
[12:06:40]	CCA.C08-UNION.i3.67098 entered observer.
[12:06:41]	[LOOC] Chris 'Cyclops' LeVon: i cant
[12:06:42]	CCA.C08-UNION.i3.67098 exited observer at their location.
[12:06:51]	Sybil Rose exited observer.
[12:06:53]	[LOOC] CCA.C08-GRID.i1.23710: are you using the q menu
[12:06:56]	[LOOC] CCA.C08-GRID.i1.23710: or a toolgun thing
[12:07:01]	CCA.C08-UNION.i3.67098 has taken 12 damage from CCA.C08-GRID.i1.23710.
[12:07:02]	CCA.C08-UNION.i3.67098 has taken 12 damage from CCA.C08-GRID.i1.23710.
[12:07:03]	CCA.C08-UNION.i3.67098 has taken 12 damage from CCA.C08-GRID.i1.23710.
[12:07:04]	CCA.C08-UNION.i3.67098 has taken 12 damage from CCA.C08-GRID.i1.23710.
[12:07:05]	CCA.C08-UNION.i3.67098 has taken 12 damage from CCA.C08-GRID.i1.23710.
[12:07:08]	Death Razor loaded the character 'Andrew 'Razor' Gonzalez'
[12:07:09]	Andrew 'Razor' Gonzalez entered observer.
[12:07:17]	[LOOC] CCA.C08-GRID.i1.23710: explain to me exactly how you spawned it
[12:07:23]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[12:07:31]	[LOOC] CCA.C08-GRID.i1.23710: ok can you like
[12:07:36]	[LOOC] CCA.C08-GRID.i1.23710: not crowd the staff room
[12:07:45]	[LOOC] Chris 'Cyclops' LeVon: M249 SAW?
[12:07:48]	[LOOC] Sybil Rose: si
[12:07:49]	Sybil Rose entered observer.
[12:07:52]	Ethan King ran 'drop' on item 'Small Items Case' (#13886)
[12:07:52]	Ethan King has lost a 'Small Items Case' #13886.
[12:07:52]	Ethan King has lost a 'AI-2 Medikit' #19950.
[12:07:52]	Ethan King has lost a 'Reinforced Laptop' #16591.
[12:07:52]	Ethan King has lost a 'Duct Tape' #19487.
[12:07:55]	Ethan King ran 'take' on item 'Small Items Case' (#13886)
[12:07:55]	Ethan King has gained a 'Small Items Case' #13886.
[12:07:55]	Ethan King has gained a 'AI-2 Medikit' #19950.
[12:07:55]	Ethan King has gained a 'Reinforced Laptop' #16591.
[12:07:55]	Ethan King has gained a 'Duct Tape' #19487.
[12:08:00]	[LOOC] CCA.C08-GRID.i1.23710: explain to me how you spawned it
[12:08:05]	Ethan King ran 'Consume' on item 'UU Brand Pear' (#19715)
[12:08:06]	[LOOC] CCA.C08-GRID.i1.23710: what did you sue
[12:08:08]	Ethan King ran 'Take' on item 'UU Brand Cigarette Pack' (#20181)
[12:08:08]	Ethan King has gained a 'UU Brand Cigarette' #20282.
[12:08:08]	[LOOC] CCA.C08-GRID.i1.23710: use
[12:08:09]	[LOOC] Chris 'Cyclops' LeVon: this
[12:08:10]	Ethan King ran 'Smoke' on item 'UU Brand Cigarette' (#20282)
[12:08:16]	[LOOC] CCA.C08-GRID.i1.23710: okay cool
[12:08:18]	Sybil Rose exited observer.
[12:08:18]	[LOOC] Chris 'Cyclops' LeVon: yea
[12:08:25]	[LOOC] Chris 'Cyclops' LeVon: it was supposed to be a practical joke
[12:08:28]	[LOOC] CCA.C08-GRID.i1.23710: im gonna give you your toolgun privellages back in 5 days
[12:08:29]	CCA.C08-UNION.i3.67098 has spawned 'models/items/item_item_crate.mdl'.
[12:08:34]	[LOOC] CCA.C08-GRID.i1.23710: sound good?
[12:08:36]	[LOOC] Chris 'Cyclops' LeVon: ok makes sense
[12:08:37]	CCA.C08-UNION.i3.67098 has spawned 'models/items/item_item_crate.mdl'.
[12:08:40]	CCA.C08-UNION.i3.67098 has spawned 'models/items/item_item_crate.mdl'.
[12:08:43]	CCA.C08-GRID.i1.23710 used command '/CharTakeFlag chris T'.
[12:08:46]	CCA.C08-GRID.i1.23710 used command '/CharTakeFlag chris t'.
[12:08:46]	[LOOC] Sybil Rose: just going to put this out thee
[12:08:50]	[LOOC] Sybil Rose: you can also make ammo crates
[12:08:55]	Andrew 'Razor' Gonzalez exited observer at their location.
[12:08:57]	[LOOC] CCA.C08-GRID.i1.23710: but first
[12:09:00]	[LOOC] Andrew 'Razor' Gonzalez: sorry to crowd
[12:09:03]	Sybil Rose entered observer.
[12:09:04]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[12:09:06]	Chris 'Cyclops' LeVon has taken 5 damage from obj_vj_flareround.
[12:09:06]	Chris 'Cyclops' LeVon has taken 500 damage from obj_vj_flareround.
[12:09:06]	obj_vj_flareround has killed Chris 'Cyclops' LeVon.
[12:09:09]	[LOOC] Andrew 'Razor' Gonzalez: But I hate t flags
[12:09:13]	[OOC] Chris 'Cyclops' LeVon: me brains
[12:09:13]	Andrew 'Razor' Gonzalez entered observer.
[12:09:19]	[OOC] CCA.C08-GRID.i1.23710: had to get rid of it lol
[12:09:29]	deantheone loaded the character 'Jim Bostello'
[12:09:30]	Sybil Rose exited observer.
[12:09:40]	CCA.C08-GRID.i1.23710 entered observer.
[12:09:41]	CCA.C08-GRID.i1.23710 exited observer at their location.
[12:09:42]	CCA.C08-GRID.i1.23710 entered observer.
[12:09:42]	CCA.C08-GRID.i1.23710 exited observer at their location.
[12:09:45]	[OOC] Jim Bostello: ME ME SEWER RAT RAAAH
[12:09:51]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[12:09:53]	CCA.C08-UNION.i3.67098 has gained 10 tokens.
[12:09:54]	[OOC] CCA.C08-UNION.i3.67098: right well
[12:09:54]	Andrew 'Razor' Gonzalez exited observer at their location.
[12:09:55]	Andrew 'Razor' Gonzalez entered observer.
[12:09:57]	Andrew 'Razor' Gonzalez exited observer at their location.
[12:10:00]	[OOC] Andrew 'Razor' Gonzalez: Rat
[12:10:03]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[12:10:04]	[OOC] Jim Bostello: pucker up king
[12:10:07]	Andrew 'Razor' Gonzalez entered observer.
[12:10:08]	Andrew 'Razor' Gonzalez exited observer at their location.
[12:10:08]	CCA.C08-UNION.i3.67098 has taken 119 damage from CCA.C08-UNION.i3.67098.
[12:10:12]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[12:10:16]	CCA.C08-UNION.i3.67098 has taken 119 damage from CCA.C08-UNION.i3.67098.
[12:10:16]	CCA.C08-UNION.i3.67098 has killed CCA.C08-UNION.i3.67098.
[12:10:16]	CCA.C08-GRID.i1.23710 has taken 97 damage from CCA.C08-UNION.i3.67098.
[12:10:18]	[OOC] Ethan King: Cease your talking
[12:10:22]	Sybil Rose entered observer.
[12:10:22]	CCA.C08-UNION.i3.67098 ran 'Equip' on item 'MP7' (#14760)
[12:10:23]	CCA.C08-UNION.i3.67098 ran 'Equip' on item 'USP Match' (#14298)
[12:10:25]	Sybil Rose exited observer.
[12:10:28]	CCA.C08-GRID.i1.23710 has taken 8 damage from Sybil Rose.
[12:10:28]	[OOC] Ethan King: Also DRD, fucking answer in VC you rat.
[12:10:29]	CCA.C08-GRID.i1.23710 has taken 8 damage from Sybil Rose.
[12:10:29]	CCA.C08-GRID.i1.23710 has taken 8 damage from Sybil Rose.
[12:10:30]	CCA.C08-GRID.i1.23710 has taken 8 damage from Sybil Rose.
[12:10:31]	CCA.C08-GRID.i1.23710 has taken 8 damage from Sybil Rose.
[12:10:31]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[12:10:31]	CCA.C08-GRID.i1.23710 has taken 8 damage from Sybil Rose.
[12:10:32]	Andrew 'Razor' Gonzalez entered observer.
[12:10:32]	CCA.C08-GRID.i1.23710 has taken 8 damage from Sybil Rose.
[12:10:33]	CCA.C08-GRID.i1.23710 has taken 8 damage from Sybil Rose.
[12:10:33]	Sybil Rose has killed CCA.C08-GRID.i1.23710 with weapon_pipewrench.
[12:10:43]	CCA.C08-UNION.i3.67098 entered observer.
[12:10:48]	Sybil Rose has taken 250 damage from trigger_hurt.
[12:10:48]	trigger_hurt has killed Sybil Rose.
[12:10:49]	Sybil Rose has taken 250 damage from trigger_hurt.
[12:10:49]	trigger_hurt has killed Sybil Rose.
[12:10:51]	Sybil Rose has taken 250 damage from trigger_hurt.
[12:10:51]	trigger_hurt has killed Sybil Rose.
[12:10:54]	CCA.C08-GRID.i1.23710 entered observer.
[12:10:55]	Jim Bostello has taken 5 damage from npc_headcrab.
[12:10:59]	CCA.C08-GRID.i1.23710 ran 'Equip' on item 'SPAS-12' (#9734)
[12:11:05]	CCA.C08-GRID.i1.23710 ran 'Equip' on item 'USP Match' (#9735)
[12:11:28]	CCA.C08-GRID.i1.23710 exited observer at their location.
[12:11:37]	[OOC] Jim Bostello: can i get some shotgun ammo and .357 at least ;-;
[12:11:38]	[OOC] CCA.C08-GRID.i1.23710: gonna grab a glass of milk : )
[12:11:41]	[OOC] CCA.C08-GRID.i1.23710: no
[12:11:43]	[OOC] CCA.C08-GRID.i1.23710: you died
[12:11:45]	[OOC] CCA.C08-UNION.i3.67098: Find it
[12:11:47]	[OOC] Jim Bostello: your rude
[12:11:47]	[OOC] CCA.C08-GRID.i1.23710: you lose ammo when you die
[12:11:48]	[OOC] CCA.C08-UNION.i3.67098: Craft it
[12:11:56]	Ethan King opened the '' #1849 container.
[12:11:58]	Ethan King closed the '' #1849 container.
[12:11:59]	Ethan King opened the '' #1847 container.
[12:12:01]	Ethan King closed the '' #1847 container.
[12:12:01]	[OOC] CCA.C08-GRID.i1.23710: brb 
[12:12:02]	CCA.C08-GRID.i1.23710 entered observer.
[12:12:03]	Ethan King opened the '' #1848 container.
[12:12:04]	CCA.C08-UNION.i3.67098 exited observer at their location.
[12:12:05]	CCA.C08-UNION.i3.67098 entered observer.
[12:12:08]	Ethan King closed the '' #1848 container.
[12:12:09]	[OOC] CCA.C08-GRID.i1.23710: death is in charge 
[12:12:17]	[OOC] Andrew 'Razor' Gonzalez: I'm on the phone you cunt
[12:12:20]	[OOC] Andrew 'Razor' Gonzalez: F
[12:12:21]	[OOC] CCA.C08-GRID.i1.23710: dont care
[12:12:22]	Ethan King opened the '' #1846 container.
[12:12:22]	Ethan King closed the '' #1846 container.
[12:12:23]	Ethan King opened the '' #1846 container.
[12:12:24]	[OOC] CCA.C08-UNION.i3.67098: I AM IN CHARGE
[12:12:25]	[OOC] CCA.C08-GRID.i1.23710: take responsibility fucker
[12:12:27]	[OOC] CCA.C08-GRID.i1.23710: no
[12:12:27]	Ethan King closed the '' #1846 container.
[12:12:28]	Ethan King opened the '' #1849 container.
[12:12:29]	[OOC] CCA.C08-GRID.i1.23710: xyz is in charge
[12:12:30]	[OOC] CCA.C08-UNION.i3.67098: YES!
[12:12:30]	Ethan King closed the '' #1849 container.
[12:12:32]	Ethan King opened the '' #1848 container.
[12:12:33]	[OOC] Jim Bostello: bet?
[12:12:36]	Ethan King closed the '' #1848 container.
[12:12:40]	[OOC] CCA.C08-UNION.i3.67098: I AM
[12:12:41]	[OOC] CCA.C08-UNION.i3.67098: FUCK
[12:12:52]	[OOC] CCA.C08-GRID.i1.23710: chumtoads are in chbarge
[12:12:52]	[OOC] Jim Bostello: no no i am
[12:12:52]	CCA.C08-UNION.i3.67098 used command '/ChangeSocioStatus green'.
[12:12:53]	[OOC] Jim Bostello: i am xyz
[12:12:54]	[OOC] CCA.C08-GRID.i1.23710: chumtoad chargheijuk
[12:13:01]	[OOC] CCA.C08-GRID.i1.23710: ok fr brb
[12:13:21]	LynxQueen loaded the character 'Merissa Myers'
[12:13:24]	Merissa Myers entered observer.
[12:13:27]	[LOOC] Ethan King: I think you might be a bit large.
[12:13:31]	[LOOC] Jim Bostello: nope
[12:13:34]	Merissa Myers exited observer at their location.
[12:13:35]	[LOOC] Jim Bostello: pac aint equipped
[12:13:45]	Merissa Myers entered observer.
[12:13:51]	Merissa Myers exited observer at their location.
[12:14:30]	Death Razor loaded the character 'Enrique 'Franco' Gonzalez'
[12:14:36]	Enrique 'Franco' Gonzalez entered observer.
[12:14:42]	Enrique 'Franco' Gonzalez exited observer at their location.
[12:14:46]	Enrique 'Franco' Gonzalez used command '/adminspawnmenu'.
[12:14:52]	Enrique 'Franco' Gonzalez has spawned "Respirator"
[12:14:54]	Enrique 'Franco' Gonzalez ran 'take' on item 'Respirator' (#20282)
[12:14:54]	Enrique 'Franco' Gonzalez has gained a 'Respirator' #20282.
[12:14:57]	Enrique 'Franco' Gonzalez ran 'Equip' on item 'Respirator' (#20282)
[12:15:18]	Enrique 'Franco' Gonzalez ran 'Equip' on item 'Glasses' (#19490)
[12:15:27]	Enrique 'Franco' Gonzalez used command '/adminspawnmenu'.
[12:15:30]	[LOOC] Jim Bostello: if your talking about the house next to the combine entrance your head is blown off but nvm
[12:15:43]	[OOC] CCA.C08-GRID.i1.23710: back
[12:15:45]	Enrique 'Franco' Gonzalez has spawned "MP7"
[12:15:48]	Enrique 'Franco' Gonzalez ran 'take' on item 'MP7' (#20283)
[12:15:53]	Enrique 'Franco' Gonzalez ran 'Equip' on item 'Rebel Armor with Blue Undershirt' (#19483)
[12:15:54]	Enrique 'Franco' Gonzalez ran 'drop' on item 'Rebel Armor with Blue Undershirt' (#19483)
[12:15:54]	Enrique 'Franco' Gonzalez has lost a 'Rebel Armor with Blue Undershirt' #19483.
[12:16:00]	Enrique 'Franco' Gonzalez ran 'take' on item 'MP7' (#20283)
[12:16:05]	Enrique 'Franco' Gonzalez ran 'drop' on item 'Armored Gray Jeans' (#19082)
[12:16:05]	Enrique 'Franco' Gonzalez has lost a 'Armored Gray Jeans' #19082.
[12:16:06]	Enrique 'Franco' Gonzalez ran 'drop' on item 'Rebel Medic Armor with White Undershirt' (#19081)
[12:16:06]	Enrique 'Franco' Gonzalez has lost a 'Rebel Medic Armor with White Undershirt' #19081.
[12:16:15]	Enrique 'Franco' Gonzalez ran 'take' on item 'MP7' (#20283)
[12:16:15]	Enrique 'Franco' Gonzalez has gained a 'MP7' #20283.
[12:16:16]	Enrique 'Franco' Gonzalez ran 'Equip' on item 'MP7' (#20283)
[12:16:20]	Enrique 'Franco' Gonzalez entered observer.
[12:17:23]	Enrique 'Franco' Gonzalez exited observer at their location.
[12:17:25]	Enrique 'Franco' Gonzalez ran 'drop' on item 'Skull Mask' (#19083)
[12:17:25]	Enrique 'Franco' Gonzalez has lost a 'Skull Mask' #19083.
[12:17:32]	[LOOC] Ethan King: I completely forgot that was Watcher for a second.
[12:17:33]	Enrique 'Franco' Gonzalez ran 'drop' on item 'Padlock' (#17868)
[12:17:33]	Enrique 'Franco' Gonzalez has lost a 'Padlock' #17868.
[12:17:37]	Enrique 'Franco' Gonzalez ran 'drop' on item 'Padlock' (#17917)
[12:17:37]	Enrique 'Franco' Gonzalez has lost a 'Padlock' #17917.
[12:17:51]	[LOOC] Jim Bostello: dark matter ball just comes flying down the tunnel
[12:17:54]	Enrique 'Franco' Gonzalez entered observer.
[12:17:56]	Enrique 'Franco' Gonzalez exited observer at their location.
[12:17:58]	Enrique 'Franco' Gonzalez ran 'drop' on item 'Gas Mask' (#19085)
[12:17:58]	Enrique 'Franco' Gonzalez has lost a 'Gas Mask' #19085.
[12:18:01]	Enrique 'Franco' Gonzalez entered observer.
[12:18:03]	CCA.C08-GRID.i1.23710 exited observer at their location.
[12:18:14]	CCA.C08-GRID.i1.23710 has taken 12 damage from Ethan King.
[12:18:14]	CCA.C08-GRID.i1.23710 has taken 12 damage from Ethan King.
[12:18:14]	CCA.C08-GRID.i1.23710 has taken 12 damage from Ethan King.
[12:18:14]	CCA.C08-GRID.i1.23710 has taken 12 damage from Ethan King.
[12:18:14]	CCA.C08-GRID.i1.23710 has taken 12 damage from Ethan King.
[12:18:15]	CCA.C08-GRID.i1.23710 has taken 12 damage from Ethan King.
[12:18:15]	CCA.C08-GRID.i1.23710 has taken 12 damage from Ethan King.
[12:18:16]	Jim Bostello has taken 10 damage from CCA.C08-GRID.i1.23710.
[12:18:16]	Jim Bostello has taken 10 damage from CCA.C08-GRID.i1.23710.
[12:18:17]	Enrique 'Franco' Gonzalez used command '/adminspawnmenu'.
[12:18:17]	Jim Bostello has taken 10 damage from CCA.C08-GRID.i1.23710.
[12:18:20]	CCA.C08-GRID.i1.23710 has taken 12 damage from Ethan King.
[12:18:20]	CCA.C08-GRID.i1.23710 has taken 12 damage from Ethan King.
[12:18:20]	Ethan King has killed CCA.C08-GRID.i1.23710 with weapon_smg1.
[12:18:22]	CCA.C08-GRID.i1.23710 entered observer.
[12:18:36]	[OOC] Ethan King: Thanks for fucking forcing me to waste ammo.
[12:18:39]	[OOC] CCA.C08-GRID.i1.23710: yw 
[12:18:40]	[OOC] Ethan King: I love when that shit happens.
[12:18:41]	[OOC] CCA.C08-GRID.i1.23710: <3
[12:18:42]	Enrique 'Franco' Gonzalez exited observer at their location.
[12:18:43]	[OOC] Ethan King: Makes me really happy.
[12:18:47]	Enrique 'Franco' Gonzalez entered observer.
[12:18:48]	Enrique 'Franco' Gonzalez exited observer at their location.
[12:18:51]	[OOC] CCA.C08-GRID.i1.23710: you seemed too happy
[12:18:57]	Enrique 'Franco' Gonzalez entered observer.
[12:19:00]	[OOC] Ethan King: Good fucking GM'ing at its finest.
[12:19:09]	Merissa Myers entered observer.
[12:19:09]	Merissa Myers exited observer at their location.
[12:19:46]	Merissa Myers entered observer.
[12:19:48]	Merissa Myers exited observer at their location.
[12:20:06]	[LOOC] Ethan King: Can't you set your nickname.
[12:20:12]	[LOOC] Ethan King: Do /setnickname
[12:20:14]	Merissa 'Scout' Myers used command '/SetNickname Scout'.
[12:20:15]	Jim 'Scout' Bostello used command '/SetNickname Scout'.
[12:20:18]	[LOOC] Ethan King: Cool
[12:20:25]	[LOOC] Jim 'Scout' Bostello: it just says my name back to me lol
[12:20:31]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[12:20:36]	[LOOC] Jim 'Scout' Bostello: OH
[12:20:39]	[LOOC] Jim 'Scout' Bostello: IT SETS MY NICKNAME
[12:20:39]	Enrique 'Franco' Gonzalez used command '/SetNickname Franco'.
[12:20:43]	[LOOC] Ethan King: Correct
[12:20:43]	[OOC] Merissa 'Scout' Myers: wait what
[12:20:44]	Jim 'Watcher 3' Bostello used command '/SetNickname Watcher 3'.
[12:20:56]	[OOC] Merissa 'Scout' Myers: forgot the . again
[12:20:58]	Sybil Rose exited observer.
[12:21:09]	[LOOC] Jim 'Watcher 3' Bostello: just f3 me, i recognize faces
[12:21:10]	Sybil Rose entered observer.
[12:21:11]	Sybil Rose exited observer.
[12:21:14]	[LOOC] Jim 'Watcher 3' Bostello: i wont fuck up your name
[12:21:28]	[LOOC] Merissa 'Scout' Myers: dont forget to F3 me
[12:21:39]	[LOOC] CCA.C08-GRID.i1.23710: go forth my child
[12:21:44]	[LOOC] Sybil Rose: Could you not mingepush lmao
[12:21:45]	[LOOC] CCA.C08-GRID.i1.23710: slaughter and kill
[12:21:51]	[LOOC] Sybil Rose: stealth
[12:22:19]	Enrique 'Franco' Gonzalez exited observer at their location.
[12:22:21]	[LOOC] Merissa 'Scout' Myers: eyy it isnt blocked off
[12:22:24]	Enrique 'Franco' Gonzalez used command '/adminspawnmenu'.
[12:22:32]	[LOOC] Merissa 'Scout' Myers: earlier we accidentally perma'd the entrance and it became a solid object
[12:22:36]	[LOOC] Jim 'Watcher 3' Bostello: tfw your base only contains electronics
[12:22:36]	Enrique 'Franco' Gonzalez has spawned "357"
[12:22:38]	[LOOC] Ethan King: Bruh
[12:22:39]	Enrique 'Franco' Gonzalez ran 'take' on item '357' (#20284)
[12:22:39]	Enrique 'Franco' Gonzalez has gained a '357' #20284.
[12:22:42]	Enrique 'Franco' Gonzalez ran 'Equip' on item '357' (#20284)
[12:22:47]	Enrique 'Franco' Gonzalez ran 'drop' on item 'Mask' (#19084)
[12:22:47]	Enrique 'Franco' Gonzalez has lost a 'Mask' #19084.
[12:22:51]	Enrique 'Franco' Gonzalez entered observer.
[12:22:54]	Ethan King opened the '' #1846 container.
[12:22:59]	Ethan King closed the '' #1846 container.
[12:23:00]	Ethan King opened the '' #1849 container.
[12:23:03]	Ethan King closed the '' #1849 container.
[12:23:04]	Ethan King opened the '' #1850 container.
[12:23:06]	Ethan King closed the '' #1850 container.
[12:23:10]	[LOOC] Merissa 'Scout' Myers: The pistol is Mary's btw
[12:23:12]	Sybil Rose entered observer.
[12:23:12]	Sybil Rose entered observer.
[12:23:13]	Sybil Rose exited observer.
[12:23:13]	Enrique 'Franco' Gonzalez exited observer at their location.
[12:23:14]	Sybil Rose entered observer.
[12:23:14]	Sybil Rose exited observer.
[12:23:15]	Enrique 'Franco' Gonzalez has spawned a 'Entity [409][ammo_357]'.
[12:23:29]	Enrique 'Franco' Gonzalez has spawned a 'Entity [409][item_ammo_smg1_large]'.
[12:23:37]	Enrique 'Franco' Gonzalez entered observer.
[12:23:37]	Ethan King opened the '' #1850 container.
[12:23:40]	Ethan King closed the '' #1850 container.
[12:24:12]	[IT] Sybil Rose: *A Bird flies through the Small Pipeline leading to the Undercove.*
[12:24:18]	[LOOC] Ethan King: we went through****
[12:24:32]	[IT] Sybil Rose: *It Caws.*
[12:24:37]	[ME] Jim 'Watcher 3' Bostello: would whistle down to the bird, putting two fingers up.
[12:24:44]	[LOOC] Merissa 'Scout' Myers: this doesnt look like an elderly man.
[12:24:51]	[LOOC] Ethan King: LMAO
[12:24:52]	[LOOC] Sybil Rose: This is an elderly bird
[12:24:59]	[LOOC] Sybil Rose: You don't assume what I am
[12:25:07]	[LOOC] Sybil Rose: I feel attacked
[12:25:25]	Merissa 'Scout' Myers opened the '' #1846 container.
[12:25:27]	Merissa 'Scout' Myers closed the '' #1846 container.
[12:25:28]	Merissa 'Scout' Myers opened the '' #1849 container.
[12:25:31]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[12:25:33]	[OOC] Jim 'Watcher 3' Bostello: gray or grey, hmm
[12:25:33]	Merissa 'Scout' Myers closed the '' #1849 container.
[12:25:43]	[ME] Sybil Rose: *The Bird looks up at the whistling man, but stands on the ground. It's feathers are matted in snow, its feathers greyed and worn.*
[12:25:44]	Merissa 'Scout' Myers opened the '' #1850 container.
[12:25:51]	Merissa 'Scout' Myers closed the '' #1850 container.
[12:25:52]	Merissa 'Scout' Myers opened the '' #1848 container.
[12:25:54]	Merissa 'Scout' Myers closed the '' #1848 container.
[12:25:55]	Merissa 'Scout' Myers opened the '' #1847 container.
[12:25:57]	Merissa 'Scout' Myers closed the '' #1847 container.
[12:25:59]	Merissa 'Scout' Myers opened the '' #1846 container.
[12:26:01]	[ME] Jim 'Watcher 3' Bostello: would turn, "Which is completely useless."
[12:26:02]	Merissa 'Scout' Myers closed the '' #1846 container.
[12:26:29]	[IT] Sybil Rose: *The Crow begings to trot around.*
[12:27:42]	[LOOC] Ethan King: Did Q set that up? or????
[12:27:44]	[OOC] CCA.C08-GRID.i1.23710: petition to call all outlanders sassanechs
[12:27:47]	[LOOC] Ethan King: Just wondering
[12:27:49]	[LOOC] Jim 'Watcher 3' Bostello: yeah he hid it on the map and i found it
[12:28:30]	[IT] Sybil Rose: *The bird flutters back to the Pipeline.*
