[07:06:13]	Haggiez has connected.
[22:34:43]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [712][ix_printer]'.
[22:34:45]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [702][ix_stove]'.
[22:35:33]	CCA.C08-UNION.i1.51023 entered observer.
[22:35:35]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:35:36]	CCA.C08-UNION.i1.51023 entered observer.
[22:35:36]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:35:37]	CCA.C08-UNION.i1.51023 entered observer.
[22:35:38]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:35:39]	CCA.C08-UNION.i1.51023 entered observer.
[22:35:40]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:35:42]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [715][ix_testent8]'.
[22:35:43]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [702][ix_stove]'.
[22:35:49]	CCA.C08-UNION.i1.51023 entered observer.
[22:35:50]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:36:08]	CCA.C08-UNION.i1.51023 entered observer.
[22:36:10]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:36:23]	CCA.C08-UNION.i1.51023 entered observer.
[22:36:29]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:36:31]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [694][ix_printer]'.
[22:36:34]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [677][ix_stove]'.
[22:37:00]	CCA.C08-UNION.i1.51023 entered observer.
[22:37:04]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:37:05]	CCA.C08-UNION.i1.51023 entered observer.
[22:37:07]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:37:08]	CCA.C08-UNION.i1.51023 entered observer.
[22:37:09]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:37:10]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[22:37:14]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureFridge001a.mdl'.
[22:37:31]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [696][ix_stove]'.
[22:37:33]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[22:37:37]	CCA.C08-UNION.i1.51023 entered observer.
[22:37:37]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:38:05]	CCA.C08-UNION.i1.51023 entered observer.
[22:38:06]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:38:20]	CCA.C08-UNION.i1.51023 has spawned 'models/props/de_inferno/bed.mdl'.
[22:38:27]	CCA.C08-UNION.i1.51023 entered observer.
[22:38:27]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:38:34]	CCA.C08-UNION.i1.51023 entered observer.
[22:38:35]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:38:36]	CCA.C08-UNION.i1.51023 entered observer.
[22:38:37]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:38:38]	CCA.C08-UNION.i1.51023 entered observer.
[22:38:42]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:38:45]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[22:38:48]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureFridge001a.mdl'.
[22:39:24]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [700][ix_stove]'.
[22:39:29]	CCA.C08-UNION.i1.51023 entered observer.
[22:39:29]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:39:58]	CCA.C08-UNION.i1.51023 entered observer.
[22:39:59]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:39:59]	CCA.C08-UNION.i1.51023 entered observer.
[22:40:01]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:40:01]	CCA.C08-UNION.i1.51023 entered observer.
[22:40:04]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:40:05]	CCA.C08-UNION.i1.51023 entered observer.
[22:40:11]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:40:11]	CCA.C08-UNION.i1.51023 entered observer.
[22:40:12]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:40:13]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [709][ix_stove]'.
[22:40:18]	CCA.C08-UNION.i1.51023 has spawned 'models/props/de_inferno/bed.mdl'.
[22:40:25]	CCA.C08-UNION.i1.51023 entered observer.
[22:40:26]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:41:15]	CCA.C08-UNION.i1.51023 entered observer.
[22:41:17]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:41:17]	CCA.C08-UNION.i1.51023 entered observer.
[22:41:20]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:41:24]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureTable001a.mdl'.
[22:41:32]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureChair001a.mdl'.
[22:42:33]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[22:46:24]	CCA.C08-UNION.i1.51023 entered observer.
[22:46:27]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:46:28]	CCA.C08-UNION.i1.51023 entered observer.
[22:46:30]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:46:51]	CCA.C08-UNION.i1.51023 has spawned 'models/props/de_inferno/bed.mdl'.
[22:46:57]	CCA.C08-UNION.i1.51023 entered observer.
[22:46:57]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:47:07]	CCA.C08-UNION.i1.51023 used command '/ToggleRaise'.
[22:47:11]	CCA.C08-UNION.i1.51023 entered observer.
[22:47:14]	CCA.C08-UNION.i1.51023 used command '/ToggleRaise'.
[22:47:21]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:47:22]	CCA.C08-UNION.i1.51023 entered observer.
[22:47:23]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:47:24]	CCA.C08-UNION.i1.51023 entered observer.
[22:47:24]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:47:32]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureDrawer001a_Shard01.mdl'.
[22:47:32]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureCouch001a.mdl'.
[22:47:33]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[22:47:43]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureFridge001a.mdl'.
[22:48:08]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[22:48:14]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [751][ix_stove]'.
[22:48:14]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [715][ix_stove]'.
[22:49:26]	CCA.C08-UNION.i1.51023 entered observer.
[22:49:27]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:49:39]	CCA.C08-UNION.i1.51023 entered observer.
[22:49:49]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:49:49]	CCA.C08-UNION.i1.51023 entered observer.
[22:49:56]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:50:09]	CCA.C08-UNION.i1.51023 has spawned 'models/props/de_inferno/bed.mdl'.
[22:50:19]	CCA.C08-UNION.i1.51023 has spawned 'models/traincar_interior/traincar_tabbed_folder_4.mdl'.
[22:50:20]	CCA.C08-UNION.i1.51023 entered observer.
[22:50:21]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:50:22]	CCA.C08-UNION.i1.51023 has spawned 'models/props/de_tides/flowerbed.mdl'.
[22:50:23]	CCA.C08-UNION.i1.51023 entered observer.
[22:50:29]	CCA.C08-UNION.i1.51023 has spawned 'models/props/de_tides/flowerbed.mdl'.
[22:50:38]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:50:39]	CCA.C08-UNION.i1.51023 has spawned 'models/props/de_tides/flowerbed.mdl'.
[22:50:40]	CCA.C08-UNION.i1.51023 entered observer.
[22:50:48]	CCA.C08-UNION.i1.51023 has spawned 'models/props/de_tides/flowerbed.mdl'.
[22:50:59]	CCA.C08-UNION.i1.51023 used command '/ToggleRaise'.
[22:51:01]	CCA.C08-UNION.i1.51023 used command '/ToggleRaise'.
[22:51:02]	CCA.C08-UNION.i1.51023 entered observer.
[22:51:15]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:51:18]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[22:51:24]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureFridge001a.mdl'.
[22:51:26]	CCA.C08-UNION.i1.51023 entered observer.
[22:51:27]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:51:34]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [751][ix_stove]'.
[22:52:06]	CCA.C08-UNION.i1.51023 entered observer.
[22:52:07]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:52:08]	CCA.C08-UNION.i1.51023 entered observer.
[22:52:10]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:52:10]	CCA.C08-UNION.i1.51023 entered observer.
[22:52:10]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:52:13]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureMattress001a.mdl'.
[22:52:23]	CCA.C08-UNION.i1.51023 entered observer.
[22:52:23]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:52:25]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureTable001a.mdl'.
[22:52:25]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[22:52:33]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureFridge001a.mdl'.
[22:52:33]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[22:52:37]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2899][ix_stove]'.
[22:52:43]	CCA.C08-UNION.i1.51023 entered observer.
[22:52:47]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:53:16]	CCA.C08-UNION.i1.51023 entered observer.
[22:53:17]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:53:19]	CCA.C08-UNION.i1.51023 entered observer.
[22:53:21]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:53:22]	CCA.C08-UNION.i1.51023 entered observer.
[22:53:30]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:53:46]	CCA.C08-UNION.i1.51023 entered observer.
[22:54:12]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:55:57]	CCA.C08-UNION.i1.51023 entered observer.
[22:55:59]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:55:59]	CCA.C08-UNION.i1.51023 entered observer.
[22:56:03]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:56:04]	CCA.C08-UNION.i1.51023 entered observer.
[22:56:31]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:56:34]	CCA.C08-UNION.i1.51023 entered observer.
[22:56:37]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:56:42]	CCA.C08-UNION.i1.51023 entered observer.
[22:56:49]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:56:50]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureTable001a.mdl'.
[22:56:53]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[22:56:57]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureFridge001a.mdl'.
[22:57:33]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[22:57:42]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2899][ix_stove]'.
[22:57:58]	CCA.C08-UNION.i1.51023 entered observer.
[22:58:00]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:58:06]	CCA.C08-UNION.i1.51023 entered observer.
[22:58:07]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:58:07]	CCA.C08-UNION.i1.51023 entered observer.
[22:58:08]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:58:12]	CCA.C08-UNION.i1.51023 entered observer.
[22:58:15]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:58:15]	CCA.C08-UNION.i1.51023 entered observer.
[22:58:16]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:58:22]	CCA.C08-UNION.i1.51023 entered observer.
[22:58:25]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:58:25]	CCA.C08-UNION.i1.51023 entered observer.
[22:58:25]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:58:26]	CCA.C08-UNION.i1.51023 entered observer.
[22:58:26]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:58:36]	CCA.C08-UNION.i1.51023 has spawned 'models/props/de_inferno/bed.mdl'.
[22:58:44]	CCA.C08-UNION.i1.51023 entered observer.
[22:58:45]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:58:49]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[22:58:51]	CCA.C08-UNION.i1.51023 entered observer.
[22:58:54]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:58:55]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureFridge001a.mdl'.
[22:59:06]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2912][ix_stove]'.
[22:59:49]	CCA.C08-UNION.i1.51023 entered observer.
[22:59:49]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:59:49]	CCA.C08-UNION.i1.51023 entered observer.
[22:59:50]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:59:50]	CCA.C08-UNION.i1.51023 entered observer.
[22:59:51]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:00:20]	CCA.C08-UNION.i1.51023 has spawned 'models/props/de_inferno/bed.mdl'.
[23:00:24]	CCA.C08-UNION.i1.51023 entered observer.
[23:00:25]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:00:42]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureDrawer002a.mdl'.
[23:00:59]	CCA.C08-UNION.i1.51023 entered observer.
[23:01:00]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:01:33]	CCA.C08-UNION.i1.51023 entered observer.
[23:01:36]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:01:36]	CCA.C08-UNION.i1.51023 entered observer.
[23:01:37]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:01:40]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[23:01:57]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2917][ix_stove]'.
[23:02:33]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[23:02:45]	CCA.C08-UNION.i1.51023 has spawned 'models/props/de_inferno/bed.mdl'.
[23:02:54]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureDrawer003a.mdl'.
[23:03:16]	CCA.C08-UNION.i1.51023 has spawned 'models/props_interiors/Furniture_Couch02a.mdl'.
[23:03:36]	CCA.C08-UNION.i1.51023 entered observer.
[23:04:08]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:04:09]	CCA.C08-UNION.i1.51023 entered observer.
[23:04:09]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:04:10]	CCA.C08-UNION.i1.51023 entered observer.
[23:04:11]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:04:12]	CCA.C08-UNION.i1.51023 entered observer.
[23:04:17]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:04:31]	CCA.C08-UNION.i1.51023 entered observer.
[23:04:32]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:04:32]	CCA.C08-UNION.i1.51023 entered observer.
[23:04:33]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:04:33]	CCA.C08-UNION.i1.51023 entered observer.
[23:04:34]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:04:34]	CCA.C08-UNION.i1.51023 entered observer.
[23:04:35]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:04:35]	CCA.C08-UNION.i1.51023 entered observer.
[23:04:35]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:05:01]	CCA.C08-UNION.i1.51023 entered observer.
[23:05:03]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:05:22]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/gravestone003a.mdl'.
[23:05:23]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[23:05:30]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureFridge001a.mdl'.
[23:06:05]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2915][ix_stove]'.
[23:07:25]	CCA.C08-UNION.i1.51023 has spawned 'models/props_equipment/sleeping_bag1.mdl'.
[23:07:31]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/shelfunit01a.mdl'.
[23:07:33]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[23:07:43]	CCA.C08-UNION.i1.51023 entered observer.
[23:07:44]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:07:46]	CCA.C08-UNION.i1.51023 entered observer.
[23:07:48]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:07:50]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureTable003a.mdl'.
[23:07:57]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureTable002a.mdl'.
[23:08:01]	CCA.C08-UNION.i1.51023 has spawned 'models/props_interiors/Furniture_Desk01a.mdl'.
[23:08:08]	CCA.C08-UNION.i1.51023 entered observer.
[23:08:13]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:08:14]	CCA.C08-UNION.i1.51023 entered observer.
[23:08:15]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:08:18]	CCA.C08-UNION.i1.51023 entered observer.
[23:08:29]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:08:30]	CCA.C08-UNION.i1.51023 entered observer.
[23:08:31]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:08:33]	CCA.C08-UNION.i1.51023 entered observer.
[23:09:05]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:09:28]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureShelf002a.mdl'.
[23:09:38]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureShelf001b.mdl'.
[23:09:45]	CCA.C08-UNION.i1.51023 entered observer.
[23:09:54]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:10:34]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2927][ix_stove]'.
[23:10:55]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[23:11:32]	CCA.C08-UNION.i1.51023 entered observer.
[23:11:33]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:11:35]	CCA.C08-UNION.i1.51023 entered observer.
[23:11:38]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:11:41]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2923][ix_stove]'.
[23:12:06]	CCA.C08-UNION.i1.51023 entered observer.
[23:12:12]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:12:20]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[23:12:23]	CCA.C08-UNION.i1.51023 entered observer.
[23:12:25]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:12:33]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[23:12:37]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureDresser001a.mdl'.
[23:12:41]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureDresser001a.mdl'.
[23:12:48]	CCA.C08-UNION.i1.51023 has spawned 'models/props_interiors/Furniture_Lamp01a.mdl'.
[23:13:17]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2932][ix_stove]'.
[23:13:45]	CCA.C08-UNION.i1.51023 entered observer.
[23:13:46]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:13:47]	CCA.C08-UNION.i1.51023 entered observer.
[23:13:48]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:13:54]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureTable002a.mdl'.
[23:13:58]	CCA.C08-UNION.i1.51023 entered observer.
[23:14:01]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:14:08]	CCA.C08-UNION.i1.51023 entered observer.
[23:14:10]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:14:16]	CCA.C08-UNION.i1.51023 opened the '' #1242 container.
[23:14:17]	CCA.C08-UNION.i1.51023 closed the '' #1242 container.
[23:14:26]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2928][ix_stove]'.
[23:14:55]	CCA.C08-UNION.i1.51023 entered observer.
[23:14:58]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:14:59]	CCA.C08-UNION.i1.51023 entered observer.
[23:15:04]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:15:08]	CCA.C08-UNION.i1.51023 entered observer.
[23:15:09]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:15:16]	CCA.C08-UNION.i1.51023 entered observer.
[23:15:20]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:15:26]	CCA.C08-UNION.i1.51023 entered observer.
[23:15:28]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:15:31]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2934][ix_stove]'.
[23:16:13]	CCA.C08-UNION.i1.51023 has spawned 'models/props_interiors/Furniture_Vanity01a.mdl'.
[23:16:14]	CCA.C08-UNION.i1.51023 entered observer.
[23:16:18]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:16:21]	CCA.C08-UNION.i1.51023 has spawned 'models/props/de_tides/flowerbed.mdl'.
[23:16:23]	CCA.C08-UNION.i1.51023 has spawned 'models/props/de_inferno/bed.mdl'.
[23:16:33]	CCA.C08-UNION.i1.51023 entered observer.
[23:16:34]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:16:37]	CCA.C08-UNION.i1.51023 has spawned 'models/props/de_inferno/bed.mdl'.
[23:16:39]	CCA.C08-UNION.i1.51023 entered observer.
[23:16:39]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:16:45]	CCA.C08-UNION.i1.51023 entered observer.
[23:16:48]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:16:49]	CCA.C08-UNION.i1.51023 entered observer.
[23:16:50]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:16:52]	CCA.C08-UNION.i1.51023 has spawned 'models/props/de_inferno/bed.mdl'.
[23:17:10]	CCA.C08-UNION.i1.51023 entered observer.
[23:17:10]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:17:11]	CCA.C08-UNION.i1.51023 entered observer.
[23:17:12]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:17:18]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2938][ix_stove]'.
[23:17:33]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[23:17:48]	CCA.C08-UNION.i1.51023 entered observer.
[23:17:56]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:18:04]	CCA.C08-UNION.i1.51023 entered observer.
[23:18:13]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:18:17]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/fence01a.mdl'.
[23:18:28]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/fence02a.mdl'.
[23:18:29]	CCA.C08-UNION.i1.51023 has spawned 'models/props_building_details/Storefront_Template001a_Bars.mdl'.
[23:18:36]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/fence03a.mdl'.
[23:18:41]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/fence01b.mdl'.
[23:18:42]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/fence01a.mdl'.
[23:19:14]	CCA.C08-UNION.i1.51023 has spawned 'models/props_junk/TrashDumpster01a.mdl'.
[23:19:32]	CCA.C08-UNION.i1.51023 has spawned 'models/props_junk/trashcluster01a_corner.mdl'.
[23:19:52]	CCA.C08-UNION.i1.51023 has spawned 'models/props_junk/trashcluster01a_corner.mdl'.
[23:19:57]	CCA.C08-UNION.i1.51023 entered observer.
[23:19:59]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:20:31]	CCA.C08-UNION.i1.51023 has spawned 'models/gibs/furniture_gibs/furniturewooddrawer003a_chunk02.mdl'.
[23:20:33]	CCA.C08-UNION.i1.51023 has spawned 'models/gibs/furniture_gibs/furnituredrawer002a_gib03.mdl'.
[23:20:35]	CCA.C08-UNION.i1.51023 has spawned 'models/gibs/furniture_gibs/furniturewooddrawer003a_chunk02.mdl'.
[23:20:36]	CCA.C08-UNION.i1.51023 has spawned 'models/gibs/furniture_gibs/furniturewooddrawer003a_chunk03.mdl'.
[23:20:41]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/furnituredrawer001a_chunk04.mdl'.
[23:20:44]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/furnituredrawer001a_chunk05.mdl'.
[23:20:47]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/furnituredrawer001a_chunk06.mdl'.
[23:20:54]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/furnituredrawer001a_chunk03.mdl'.
[23:20:55]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/furnituredrawer001a_chunk01.mdl'.
[23:21:29]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/furnituredrawer001a_chunk04.mdl'.
[23:21:30]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/furnituredrawer001a_chunk02.mdl'.
[23:21:32]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/furnituredrawer001a_chunk01.mdl'.
[23:22:01]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/lamppost03a_off_dynamic.mdl'.
[23:22:03]	CCA.C08-UNION.i1.51023 entered observer.
[23:22:05]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:22:06]	CCA.C08-UNION.i1.51023 entered observer.
[23:22:06]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:22:12]	CCA.C08-UNION.i1.51023 has spawned 'models/props_urban/outhouse001.mdl'.
[23:22:19]	CCA.C08-UNION.i1.51023 entered observer.
[23:22:20]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:22:21]	CCA.C08-UNION.i1.51023 entered observer.
[23:22:22]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:22:33]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[23:22:33]	CCA.C08-UNION.i1.51023 entered observer.
[23:22:40]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:22:41]	CCA.C08-UNION.i1.51023 entered observer.
[23:22:41]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:22:50]	CCA.C08-UNION.i1.51023 entered observer.
[23:22:50]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:22:52]	CCA.C08-UNION.i1.51023 entered observer.
[23:22:54]	CCA.C08-UNION.i1.51023 has spawned 'models/props/de_tides/patio_chair2.mdl'.
[23:22:56]	CCA.C08-UNION.i1.51023 has spawned 'models/props/de_piranesi/pi_sundial.mdl'.
[23:22:58]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:23:02]	CCA.C08-UNION.i1.51023 entered observer.
[23:23:03]	CCA.C08-UNION.i1.51023 exited observer at their location.
