[02:17:34]	npaynter2 has connected.
[19:53:51]	Jacob Lawson used command '/Event You see the sky go a bit more blue. Not sky blue, but... a bright blue. It's strange. It just tints that way.'.
[19:53:53]	CCA.C08-QrM.98240 used the 'Armory' vendor.
[19:53:56]	[ME] Private Emily Brown: turns around, gripping the radio as it slides across
[19:53:59]	CCA.C08-QrM.98240 used the 'Armory' vendor.
[19:54:00]	Private Emily Brown ran 'take' on item 'Hybrid Radio' (#20512)
[19:54:00]	Private Emily Brown has gained a 'Hybrid Radio' #20512.
[19:54:03]	CCA.C08-QrM.98240 has gained 0 tokens.
[19:54:03]	CCA.C08-QrM.98240 has gained a '4.6x30 Rounds' #20513.
[19:54:03]	CCA.C08-QrM.98240 has gained 0 tokens.
[19:54:03]	CCA.C08-QrM.98240 has gained a '4.6x30 Rounds' #20514.
[19:54:04]	CCA.C08-QrM.98240 has gained 0 tokens.
[19:54:04]	CCA.C08-QrM.98240 has gained a '4.6x30 Rounds' #20515.
[19:54:04]	CCA.C08-QrM.98240 has gained 0 tokens.
[19:54:04]	CCA.C08-QrM.98240 has gained a '4.6x30 Rounds' #20516.
[19:54:07]	Private Emily Brown ran 'Listen' on item 'Hybrid Radio' (#20512)
[19:54:07]	[OOC] CCA.C08-GRID.i1.23710: smurf attack
[19:54:10]	Private Emily Brown ran 'Toggle' on item 'Hybrid Radio' (#20512)
[19:54:11]	Private Emily Brown ran 'Toggle' on item 'Hybrid Radio' (#20512)
[19:54:13]	Private Emily Brown ran 'Listen' on item 'Hybrid Radio' (#20512)
[19:54:13]	[OOC] CCA.C08-HELIX.i2.64998: Yes
[19:54:14]	Private Emily Brown ran 'Frequency' on item 'Hybrid Radio' (#20512)
[19:54:17]	Private Emily Brown used command '/SetFreq 329.1'.
[19:54:19]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[19:54:19]	CCA.C08-QrM.98240 used command '/Radio Moving to your 10-20, don't die while I'm on the way.'.
[19:54:19]	Private Emily Brown ran 'Broadcast' on item 'Hybrid Radio' (#20512)
[19:54:26]	CCA.C08-HELIX.i2.64998 used command '/Radio // yeah bro same'.
[19:54:37]	[OOC] Jacob Lawson: me trying to find the skybox
[19:54:42]	[LOOC] CCA.C08-HELIX.i2.64998: One moment
[19:54:44]	[OOC] Carson Copper: *you can do it*
[19:54:46]	[LOOC] CCA.C08-GRID.i1.23710: fuck this shit
[19:54:49]	CCA.C08-QrM.98240 has gained 10 tokens.
[19:55:05]	Jacob Lawson exited observer at their location.
[19:55:05]	Jacob Lawson entered observer.
[19:55:36]	[ME] Frank Jackson: looks down in disgust at the body.
[19:55:56]	[OOC] Carson Copper: y'know what this is missing, some good ol' classic dispatch calls 
[19:56:09]	Jacob Lawson used command '/ChangeSocioStatus yellow'.
[19:56:10]	CCA.C08-GRID.i1.23710 used command '/ChangeSocioStatus yellow'.
[19:56:10]	[LOOC] CCA.C08-HELIX.i2.64998: Back
[19:56:34]	CCA.C08-HELIX.i2.64998 has gained 10 tokens.
[19:56:49]	[OOC] Jacob Lawson: skybox is gone not doing any more searching because delay
[19:57:13]	[LOOC] CCA.C08-GRID.i1.23710: gotta help q find the skybox stand by
[19:57:16]	[ME] Frank Jackson: trips a little over the bodt.
[19:57:17]	CCA.C08-GRID.i1.23710 entered observer.
[19:57:19]	[LOOC] Frank Jackson: body
[19:57:40]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[19:57:44]	[ME] Carson Copper: shrugs
[19:57:53]	[ME] Private Emily Brown: points through the window
[19:58:29]	[ME] Frank Jackson: squints his eyes in a confused look at the QrM.
[19:58:50]	[ME] CCA.C08-HELIX.i2.64998: Leans down, lifting their SMG up with their right hand, while using their left hand they would put all but their index, and middle finger down. Before leaning down, and checking the man on the ground's pulse.
[19:58:52]	Jacob Lawson has spawned 'models/props_combine/combine_citadelcloud002b.mdl'.
[19:59:00]	Jacob Lawson has spawned 'models/props_combine/combine_citadelcloud001b.mdl'.
[19:59:04]	[ME] Frank Jackson: shakes his head in disbelief.
[19:59:06]	[LOOC] Private Emily Brown: i think its a ragdoll so let's assume he's dead
[19:59:07]	CCA.C08-GRID.i1.23710 exited observer at their location.
[19:59:12]	Jacob Lawson has spawned 'models/props/de_tides/clouds.mdl'.
[19:59:13]	[LOOC] CCA.C08-HELIX.i2.64998: ight
[19:59:18]	[OOC] Carson Copper: *nice*
[19:59:19]	Jacob Lawson has spawned 'models/props_combine/combine_citadelcloud001b.mdl'.
[19:59:19]	[ME] CCA.C08-HELIX.i2.64998: Stands up.
[19:59:20]	Jacob Lawson has spawned 'models/props/cs_office/clouds.mdl'.
[19:59:23]	Jacob Lawson has spawned 'models/props_combine/combine_citadelcloudlight001a.mdl'.
[19:59:28]	Jacob Lawson has spawned 'models/props_combine/combine_citadelcloud003.mdl'.
[19:59:28]	[OOC] Private Emily Brown: was that ic
[19:59:31]	[OOC] Jacob Lawson: no
[19:59:35]	[OOC] Private Emily Brown: the weird white thing
[19:59:35]	Jacob Lawson has spawned 'models/props/cs_office/clouds.mdl'.
[19:59:36]	[OOC] Private Emily Brown: ok voi
[19:59:40]	[W] Carson Copper: Psst.
[19:59:49]	CCA.C08-QrM.98240 has gained 10 tokens.
[19:59:53]	[W] Carson Copper: Let's head in the back n' see if we can-...
[19:59:57]	[W] Carson Copper: Ah man,.
[20:00:12]	[ME] Frank Jackson: shrugs. "What else I got goin' on, right?"
[20:00:12]	[ME] Private Emily Brown: would pick up the deceased individual, fireman carrying him over her right shoulder, moving slowly under his weight
[20:00:18]	[LOOC] CCA.C08-HELIX.i2.64998: Strong
[20:00:24]	[LOOC] CCA.C08-QrM.98240: STRONK
[20:00:25]	Jacob Lawson used command '/Event The blue sky seems to... come together in some way. As if light is moving together, and then it all radiates outwards.'.
[20:00:45]	[LOOC] CCA.C08-HELIX.i2.64998: Gone
[20:00:46]	Jacob Lawson used command '/Event The GRID i1 is gone.'.
[20:00:52]	[OOC] CCA.C08-GRID.i1.23710: oh :(
[20:00:53]	CCA.C08-GRID.i1.23710 entered observer.
[20:00:56]	[ME] Frank Jackson: looks up toward the sky, closing a single eye to focus.
[20:00:59]	[OOC] CCA.C08-HELIX.i2.64998: Lmao noob
[20:01:01]	[Y] Carson Copper: Over there!
[20:01:08]	[Y] Carson Copper: Behind you!
[20:01:09]	Jacob Lawson has spawned a 'NPC [2990][monster_shockroach]'.
[20:01:13]	Frank Jackson has taken 12 damage from monster_shockroach.
[20:01:14]	Frank Jackson has taken 12 damage from monster_shockroach.
[20:01:14]	[Y] Frank Jackson: OH SHITR!
[20:01:15]	Frank Jackson has taken 12 damage from monster_shockroach.
[20:01:18]	Private Emily Brown used command '/ToggleRaise'.
[20:01:20]	[ME] Frank Jackson: screams in paint.
[20:01:22]	[Y] CCA.C08-QrM.98240: <:: God damnit! ::>
[20:01:24]	[LOOC] Frank Jackson: pain lol
[20:01:28]	Jacob Lawson used command '/Event The bug seems to latch onto Jackson's arm.'.
[20:01:28]	[Y] Frank Jackson: WHAT THE FUCK!?
[20:01:32]	[LOOC] Jacob Lawson: take out your weapon wheel
[20:01:33]	[Y] Frank Jackson: IT'S ON ME!
[20:01:34]	CCA.C08-HELIX.i2.64998 has gained 10 tokens.
[20:01:36]	[Y] CCA.C08-QrM.98240: <:: Why are they back! ::>
[20:01:41]	[Y] CCA.C08-QrM.98240: <:: God fucking damnit! ::>
[20:01:46]	SireElite has connected.
[20:01:47]	CCA.C08-HELIX.i2.64998 used command '/Radio Kill or try and assist?'.
[20:01:48]	[Y] CCA.C08-QrM.98240: <:: Don't point it at us! ::>
[20:01:48]	Jacob Lawson has spawned a 'NPC [2999][npc_chumtoad]'.
[20:01:49]	[Y] Frank Jackson: What....
[20:01:53]	[IT] CCA.C08-QrM.98240: That is a weapon civvie!
[20:01:58]	[LOOC] CCA.C08-QrM.98240: Shit
[20:02:01]	[Y] CCA.C08-QrM.98240: <:: That is a weapon civvie! ::>
[20:02:06]	matt saton loaded the character 'Dispatch'
[20:02:07]	[Y] Frank Jackson: I- I dunno what the fuck!'.
[20:02:10]	CCA.C08-HELIX.i2.64998 used command '/Radio KILL or try to assist?'.
[20:02:10]	Dispatch used command '/Dispatch overwatch acknowledges'.
[20:02:11]	Dispatch entered observer.
[20:02:12]	[ME] Nova Wrenrey: runs to safety
[20:02:18]	[Y] Private Emily Brown: Point it at the floor! Don't raise your arm!
[20:02:22]	[ME] Frank Jackson: looks at his hand in complete shock.
[20:02:28]	Dispatch has spawned a 'NPC [1451][npc_cscanner]'.
[20:02:29]	Dispatch has spawned a 'NPC [2901][npc_cscanner]'.
[20:02:30]	Dispatch has spawned a 'NPC [2941][npc_cscanner]'.
[20:02:34]	[ME] Frank Jackson: stutters, breaking up.
[20:02:34]	[OOC] CCA.C08-HELIX.i2.64998: Thanks Dispatch, VERY COOL!
[20:02:39]	[Y] Frank Jackson: I- I don't know what the fuck this is!
[20:02:40]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[20:02:42]	[ME] CCA.C08-QrM.98240: Would slowly start walking up to the man, acting like he's a fucking dangerous animal or some shit.
[20:02:48]	[Y] CCA.C08-QrM.98240: <:: Don't fucking- ::>
[20:02:55]	[Y] Private Emily Brown: Oh fuck!
[20:02:56]	[ME] Frank Jackson: fires one shot, scaring himself.
[20:03:00]	[Y] Frank Jackson: WHAT THE FUCK!/.
[20:03:01]	[Y] CCA.C08-QrM.98240: <:: Cease fire immediately! it works off of sucking your life force or some shit! ::>
[20:03:02]	[OOC] Private Emily Brown: wtf
[20:03:10]	[OOC] Private Emily Brown: LEAVE ME ALONE SCANNERS
[20:03:13]	[OOC] Private Emily Brown: what the fuck
[20:03:14]	[ME] Frank Jackson: tries raising his arms in surrender.
[20:03:16]	Dispatch used command '/Dispatch judgment waiver'.
[20:03:20]	[OOC] Private Emily Brown: rogue scanners be like
[20:03:22]	[OOC] CCA.C08-HELIX.i2.64998: Paparazzi
[20:03:26]	Private Emily Brown used command '/ToggleRaise'.
[20:03:27]	[ME] Frank Jackson: as his arm raises another shot fires into the sky.
[20:03:30]	Dilly_ loaded the character 'OTA.C08-ECHO:OHS.69173'
[20:03:33]	OTA.C08-ECHO:OHS.69173 used command '/Radio 10-8 standing by'.
[20:03:40]	OTA.C08-ECHO:OHS.69173 ran 'Equip' on item 'LA71 (Pulse SMG)' (#20470)
[20:04:03]	CCA.C08-GRID.i1.23710 exited observer at their location.
[20:04:21]	[ME] Frank Jackson: gulps.
[20:04:33]	[ME] Nova Wrenrey: peaks out
[20:04:34]	Dispatch used command '/Dispatch judgment waiver'.
[20:04:38]	CCA.C08-GRID.i1.23710 entered observer.
[20:04:39]	CCA.C08-GRID.i1.23710 exited observer at their location.
[20:04:40]	CCA.C08-GRID.i1.23710 entered observer.
[20:04:47]	Dispatch exited observer at their location.
[20:04:48]	Dispatch entered observer.
[20:04:49]	CCA.C08-QrM.98240 has gained 10 tokens.
[20:04:54]	Dispatch exited observer at their location.
[20:04:55]	Dispatch entered observer.
[20:04:55]	Dispatch exited observer at their location.
[20:04:56]	Dispatch entered observer.
[20:05:03]	[OOC] CCA.C08-HELIX.i2.64998: yooooooooo
[20:05:03]	OTA.C08-ECHO:OHS.69173 used command '/Radio responding 10-31R. Location?'.
[20:05:08]	[Y] Private Emily Brown: Stay inside!
[20:05:23]	[Y] Nova Wrenrey: What the hell!
[20:05:23]	CCA.C08-GRID.i1.23710 exited observer at their location.
[20:05:28]	CCA.C08-GRID.i1.23710 entered observer.
[20:05:38]	OTA.C08-ECHO:OHS.69173 ran 'use' on item 'Pulse Ammunition' (#20472)
[20:05:47]	OTA.C08-ECHO:OHS.69173 used command '/Radio inbound'.
[20:05:50]	CCA.C08-GRID.i1.23710 exited observer at their location.
[20:05:58]	SireElite created the character 'Lamont Bordeaux'
[20:05:58]	Lamont Bordeaux has gained a 'Suitcase' #20517.
[20:05:58]	Lamont Bordeaux has gained a 'Relocation Coupon' #20518.
[20:05:58]	Lamont Bordeaux has gained a 'Cyclopic Citizen Suit' #20519.
[20:05:58]	Lamont Bordeaux has gained a 'Citizen Filter' #20520.
[20:05:58]	SireElite loaded the character 'Lamont Bordeaux'
[20:06:07]	[Y] CCA.C08-QrM.98240: <:: We're moving to the bar! ::>
[20:06:07]	[ME] Frank Jackson: looks at the weapon in confusion.
[20:06:14]	matt saton loaded the character 'Unknown Alien'
[20:06:15]	Unknown Alien entered observer.
[20:06:18]	[Y] Frank Jackson: Worm?! what the fuck!/.
[20:06:24]	[OOC] Unknown Alien: Welcome, Lamont!
[20:06:27]	Unknown Alien exited observer at their location.
[20:06:27]	Lamont Bordeaux ran 'Equip' on item 'Cyclopic Citizen Suit' (#20519)
[20:06:27]	Unknown Alien entered observer.
[20:06:27]	Unknown Alien exited observer at their location.
[20:06:28]	Lamont Bordeaux ran 'equip' on item 'Citizen Filter' (#20520)
[20:06:34]	CCA.C08-HELIX.i2.64998 has gained 10 tokens.
[20:06:35]	OTA.C08-ECHO:OHS.69173 used command '/PM GRID you hear my radio calls no?'.
[20:06:36]	Private Emily Brown used command '/ToggleRaise'.
[20:06:38]	Private Emily Brown used command '/ToggleRaise'.
[20:06:46]	[OOC] Lamont Bordeaux: yooo, haven't seen a hl2rp beta server in a minute
[20:06:49]	CCA.C08-GRID.i1.23710 used command '/PM 691 nope'.
[20:06:58]	OTA.C08-ECHO:OHS.69173 used command '/PM GRID what's the freq?'.
[20:07:13]	CCA.C08-GRID.i1.23710 used command '/PM 691 329.1'.
[20:07:18]	[OOC] Frank Jackson: good timing you caught an event my guy
[20:07:19]	OTA.C08-ECHO:OHS.69173 ran 'Frequency' on item 'Hybrid Radio' (#20474)
[20:07:24]	OTA.C08-ECHO:OHS.69173 ran 'Channel' on item 'Hybrid Radio' (#20474)
[20:07:24]	[ME] CCA.C08-QrM.98240: Simply looks at the GRID unit before letting go of his OICW and letting it hang off of him.
[20:07:25]	OTA.C08-ECHO:OHS.69173 used command '/SetChan 1'.
[20:07:35]	Private Emily Brown used command '/ViewData un'.
[20:07:40]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[20:07:41]	OTA.C08-ECHO:OHS.69173 used command '/Radio 10-8 standing by, Radio check.'.
[20:07:41]	Private Emily Brown used command '/ViewData lamont'.
[20:07:50]	CCA.C08-HELIX.i2.64998 used command '/Radio Affirmative.'.
[20:07:52]	Lamont Bordeaux has taken 5 damage from Lamont Bordeaux.
[20:07:52]	Lamont Bordeaux has gained 10 tokens.
[20:08:13]	[ME] CCA.C08-QrM.98240: Places both hands onto his mask and simply mutters something about worms and shit bags.
[20:08:15]	[OOC] Private Emily Brown: someone pm me the frequency my radio doesnt work for some reason
[20:08:23]	Private Emily Brown ran 'Frequency' on item 'Hybrid Radio' (#20512)
[20:08:24]	Private Emily Brown used command '/SetFreq 329.1'.
[20:08:38]	CCA.C08-HELIX.i2.64998 used command '/PM STEAM_0:0:38537787 329.1 channel 1'.
[20:08:41]	CCA.C08-GRID.i1.23710 used command '/PM emily 329.1'.
[20:08:42]	Nova Wrenrey ran 'Open' on item 'Standard Grade Ration' (#20476)
[20:08:42]	Nova Wrenrey has gained a 'Standard Grade Citizen Food Product' #20520.
[20:08:42]	Nova Wrenrey has gained a 'Consulate Water' #20521.
[20:08:42]	Nova Wrenrey has gained 10 tokens.
[20:08:43]	Private Emily Brown ran 'Channel' on item 'Hybrid Radio' (#20512)
[20:08:44]	Private Emily Brown used command '/SetChan 1'.
[20:08:45]	[ME] CCA.C08-QrM.98240: Grabs ahold of his OICW once again.
[20:08:46]	Nova Wrenrey ran 'Consume' on item 'Standard Grade Citizen Food Product' (#20520)
[20:08:52]	Private Emily Brown used command '/Radio Testing.'.
[20:08:58]	CCA.C08-HELIX.i2.64998 used command '/Radio Test works.'.
[20:09:01]	Nova Wrenrey ran 'Consume' on item 'Consulate Water' (#20521)
[20:09:01]	Private Emily Brown used command '/Radio Copy.'.
[20:09:06]	[ME] OTA.C08-ECHO:OHS.69173: would lunge over the car to the other side
[20:09:29]	[ME] Frank Jackson: looks at the woman behind the glass and shrugs nervously
[20:09:48]	[ME] Nova Wrenrey: just shakes alittle
[20:09:49]	CCA.C08-QrM.98240 has gained 10 tokens.
[20:09:52]	Unknown Alien entered observer.
[20:10:09]	[ME] OTA.C08-ECHO:OHS.69173: he reaches for his utility belt grabing what seems to be a grenade.
[20:10:14]	OTA.C08-ECHO:OHS.69173 ran 'Equip' on item 'Grenade' (#20492)
[20:10:34]	[ME] Frank Jackson: takes aim with the shock roacha t the portal
[20:10:49]	[ME] OTA.C08-ECHO:OHS.69173: he raises his arms, and gets ready to throw
[20:11:00]	[ME] CCA.C08-QrM.98240: Stands at the back of the group, waiting for whatever is gonna happen.
[20:11:06]	[ME] OTA.C08-ECHO:OHS.69173: he would toss the grenade towards the portal
[20:11:16]	[ME] CCA.C08-HELIX.i2.64998: Steps back a little at the sight of the grenade.
[20:11:20]	artery pump has connected.
[20:11:20]	[Y] Lamont Bordeaux: Hellooo?
[20:11:24]	[OOC] CCA.C08-QrM.98240: Good name
[20:11:32]	[ME] OTA.C08-ECHO:OHS.69173: he switches to his firearm, and raises it once again aiming towards the 'portal'
[20:11:34]	[ME] Frank Jackson: squeezes his muscles, sending a shot into the portal.
[20:11:34]	CCA.C08-HELIX.i2.64998 has gained 10 tokens.
[20:11:47]	[LOOC] Private Emily Brown: theres a portal wtf/
[20:11:57]	[LOOC] Private Emily Brown: not there for me
[20:12:00]	[ME] Frank Jackson: looks down at  the weapon.
[20:12:14]	Private Emily Brown used command '/ToggleRaise'.
[20:12:19]	Unknown Alien exited observer at their location.
[20:12:21]	Private Emily Brown used command '/ToggleRaise'.
[20:12:25]	Unknown Alien has taken 5 damage from CCA.C08-QrM.98240.
[20:12:25]	Unknown Alien has taken 5 damage from CCA.C08-QrM.98240.
[20:12:25]	Unknown Alien has taken 8 damage from CCA.C08-QrM.98240.
[20:12:25]	Unknown Alien has taken 7 damage from CCA.C08-QrM.98240.
[20:12:25]	Unknown Alien has taken 6 damage from CCA.C08-QrM.98240.
[20:12:26]	Unknown Alien has taken 6 damage from CCA.C08-QrM.98240.
[20:12:26]	Unknown Alien has taken 8 damage from CCA.C08-QrM.98240.
[20:12:26]	Unknown Alien has taken 6 damage from CCA.C08-QrM.98240.
[20:12:26]	Unknown Alien has taken 6 damage from CCA.C08-QrM.98240.
[20:12:26]	Unknown Alien has taken 7 damage from CCA.C08-QrM.98240.
[20:12:26]	Unknown Alien has taken 7 damage from CCA.C08-QrM.98240.
[20:12:26]	Unknown Alien has taken 8 damage from CCA.C08-QrM.98240.
[20:12:26]	Unknown Alien has taken 5 damage from CCA.C08-QrM.98240.
[20:12:26]	Private Emily Brown used command '/ToggleRaise'.
[20:12:26]	Unknown Alien has taken 5 damage from CCA.C08-QrM.98240.
[20:12:26]	Unknown Alien has taken 5 damage from CCA.C08-QrM.98240.
[20:12:26]	Unknown Alien has taken 7 damage from CCA.C08-QrM.98240.
[20:12:27]	Unknown Alien has taken 5 damage from CCA.C08-QrM.98240.
[20:12:27]	Unknown Alien has taken 5 damage from CCA.C08-QrM.98240.
[20:12:27]	Unknown Alien has taken 7 damage from CCA.C08-QrM.98240.
[20:12:27]	Unknown Alien has taken 8 damage from CCA.C08-QrM.98240.
[20:12:27]	Unknown Alien has taken 6 damage from CCA.C08-QrM.98240.
[20:12:27]	[Y] OTA.C08-ECHO:OHS.69173: <:: Viscon. ::>
[20:12:27]	Unknown Alien has taken 8 damage from CCA.C08-QrM.98240.
[20:12:27]	Unknown Alien has taken 7 damage from CCA.C08-QrM.98240.
[20:12:27]	Unknown Alien has taken 8 damage from CCA.C08-QrM.98240.
[20:12:27]	Unknown Alien has taken 5 damage from CCA.C08-QrM.98240.
[20:12:27]	Unknown Alien has taken 5 damage from CCA.C08-QrM.98240.
[20:12:27]	Unknown Alien has taken 6 damage from CCA.C08-QrM.98240.
[20:12:28]	Unknown Alien has taken 7 damage from CCA.C08-QrM.98240.
[20:12:28]	Unknown Alien has taken 7 damage from CCA.C08-QrM.98240.
[20:12:28]	Unknown Alien has taken 8 damage from CCA.C08-QrM.98240.
[20:12:28]	Unknown Alien has taken 12 damage from Private Emily Brown.
[20:12:28]	Unknown Alien has taken 7 damage from CCA.C08-QrM.98240.
[20:12:28]	Unknown Alien has taken 12 damage from Private Emily Brown.
[20:12:28]	Unknown Alien has taken 7 damage from CCA.C08-QrM.98240.
[20:12:28]	Unknown Alien has taken 7 damage from CCA.C08-QrM.98240.
[20:12:28]	Unknown Alien has taken 12 damage from Private Emily Brown.
[20:12:28]	Unknown Alien has taken 7 damage from CCA.C08-QrM.98240.
[20:12:28]	Unknown Alien has taken 12 damage from Private Emily Brown.
[20:12:28]	Unknown Alien has taken 6 damage from CCA.C08-QrM.98240.
[20:12:28]	Unknown Alien has taken 12 damage from Private Emily Brown.
[20:12:28]	Unknown Alien has taken 12 damage from Private Emily Brown.
[20:12:28]	Unknown Alien has taken 8 damage from CCA.C08-QrM.98240.
[20:12:28]	Unknown Alien has taken 12 damage from Private Emily Brown.
[20:12:28]	Unknown Alien has taken 6 damage from CCA.C08-QrM.98240.
[20:12:29]	Unknown Alien has taken 5 damage from CCA.C08-QrM.98240.
[20:12:29]	Unknown Alien has taken 12 damage from Private Emily Brown.
[20:12:29]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:12:29]	Unknown Alien has taken 12 damage from CCA.C08-HELIX.i2.64998.
[20:12:29]	Unknown Alien has taken 12 damage from Private Emily Brown.
[20:12:29]	Unknown Alien has taken 12 damage from CCA.C08-HELIX.i2.64998.
[20:12:29]	Unknown Alien has taken 12 damage from Private Emily Brown.
[20:12:29]	Unknown Alien has taken 12 damage from Private Emily Brown.
[20:12:29]	Unknown Alien has taken 12 damage from CCA.C08-HELIX.i2.64998.
[20:12:29]	Unknown Alien has taken 12 damage from Private Emily Brown.
[20:12:29]	Unknown Alien has taken 12 damage from CCA.C08-HELIX.i2.64998.
[20:12:32]	Unknown Alien used command '/ToggleRaise'.
