[00:00:02]	[OOC] Jack Kingston: ban
[14:56:48]	Jack Kingston has lost a 'Citizen Filter' #44253.
[14:56:48]	Jack Kingston has lost a 'Sewing Kit' #44652.
[14:56:48]	Jack Kingston has lost a 'Hamnmer' #44707.
[14:56:48]	Jack Kingston has lost a 'Screwdriver' #44844.
[14:56:48]	Jack Kingston has lost a 'A Roll of Toilet Paper' #40802.
[14:56:48]	Jack Kingston has lost a 'Small Thermos' #40742.
[14:56:48]	Jack Kingston has lost a 'Bar of Soap' #42393.
[14:56:48]	Jack Kingston has lost a 'UU Brand Cigarette Pack' #44916.
[14:56:48]	Leon Taylor opened the 'File Cabinet' #2387 container.
[14:56:48]	Gregory destroyed a 'Cinderblock' #44763.
[14:56:49]	CCA.C17-UNION.i3.29852 has gained 10 tokens.
[14:56:50]	Leon Taylor closed the 'File Cabinet' #2387 container.
[14:56:52]	Gregory destroyed a 'AA Battery' #41162.
[14:56:54]	Leon Taylor opened the 'File Cabinet' #2386 container.
[14:56:57]	Gregory destroyed a 'AA Battery' #43790.
[14:56:57]	Leon Taylor closed the 'File Cabinet' #2386 container.
[14:56:59]	Sona la Rona ran 'Consume' on item 'Flavored Consulate Water' (#43884)
[14:56:59]	Sona la Rona has gained a 'Empty Flavored Consulate Water Can' #44921.
[14:57:00]	Leon Taylor opened the 'Crate' #2676 container.
[14:57:00]	Gregory destroyed a 'AA Battery' #24784.
[14:57:03]	Leon Taylor closed the 'Crate' #2676 container.
[14:57:04]	Gregory destroyed a 'Scrap Plastic' #31722.
[14:57:06]	Gregory destroyed a 'AA Battery' #25367.
[14:57:10]	Sona la Rona ran 'drop' on item 'Pin' (#38812)
[14:57:10]	Sona la Rona has lost a 'Pin' #38812.
[14:57:11]	Sona la Rona ran 'drop' on item 'Pin' (#38813)
[14:57:11]	Sona la Rona has lost a 'Pin' #38813.
[14:57:13]	Joseph Sterling ran 'drop' on item 'Suitcase' (#44867)
[14:57:13]	Joseph Sterling has lost a 'Suitcase' #44867.
[14:57:13]	Joseph Sterling has lost a 'Scrap Electronics' #44723.
[14:57:13]	Joseph Sterling has lost a 'Refined Metal' #44884.
[14:57:13]	Joseph Sterling has lost a 'Corrugated Hose' #44870.
[14:57:13]	Joseph Sterling has lost a 'Empty Cooking Oil Bottle' #44914.
[14:57:13]	Joseph Sterling has lost a 'Bar of Soap' #44871.
[14:57:13]	Joseph Sterling has lost a 'Broken Clock' #44883.
[14:57:13]	Joseph Sterling has lost a 'Bar of Soap' #44880.
[14:57:13]	Sona la Rona ran 'drop' on item 'Pin' (#38814)
[14:57:13]	Sona la Rona has lost a 'Pin' #38814.
[14:57:20]	Leon Taylor opened the 'File Cabinet' #2383 container.
[14:57:23]	Gregory destroyed a 'Scrap Glass' #43276.
[14:57:23]	Joseph Sterling ran 'drop' on item 'Scrap Plastic' (#44877)
[14:57:23]	Joseph Sterling has lost a 'Scrap Plastic' #44877.
[14:57:23]	Gregory destroyed a 'Scrap Glass' #43264.
[14:57:23]	Leon Taylor closed the 'File Cabinet' #2383 container.
[14:57:24]	Gregory destroyed a 'Scrap Glass' #43661.
[14:57:25]	Joseph Sterling ran 'drop' on item 'Consulate Water' (#24029)
[14:57:25]	Joseph Sterling has lost a 'Consulate Water' #24029.
[14:57:27]	Joseph Sterling ran 'drop' on item 'UU Brand Chips' (#24506)
[14:57:27]	Joseph Sterling has lost a 'UU Brand Chips' #24506.
[14:57:30]	Leon Taylor opened the 'File Cabinet' #2415 container.
[14:57:33]	Leon Taylor closed the 'File Cabinet' #2415 container.
[14:57:34]	[ME] CCA.C17-UNION.i3.29852: would pat down the man, searching him.
[14:57:36]	CCA.C17-UNION.i3.29852 used command '/CharSearch'.
[14:57:39]	Gregory destroyed a 'Zip Tie' #26131.
[14:57:40]	Leon Taylor opened the 'Filing Cabinet' #2384 container.
[14:57:43]	Leon Taylor closed the 'Filing Cabinet' #2384 container.
[14:57:44]	Gregory destroyed a 'Rubber Tire' #44704.
[14:57:47]	Leon Taylor opened the 'File Cabinet' #2385 container.
[14:57:49]	Leon Taylor closed the 'File Cabinet' #2385 container.
[14:58:03]	CCA.C17-UNION.i3.29852 used command '/CharSearch'.
[14:58:04]	Gregory destroyed a 'Pack of Nails' #43317.
[14:58:07]	Gregory destroyed a 'Pack of Nails' #40073.
[14:58:08]	Gregory destroyed a 'Scrap Metal' #44794.
[14:58:09]	[ME] CCA.C17-UNION.i2.97018: waits somewhat patiently, arms folded.
[14:58:10]	Gregory destroyed a 'AA Battery' #43696.
[14:58:16]	Gregory ran 'Edit' on item 'Paper' (#44864)
[14:58:18]	Gregory ran 'View' on item 'Paper' (#35355)
[14:58:25]	Gregory destroyed a 'Cloth Scrap' #41353.
[14:58:29]	Gregory destroyed a 'AA Battery' #41593.
[14:58:29]	Leon Taylor opened the 'Locker' #2396 container.
[14:58:30]	[ME] CCA.C17-UNION.i3.29852: would pat the man down, searching him for anything SUS
[14:58:33]	CCA.C17-UNION.i3.29852 used command '/CharSearch'.
[14:58:34]	[VORTIGESE] Lin'Garung: galun
[14:58:35]	Gregory destroyed a 'AA Battery' #31834.
[14:58:38]	Leon Taylor closed the 'Locker' #2396 container.
[14:58:41]	[ME] Steven Thompson: Does not resist
[14:58:50]	Gregory destroyed a 'Citizen Filter' #44851.
[14:58:51]	Leon Taylor opened the 'Locker' #2395 container.
[14:58:54]	Leon Taylor closed the 'Locker' #2395 container.
[14:58:54]	Gregory destroyed a 'Citizen Filter' #44727.
[14:59:02]	matt saton loaded the character 'Ephraim 'Loew' Harris'
[14:59:04]	CCA.C17-UNION.i3.29852 used command '/Radio Going to watch from above.'.
[14:59:07]	[OOC] Ephraim 'Loew' Harris: i feel like a comfort elemental
[14:59:13]	[OOC] Steven Thompson: who?
[14:59:15]	CCA.C17-UNION.i4.04796 used command '/Radio copy.'.
[14:59:16]	[OOC] Ephraim 'Loew' Harris: me
[14:59:19]	[OOC] Steven Thompson: cares
[14:59:21]	[OOC] Douglas Hudson: ytho
[14:59:27]	[OOC] Gregory: q can you check rcon and see if anything stands out to you? lerp is going crazy
[14:59:28]	[OOC] CCA.C17-UNION.i3.29852: god damn this lag
[14:59:33]	[OOC] Ephraim 'Loew' Harris: woah yeah it is
[14:59:40]	[OOC] Ephraim 'Loew' Harris: what the shit
[14:59:41]	[OOC] Steven Thompson: im getting a max of 50 fps
[14:59:43]	[OOC] Douglas Hudson: big mcthankies
[14:59:45]	[OOC] Steven Thompson: please help me
[14:59:46]	[OOC] Gregory: ive broken a shit load of loose items and still nothing 
[14:59:48]	[OOC] Ephraim 'Loew' Harris: i'm getting a max of 40
[14:59:52]	Gregory exited observer at their location.
[14:59:53]	[OOC] Leon Taylor: 91.
[14:59:53]	Gregory entered observer.
[14:59:54]	[OOC] Ephraim 'Loew' Harris: let me have a look
[14:59:56]	[OOC] Gregory: 100 here
[14:59:58]	[OOC] Douglas Hudson: skillissue
[15:00:00]	[OOC] Gregory: usual is 200
[15:00:01]	[OOC] Ephraim 'Loew' Harris: i'm on a ryzen uhhh
[15:00:03]	[OOC] Joseph Sterling: anything above 35-40FPS is fine
[15:00:04]	Gregory destroyed a 'AA Battery' #33327.
[15:00:06]	[OOC] Ephraim 'Loew' Harris: 4 something
[15:00:06]	[OOC] Steven Thompson: okay i get it you have money val shut up
[15:00:07]	[OOC] Sona la Rona: Q when will you make GRID i3 suit an item
[15:00:10]	[OOC] Gregory: anything below 144 is bad
[15:00:12]	Gregory destroyed a 'Pack of Nails' #44126.
[15:00:16]	[OOC] Douglas Hudson: I'm on a ipod shuffle 
[15:00:16]	[OOC] Joseph Sterling: Fucking richies
[15:00:19]	CCA.C17-UNION.i2.97018 has gained 10 tokens.
[15:00:20]	[OOC] Steven Thompson: i ususally get to 200
[15:00:22]	[OOC] Ephraim 'Loew' Harris: my moinitor goes up to 165 Hz but then i play garry's mod at 60 fps
[15:00:24]	Gregory destroyed a 'Powercord' #44443.
[15:00:37]	[OOC] Ephraim 'Loew' Harris: let me lolok
[15:00:40]	[OOC] Joseph Sterling: I get 40-60FPS
[15:00:40]	Gregory destroyed a 'Screwdriver' #32313.
[15:00:43]	[OOC] Jacob Desmone: time to find
[15:00:47]	[OOC] Jacob Desmone: loe
[15:00:55]	Daniel, Mores ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#44889)
[15:00:55]	Daniel, Mores has taken 1 damage from worldspawn.
[15:00:56]	Daniel, Mores has taken 1 damage from worldspawn.
[15:00:57]	Daniel, Mores has taken 1 damage from worldspawn.
[15:00:58]	Daniel, Mores has taken 1 damage from worldspawn.
[15:00:59]	Daniel, Mores has taken 1 damage from worldspawn.
[15:00:59]	Daniel, Mores has taken 1 damage from worldspawn.
[15:01:00]	Daniel, Mores has taken 1 damage from worldspawn.
[15:01:01]	Daniel, Mores has taken 1 damage from worldspawn.
[15:01:02]	Daniel, Mores has taken 1 damage from worldspawn.
[15:01:02]	Daniel, Mores has taken 1 damage from worldspawn.
[15:01:03]	Daniel, Mores has taken 1 damage from worldspawn.
[15:01:04]	Daniel, Mores has taken 1 damage from worldspawn.
[15:01:05]	Daniel, Mores has taken 1 damage from worldspawn.
[15:01:05]	Daniel, Mores has taken 1 damage from worldspawn.
[15:01:06]	Ephraim 'Loew' Harris used command '/CharSetName daniel'.
[15:01:06]	Daniel, Mores has taken 1 damage from worldspawn.
[15:01:07]	Daniel, Mores has taken 1 damage from worldspawn.
[15:01:07]	[LOOC] Sona la Rona: lmao
[15:01:08]	Daniel, Mores has taken 1 damage from worldspawn.
[15:01:09]	Daniel, Mores has taken 1 damage from worldspawn.
[15:01:09]	CCA.C17-UNION.i4.04796 has gained 10 tokens.
[15:01:09]	Ephraim 'Loew' Harris used command '/CharSetName Daniel, Mores Daniel Mores'.
[15:01:09]	Daniel Mores has taken 1 damage from worldspawn.
[15:01:10]	Daniel Mores has taken 1 damage from worldspawn.
[15:01:11]	Daniel Mores has taken 1 damage from worldspawn.
[15:01:12]	Daniel Mores has taken 1 damage from worldspawn.
[15:01:12]	Daniel Mores has taken 1 damage from worldspawn.
[15:01:13]	Daniel Mores has taken 1 damage from worldspawn.
[15:01:13]	Daniel Mores ran 'Equip' on item 'Cyclopic Citizen Suit' (#44889)
[15:01:15]	[OOC] Ephraim 'Loew' Harris: Daniel Ocean
[15:01:23]	[LOOC] Sona la Rona: "seems critically injured"
[15:01:24]	Gregory has gained a 'Rubber Tire' #44922.
[15:01:27]	[OOC] Jacob Desmone: all the paper said was
[15:01:27]	[LOOC] Joseph Sterling: hmm
[15:01:29]	Gregory ran 'drop' on item 'Rubber Tire' (#44922)
[15:01:29]	Gregory has lost a 'Rubber Tire' #44922.
[15:01:30]	Gregory destroyed a 'Rubber Tire' #44922.
[15:01:32]	Gregory destroyed a 'Insulating Tape' #44803.
[15:01:32]	[OOC] Jacob Desmone: find loew
[15:01:35]	[OOC] Steven Thompson: oh my god
[15:01:39]	[OOC] Steven Thompson: help
[15:01:40]	[OOC] Gregory: the lag is getting worse
[15:01:45]	[OOC] CCA.C17-UNION.i4.04796: me watching the line just phase through everything
[15:01:50]	CCA.C17-UNION.i3.29852 has gained 10 tokens.
[15:01:50]	[OOC] Steven Thompson: the lag is so bad
[15:02:01]	[OOC] Sona la Rona: stfu dispatch
[15:02:02]	[LOOC] CCA.C17-UNION.i4.04796: lol
[15:02:16]	[OOC] Ephraim 'Loew' Harris: yeah lag s really badi 'm gonna look into it
[15:02:22]	[OOC] Steven Thompson: yeah please 
[15:02:28]	[OOC] Lin'Garung: Thankies
[15:02:30]	[Y] CCA.C17-UNION.i2.97018: <:: Here is the deposit. ::>
[15:02:44]	[Y] CCA.C17-UNION.i2.97018: <:: Place finished electronics in this terminal for an automated reward. ::>
[15:03:10]	[OOC] Jacob Desmone: pls
[15:03:18]	[OOC] Ephraim 'Loew' Harris: FUCKi made this tea way too sweet
[15:03:24]	[OOC] Sona la Rona: L
[15:03:26]	Gregory destroyed a 'Empty Flavored Consulate Water Can' #42617.
[15:03:26]	Steven Thompson opened the 'Crate' #2941 container.
[15:03:27]	Gregory destroyed a 'Empty Consulate Water Can' #42621.
[15:03:27]	Gregory destroyed a 'Empty Consulate Water Can' #42628.
[15:03:28]	Gregory destroyed a 'Empty Sparkling Consulate Water Can' #42515.
[15:03:29]	Gregory destroyed a 'Empty Flavored Consulate Water Can' #40058.
[15:03:30]	Gregory destroyed a 'Empty Sparkling Consulate Water Can' #40772.
[15:03:31]	Gregory destroyed a 'Empty Flavored Consulate Water Can' #39739.
[15:03:32]	[OOC] Ephraim 'Loew' Harris: It tastes like fucking sweet tea, but its' supposed to ber a nice, calming herbal te
[15:03:32]	Gregory destroyed a 'Empty Consulate Water Can' #40791.
[15:03:34]	[OOC] Sona la Rona: Q how did u do on your exam
[15:03:46]	[OOC] Gregory: q try to stay focused on figuring out server lag challenge (impossible)
[15:03:50]	Steven Thompson has gained a 'Graphics Card' #33695.
[15:03:51]	Steven Thompson has gained a 'Circuit Board' #33774.
[15:03:54]	Steven Thompson closed the 'Crate' #2941 container.
[15:04:01]	[OOC] Ephraim 'Loew' Harris: I'M DRINKING MY TEA WHILE I WORK ON THE SERVER I HAVE ADHD FUCK YOU
[15:04:04]	[OOC] Gregory: SO DO I
[15:04:14]	[OOC] Steven Thompson: im banning you guys for cap spam
[15:04:17]	[ME] Lin'Garung: Raises his arms as a green light would appear around his palms, would then lunge his arms forward as a blast of energy would leave his hands toward the officer
[15:04:19]	Sona la Rona used the 'Work Cycle Supply' vendor.
[15:04:20]	Sona la Rona used the 'Work Cycle Supply' vendor.
[15:04:22]	[OOC] Jacob Desmone: stinky
[15:04:24]	Joseph Sterling ran 'take' on item 'Blacksmith Tongs' (#44163)
[15:04:24]	Joseph Sterling has gained a 'Blacksmith Tongs' #44163.
[15:04:26]	Sona la Rona has gained 0 tokens.
[15:04:26]	Sona la Rona has gained a 'Scrap Electronics' #44922.
[15:04:27]	Sona la Rona has gained 0 tokens.
[15:04:27]	Sona la Rona has gained a 'Scrap Electronics' #44923.
[15:04:27]	Sona la Rona has gained 0 tokens.
[15:04:27]	Sona la Rona has gained a 'Scrap Electronics' #44924.
[15:04:28]	Sona la Rona has gained 0 tokens.
[15:04:28]	Sona la Rona has gained a 'Scrap Electronics' #44925.
[15:04:28]	Sona la Rona has gained 0 tokens.
[15:04:28]	Sona la Rona has gained a 'Scrap Electronics' #44926.
[15:04:29]	Sona la Rona has gained 0 tokens.
[15:04:29]	Sona la Rona has gained a 'Scrap Electronics' #44927.
[15:04:30]	Steven Thompson opened the 'Crate' #2941 container.
[15:04:38]	Daniel Mores opened the 'Crate' #2941 container.
[15:04:40]	[ME] Joseph Sterling: collected the scrap metal, hauling it over to the forges
[15:04:40]	Joseph Sterling ran 'take' on item 'Scrap Metal' (#44621)
[15:04:40]	Joseph Sterling has gained a 'Scrap Metal' #44621.
[15:04:42]	Joseph Sterling ran 'take' on item 'Scrap Metal' (#44622)
[15:04:42]	Joseph Sterling has gained a 'Scrap Metal' #44622.
[15:04:43]	Joseph Sterling ran 'take' on item 'Scrap Metal' (#44623)
[15:04:43]	Joseph Sterling has gained a 'Scrap Metal' #44623.
[15:04:45]	Joseph Sterling ran 'take' on item 'Blacksmith Tongs' (#44161)
[15:04:45]	Joseph Sterling has gained a 'Blacksmith Tongs' #44161.
[15:04:46]	Joseph Sterling ran 'take' on item 'Scrap Metal' (#44620)
[15:04:46]	Joseph Sterling has gained a 'Scrap Metal' #44620.
[15:04:47]	[ME] Sona la Rona: would open up the supply
[15:04:47]	Steven Thompson closed the 'Crate' #2941 container.
[15:04:47]	Daniel Mores opened the 'Crate' #2941 container.
[15:04:49]	Joseph Sterling ran 'drop' on item 'Blacksmith Tongs' (#44161)
[15:04:49]	Joseph Sterling has lost a 'Blacksmith Tongs' #44161.
[15:04:54]	Joseph Sterling used the 'Work Cycle Supply' vendor.
[15:04:55]	Joseph Sterling used the 'Work Cycle Supply' vendor.
[15:04:56]	Joseph Sterling used the 'Work Cycle Supply' vendor.
[15:04:57]	Steven Thompson used the 'Work Cycle Supply' vendor.
[15:04:57]	[ME] Sona la Rona: would take out some scrap eletronics
[15:04:58]	Steven Thompson used the 'Work Cycle Supply' vendor.
[15:04:59]	Daniel Mores closed the 'Crate' #2941 container.
[15:05:03]	Joseph Sterling has gained 0 tokens.
[15:05:03]	Joseph Sterling has gained a 'Scrap Metal' #44928.
[15:05:03]	[OOC] CCA.C17-UNION.i2.97018: Reconnecting, standby
[15:05:04]	Joseph Sterling has gained 0 tokens.
[15:05:04]	Joseph Sterling has gained a 'Scrap Metal' #44929.
[15:05:05]	Joseph Sterling has gained 0 tokens.
[15:05:05]	Joseph Sterling has gained a 'Scrap Metal' #44930.
[15:05:06]	Joseph Sterling has gained 0 tokens.
[15:05:06]	Joseph Sterling has gained a 'Scrap Metal' #44931.
[15:05:09]	Painevan (STEAM_0:0:68118061) has disconnected.
[15:05:10]	[OOC] Sona la Rona: skill issue
[15:05:20]	Joseph Sterling opened the 'Crate' #2941 container.
[15:05:22]	Daniel Mores opened the 'Crate' #2941 container.
[15:05:28]	Joseph Sterling closed the 'Crate' #2941 container.
[15:05:35]	Gregory destroyed a 'Radio Case' #27787.
[15:05:35]	[ME] Sona la Rona: would place some of the scrap on the table, taking them apart and replacing parts trying to refine them
[15:05:35]	Steven Thompson used the 'Work Cycle Supply' vendor.
[15:05:36]	[ME] Jack Kingston: grabbing blacksmith tongs and several pieces of scrap electronics, he moves towards a table to begin to process the electronics.
[15:05:37]	Gregory destroyed a 'Empty Pill Bottle' #28211.
[15:05:37]	Jack Kingston used the 'Work Cycle Supply' vendor.
[15:05:39]	Douglas Hudson used command '/CharFallOver 1'.
[15:05:44]	Jack Kingston ran 'take' on item 'Blacksmith Tongs' (#44161)
[15:05:44]	Jack Kingston has gained a 'Blacksmith Tongs' #44161.
[15:05:45]	Jack Kingston used the 'Work Cycle Supply' vendor.
[15:05:46]	Jack Kingston used the 'Work Cycle Supply' vendor.
[15:05:47]	Steven Thompson has gained 0 tokens.
[15:05:47]	Steven Thompson has gained a 'Scrap Electronics' #44932.
[15:05:47]	Steven Thompson has gained 0 tokens.
[15:05:47]	Steven Thompson has gained a 'Scrap Electronics' #44933.
[15:05:48]	Steven Thompson has gained 0 tokens.
[15:05:48]	Steven Thompson has gained a 'Scrap Electronics' #44934.
[15:05:48]	Steven Thompson has gained 0 tokens.
[15:05:48]	Steven Thompson has gained a 'Scrap Electronics' #44935.
[15:05:48]	Jack Kingston has gained 0 tokens.
[15:05:48]	Jack Kingston has gained a 'Scrap Electronics' #44936.
[15:05:49]	Steven Thompson has gained 0 tokens.
[15:05:49]	Steven Thompson has gained a 'Scrap Electronics' #44937.
[15:05:49]	Jack Kingston has gained 0 tokens.
[15:05:49]	Jack Kingston has gained a 'Scrap Electronics' #44938.
[15:05:49]	Steven Thompson has gained 0 tokens.
[15:05:49]	Steven Thompson has gained a 'Scrap Electronics' #44939.
[15:05:49]	Jack Kingston has gained 0 tokens.
[15:05:49]	Jack Kingston has gained a 'Scrap Electronics' #44940.
[15:05:50]	Jack Kingston has gained 0 tokens.
[15:05:50]	Jack Kingston has gained a 'Scrap Electronics' #44941.
[15:05:51]	Steven Thompson has gained 0 tokens.
[15:05:51]	Steven Thompson has gained a 'Scrap Metal' #44942.
[15:05:51]	Steven Thompson has gained 0 tokens.
[15:05:51]	Steven Thompson has gained a 'Scrap Metal' #44943.
[15:05:51]	Jack Kingston has gained 0 tokens.
[15:05:51]	Jack Kingston has gained a 'Scrap Electronics' #44944.
[15:05:52]	Jack Kingston has gained 0 tokens.
[15:05:52]	Jack Kingston has gained a 'Scrap Electronics' #44945.
[15:05:52]	Steven Thompson has gained 0 tokens.
[15:05:52]	Steven Thompson has gained a 'Scrap Metal' #44946.
[15:05:52]	Steven Thompson has gained 0 tokens.
[15:05:52]	Steven Thompson has gained a 'Scrap Metal' #44947.
[15:05:53]	Steven Thompson has gained 0 tokens.
[15:05:53]	Steven Thompson has gained a 'Scrap Metal' #44948.
[15:05:53]	Jack Kingston has gained 0 tokens.
[15:05:53]	Jack Kingston has gained a 'Scrap Electronics' #44949.
[15:05:54]	Jack Kingston has gained 0 tokens.
[15:05:54]	Jack Kingston has gained a 'Scrap Electronics' #44950.
[15:05:57]	Steven Thompson ran 'take' on item 'Blacksmith Tongs' (#44165)
[15:05:57]	Steven Thompson has gained a 'Blacksmith Tongs' #44165.
[15:05:58]	Sona la Rona has gained a 'Refined Electronics' #44951.
[15:06:02]	[ME] Joseph Sterling: began to place scrap into the casts, pressing as much as he could into them, he proceeded to push them into the flames, waiting there
[15:06:10]	CCA.C17-UNION.i4.04796 has gained 10 tokens.
[15:06:12]	Joseph Sterling has gained a 'Refined Metal' #44952.
[15:06:12]	Joseph Sterling has gained a 'Refined Metal' #44953.
[15:06:13]	Joseph Sterling has gained a 'Refined Metal' #44954.
[15:06:14]	Joseph Sterling has gained a 'Refined Metal' #44955.
[15:06:19]	Daniel Mores opened the 'Crate' #2941 container.
[15:06:20]	[ME] Sona la Rona: would repeat the process
[15:06:25]	Daniel Mores closed the 'Crate' #2941 container.
[15:06:28]	Sona la Rona has gained a 'Refined Electronics' #44956.
[15:06:28]	Steven Thompson has gained a 'Refined Electronics' #44957.
[15:06:28]	Steven Thompson has gained a 'Refined Electronics' #44958.
[15:06:28]	Steven Thompson has gained a 'Refined Electronics' #44959.
[15:06:29]	Sona la Rona has gained a 'Refined Electronics' #44960.
[15:06:30]	Sona la Rona has gained a 'Refined Electronics' #44961.
[15:06:31]	Steven Thompson has gained a 'Refined Metal' #44962.
[15:06:32]	Steven Thompson has gained a 'Refined Metal' #44963.
