[00:01:09]	Mrchicken has connected.
[17:44:25]	CCA.C17-GRID.i4.69192 exited observer at their location.
[17:44:25]	Natalia Jones has taken 3 damage from npc_fastzombie.
[17:44:28]	CCA.C17-JUDGE.i2.58102 exited observer at their location.
[17:44:33]	CCA.C17-GRID.i4.69192 entered observer.
[17:44:33]	CCA.C17-JUDGE.i2.58102 has gained 10 tokens.
[17:44:38]	RiverJungle loaded the character 'Junior Wayne'
[17:44:39]	CCA.C17-GRID.i4.69192 has spawned a 'NPC [991][npc_cremator]'.
[17:44:48]	CCA.C17-JUDGE.i2.58102 entered observer.
[17:44:48]	CCA.C17-JUDGE.i2.58102 exited observer at their location.
[17:44:49]	CCA.C17-GRID.i4.69192 exited observer at their location.
[17:44:50]	CCA.C17-GRID.i4.69192 entered observer.
[17:44:51]	CCA.C17-GRID.i4.69192 exited observer at their location.
[17:44:57]	Natalia Jones opened the '' #345 container.
[17:44:58]	CCA.C17-GRID.i4.69192 entered observer.
[17:44:58]	CCA.C17-GRID.i4.69192 exited observer at their location.
[17:44:59]	[OOC] CCA.C17.UNION-i5-91462: hey where do i get rifd of transfer coupons?
[17:45:01]	CCA.C17-GRID.i4.69192 entered observer.
[17:45:02]	CCA.C17-GRID.i4.69192 exited observer at their location.
[17:45:03]	Natalia Jones has gained a 'Reclaimed Metal' #1842.
[17:45:04]	[OOC] CCA.C17-GRID.i4.69192: incinerator
[17:45:04]	CCA.C17-GRID.i4.69192 entered observer.
[17:45:04]	CCA.C17-GRID.i4.69192 exited observer at their location.
[17:45:05]	Natalia Jones has gained a 'Reclaimed Metal' #1754.
[17:45:06]	Natalia Jones closed the '' #345 container.
[17:45:07]	Natalia Jones opened the '' #338 container.
[17:45:09]	Natalia Jones closed the '' #338 container.
[17:45:13]	Natalia Jones opened the '' #345 container.
[17:45:14]	[OOC] CCA.C17.UNION-i5-91462: and that would be where?
[17:45:15]	CCA.C17-GRID.i4.69192 entered observer.
[17:45:18]	CCA.C17-GRID.i4.69192 exited observer at their location.
[17:45:21]	CCA.C17-JUDGE.i2.58102 entered observer.
[17:45:21]	CCA.C17-GRID.i4.69192 entered observer.
[17:45:22]	CCA.C17-JUDGE.i2.58102 exited observer at their location.
[17:45:24]	[OOC] CCA.C17-GRID.i5.80147: warehouse 3 or the nexus incinierator
[17:45:27]	Natalia Jones closed the '' #345 container.
[17:45:29]	[OOC] CCA.C17.UNION-i5-91462: ok
[17:45:34]	Natalia Jones ran 'drop' on item 'Relocation Coupon' (#1123)
[17:45:34]	Natalia Jones has lost a 'Relocation Coupon' #1123.
[17:45:46]	[OOC] CCA.C17-GRID.i5.80147: both work
[17:45:47]	CCA.C17.UNION-i5-91462 has gained 10 tokens.
[17:45:47]	CCA.C17-GRID.i5.80147 has gained 10 tokens.
[17:45:48]	[OOC] CCA.C17-GRID.i4.69192: not warehouse 3, warehouse 3 is factory
[17:45:55]	Natalia Jones used command '/squadmenu'.
[17:45:55]	[OOC] CCA.C17-GRID.i5.80147: warehouse 3 does work 
[17:45:57]	[OOC] CCA.C17-GRID.i4.69192: warehouse 6
[17:45:57]	[OOC] CCA.C17-GRID.i5.80147: but ok
[17:46:00]	[OOC] CCA.C17-GRID.i4.69192: wait what
[17:46:00]	[OOC] CCA.C17-GRID.i5.80147: OHJ RIGHT
[17:46:04]	[OOC] CCA.C17-GRID.i5.80147: i got it mxied up with 6
[17:46:04]	[OOC] CCA.C17-GRID.i4.69192: is there an incinerator in0
[17:46:04]	CCA.C17-JUDGE.i2.58102 used command '/PM i4 i take CIDs then give ration right'.
[17:46:05]	[OOC] CCA.C17-GRID.i4.69192: oh
[17:46:14]	CCA.C17.UNION-i5-91462 ran 'drop' on item 'Relocation Coupon' (#2266)
[17:46:14]	CCA.C17.UNION-i5-91462 has lost a 'Relocation Coupon' #2266.
[17:46:14]	[OOC] Natalia Jones: e
[17:46:15]	Nikolai Vorchevski ran 'drop' on item 'ID Card' (#1894)
[17:46:15]	Nikolai Vorchevski has lost a 'ID Card' #1894.
[17:46:18]	[OOC] CCA.C17-GRID.i5.80147: i mixed up warehouse 3 with warehouse 6 lol
[17:46:21]	CCA.C17-GRID.i4.69192 used command '/PM judge.i2 yes, take their card and makes ure they are not anti-citizen'.
[17:46:26]	CCA.C17-JUDGE.i2.58102 ran 'take' on item 'ID Card' (#1894)
[17:46:26]	CCA.C17-JUDGE.i2.58102 has gained a 'ID Card' #1894.
[17:46:29]	CCA.C17-JUDGE.i2.58102 ran 'ViewRecord' on item 'ID Card' (#1894)
[17:46:33]	CCA.C17-JUDGE.i2.58102 ran 'drop' on item 'ID Card' (#1894)
[17:46:33]	CCA.C17-JUDGE.i2.58102 has lost a 'ID Card' #1894.
[17:46:36]	CCA.C17-JUDGE.i2.58102 opened the 'Ration Storage' #163 container.
[17:46:38]	CCA.C17-JUDGE.i2.58102 has gained a 'Ration' #416.
[17:46:39]	CCA.C17-JUDGE.i2.58102 closed the 'Ration Storage' #163 container.
[17:46:42]	CCA.C17-GRID.i4.69192 exited observer at their location.
[17:46:42]	CCA.C17-JUDGE.i2.58102 ran 'drop' on item 'Ration' (#416)
[17:46:42]	CCA.C17-JUDGE.i2.58102 has lost a 'Ration' #416.
[17:46:42]	CCA.C17-GRID.i4.69192 entered observer.
[17:46:43]	Nikolai Vorchevski ran 'take' on item 'Ration' (#416)
[17:46:43]	Nikolai Vorchevski has gained a 'Ration' #416.
[17:46:45]	Nikolai Vorchevski ran 'take' on item 'ID Card' (#1894)
[17:46:45]	Nikolai Vorchevski has gained a 'ID Card' #1894.
[17:46:46]	[OOC] CCA.C17.UNION-i5-91462: so which one is it?
[17:46:54]	[OOC] CCA.C17-GRID.i4.69192: warehouse 6
[17:46:56]	[OOC] CCA.C17-GRID.i4.69192: or nexus
[17:46:57]	Nikolai Vorchevski ran 'Open' on item 'Ration' (#416)
[17:46:57]	Nikolai Vorchevski has gained a 'Supplements' #2273.
[17:46:57]	Nikolai Vorchevski has gained a 'Breen's Water' #2274.
[17:46:57]	Nikolai Vorchevski has gained 20 tokens.
[17:46:57]	Yugov Vladislav Borisovich ran 'drop' on item 'ID Card' (#2272)
[17:46:57]	Yugov Vladislav Borisovich has lost a 'ID Card' #2272.
[17:46:59]	CCA.C17-JUDGE.i2.58102 ran 'take' on item 'ID Card' (#2272)
[17:46:59]	CCA.C17-JUDGE.i2.58102 has gained a 'ID Card' #2272.
[17:47:02]	CCA.C17-JUDGE.i2.58102 ran 'ViewRecord' on item 'ID Card' (#2272)
[17:47:06]	CCA.C17-JUDGE.i2.58102 ran 'drop' on item 'ID Card' (#2272)
[17:47:06]	CCA.C17-JUDGE.i2.58102 has lost a 'ID Card' #2272.
[17:47:07]	Deltaa has connected.
[17:47:07]	CCA.C17-JUDGE.i2.58102 opened the 'Ration Storage' #163 container.
[17:47:09]	CCA.C17-JUDGE.i2.58102 has gained a 'Ration' #417.
[17:47:10]	[OOC] CCA.C17.UNION-i5-91462: ok where would warehouse 6 be?
[17:47:10]	CCA.C17-GRID.i4.69192 has spawned a 'NPC [973][npc_bullsquid]'.
[17:47:10]	CCA.C17-JUDGE.i2.58102 closed the 'Ration Storage' #163 container.
[17:47:12]	CCA.C17-GRID.i4.69192 has spawned a 'NPC [999][npc_houndeye]'.
[17:47:13]	Yugov Vladislav Borisovich ran 'take' on item 'ID Card' (#2272)
[17:47:13]	Yugov Vladislav Borisovich has gained a 'ID Card' #2272.
[17:47:14]	CCA.C17-JUDGE.i2.58102 ran 'drop' on item 'Ration' (#417)
[17:47:14]	CCA.C17-JUDGE.i2.58102 has lost a 'Ration' #417.
[17:47:14]	Natalia Jones has taken 32 damage from npc_houndeye.
[17:47:14]	npc_houndeye has killed Natalia Jones.
[17:47:15]	Yugov Vladislav Borisovich ran 'take' on item 'Ration' (#417)
[17:47:15]	Yugov Vladislav Borisovich has gained a 'Ration' #417.
[17:47:17]	[OOC] CCA.C17.UNION-i5-91462: nvm
[17:47:26]	Oleg Rust ran 'drop' on item 'ID Card' (#1408)
[17:47:26]	Oleg Rust has lost a 'ID Card' #1408.
[17:47:28]	CCA.C17-JUDGE.i2.58102 ran 'take' on item 'ID Card' (#1408)
[17:47:28]	CCA.C17-JUDGE.i2.58102 has gained a 'ID Card' #1408.
[17:47:30]	CCA.C17-JUDGE.i2.58102 ran 'ViewRecord' on item 'ID Card' (#1408)
[17:47:30]	Deltaa loaded the character 'Andrei Kornich'
[17:47:38]	[OOC] CCA.C17.UNION-i5-91462: umm
[17:47:41]	CCA.C17-JUDGE.i2.58102 ran 'drop' on item 'ID Card' (#1408)
[17:47:41]	CCA.C17-JUDGE.i2.58102 has lost a 'ID Card' #1408.
[17:47:44]	Oleg Rust ran 'take' on item 'ID Card' (#1408)
[17:47:44]	Oleg Rust has gained a 'ID Card' #1408.
[17:47:47]	CCA.C17-JUDGE.i2.58102 opened the 'Ration Storage' #163 container.
[17:47:49]	CCA.C17-JUDGE.i2.58102 has gained a 'Ration' #414.
[17:47:49]	CCA.C17-JUDGE.i2.58102 closed the 'Ration Storage' #163 container.
[17:47:53]	CCA.C17-JUDGE.i2.58102 ran 'drop' on item 'Ration' (#414)
[17:47:53]	CCA.C17-JUDGE.i2.58102 has lost a 'Ration' #414.
[17:47:55]	Oleg Rust ran 'take' on item 'Ration' (#414)
[17:47:55]	Oleg Rust has gained a 'Ration' #414.
[17:48:05]	Nikolai Vorchevski ran 'Equip' on item 'Empty Bottle' (#1721)
[17:48:07]	Nikolai Vorchevski ran 'Equip' on item 'Empty Bottle' (#1721)
[17:48:08]	[LOOC] CCA.C17-GRID.i5.80147: nice gas chamber.
[17:48:08]	Nikolai Vorchevski ran 'drop' on item 'Empty Bottle' (#1721)
[17:48:08]	Nikolai Vorchevski has lost a 'Empty Bottle' #1721.
[17:48:10]	Oleg Rust ran 'Open' on item 'Ration' (#414)
[17:48:10]	Oleg Rust has gained a 'Supplements' #2275.
[17:48:10]	Oleg Rust has gained a 'Breen's Water' #2276.
[17:48:10]	Oleg Rust has gained 20 tokens.
[17:48:12]	Nikolai Vorchevski ran 'take' on item 'Empty Bottle' (#1721)
[17:48:13]	Nikolai Vorchevski has gained a 'Empty Bottle' #1721.
[17:48:15]	Nikolai Vorchevski ran 'Equip' on item 'Empty Bottle' (#1721)
[17:48:40]	[OOC] CCA.C17.UNION-i5-91462: yo someone help. grid. pls
[17:48:45]	[OOC] CCA.C17-GRID.i5.80147: where
[17:48:47]	[ME] Nikolai Vorchevski: performs a Militärischergruß
[17:48:51]	[OOC] CCA.C17.UNION-i5-91462: warehous 6
[17:48:56]	[OOC] CCA.C17-GRID.i5.80147: fucking hell
[17:49:00]	CCA.C17-JUDGE.i2.58102 entered observer.
[17:49:01]	CCA.C17-GRID.i4.69192 has gained 10 tokens.
[17:49:02]	CCA.C17-JUDGE.i2.58102 exited observer at their location.
[17:49:02]	CCA.C17-JUDGE.i2.58102 entered observer.
[17:49:02]	[OOC] CCA.C17.UNION-i5-91462: im too stupid to figure this out
[17:49:03]	CCA.C17-JUDGE.i2.58102 exited observer at their location.
[17:49:09]	CCA.C17-JUDGE.i2.58102 entered observer.
[17:49:22]	[OOC] CCA.C17-GRID.i5.80147: warehouse 3 has incinierators btw
[17:49:25]	[OOC] CCA.C17.UNION-i5-91462: my brain cells took a vacation
[17:49:29]	CCA.C17-JUDGE.i2.58102 exited observer at their location.
[17:49:32]	[OOC] CCA.C17.UNION-i5-91462: omfg
[17:49:33]	CCA.C17-JUDGE.i2.58102 has gained 10 tokens.
[17:49:34]	[OOC] CCA.C17-GRID.i5.80147: just come infront of nexus
[17:49:43]	[OOC] CCA.C17-GRID.i5.80147: i'll show you where the fucking incinierator is
[17:49:48]	CCA.C17-GRID.i4.69192 used command '/CharGiveFlag natalia petncr'.
[17:49:51]	CCA.C17-JUDGE.i2.58102 entered observer.
[17:49:55]	CCA.C17-JUDGE.i2.58102 exited observer at their location.
[17:50:06]	Yugov Vladislav Borisovich used command '/DropTokens 25'.
[17:50:07]	RiverJungle loaded the character 'OTA.C17-HAMMER.20001'
[17:50:10]	CCA.C17-JUDGE.i2.58102 entered observer.
[17:50:11]	CCA.C17-JUDGE.i2.58102 exited observer at their location.
[17:50:14]	[W] Oleg Rust: The hotel is open.
[17:50:17]	[LOOC] Natalia Jones: im talking with owner
[17:50:22]	[LOOC] Oleg Rust: oh
[17:50:24]	OTA.C17-HAMMER.20001 used command '/Radio Hammer checking in'.
[17:50:27]	Andrei Kornich ran 'drop' on item 'ID Card' (#2271)
[17:50:27]	Andrei Kornich has lost a 'ID Card' #2271.
[17:50:28]	CCA.C17-JUDGE.i2.58102 ran 'take' on item 'ID Card' (#2271)
[17:50:28]	CCA.C17-JUDGE.i2.58102 has gained a 'ID Card' #2271.
[17:50:32]	CCA.C17-GRID.i5.80147 used command '/Radio Incinierating Transfer Cards.'.
[17:50:34]	CCA.C17-JUDGE.i2.58102 ran 'ViewRecord' on item 'ID Card' (#2271)
[17:50:40]	CCA.C17-JUDGE.i2.58102 ran 'drop' on item 'ID Card' (#2271)
[17:50:40]	CCA.C17-JUDGE.i2.58102 has lost a 'ID Card' #2271.
[17:50:40]	[LOOC] Natalia Jones: im almost done
[17:50:41]	CCA.C17-JUDGE.i2.58102 opened the 'Ration Storage' #163 container.
[17:50:42]	Andrei Kornich ran 'take' on item 'ID Card' (#2271)
[17:50:42]	Andrei Kornich has gained a 'ID Card' #2271.
[17:50:42]	CCA.C17.UNION-i5-91462 ran 'drop' on item 'Relocation Coupon' (#2269)
[17:50:42]	CCA.C17.UNION-i5-91462 has lost a 'Relocation Coupon' #2269.
[17:50:43]	CCA.C17-JUDGE.i2.58102 has gained a 'Ration' #411.
[17:50:43]	CCA.C17-JUDGE.i2.58102 closed the 'Ration Storage' #163 container.
[17:50:46]	CCA.C17-JUDGE.i2.58102 ran 'drop' on item 'Ration' (#411)
[17:50:46]	CCA.C17-JUDGE.i2.58102 has lost a 'Ration' #411.
[17:50:47]	CCA.C17.UNION-i5-91462 has gained 10 tokens.
[17:50:47]	CCA.C17-GRID.i5.80147 has gained 10 tokens.
[17:50:48]	Andrei Kornich ran 'take' on item 'Ration' (#411)
[17:50:48]	Andrei Kornich has gained a 'Ration' #411.
[17:51:00]	[LOOC] Natalia Jones: be careful
[17:51:01]	CCA.C17-JUDGE.i2.58102 entered observer.
[17:51:02]	[OOC] CCA.C17.UNION-i5-91462: o already got rid of it in W3
[17:51:03]	execution_hurt destroyed a 'Relocation Coupon' #2269.
[17:51:04]	CCA.C17-JUDGE.i2.58102 exited observer at their location.
[17:51:08]	[OOC] CCA.C17.UNION-i5-91462: oh
[17:51:13]	[OOC] CCA.C17.UNION-i5-91462: well then
[17:51:15]	matt saton loaded the character 'Gabe Hill'
[17:51:18]	Gabe Hill entered observer.
[17:51:28]	OTA.C17-HAMMER.20001 ran 'use' on item 'Shotgun Shells' (#1928)
[17:51:29]	OTA.C17-HAMMER.20001 ran 'use' on item 'Shotgun Shells' (#1927)
[17:51:29]	OTA.C17-HAMMER.20001 ran 'use' on item 'Shotgun Shells' (#1936)
[17:51:30]	OTA.C17-HAMMER.20001 ran 'use' on item 'Shotgun Shells' (#1935)
[17:51:31]	OTA.C17-HAMMER.20001 ran 'use' on item 'Shotgun Shells' (#1934)
[17:51:33]	OTA.C17-HAMMER.20001 used the 'Armory Operator' vendor.
[17:51:36]	OTA.C17-HAMMER.20001 has gained 0 tokens.
[17:51:36]	OTA.C17-HAMMER.20001 has gained a 'Shotgun Shells' #2277.
[17:51:37]	OTA.C17-HAMMER.20001 has gained 0 tokens.
[17:51:37]	OTA.C17-HAMMER.20001 has gained a 'Shotgun Shells' #2278.
[17:51:37]	OTA.C17-HAMMER.20001 has gained 0 tokens.
[17:51:37]	OTA.C17-HAMMER.20001 has gained a 'Shotgun Shells' #2279.
[17:51:38]	OTA.C17-HAMMER.20001 has gained 0 tokens.
[17:51:38]	OTA.C17-HAMMER.20001 has gained a 'Shotgun Shells' #2280.
[17:51:38]	OTA.C17-HAMMER.20001 has gained 0 tokens.
[17:51:38]	OTA.C17-HAMMER.20001 has gained a 'Shotgun Shells' #2281.
[17:51:39]	OTA.C17-HAMMER.20001 has gained 0 tokens.
[17:51:39]	OTA.C17-HAMMER.20001 has gained a 'Shotgun Shells' #2282.
[17:51:45]	[OOC] CCA.C17-GRID.i5.80147: hammer is thicc
[17:51:50]	[OOC] CCA.C17-GRID.i5.80147: i wonder if he can hammer me UWU
[17:51:55]	[OOC] CCA.C17-JUDGE.i2.58102: gay
[17:51:56]	[OOC] CCA.C17.UNION-i5-91462: ...
[17:51:58]	OTA.C17-HAMMER.20001 ran 'EquipUn' on item 'Shotgun' (#1905)
[17:51:59]	[OOC] Oleg Rust: CBT
[17:51:59]	OTA.C17-HAMMER.20001 ran 'Equip' on item 'Pulse-Rifle' (#1900)
[17:52:03]	[OOC] CCA.C17.UNION-i5-91462: pls stp
[17:52:09]	OTA.C17-HAMMER.20001 used the 'Armory Operator' vendor.
[17:52:41]	OTA.C17-HAMMER.20001 used the 'Armory Operator' vendor.
[17:52:42]	OTA.C17-HAMMER.20001 has gained 0 tokens.
[17:52:42]	OTA.C17-HAMMER.20001 has gained a 'Pulse-Rifle Energy' #2283.
[17:52:43]	OTA.C17-HAMMER.20001 has gained 0 tokens.
[17:52:43]	OTA.C17-HAMMER.20001 has gained 0 tokens.
[17:52:44]	OTA.C17-HAMMER.20001 has gained 0 tokens.
[17:52:46]	CCA.C17-GRID.i5.80147 used command '/Radio why do i hear gunshots.'.
[17:52:46]	Andrei Kornich has taken 3 damage from npc_bullsquid.
[17:52:46]	Andrei Kornich has taken 3 damage from npc_bullsquid.
[17:52:47]	OTA.C17-HAMMER.20001 ran 'use' on item 'Pulse-Rifle Energy' (#2285)
[17:52:47]	OTA.C17-HAMMER.20001 used the 'Armory Operator' vendor.
[17:52:48]	OTA.C17-HAMMER.20001 ran 'use' on item 'Pulse-Rifle Energy' (#2284)
[17:52:52]	OTA.C17-HAMMER.20001 ran 'use' on item 'Pulse-Rifle Energy' (#2286)
[17:52:52]	Oleg Rust has taken 3 damage from npc_bullsquid.
[17:52:53]	OTA.C17-HAMMER.20001 used the 'Armory Operator' vendor.
[17:52:57]	OTA.C17-HAMMER.20001 has gained 0 tokens.
[17:52:58]	OTA.C17-HAMMER.20001 has gained 0 tokens.
[17:52:59]	OTA.C17-HAMMER.20001 has gained 0 tokens.
[17:53:02]	CCA.C17.UNION-i5-91462 used command '/Radio i dont hear anything'.
[17:53:05]	OTA.C17-HAMMER.20001 ran 'EquipUn' on item '.9mm Pistol' (#1897)
[17:53:06]	OTA.C17-HAMMER.20001 ran 'drop' on item '.9mm Pistol' (#1897)
[17:53:06]	OTA.C17-HAMMER.20001 has lost a '.9mm Pistol' #1897.
[17:53:07]	OTA.C17-HAMMER.20001 ran 'drop' on item 'Zip Tie' (#1969)
[17:53:07]	OTA.C17-HAMMER.20001 has lost a 'Zip Tie' #1969.
[17:53:08]	OTA.C17-HAMMER.20001 ran 'drop' on item 'Zip Tie' (#1968)
[17:53:08]	OTA.C17-HAMMER.20001 has lost a 'Zip Tie' #1968.
[17:53:09]	OTA.C17-HAMMER.20001 ran 'take' on item 'Backpack' (#2287)
[17:53:09]	OTA.C17-HAMMER.20001 has gained a 'Backpack' #2287.
[17:53:11]	OTA.C17-HAMMER.20001 ran 'take' on item 'Zip Tie' (#1969)
[17:53:11]	OTA.C17-HAMMER.20001 has gained a 'Zip Tie' #1969.
[17:53:12]	OTA.C17-HAMMER.20001 ran 'Use' on item 'Zip Tie' (#1968)
[17:53:13]	OTA.C17-HAMMER.20001 ran 'take' on item 'Zip Tie' (#1968)
[17:53:13]	OTA.C17-HAMMER.20001 has gained a 'Zip Tie' #1968.
[17:53:27]	OTA.C17-HAMMER.20001 ran 'drop' on item 'Backpack' (#2287)
[17:53:27]	OTA.C17-HAMMER.20001 has lost a 'Backpack' #2287.
[17:53:27]	OTA.C17-HAMMER.20001 has lost a 'Shotgun Shells' #2277.
[17:53:27]	OTA.C17-HAMMER.20001 has lost a 'Shotgun Shells' #2281.
[17:53:27]	OTA.C17-HAMMER.20001 has lost a 'Zip Tie' #1968.
[17:53:27]	OTA.C17-HAMMER.20001 has lost a 'Shotgun Shells' #2280.
[17:53:27]	OTA.C17-HAMMER.20001 has lost a 'Shotgun Shells' #1933.
[17:53:27]	OTA.C17-HAMMER.20001 has lost a 'Zip Tie' #1969.
[17:53:27]	OTA.C17-HAMMER.20001 has lost a 'Shotgun Shells' #2282.
[17:53:27]	OTA.C17-HAMMER.20001 has lost a 'Shotgun Shells' #2279.
[17:53:27]	OTA.C17-HAMMER.20001 has lost a 'Shotgun Shells' #2278.
[17:53:29]	OTA.C17-HAMMER.20001 ran 'take' on item 'Backpack' (#2287)
[17:53:29]	OTA.C17-HAMMER.20001 has gained a 'Backpack' #2287.
[17:53:29]	OTA.C17-HAMMER.20001 has gained a 'Shotgun Shells' #2277.
[17:53:29]	OTA.C17-HAMMER.20001 has gained a 'Shotgun Shells' #2281.
[17:53:29]	OTA.C17-HAMMER.20001 has gained a 'Zip Tie' #1968.
[17:53:29]	OTA.C17-HAMMER.20001 has gained a 'Shotgun Shells' #2280.
[17:53:29]	OTA.C17-HAMMER.20001 has gained a 'Shotgun Shells' #1933.
[17:53:29]	OTA.C17-HAMMER.20001 has gained a 'Zip Tie' #1969.
[17:53:29]	OTA.C17-HAMMER.20001 has gained a 'Shotgun Shells' #2282.
[17:53:29]	OTA.C17-HAMMER.20001 has gained a 'Shotgun Shells' #2279.
[17:53:29]	OTA.C17-HAMMER.20001 has gained a 'Shotgun Shells' #2278.
[17:53:30]	Gabe Hill exited observer at their location.
[17:53:30]	OTA.C17-HAMMER.20001 ran 'drop' on item 'Backpack' (#1925)
[17:53:30]	OTA.C17-HAMMER.20001 has lost a 'Backpack' #1925.
[17:53:30]	OTA.C17-HAMMER.20001 has lost a 'Pulse-Rifle Energy' #2283.
[17:53:33]	Oleg Rust ran 'Eat' on item 'Supplements' (#2275)
[17:53:33]	Gabe Hill entered observer.
[17:53:36]	Gabe Hill exited observer at their location.
[17:53:40]	OTA.C17-HAMMER.20001 used the 'Armory Operator' vendor.
[17:53:42]	OTA.C17-HAMMER.20001 has gained 0 tokens.
[17:53:42]	OTA.C17-HAMMER.20001 has gained a 'Pulse-Rifle Energy' #2290.
[17:53:42]	OTA.C17-HAMMER.20001 has gained 0 tokens.
[17:53:42]	OTA.C17-HAMMER.20001 has gained a 'Pulse-Rifle Energy' #2291.
[17:53:43]	OTA.C17-HAMMER.20001 has gained 0 tokens.
[17:53:43]	OTA.C17-HAMMER.20001 has gained a 'Pulse-Rifle Energy' #2292.
[17:53:43]	OTA.C17-HAMMER.20001 has gained 0 tokens.
[17:53:43]	OTA.C17-HAMMER.20001 has gained a 'Pulse-Rifle Energy' #2293.
[17:53:43]	[LOOC] CCA.C17-GRID.i5.80147: or whatever theyre called
[17:53:45]	Deltaa (STEAM_0:1:471356017) has disconnected.
[17:53:48]	Gabe Hill entered observer.
[17:53:56]	OTA.C17-HAMMER.20001 used the 'Armory Operator' vendor.
[17:53:58]	CCA.C17-JUDGE.i2.58102 used the 'Armory Operator' vendor.
[17:53:59]	OTA.C17-HAMMER.20001 has gained 0 tokens.
[17:53:59]	OTA.C17-HAMMER.20001 has gained a 'Pulse-Rifle Energy' #2294.
[17:53:59]	OTA.C17-HAMMER.20001 has gained 0 tokens.
[17:53:59]	OTA.C17-HAMMER.20001 has gained a 'Pulse-Rifle Energy' #2295.
[17:54:00]	OTA.C17-HAMMER.20001 has gained 0 tokens.
[17:54:00]	OTA.C17-HAMMER.20001 has gained a 'Pulse-Rifle Energy' #2296.
[17:54:00]	OTA.C17-HAMMER.20001 has gained 0 tokens.
[17:54:00]	OTA.C17-HAMMER.20001 has gained a 'Pulse-Rifle Energy' #2297.
[17:54:00]	OTA.C17-HAMMER.20001 has gained 0 tokens.
[17:54:00]	OTA.C17-HAMMER.20001 has gained a 'Pulse-Rifle Energy' #2298.
[17:54:01]	OTA.C17-HAMMER.20001 has gained 0 tokens.
[17:54:01]	OTA.C17-HAMMER.20001 has gained a 'Pulse-Rifle Energy' #2299.
[17:54:04]	CCA.C17-JUDGE.i2.58102 has lost 65 tokens.
[17:54:04]	CCA.C17-JUDGE.i2.58102 has gained a 'Health Kit' #2300.
[17:54:05]	CCA.C17-JUDGE.i2.58102 has gained 0 tokens.
[17:54:05]	CCA.C17-JUDGE.i2.58102 has gained a 'Health Vial' #2301.
[17:54:06]	CCA.C17-JUDGE.i2.58102 has gained 0 tokens.
[17:54:06]	CCA.C17-JUDGE.i2.58102 has gained a 'Health Vial' #2302.
[17:54:06]	CCA.C17-JUDGE.i2.58102 has gained 0 tokens.
[17:54:06]	CCA.C17-JUDGE.i2.58102 has gained a 'Health Vial' #2303.
[17:54:07]	CCA.C17-JUDGE.i2.58102 has gained 0 tokens.
[17:54:07]	CCA.C17-JUDGE.i2.58102 has gained a 'Health Vial' #2304.
[17:54:08]	CCA.C17-JUDGE.i2.58102 has lost 65 tokens.
[17:54:08]	CCA.C17-JUDGE.i2.58102 has gained a 'Health Kit' #2305.
[17:54:09]	CCA.C17-JUDGE.i2.58102 has gained 0 tokens.
[17:54:09]	CCA.C17-JUDGE.i2.58102 has gained a '9mm Pistol Bullets' #2306.
[17:54:10]	CCA.C17-JUDGE.i2.58102 has gained 0 tokens.
[17:54:10]	CCA.C17-JUDGE.i2.58102 has gained a '9mm Pistol Bullets' #2307.
[17:54:11]	CCA.C17-JUDGE.i2.58102 has gained 0 tokens.
[17:54:11]	CCA.C17-JUDGE.i2.58102 has gained a '9mm Pistol Bullets' #2308.
[17:54:12]	[OOC] CCA.C17-GRID.i5.80147: we could use more civs
[17:54:12]	CCA.C17-JUDGE.i2.58102 has gained 0 tokens.
[17:54:12]	CCA.C17-JUDGE.i2.58102 has gained a 'SMG Bullets' #2309.
[17:54:13]	CCA.C17-JUDGE.i2.58102 has gained 0 tokens.
[17:54:13]	CCA.C17-JUDGE.i2.58102 has gained a 'SMG Bullets' #2310.
[17:54:13]	CCA.C17-JUDGE.i2.58102 has gained 0 tokens.
[17:54:13]	CCA.C17-JUDGE.i2.58102 has gained a 'SMG Bullets' #2311.
[17:54:14]	CCA.C17-JUDGE.i2.58102 has gained 0 tokens.
[17:54:14]	CCA.C17-JUDGE.i2.58102 has gained a 'SMG Bullets' #2312.
[17:54:14]	CCA.C17-JUDGE.i2.58102 has gained 0 tokens.
[17:54:14]	CCA.C17-JUDGE.i2.58102 has gained a 'SMG Bullets' #2313.
[17:54:16]	CCA.C17-GRID.i5.80147 ran 'drop' on item '9mm Pistol Bullets' (#2261)
[17:54:16]	CCA.C17-GRID.i5.80147 has lost a '9mm Pistol Bullets' #2261.
