[01:29:33]	BlueBox has connected.
[19:52:29]	[OOC] Ava Carter: IM READY ZOMBIE
[19:52:30]	Kiff Sankase` ran 'take' on item 'Broken LCD Monitor' (#37037)
[19:52:30]	Kiff Sankase` has gained a 'Broken LCD Monitor' #37037.
[19:52:39]	CCA.C17-UNION.i5.94233 has gained 10 tokens.
[19:52:49]	CCA.C17-UNION.i5.94233 ran 'drop' on item 'Citizen ID' (#37545)
[19:52:49]	CCA.C17-UNION.i5.94233 has lost a 'Citizen ID' #37545.
[19:52:53]	[OOC] Alex Palovichov: If only my CP was actually TRAINED
[19:53:09]	Kiff Sankase` has gained a 'Scrap Plastic' #37549.
[19:53:11]	[Y] Alex Palovichov: CPs!
[19:53:14]	Kiff Sankase` opened the 'Refrigerator' #2854 container.
[19:53:16]	Kiff Sankase` closed the 'Refrigerator' #2854 container.
[19:53:19]	Alex Palovichov used command '/Request Necrotic in plaza'.
[19:53:21]	Kiff Sankase` opened the 'Dumpster' #2756 container.
[19:53:24]	[OOC] Zombie: zombin
[19:53:30]	[ME] Smith Lee Jhones: grabs ID
[19:53:31]	Smith Lee Jhones ran 'take' on item 'Citizen ID' (#37545)
[19:53:31]	Smith Lee Jhones has gained a 'Citizen ID' #37545.
[19:53:31]	[OOC] Ava Carter: stop hiding pane
[19:53:31]	Kiff Sankase` closed the 'Dumpster' #2756 container.
[19:53:34]	[OOC] Ava Carter: i will find you
[19:53:36]	Kiff Sankase` opened the 'Cash Register' #2418 container.
[19:53:37]	Kiff Sankase` closed the 'Cash Register' #2418 container.
[19:53:43]	Kiff Sankase` has gained a 'Broken Computer Monitor' #37550.
[19:53:47]	Kiff Sankase` ran 'drop' on item 'Broken LCD Monitor' (#37037)
[19:53:47]	Kiff Sankase` has lost a 'Broken LCD Monitor' #37037.
[19:53:52]	[Y] Alex Palovichov: Haha!
[19:53:54]	Kiff Sankase` has gained a 'Scrap Glass' #37551.
[19:53:56]	Kiff Sankase` ran 'drop' on item 'Scrap Glass' (#37551)
[19:53:56]	Kiff Sankase` has lost a 'Scrap Glass' #37551.
[19:54:06]	Alex Palovichov entered observer.
[19:54:15]	[OOC] Zombie: i am the one who stalks
[19:54:17]	Alex Palovichov exited observer at their location.
[19:54:25]	Kiff Sankase` ran 'take' on item 'Light Bulb' (#36718)
[19:54:25]	Kiff Sankase` has gained a 'Light Bulb' #36718.
[19:54:41]	CCA.C17-UNION.i5.94233 used command '/Radio Code 2'.
[19:54:57]	Ava Carter has taken 6 damage from npc_zombie.
[19:54:58]	[Y] Kiff Sankase`: HEY YOU.
[19:55:06]	[Y] Ava Carter: Ey wassup.
[19:55:13]	[Y] Kiff Sankase`: You got a flashlight?
[19:55:44]	CCA.C17-UNION.i5.94233 used command '/Radio Copy'.
[19:55:57]	Alex Palovichov entered observer.
[19:56:24]	Alex Palovichov exited observer at their location.
[19:56:43]	Alex Palovichov used command '/Request Necrotic...Traintracks'.
[19:56:49]	[OOC] Ava Carter: paine stop hiding
[19:56:55]	Smith Lee Jhones has taken 10 damage from Zombie.
[19:56:56]	Smith Lee Jhones has taken 10 damage from Zombie.
[19:56:57]	Smith Lee Jhones has taken 10 damage from Zombie.
[19:56:58]	Zombie has taken 1 damage from CCA.C17-UNION.i5.94233.
[19:56:58]	Smith Lee Jhones has taken 10 damage from Zombie.
[19:56:59]	Zombie has taken 12 damage from CCA.C17-UNION.i5.94233.
[19:56:59]	Zombie has taken 12 damage from CCA.C17-UNION.i5.94233.
[19:57:01]	Smith Lee Jhones has taken 10 damage from Zombie.
[19:57:01]	[Y] Alex Palovichov: Hey! Stop right there!
[19:57:01]	Zombie has taken 1 damage from CCA.C17-UNION.i5.94233.
[19:57:02]	Smith Lee Jhones has taken 10 damage from Zombie.
[19:57:02]	Zombie has taken 1 damage from CCA.C17-UNION.i5.94233.
[19:57:03]	Smith Lee Jhones has taken 10 damage from Zombie.
[19:57:03]	Zombie has taken 12 damage from Alex Palovichov.
[19:57:03]	Alex Palovichov has killed Zombie with weapon_crowbar.
[19:57:07]	[Y] Alex Palovichov: HAHAH!
[19:57:08]	[Y] CCA.C17-UNION.i5.94233: <:: NECROTIC DOWN. ::>
[19:57:09]	[OOC] Zombie: NOOOOOOOOOOOOOOO
[19:57:11]	Kiff Sankase` has gained a 'Combat Knife' #37557.
[19:57:11]	[Y] CCA.C17-UNION.i5.94233: <:: GOOD JOB ALEX. ::>
[19:57:14]	Kiff Sankase` ran 'Equip' on item 'Combat Knife' (#37557)
[19:57:14]	[Y] CCA.C17-UNION.i5.94233: <:: Clear. ::>
[19:57:15]	Ava Carter has gained a 'Scrap Wood' #37558.
[19:57:16]	[Y] Alex Palovichov: EAT SHIT NECROTIC TRASH!
[19:57:21]	Kiff Sankase` ran 'Equip' on item 'Combat Knife' (#37557)
[19:57:22]	Alex Palovichov used command '/Apply'.
[19:57:24]	Kiff Sankase` ran 'EquipUn' on item 'Pipe' (#37536)
[19:57:26]	Kiff Sankase` ran 'Equip' on item 'Combat Knife' (#37557)
[19:57:29]	Kiff Sankase` ran 'drop' on item 'Broken Computer Monitor' (#37550)
[19:57:29]	Kiff Sankase` has lost a 'Broken Computer Monitor' #37550.
[19:57:30]	Painevan loaded the character 'Jonathan Jackson'
[19:57:32]	Kiff Sankase` has gained a 'Cloth Scrap' #37559.
[19:57:34]	Painevan loaded the character 'CCA.C17-HELIX.i3.08874'
[19:57:36]	[OOC] Ava Carter: bitch'
[19:57:36]	Kiff Sankase` destroyed a 'Broken Computer Monitor' #37550.
[19:57:39]	CCA.C17-UNION.i5.94233 has gained 10 tokens.
[19:57:42]	[OOC] Ava Carter: u switched char
[19:57:45]	[OOC] CCA.C17-HELIX.i3.08874: I died
[19:57:47]	Ava Carter ran 'EquipUn' on item 'Pipe' (#34542)
[19:57:49]	[OOC] CCA.C17-HELIX.i3.08874: therefor
[19:57:50]	Kiff Sankase` ran 'take' on item 'Pipe' (#37310)
[19:57:51]	Ava Carter ran 'drop' on item 'Pipe' (#34542)
[19:57:51]	Ava Carter has lost a 'Pipe' #34542.
[19:57:51]	[OOC] CCA.C17-HELIX.i3.08874: no zombin time
[19:57:55]	[ME] Alex Palovichov: Would open up a thermo-bag taking out a few bandages, he would grab onto the mans wounds and would begin to wrap bandages around them
[19:57:55]	Kiff Sankase` ran 'drop' on item 'Light Bulb' (#36718)
[19:57:55]	Kiff Sankase` has lost a 'Light Bulb' #36718.
[19:57:56]	Kiff Sankase` ran 'drop' on item 'Broken Clock' (#37538)
[19:57:56]	Kiff Sankase` has lost a 'Broken Clock' #37538.
[19:57:57]	CCA.C17-HELIX.i3.08874 used command '/Radio 10-8'.
[19:57:57]	Kiff Sankase` ran 'drop' on item 'Empty Tin Can' (#37525)
[19:57:57]	Kiff Sankase` has lost a 'Empty Tin Can' #37525.
[19:58:00]	Alex Palovichov ran 'HealOther' on item 'UU Brand Bandage' (#30838)
[19:58:02]	CCA.C17-UNION.i5.94233 used command '/Radio Copy'.
[19:58:03]	[OOC] Ava Carter: whoever killed him, eat my shorts
[19:58:04]	Alex Palovichov ran 'HealOther' on item 'UU Brand Bandage' (#30837)
[19:58:05]	Kiff Sankase` ran 'drop' on item 'Cloth Scrap' (#37559)
[19:58:05]	Kiff Sankase` has lost a 'Cloth Scrap' #37559.
[19:58:08]	[ME] Smith Lee Jhones: would let the man patch him up
[19:58:10]	Kiff Sankase` ran 'take' on item 'Pipe' (#37310)
[19:58:10]	Kiff Sankase` has gained a 'Pipe' #37310.
[19:58:11]	CCA.C17-UNION.i5.94233 used command '/Radio We just terminated a necrotic situation is now green.'.
[19:58:16]	[OOC] CCA.C17-HELIX.i3.08874: I had best loot too
[19:58:21]	[OOC] Ava Carter: like what
[19:58:24]	CCA.C17-UNION.i5.94233 used command '/ViewData Alex'.
[19:58:55]	[LOOC] CCA.C17-UNION.i5.94233: terminate*
[19:58:57]	[OOC] Alex Palovichov: About that mini-event
[19:59:03]	[OOC] Ava Carter: yeah?
[19:59:04]	[OOC] Alex Palovichov: Whos down for one
[19:59:07]	[OOC] Ava Carter: me
[19:59:13]	[OOC] CCA.C17-UNION.i5.94233: im down
[19:59:22]	[OOC] Ava Carter: im down for your mom
[19:59:34]	Alex Palovichov entered observer.
[19:59:45]	Alex Palovichov exited observer at their location.
[19:59:47]	Bean loaded the character 'Daniel J. Cutter'
[19:59:48]	Daniel J. Cutter entered observer.
[19:59:49]	Kiff Sankase` has gained a 'Resin' #37561.
[20:00:04]	[OOC] Daniel J. Cutter: Note, This event will take place in the upper city to give everyone a chance to participate
[20:00:13]	[OOC] Ava Carter: idc do it
[20:00:16]	[OOC] Daniel J. Cutter: So if your a rebel/refugee, get that civi suit on
[20:00:18]	Daniel J. Cutter exited observer at their location.
[20:00:21]	Bean loaded the character 'Alex Palovichov'
[20:00:22]	Alex Palovichov entered observer.
[20:00:24]	Kiff Sankase` has gained a 'Power Supply Unit' #37562.
[20:00:24]	Alex Palovichov ran 'EquipUn' on item 'CWU Leadership Suit' (#24484)
[20:00:25]	Alex Palovichov ran 'Equip' on item 'CWU Leadership Suit' (#24484)
[20:00:28]	[OOC] Ava Carter: im half rebel
[20:00:29]	Alex Palovichov exited observer at their location.
[20:00:32]	[OOC] CCA.C17-UNION.i5.94233: HES ON CUTTER
[20:00:34]	[OOC] CCA.C17-UNION.i5.94233: O HNO
[20:00:37]	[OOC] CCA.C17-HELIX.i3.08874: cutta
[20:00:39]	[OOC] Alex Palovichov: For a moment
[20:00:39]	Kiff Sankase` destroyed a 'Rock' #29766.
[20:00:43]	[OOC] CCA.C17-HELIX.i3.08874: cutta the butta
[20:00:44]	[OOC] Alex Palovichov: Had to quickly check something
[20:00:53]	Kiff Sankase` has gained a 'Radio Case' #37563.
[20:00:58]	[OOC] Ava Carter: they dont know im a rebel should i still get a sexy suit
[20:01:00]	[OOC] Alex Palovichov: OPEN THE RATION DOOR YOU SHMU-
[20:01:00]	Kiff Sankase` destroyed a 'Rock' #31795.
[20:01:02]	Smith Lee Jhones ran 'take' on item 'Pack of Nails' (#37401)
[20:01:02]	Smith Lee Jhones has gained a 'Pack of Nails' #37401.
[20:01:06]	[OOC] Alex Palovichov: No
[20:01:13]	Ava Carter used command '/Apply'.
[20:01:15]	Kiff Sankase` destroyed a 'Rock' #29788.
[20:01:18]	Kiff Sankase` destroyed a 'Rock' #29342.
[20:01:23]	[ME] Alex Palovichov: Lets out a long, drawn out yawn
[20:01:24]	Kiff Sankase` has gained a 'Light Bulb' #37565.
[20:01:24]	CCA.C17-HELIX.i3.08874 used command '/ViewData ava'.
[20:01:37]	[LOOC] CCA.C17-HELIX.i3.08874: one sec while I check
[20:01:41]	Kiff Sankase` has gained a 'Empty Milk Gallon' #37566.
[20:01:54]	Kiff Sankase` opened the 'Toolbox' #2980 container.
[20:01:56]	Kiff Sankase` closed the 'Toolbox' #2980 container.
[20:02:05]	Kiff Sankase` opened the 'Padlocked Crate' #2900 container.
[20:02:10]	Kiff Sankase` closed the 'Padlocked Crate' #2900 container.
[20:02:24]	CCA.C17-HELIX.i3.08874 used the 'Ration Dispenser' vendor.
[20:02:27]	CCA.C17-HELIX.i3.08874 has gained 0 tokens.
[20:02:27]	CCA.C17-HELIX.i3.08874 has gained a 'Loyalist Grade Ration' #37567.
[20:02:31]	Kiff Sankase` has gained a 'Empty Chinese Takeout' #37568.
[20:02:34]	CCA.C17-HELIX.i3.08874 has gained 10 tokens.
[20:02:35]	[ME] CCA.C17-HELIX.i3.08874: places the ration on the counter.
[20:02:38]	CCA.C17-HELIX.i3.08874 ran 'drop' on item 'Loyalist Grade Ration' (#37567)
[20:02:38]	CCA.C17-HELIX.i3.08874 has lost a 'Loyalist Grade Ration' #37567.
[20:02:39]	CCA.C17-UNION.i5.94233 has gained 10 tokens.
[20:02:40]	[ME] Ava Carter: would take the ration
[20:02:41]	Kiff Sankase` ran 'drop' on item 'Light Bulb' (#37565)
[20:02:41]	Kiff Sankase` has lost a 'Light Bulb' #37565.
[20:02:43]	Kiff Sankase` ran 'drop' on item 'Pipe' (#37536)
[20:02:43]	Kiff Sankase` has lost a 'Pipe' #37536.
[20:02:45]	Ava Carter ran 'take' on item 'Loyalist Grade Ration' (#37567)
[20:02:45]	Ava Carter has gained a 'Loyalist Grade Ration' #37567.
[20:02:50]	Kiff Sankase` has gained a 'Empty Consulate Water Can' #37569.
[20:02:56]	Alex Palovichov used command '/Apply'.
[20:02:57]	Ava Carter ran 'Open' on item 'Loyalist Grade Ration' (#37567)
[20:02:57]	Ava Carter has gained a 'Loyalist Grade Food Product (Cheese Flavor)' #37570.
[20:02:57]	Ava Carter has gained a 'Loyalist Grade Supplements (Pesto Flavor)' #37571.
[20:02:57]	Ava Carter has gained a 'Flavored Consulate Water' #37572.
[20:02:57]	Ava Carter has gained 20 tokens.
[20:03:00]	Ava Carter ran 'Consume' on item 'Loyalist Grade Food Product (Cheese Flavor)' (#37570)
[20:03:01]	Ava Carter ran 'Consume' on item 'Loyalist Grade Supplements (Pesto Flavor)' (#37571)
[20:03:13]	Kiff Sankase` has gained a 'Boot' #37573.
[20:03:18]	CCA.C17-HELIX.i3.08874 used the 'Ration Dispenser' vendor.
[20:03:20]	Kiff Sankase` ran 'drop' on item 'Boot' (#37573)
[20:03:20]	Kiff Sankase` has lost a 'Boot' #37573.
[20:03:21]	CCA.C17-HELIX.i3.08874 has gained 0 tokens.
[20:03:21]	CCA.C17-HELIX.i3.08874 has gained a 'Priority Grade Ration' #37574.
[20:03:22]	CCA.C17-HELIX.i3.08874 has gained 0 tokens.
[20:03:22]	CCA.C17-HELIX.i3.08874 has gained a 'Loyalist Grade Ration' #37575.
[20:03:23]	CCA.C17-HELIX.i3.08874 has gained 0 tokens.
[20:03:23]	CCA.C17-HELIX.i3.08874 has gained a 'Loyalist Grade Ration' #37576.
[20:03:32]	CCA.C17-UNION.i5.94233 ran 'Consume' on item 'Loyalist Grade Food Product (Onion Flavor)' (#34435)
[20:03:33]	CCA.C17-UNION.i5.94233 ran 'Consume' on item 'CCA Grade Beverage (Lemon Flavor)' (#37431)
[20:03:33]	[ME] CCA.C17-HELIX.i3.08874: places several rations on the counter.
[20:03:35]	[LOOC] Alex Palovichov: MMMMM my pockets grow...
[20:03:37]	CCA.C17-HELIX.i3.08874 ran 'drop' on item 'Priority Grade Ration' (#37574)
[20:03:37]	CCA.C17-HELIX.i3.08874 has lost a 'Priority Grade Ration' #37574.
[20:03:39]	CCA.C17-HELIX.i3.08874 ran 'drop' on item 'Loyalist Grade Ration' (#37575)
[20:03:39]	CCA.C17-HELIX.i3.08874 has lost a 'Loyalist Grade Ration' #37575.
[20:03:39]	Alex Palovichov ran 'take' on item 'Priority Grade Ration' (#37574)
[20:03:39]	Alex Palovichov has gained a 'Priority Grade Ration' #37574.
[20:03:40]	CCA.C17-HELIX.i3.08874 ran 'drop' on item 'Loyalist Grade Ration' (#37576)
[20:03:40]	CCA.C17-HELIX.i3.08874 has lost a 'Loyalist Grade Ration' #37576.
[20:03:42]	Alex Palovichov ran 'take' on item 'Loyalist Grade Ration' (#37576)
[20:03:42]	Alex Palovichov has gained a 'Loyalist Grade Ration' #37576.
[20:03:44]	Alex Palovichov ran 'take' on item 'Loyalist Grade Ration' (#37575)
[20:03:44]	Alex Palovichov has gained a 'Loyalist Grade Ration' #37575.
[20:03:46]	[W] Smith Lee Jhones: Damn.
[20:03:50]	Kiff Sankase` has gained a 'Instant Cold Pack' #37577.
[20:03:55]	Alex Palovichov ran 'combine' on item 'Thermobag' (#25180)
[20:03:56]	Alex Palovichov ran 'combine' on item 'Thermobag' (#25180)
[20:03:56]	Alex Palovichov ran 'combine' on item 'Thermobag' (#25180)
[20:04:01]	Bean loaded the character 'Daniel J. Cutter'
[20:04:02]	Daniel J. Cutter entered observer.
[20:04:07]	Smith Lee Jhones used command '/Apply'.
[20:04:12]	Kiff Sankase` has gained a 'Minimum Grade Supplements (Beet Flavor)' #37578.
[20:04:17]	[ME] CCA.C17-HELIX.i3.08874: enters the CID.
[20:04:20]	CCA.C17-HELIX.i3.08874 used command '/ViewData smith'.
[20:04:24]	CCA.C17-HELIX.i3.08874 used the 'Ration Dispenser' vendor.
[20:04:25]	Kiff Sankase` has gained a 'Empty Bleach Bottle' #37579.
[20:04:26]	CCA.C17-HELIX.i3.08874 has gained 0 tokens.
[20:04:26]	CCA.C17-HELIX.i3.08874 has gained a 'Standard Grade Ration' #37580.
[20:04:30]	CCA.C17-HELIX.i3.08874 ran 'drop' on item 'Standard Grade Ration' (#37580)
[20:04:30]	CCA.C17-HELIX.i3.08874 has lost a 'Standard Grade Ration' #37580.
[20:04:33]	Smith Lee Jhones ran 'take' on item 'Standard Grade Ration' (#37580)
[20:04:33]	Smith Lee Jhones has gained a 'Standard Grade Ration' #37580.
[20:04:37]	Kiff Sankase` has taken 15 damage from npc_barnacle.
[20:04:39]	Kiff Sankase` has taken 15 damage from npc_barnacle.
[20:04:48]	[OOC] Daniel J. Cutter: Note, this event will lead to...rewards for those who truly try hard enough
[20:04:52]	Kiff Sankase` ran 'Consume' on item 'Minimum Grade Supplements (Beet Flavor)' (#37578)
[20:04:53]	[OOC] CCA.C17-HELIX.i3.08874: I try hard
[20:04:56]	[OOC] CCA.C17-HELIX.i3.08874: I try very hard
[20:04:58]	[OOC] CCA.C17-UNION.i5.94233: yes
[20:05:00]	[OOC] CCA.C17-HELIX.i3.08874: I am hard
[20:05:01]	[OOC] Ava Carter: i try hard on yoru mom
[20:05:01]	[OOC] CCA.C17-HELIX.i3.08874: working
[20:05:02]	[OOC] Ava Carter: ;)
[20:05:03]	Smith Lee Jhones ran 'take' on item 'Biotic Grade Beverage' (#37190)
[20:05:03]	Smith Lee Jhones has gained a 'Biotic Grade Beverage' #37190.
[20:05:05]	Smith Lee Jhones ran 'take' on item 'Broken Keyboard' (#36911)
[20:05:05]	Smith Lee Jhones has gained a 'Broken Keyboard' #36911.
[20:05:09]	Smith Lee Jhones ran 'take' on item 'Scrap Wood' (#34522)
[20:05:09]	Smith Lee Jhones has gained a 'Scrap Wood' #34522.
[20:05:10]	Smith Lee Jhones ran 'take' on item 'A Roll of Toilet Paper' (#37469)
[20:05:10]	Smith Lee Jhones has gained a 'A Roll of Toilet Paper' #37469.
[20:05:18]	Smith Lee Jhones has gained a 'AA Battery' #37582.
[20:05:27]	Kiff Sankase` ran 'drop' on item 'Screw Nuts' (#37535)
[20:05:27]	Kiff Sankase` has lost a 'Screw Nuts' #37535.
[20:05:40]	Ava Carter used command '/CharDesc'.
[20:05:41]	Kiff Sankase` has gained a 'Empty Milk Gallon' #37583.
[20:05:45]	Smith Lee Jhones ran 'take' on item 'Pin' (#33376)
[20:05:45]	Smith Lee Jhones has gained a 'Pin' #33376.
[20:05:51]	CCA.C17-UNION.i5.94233 has taken 10 damage from CCA.C17-HELIX.i3.08874.
[20:06:02]	CCA.C17-HELIX.i3.08874 ran 'HealOther' on item 'UU Brand Bandage' (#37372)
[20:06:06]	Ava Carter used command '/CharDesc [Green Armband] - 5'7" female, with Emerald eyes and brown long hair, Seems to be in her late 20's.'.
[20:06:21]	Smith Lee Jhones opened the 'Trash Bin' #2551 container.
[20:06:21]	CCA.C17-HELIX.i3.08874 used the 'Shopkeeper Jim' vendor.
[20:06:23]	Kiff Sankase` has gained a 'Empty Milk Gallon' #37584.
[20:06:24]	CCA.C17-HELIX.i3.08874 has lost 8 tokens.
[20:06:24]	CCA.C17-HELIX.i3.08874 has gained a 'UU Brand Bandage' #37585.
[20:06:25]	Smith Lee Jhones closed the 'Trash Bin' #2551 container.
[20:06:26]	Kiff Sankase` ran 'drop' on item 'Empty Milk Gallon' (#37584)
[20:06:26]	Kiff Sankase` has lost a 'Empty Milk Gallon' #37584.
[20:06:27]	Kiff Sankase` ran 'drop' on item 'Empty Milk Gallon' (#37583)
[20:06:27]	Kiff Sankase` has lost a 'Empty Milk Gallon' #37583.
[20:06:28]	Kiff Sankase` ran 'drop' on item 'Empty Consulate Water Can' (#37569)
[20:06:28]	Kiff Sankase` has lost a 'Empty Consulate Water Can' #37569.
[20:06:36]	Smith Lee Jhones has gained a 'AA Battery' #37586.
[20:06:43]	Smith Lee Jhones has gained a 'Boot' #37587.
[20:06:49]	Smith Lee Jhones used command '/Content'.
[20:06:51]	Kiff Sankase` has gained a 'Notepad' #37588.
[20:06:52]	Daniel J. Cutter has gained a 'KIBA Arms Ammocase' #37589.
[20:06:52]	Daniel J. Cutter used command '/CharGiveItem cutter ammo'.
[20:06:58]	Kiff Sankase` has gained a 'Cyclopic Citizen Suit' #37590.
[20:07:04]	Kiff Sankase` ran 'drop' on item 'Cyclopic Citizen Suit' (#37590)
[20:07:04]	Kiff Sankase` has lost a 'Cyclopic Citizen Suit' #37590.
[20:07:10]	[OOC] Ava Carter: who up for jumping the helix?
[20:07:10]	Daniel J. Cutter has gained a 'Saltpeter' #37591.
[20:07:10]	Daniel J. Cutter used command '/CharGiveItem cutter saltpeter'.
[20:07:12]	[OOC] Ava Carter: joke
[20:07:13]	Daniel J. Cutter ran 'combine' on item 'KIBA Arms Ammocase' (#37589)
[20:07:15]	Daniel J. Cutter has gained a 'Saltpeter' #37592.
[20:07:15]	Daniel J. Cutter used command '/CharGiveItem cutter saltpeter'.
[20:07:17]	Kiff Sankase` has gained a 'Pin' #37593.
[20:07:17]	Daniel J. Cutter ran 'combine' on item 'KIBA Arms Ammocase' (#37589)
[20:07:17]	[OOC] CCA.C17-UNION.i5.94233: run it
[20:07:21]	[OOC] CCA.C17-HELIX.i3.08874: If you do, you die
[20:07:27]	[OOC] Kiff Sankase`: ME BECAUSE I HAVE NO FILTER SOON
[20:07:31]	Daniel J. Cutter has gained a 'Weapon Parts' #37594.
[20:07:31]	Daniel J. Cutter used command '/CharGiveItem cutter weapon'.
[20:07:31]	[OOC] Ava Carter: bro your union is so trash
[20:07:32]	[OOC] CCA.C17-HELIX.i3.08874: I have killed a god alien creature in canon.
[20:07:33]	Kiff Sankase` has gained a 'Box of Matches' #37595.
[20:07:34]	CCA.C17-HELIX.i3.08874 has gained 10 tokens.
[20:07:36]	Smith Lee Jhones opened the 'Dumpster' #2736 container.
[20:07:36]	Daniel J. Cutter ran 'combine' on item 'KIBA Arms Ammocase' (#37589)
[20:07:39]	CCA.C17-UNION.i5.94233 has gained 10 tokens.
[20:07:42]	[OOC] Ava Carter: so special
[20:07:43]	Smith Lee Jhones has gained a 'Power Supply Unit' #37291.
[20:07:46]	Kiff Sankase` has gained a 'Broken Clock' #37596.
[20:07:47]	Smith Lee Jhones closed the 'Dumpster' #2736 container.
[20:07:48]	[OOC] Ava Carter: i have a frying pan
[20:07:49]	Daniel J. Cutter has gained a 'Gunpowder' #37597.
[20:07:49]	Daniel J. Cutter used command '/CharGiveItem cutter gunpowder 1'.
[20:07:50]	Daniel J. Cutter ran 'combine' on item 'KIBA Arms Ammocase' (#37589)
[20:07:52]	[OOC] Ava Carter: i will kill u
[20:07:55]	Daniel J. Cutter has gained a 'Bullet Casings' #37598.
[20:07:55]	Daniel J. Cutter used command '/CharGiveItem cutter casing'.
[20:07:57]	Daniel J. Cutter ran 'combine' on item 'KIBA Arms Ammocase' (#37589)
[20:07:58]	Daniel J. Cutter has gained a 'Bullet Casings' #37600.
[20:07:58]	Daniel J. Cutter used command '/CharGiveItem cutter casing'.
[20:07:59]	Daniel J. Cutter ran 'combine' on item 'KIBA Arms Ammocase' (#37589)
[20:08:19]	[ME] CCA.C17-HELIX.i3.08874: pins their arms behind them before patting them down.
[20:08:21]	CCA.C17-HELIX.i3.08874 used command '/CharSearch'.
[20:08:25]	Daniel J. Cutter used command '/CharGiveItem cutter military 1'.
[20:08:28]	CCA.C17-HELIX.i3.08874 used command '/CharSearch'.
[20:08:37]	Daniel J. Cutter used command '/CharGiveItem cutter military bandage 1'.
[20:08:37]	[OOC] CCA.C17-HELIX.i3.08874: Why does it say "you are being searched
[20:08:41]	CCA.C17-HELIX.i3.08874 used command '/CharSearch'.
[20:08:47]	Daniel J. Cutter used command '/adminspawnmenu'.
[20:08:48]	CCA.C17-UNION.i5.94233 used command '/CharSearch'.
[20:08:56]	CCA.C17-HELIX.i3.08874 used command '/CharSearch'.
[20:08:58]	Daniel J. Cutter has gained a 'Vodka' #37604.
[20:08:58]	Daniel J. Cutter used command '/CharGiveItem cutter vodka'.
[20:09:00]	Daniel J. Cutter ran 'drop' on item 'Vodka' (#37604)
[20:09:00]	Daniel J. Cutter has lost a 'Vodka' #37604.
[20:09:08]	CCA.C17-UNION.i5.94233 used command '/CharSearch'.
