[00:00:31]	[LOOC] Ryan Marnett: septembmer
[13:44:13]	OTA.C14-MACE.EOS.24151 has killed Karl Von Habsburg with tfa_hl2r_357.
[13:44:16]	Karl Von Habsburg entered observer.
[13:44:19]	[OOC] CCA.C14-ECHO.OSS.39412: Give ammo Pain
[13:44:27]	OSA.S14-HNT.79448 has taken 113 damage from Karl Von Habsburg.
[13:44:36]	OSA.S14-HNT.79448 has taken 18 damage from CCA.C14-ECHO.OSS.39412.
[13:44:37]	OSA.S14-HNT.79448 has taken 18 damage from CCA.C14-ECHO.OSS.39412.
[13:44:38]	Karl Von Habsburg exited observer at their location.
[13:44:38]	OSA.S14-HNT.79448 has taken 18 damage from CCA.C14-ECHO.OSS.39412.
[13:44:39]	OSA.S14-HNT.79448 has taken 18 damage from CCA.C14-ECHO.OSS.39412.
[13:44:40]	OSA.S14-HNT.79448 has taken 115 damage from Karl Von Habsburg.
[13:44:40]	Karl Von Habsburg has killed OSA.S14-HNT.79448 with tfa_rustalpha_handcannon.
[13:44:40]	Karl Von Habsburg has taken 18 damage from CCA.C14-ECHO.OSS.39412.
[13:44:40]	CCA.C14-ECHO.OSS.39412 has taken 5 damage from OTA.C14-MACE.EOS.24151.
[13:44:44]	Karl Von Habsburg has taken 5 damage from OTA.C14-MACE.EOS.24151.
[13:44:44]	OSA.S14-HNT.79448 entered observer.
[13:44:45]	OTA.C14-MACE.EOS.24151 has taken 31 damage from Karl Von Habsburg.
[13:44:45]	Karl Von Habsburg has taken 18 damage from CCA.C14-ECHO.OSS.39412.
[13:44:46]	Karl Von Habsburg has taken 18 damage from CCA.C14-ECHO.OSS.39412.
[13:44:46]	OTA.C14-MACE.EOS.24151 has taken 88 damage from Karl Von Habsburg.
[13:44:46]	Karl Von Habsburg has killed OTA.C14-MACE.EOS.24151 with tfa_rustalpha_shotgun.
[13:44:47]	Karl Von Habsburg has taken 18 damage from CCA.C14-ECHO.OSS.39412.
[13:44:48]	CCA.C14-ECHO.OSS.39412 has taken 250 damage from Karl Von Habsburg.
[13:44:48]	Karl Von Habsburg has killed CCA.C14-ECHO.OSS.39412 with tfa_rustalpha_shotgun.
[13:44:48]	OSA.S14-HNT.79448 exited observer at their location.
[13:44:51]	[OOC] CCA.C14-ECHO.OSS.39412: Ow
[13:44:56]	Karl Von Habsburg has taken 4 damage from hunter_flechette.
[13:44:56]	Karl Von Habsburg has taken 4 damage from hunter_flechette.
[13:44:56]	Mr. Chief loaded the character 'CCA.C14-UNION.i5.60437'
[13:44:57]	Karl Von Habsburg has taken 4 damage from hunter_flechette.
[13:44:57]	OSA.S14-HNT.79448 has taken 77 damage from Karl Von Habsburg.
[13:44:58]	[OOC] CCA.C14-ECHO.OSS.39412: give ammo or bad Pain
[13:44:59]	Karl Von Habsburg has taken 1 damage from hunter_flechette.
[13:44:59]	OSA.S14-HNT.79448 has taken 59 damage from Karl Von Habsburg.
[13:45:00]	Karl Von Habsburg has taken 4 damage from hunter_flechette.
[13:45:00]	Karl Von Habsburg has taken 4 damage from hunter_flechette.
[13:45:01]	OSA.S14-HNT.79448 has taken 92 damage from Karl Von Habsburg.
[13:45:01]	Karl Von Habsburg has taken 4 damage from hunter_flechette.
[13:45:01]	hunter_flechette has killed Karl Von Habsburg.
[13:45:05]	Karl Von Habsburg entered observer.
[13:45:09]	Mr. Chief loaded the character 'OTA.C14-ECHO.OWC.29481'
[13:45:16]	Mr. Chief loaded the character 'OTA.C14-KING.EOW.50919'
[13:45:22]	CCA.C14-ECHO.OSS.39412 ran 'Equip' on item 'AR2' (#26710)
[13:45:23]	CCA.C14-ECHO.OSS.39412 ran 'Equip' on item 'USP Match' (#18272)
[13:46:09]	FB|| light ROOM loaded the character 'OTA.C17-KING.EOA.59442'
[13:46:12]	Karl Von Habsburg exited observer at their location.
[13:46:14]	OSA.S14-HNT.79448 has taken 181 damage from Karl Von Habsburg.
[13:46:15]	Karl Von Habsburg entered observer.
[13:46:20]	[OOC] OTA.C17-KING.EOA.59442: Imma just fuck around with this until I delete it.
[13:46:23]	OTA.C17-KING.EOA.59442 ran 'Equip' on item 'USP Match' (#27268)
[13:46:29]	Karl Von Habsburg exited observer at their location.
[13:46:30]	Karl Von Habsburg entered observer.
[13:46:30]	Karl Von Habsburg exited observer at their location.
[13:46:32]	Karl Von Habsburg has taken 99 damage from worldspawn.
[13:46:32]	worldspawn has killed Karl Von Habsburg.
[13:46:35]	Karl Von Habsburg entered observer.
[13:46:37]	Karl Von Habsburg exited observer at their location.
[13:46:38]	OTA.C17-KING.EOA.59442 has taken 21 damage from worldspawn.
[13:46:39]	Karl Von Habsburg entered observer.
[13:46:39]	Karl Von Habsburg exited observer at their location.
[13:46:40]	Karl Von Habsburg entered observer.
[13:46:40]	Karl Von Habsburg exited observer at their location.
[13:46:42]	Karl Von Habsburg entered observer.
[13:46:42]	Karl Von Habsburg exited observer at their location.
[13:46:43]	Karl Von Habsburg entered observer.
[13:46:59]	Karl Von Habsburg exited observer at their location.
[13:46:59]	Karl Von Habsburg entered observer.
[13:47:04]	Karl Von Habsburg exited observer at their location.
[13:47:05]	Karl Von Habsburg entered observer.
[13:47:06]	Karl Von Habsburg exited observer at their location.
[13:47:07]	Karl Von Habsburg entered observer.
[13:47:07]	Karl Von Habsburg exited observer at their location.
[13:47:08]	Karl Von Habsburg entered observer.
[13:47:08]	OSA.S14-HNT.79448 used command '/CharSetModel king CombineElite'.
[13:47:08]	Karl Von Habsburg exited observer at their location.
[13:47:09]	Karl Von Habsburg entered observer.
[13:47:10]	Karl Von Habsburg exited observer at their location.
[13:47:10]	Karl Von Habsburg entered observer.
[13:47:11]	Karl Von Habsburg exited observer at their location.
[13:47:24]	OSA.S14-HNT.79448 has taken 5 damage from OTA.C17-KING.EOA.59442.
[13:47:36]	OSA.S14-HNT.79448 used command '/CharSetModel king models/combine_super_a.mdl'.
[13:47:40]	Karl Von Habsburg entered observer.
[13:48:16]	Karl Von Habsburg exited observer at their location.
[13:48:17]	Karl Von Habsburg entered observer.
[13:48:17]	Karl Von Habsburg exited observer at their location.
[13:48:33]	OTA.C17-KING.EOA.59442 has taken 4 damage from hunter_flechette.
[13:48:35]	OTA.C17-KING.EOA.59442 has taken 4 damage from hunter_flechette.
[13:48:36]	OTA.C17-KING.EOA.59442 has taken 4 damage from hunter_flechette.
[13:48:36]	OTA.C17-KING.EOA.59442 has taken 4 damage from hunter_flechette.
[13:48:36]	OTA.C17-KING.EOA.59442 has taken 4 damage from hunter_flechette.
[13:48:36]	OTA.C17-KING.EOA.59442 has taken 4 damage from hunter_flechette.
[13:48:37]	OTA.C17-KING.EOA.59442 has taken 4 damage from hunter_flechette.
[13:48:41]	OTA.C17-KING.EOA.59442 has taken 6 damage from Karl Von Habsburg.
[13:48:51]	OTA.C17-KING.EOA.59442 has taken 4 damage from hunter_flechette.
[13:48:51]	OSA.S14-HNT.79448 has taken 63 damage from Karl Von Habsburg.
[13:48:51]	Karl Von Habsburg has taken 4 damage from hunter_flechette.
[13:48:51]	OTA.C17-KING.EOA.59442 has taken 4 damage from hunter_flechette.
[13:48:53]	Karl Von Habsburg has taken 2 damage from hunter_flechette.
[13:48:53]	OTA.C17-KING.EOA.59442 has taken 8 damage from hunter_flechette.
[13:48:54]	OTA.C17-KING.EOA.59442 has taken 10 damage from hunter_flechette.
[13:48:54]	OTA.C17-KING.EOA.59442 has taken 7 damage from hunter_flechette.
[13:48:54]	Karl Von Habsburg has taken 1 damage from OTA.C14-KING.EOW.50919.
[13:48:54]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:48:54]	Karl Von Habsburg has taken 7 damage from OTA.C14-KING.EOW.50919.
[13:48:54]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:48:54]	Karl Von Habsburg has taken 7 damage from OTA.C14-KING.EOW.50919.
[13:48:54]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:48:55]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:48:55]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:48:57]	OTA.C17-KING.EOA.59442 has taken 4 damage from hunter_flechette.
[13:48:57]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:48:57]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:48:58]	Karl Von Habsburg has taken 8 damage from OTA.C14-KING.EOW.50919.
[13:48:58]	Karl Von Habsburg has taken 1 damage from OTA.C14-KING.EOW.50919.
[13:48:58]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:48:58]	OTA.C14-KING.EOW.50919 has killed Karl Von Habsburg with tfa_hl2r_ar2.
[13:49:01]	OTA.C17-KING.EOA.59442 has taken 4 damage from hunter_flechette.
[13:49:01]	OTA.C17-KING.EOA.59442 has taken 4 damage from hunter_flechette.
[13:49:01]	OTA.C17-KING.EOA.59442 has taken 4 damage from hunter_flechette.
[13:49:01]	OTA.C17-KING.EOA.59442 has taken 4 damage from hunter_flechette.
[13:49:01]	OTA.C17-KING.EOA.59442 has taken 4 damage from hunter_flechette.
[13:49:02]	OTA.C17-KING.EOA.59442 has taken 4 damage from hunter_flechette.
[13:49:02]	Karl Von Habsburg entered observer.
[13:49:02]	OTA.C17-KING.EOA.59442 has taken 4 damage from hunter_flechette.
[13:49:02]	OTA.C17-KING.EOA.59442 has taken 4 damage from hunter_flechette.
[13:49:02]	OTA.C17-KING.EOA.59442 has taken 4 damage from hunter_flechette.
[13:49:02]	OTA.C17-KING.EOA.59442 has taken 4 damage from hunter_flechette.
[13:49:02]	OTA.C17-KING.EOA.59442 has taken 4 damage from hunter_flechette.
[13:49:03]	OTA.C17-KING.EOA.59442 has taken 4 damage from hunter_flechette.
[13:49:03]	OTA.C17-KING.EOA.59442 has taken 4 damage from hunter_flechette.
[13:49:03]	OTA.C17-KING.EOA.59442 has taken 4 damage from hunter_flechette.
[13:49:03]	OTA.C17-KING.EOA.59442 has taken 4 damage from hunter_flechette.
[13:49:08]	OTA.C17-KING.EOA.59442 has taken 4 damage from hunter_flechette.
[13:49:08]	Karl Von Habsburg exited observer at their location.
[13:49:13]	OSA.S14-HNT.79448 has taken 1000 damage from prop_combine_ball.
[13:49:13]	prop_combine_ball has killed OSA.S14-HNT.79448.
[13:49:14]	Karl Von Habsburg entered observer.
[13:49:18]	Karl Von Habsburg exited observer at their location.
[13:49:20]	Karl Von Habsburg entered observer.
[13:49:20]	OTA.C17-KING.EOA.59442 has taken 1000 damage from prop_combine_ball.
[13:49:20]	prop_combine_ball has killed OTA.C17-KING.EOA.59442.
[13:49:22]	OSA.S14-HNT.79448 entered observer.
[13:49:25]	OSA.S14-HNT.79448 exited observer at their location.
[13:49:26]	Karl Von Habsburg exited observer at their location.
[13:49:28]	Karl Von Habsburg has taken 1 damage from OTA.C14-KING.EOW.50919.
[13:49:28]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:49:29]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:49:29]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:49:29]	OSA.S14-HNT.79448 has taken 8 damage from OTA.C14-KING.EOW.50919.
[13:49:29]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:49:29]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:49:30]	Karl Von Habsburg entered observer.
[13:49:40]	FB|| light ROOM (STEAM_0:1:17219621) deleted character 'OTA.C17-KING.EOA.59442'
[13:49:43]	OSA.S14-HNT.79448 has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:49:44]	OSA.S14-HNT.79448 used command '/CharSetModel king models/player/combine_super_a.mdl'.
[13:49:46]	FB|| light ROOM loaded the character 'CCA.C14-ECHO.OSS.39412'
[13:49:47]	Karl Von Habsburg has taken 1 damage from OTA.C14-KING.EOW.50919.
[13:49:47]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:49:47]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:49:48]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:49:48]	Karl Von Habsburg has taken 6 damage from OTA.C14-KING.EOW.50919.
[13:49:48]	Karl Von Habsburg has taken 5 damage from OTA.C14-KING.EOW.50919.
[13:49:48]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:49:48]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:49:48]	OTA.C14-KING.EOW.50919 has killed Karl Von Habsburg with tfa_hl2r_ar2.
[13:49:52]	Karl Von Habsburg entered observer.
[13:49:58]	Karl Von Habsburg exited observer at their location.
[13:50:04]	CCA.C14-ECHO.OSS.39412 has taken 403 damage from Karl Von Habsburg.
[13:50:04]	Karl Von Habsburg has killed CCA.C14-ECHO.OSS.39412 with tfa_rustalpha_hunting_bow.
[13:50:06]	Karl Von Habsburg entered observer.
[13:50:06]	[OOC] CCA.C14-ECHO.OSS.39412: ow
[13:50:06]	Karl Von Habsburg exited observer at their location.
[13:50:10]	CCA.C14-ECHO.OSS.39412 ran 'Equip' on item 'USP Match' (#18272)
[13:50:11]	CCA.C14-ECHO.OSS.39412 ran 'Equip' on item 'AR2' (#26710)
[13:50:12]	Karl Von Habsburg has taken 1 damage from OTA.C14-KING.EOW.50919.
[13:50:12]	Karl Von Habsburg has taken 0 damage from OTA.C14-KING.EOW.50919.
[13:50:13]	Karl Von Habsburg has taken 1 damage from OTA.C14-KING.EOW.50919.
[13:50:13]	Karl Von Habsburg has taken 1 damage from OTA.C14-KING.EOW.50919.
[13:50:13]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:50:13]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:50:13]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:50:13]	Karl Von Habsburg has taken 6 damage from OTA.C14-KING.EOW.50919.
[13:50:13]	Karl Von Habsburg has taken 4 damage from OTA.C14-KING.EOW.50919.
[13:50:13]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:50:13]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:50:13]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:50:13]	Karl Von Habsburg has taken 5 damage from OTA.C14-KING.EOW.50919.
[13:50:13]	Karl Von Habsburg has taken 1 damage from OTA.C14-KING.EOW.50919.
[13:50:13]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:50:14]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:50:14]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:50:14]	OTA.C14-KING.EOW.50919 has killed Karl Von Habsburg with tfa_hl2r_ar2.
[13:50:15]	OSA.S14-HNT.79448 used command '/CharSetModel king models/ninja/combine/combine_super_soldier.mdl'.
[13:50:18]	Karl Von Habsburg entered observer.
[13:50:20]	Karl Von Habsburg exited observer at their location.
[13:50:21]	Karl Von Habsburg entered observer.
[13:50:28]	Karl Von Habsburg exited observer at their location.
[13:50:34]	[OOC] CCA.C14-ECHO.OSS.39412: I have way more supplies than all my CCA combined other than maybe my QrM
[13:50:34]	Karl Von Habsburg has taken 1 damage from OTA.C14-KING.EOW.50919.
[13:50:34]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:50:34]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:50:34]	Karl Von Habsburg has taken 6 damage from OTA.C14-KING.EOW.50919.
[13:50:34]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:50:36]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:50:36]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:50:36]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:50:36]	Karl Von Habsburg has taken 5 damage from OTA.C14-KING.EOW.50919.
[13:50:36]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:50:36]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:50:36]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:50:36]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:50:36]	OTA.C14-KING.EOW.50919 has killed Karl Von Habsburg with tfa_hl2r_ar2.
[13:50:40]	Karl Von Habsburg entered observer.
[13:50:44]	OSA.S14-HNT.79448 entered observer.
[13:50:48]	OSA.S14-HNT.79448 exited observer at their location.
[13:50:50]	Karl Von Habsburg exited observer at their location.
[13:50:51]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:50:51]	CCA.C14-ECHO.OSS.39412 has taken 64 damage from Karl Von Habsburg.
[13:50:51]	Karl Von Habsburg has taken 1 damage from OTA.C14-KING.EOW.50919.
[13:50:51]	Karl Von Habsburg has taken 6 damage from OTA.C14-KING.EOW.50919.
[13:50:51]	Karl Von Habsburg has taken 1 damage from OTA.C14-KING.EOW.50919.
[13:50:52]	Karl Von Habsburg has taken 1 damage from OTA.C14-KING.EOW.50919.
[13:50:52]	Karl Von Habsburg entered observer.
[13:50:55]	Doughnut loaded the character 'Klaudiusz Olszewski'
[13:51:01]	Karl Von Habsburg used command '/CharGetUp'.
[13:51:06]	Klaudiusz Olszewski entered observer.
[13:51:09]	Klaudiusz Olszewski exited observer at their location.
[13:51:11]	OTA.C14-KING.EOW.50919 has taken 16 damage from Karl Von Habsburg.
[13:51:13]	Karl Von Habsburg has taken 1 damage from OTA.C14-KING.EOW.50919.
[13:51:13]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:51:13]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:51:13]	Karl Von Habsburg used command '/CharGetUp'.
[13:51:14]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:51:14]	Karl Von Habsburg has taken 9 damage from OTA.C14-KING.EOW.50919.
[13:51:15]	Karl Von Habsburg entered observer.
[13:51:24]	Klaudiusz Olszewski entered observer.
[13:51:27]	Klaudiusz Olszewski exited observer at their location.
[13:51:42]	Klaudiusz Olszewski has taken 18 damage from CCA.C14-ECHO.OSS.39412.
[13:51:43]	Klaudiusz Olszewski has taken 18 damage from CCA.C14-ECHO.OSS.39412.
[13:51:43]	CCA.C14-ECHO.OSS.39412 has taken 30 damage from Klaudiusz Olszewski.
[13:51:44]	Klaudiusz Olszewski has taken 18 damage from CCA.C14-ECHO.OSS.39412.
[13:51:44]	Klaudiusz Olszewski has taken 18 damage from CCA.C14-ECHO.OSS.39412.
[13:51:45]	CCA.C14-ECHO.OSS.39412 has taken 180 damage from Klaudiusz Olszewski.
[13:51:46]	CCA.C14-ECHO.OSS.39412 has taken 180 damage from Klaudiusz Olszewski.
[13:51:46]	Klaudiusz Olszewski has killed CCA.C14-ECHO.OSS.39412 with pipegun.
[13:51:48]	[OOC] CCA.C14-ECHO.OSS.39412: Ow
[13:51:54]	OTA.C14-KING.EOW.50919 has taken 155 damage from Karl Von Habsburg.
[13:51:54]	OTA.C14-KING.EOW.50919 has taken 110 damage from Karl Von Habsburg.
[13:51:55]	OTA.C14-KING.EOW.50919 has taken 147 damage from Karl Von Habsburg.
[13:51:55]	Karl Von Habsburg has killed OTA.C14-KING.EOW.50919 with tfa_rustalpha_mp5.
[13:51:58]	Klaudiusz Olszewski has taken 154 damage from Karl Von Habsburg.
[13:51:58]	Karl Von Habsburg has killed Klaudiusz Olszewski with tfa_rustalpha_mp5.
[13:52:02]	Klaudiusz Olszewski entered observer.
[13:52:02]	Karl Von Habsburg entered observer.
[13:52:02]	Karl Von Habsburg exited observer at their location.
[13:52:05]	Karl Von Habsburg has taken 18 damage from CCA.C14-ECHO.OSS.39412.
[13:52:07]	Mr. Chief loaded the character 'OTA.C14-HAMMER.OWS.20954'
[13:52:07]	CCA.C14-ECHO.OSS.39412 has taken 143 damage from Karl Von Habsburg.
[13:52:09]	Karl Von Habsburg has taken 18 damage from CCA.C14-ECHO.OSS.39412.
[13:52:09]	Klaudiusz Olszewski exited observer at their location.
[13:52:10]	Karl Von Habsburg entered observer.
[13:52:13]	Klaudiusz Olszewski has taken 18 damage from CCA.C14-ECHO.OSS.39412.
[13:52:19]	Mr. Chief loaded the character 'OSA.S08-HNT.45542'
[13:52:27]	Karl Von Habsburg exited observer at their location.
