[02:45:31]	Cotton has connected.
[21:14:06]	Har Tunn has taken 5 damage from npc_antlion.
[21:14:07]	Galargalar'Ralag has taken 5 damage from npc_antlion.
[21:14:08]	Har Tunn has taken 5 damage from npc_antlion.
[21:14:09]	Har Tunn has taken 5 damage from npc_antlion.
[21:14:09]	Kal'Taar has taken 5 damage from npc_antlion.
[21:14:10]	Kal'Taar has taken 5 damage from npc_antlion.
[21:14:11]	Mak 'Braam has taken 5 damage from npc_antlion.
[21:14:12]	Kal'Taar has taken 5 damage from npc_antlion.
[21:14:13]	Galargalar'Ralag has taken 5 damage from npc_antlion.
[21:14:18]	[VORTIGESEFAR] Har Tunn: To the door, We can hold better here!
[21:14:31]	??? used command '/CharSetName freluci ???'.
[21:14:40]	Tal'Rukan used command '/CharSetName ??? Tal'Rukan'.
[21:14:47]	[OOC] Tal'Rukan: shut up enclave i know this name has been used 
[21:14:50]	[VORTIGESEFAR] Har Tunn: They will charge once more, Stand your ground brothers! For it is the only ground we have!
[21:14:54]	[OOC] Tal'Rukan: i liek it and i will die before i stop loving it
[21:15:14]	[VORTIGESEFAR] Tal'Rukan: I am your master! I come with guidance!
[21:15:52]	[OOC] Kal'Taar: MUSIC
[21:15:53]	[OOC] Har Tunn: very much offnote, every forgets thar aussies did LOTS of fighting in vietnam
[21:15:55]	[OOC] Kal'Taar: TIME TO GET SERIOUS
[21:16:28]	[VORTIGESEFAR] Tal'Rukan: The Yoqri establish their presence with a home portal. I can feel the presence of one here. If we wish to fight off the Yoqri, we must eliminate this portal.
[21:16:34]	[ME] Galargalar'Ralag: stands ready.
[21:16:50]	[VORTIGESEFAR] Tal'Rukan: Our task is as follows: Proceed carefully. Find the portal. Close it, at all costs.
[21:16:57]	[VORTIGESE] Kal'Taar: We must stand and fight with every ounce of our being. Every ounce.
[21:17:02]	[VORTIGESEFAR] Har Tunn: Come brothers! We must search!
[21:17:18]	Tal'Rukan exited observer at their location.
[21:17:18]	Tal'Rukan entered observer.
[21:17:19]	Tal'Rukan exited observer at their location.
[21:17:27]	Tal'Rukan entered observer.
[21:17:33]	[VORTIGESEFAR] Har Tunn: Split up in the underground, Search every hole!
[21:17:54]	Tal'Rukan has spawned a 'NPC [476][npc_antlion_s]'.
[21:17:56]	Tal'Rukan has spawned a 'NPC [523][npc_antlion]'.
[21:18:05]	Tal'Rukan has spawned a 'NPC [476][npc_vj_hla_antlion]'.
[21:18:09]	[VORTIGESEFAR] Har Tunn: Upon any threat, Call for your brothers!
[21:18:10]	Tal'Rukan has spawned a 'NPC [476][npc_vj_hla_antlion]'.
[21:18:18]	Tal'Rukan has spawned a 'NPC [525][npc_vj_hla_antlion]'.
[21:18:19]	Kal'Taar has taken 17 damage from worldspawn.
[21:18:20]	Tal'Rukan has spawned a 'NPC [535][npc_vj_hla_antlion]'.
[21:18:26]	Tal'Rukan has spawned a 'NPC [525][npc_vj_hla_antlion]'.
[21:18:29]	Tal'Rukan has spawned a 'NPC [525][npc_antlion]'.
[21:18:48]	Tal'Rukan has spawned a 'NPC [535][npc_chumtoad]'.
[21:18:59]	Tal'Rukan has spawned a 'NPC [536][monster_shocktrooper]'.
[21:19:03]	Tal'Rukan has spawned a 'NPC [630][monster_shocktrooper]'.
[21:19:03]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:19:03]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:19:04]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:19:04]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:19:04]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:19:05]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:19:05]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:19:06]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:19:06]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:19:06]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:19:07]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:19:07]	Tal'Rukan has spawned a 'NPC [595][monster_pitdrone]'.
[21:19:07]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:19:08]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:19:14]	Kal'Taar has taken 6 damage from monster_shocktrooper.
[21:19:15]	Kal'Taar has taken 6 damage from monster_shocktrooper.
[21:19:15]	Kal'Taar has taken 6 damage from monster_shocktrooper.
[21:19:15]	Kal'Taar has taken 6 damage from monster_shocktrooper.
[21:19:16]	Kal'Taar has taken 6 damage from monster_shocktrooper.
[21:19:16]	Kal'Taar has taken 6 damage from monster_shocktrooper.
[21:19:17]	Kal'Taar has taken 6 damage from monster_shocktrooper.
[21:19:17]	Kal'Taar has taken 6 damage from monster_shocktrooper.
[21:19:17]	Kal'Taar has taken 6 damage from monster_shocktrooper.
[21:19:18]	Kal'Taar has taken 6 damage from monster_shocktrooper.
[21:19:18]	Kal'Taar has taken 6 damage from monster_shocktrooper.
[21:19:19]	Kal'Taar has taken 6 damage from monster_shocktrooper.
[21:19:19]	Kal'Taar has taken 6 damage from monster_shocktrooper.
[21:19:19]	Kal'Taar has taken 6 damage from monster_shocktrooper.
[21:19:20]	Kal'Taar has taken 6 damage from monster_shocktrooper.
[21:19:20]	Kal'Taar has taken 6 damage from monster_shocktrooper.
[21:19:25]	Galargalar'Ralag has taken 12 damage from monster_shockroach.
[21:19:26]	Galargalar'Ralag has taken 12 damage from monster_shockroach.
[21:19:27]	Galargalar'Ralag has taken 12 damage from monster_shockroach.
[21:19:28]	Har Tunn has taken 12 damage from monster_shockroach.
[21:19:30]	Har Tunn has taken 12 damage from monster_shockroach.
[21:19:31]	Har Tunn has taken 12 damage from monster_shockroach.
[21:19:33]	Har Tunn has taken 12 damage from monster_shockroach.
[21:19:34]	Har Tunn has taken 12 damage from monster_shockroach.
[21:19:36]	Galargalar'Ralag has taken 12 damage from monster_shockroach.
[21:19:37]	Tal'Rukan used command '/ToggleRaise'.
[21:19:38]	Tal'Rukan exited observer at their location.
[21:19:38]	Tal'Rukan entered observer.
[21:19:42]	[VORTIGESE] Mak 'Braam: This leads nowhere but outside
[21:20:03]	Tal'Rukan has spawned a 'NPC [535][npc_antlion]'.
[21:20:07]	Tal'Rukan entered observer.
[21:20:10]	Tal'Rukan has spawned a 'NPC [407][npc_antlion]'.
[21:20:13]	Tal'Rukan has spawned a 'NPC [535][npc_antlion]'.
[21:20:14]	Tal'Rukan has spawned a 'NPC [553][npc_antlion]'.
[21:20:16]	Tal'Rukan has spawned a 'NPC [557][npc_antlion]'.
[21:20:24]	Kal'Taar has taken 15 damage from trigger_hurt.
[21:20:24]	Mak 'Braam has taken 5 damage from npc_antlion.
[21:20:24]	Kal'Taar has taken 15 damage from trigger_hurt.
[21:20:24]	Mak 'Braam has taken 25 damage from Galargalar'Ralag.
[21:20:25]	Kal'Taar has taken 15 damage from trigger_hurt.
[21:20:25]	Mak 'Braam has taken 5 damage from npc_antlion.
[21:20:25]	Galargalar'Ralag has taken 5 damage from npc_antlion.
[21:20:26]	Mak 'Braam has taken 5 damage from npc_antlion.
[21:20:27]	Mak 'Braam has taken 5 damage from npc_antlion.
[21:20:29]	Mak 'Braam has taken 5 damage from npc_antlion.
[21:20:29]	Galargalar'Ralag has taken 5 damage from npc_antlion.
[21:20:30]	[VORTIGESEFAR] Har Tunn: Do not hit eachother, Brothers
[21:20:31]	Kal'Taar has taken 15 damage from trigger_hurt.
[21:20:32]	Kal'Taar has taken 15 damage from trigger_hurt.
[21:20:32]	Kal'Taar has taken 15 damage from trigger_hurt.
[21:20:33]	Kal'Taar has taken 15 damage from trigger_hurt.
[21:20:33]	trigger_hurt has killed Kal'Taar.
[21:20:33]	[OOC] Kal'Taar: I FELL
[21:20:36]	Har Tunn has taken 15 damage from trigger_hurt.
[21:20:36]	Har Tunn has taken 15 damage from trigger_hurt.
[21:20:37]	Har Tunn has taken 15 damage from trigger_hurt.
[21:20:37]	[OOC] Kal'Taar: I DIED
[21:20:37]	Har Tunn has taken 15 damage from trigger_hurt.
[21:20:38]	Har Tunn has taken 15 damage from trigger_hurt.
[21:20:38]	Har Tunn has taken 15 damage from trigger_hurt.
[21:20:55]	[OOC] Kal'Taar: lost gun
[21:20:55]	Tal'Rukan used command '/ToggleRaise'.
[21:20:57]	Tal'Rukan entered observer.
[21:20:59]	Tal'Rukan exited observer at their location.
[21:21:00]	Tal'Rukan entered observer.
[21:21:08]	[VORTIGESEFAR] Har Tunn: We will search every rock of our homeland!
[21:21:29]	[VORTIGESEFAR] Har Tunn: Split up brothers, We can search more land!
[21:21:33]	Mak 'Braam has taken 9 damage from monster_pitdrone.
[21:21:33]	Mak 'Braam has taken 7 damage from monster_pitdrone.
[21:21:33]	Mak 'Braam has taken 8 damage from monster_pitdrone.
[21:21:33]	Mak 'Braam has taken 7 damage from monster_pitdrone.
[21:21:33]	Mak 'Braam has taken 5 damage from monster_pitdrone.
[21:21:33]	Mak 'Braam has taken 7 damage from monster_pitdrone.
[21:21:35]	Mak 'Braam has taken 5 damage from monster_pitdrone.
[21:21:35]	Mak 'Braam has taken 6 damage from monster_pitdrone.
[21:21:39]	Har Tunn has taken 6 damage from monster_pitdrone.
[21:21:39]	Har Tunn has taken 6 damage from monster_pitdrone.
[21:21:39]	Har Tunn has taken 7 damage from monster_pitdrone.
[21:21:39]	Har Tunn has taken 6 damage from monster_pitdrone.
[21:21:41]	Mak 'Braam has taken 9 damage from monster_pitdrone.
[21:21:41]	Mak 'Braam has taken 9 damage from monster_pitdrone.
[21:21:41]	Mak 'Braam has taken 9 damage from monster_pitdrone.
[21:21:41]	Mak 'Braam has taken 8 damage from monster_pitdrone.
[21:21:42]	Tal'Rukan has spawned a 'NPC [407][monster_alien_voltigore]'.
[21:21:43]	Har Tunn has taken 8 damage from monster_pitdrone.
[21:21:43]	Har Tunn has taken 8 damage from monster_pitdrone.
[21:21:43]	Har Tunn has taken 5 damage from monster_pitdrone.
[21:21:43]	Har Tunn has taken 9 damage from monster_pitdrone.
[21:21:44]	Har Tunn has taken 7 damage from monster_pitdrone.
[21:21:44]	Har Tunn has taken 7 damage from monster_pitdrone.
[21:21:45]	Tal'Rukan has spawned a 'NPC [598][monster_pitdrone]'.
[21:21:46]	Har Tunn has taken 7 damage from monster_pitdrone.
[21:21:46]	Har Tunn has taken 9 damage from monster_pitdrone.
[21:21:46]	Har Tunn has taken 7 damage from monster_pitdrone.
[21:21:46]	Har Tunn has taken 9 damage from monster_pitdrone.
[21:21:47]	Tal'Rukan has spawned a 'NPC [394][monster_pitdrone]'.
[21:21:49]	Har Tunn has taken 8 damage from monster_pitdrone.
[21:21:49]	Har Tunn has taken 6 damage from monster_pitdrone.
[21:21:49]	Har Tunn has taken 9 damage from monster_pitdrone.
[21:21:49]	Har Tunn has taken 6 damage from monster_pitdrone.
[21:21:51]	Har Tunn has taken 7 damage from monster_pitdrone.
[21:21:51]	Har Tunn has taken 6 damage from monster_pitdrone.
[21:21:51]	Har Tunn has taken 9 damage from monster_pitdrone.
[21:21:51]	Har Tunn has taken 6 damage from monster_pitdrone.
[21:21:51]	Har Tunn has taken 7 damage from monster_pitdrone.
[21:21:54]	Har Tunn has taken 8 damage from monster_pitdrone.
[21:21:55]	Har Tunn has taken 8 damage from monster_pitdrone.
[21:21:58]	Kal'Taar has taken 5 damage from monster_pitdrone.
[21:21:58]	Kal'Taar has taken 6 damage from monster_pitdrone.
[21:21:58]	Kal'Taar has taken 8 damage from monster_pitdrone.
[21:21:58]	Kal'Taar has taken 6 damage from monster_pitdrone.
[21:21:58]	Kal'Taar has taken 7 damage from monster_pitdrone.
[21:21:58]	Kal'Taar has taken 5 damage from monster_pitdrone.
[21:21:58]	Kal'Taar has taken 7 damage from monster_pitdrone.
[21:21:58]	Kal'Taar has taken 8 damage from monster_pitdrone.
[21:21:59]	Har Tunn has taken 6 damage from monster_pitdrone.
[21:21:59]	Har Tunn has taken 7 damage from monster_pitdrone.
[21:22:01]	Kal'Taar has taken 6 damage from monster_pitdrone.
[21:22:01]	Kal'Taar has taken 8 damage from monster_pitdrone.
[21:22:01]	Kal'Taar has taken 9 damage from monster_pitdrone.
[21:22:01]	Kal'Taar has taken 7 damage from monster_pitdrone.
[21:22:02]	[VORTIGESEFAR] Kal'Taar: Many enemies near the light tower!
[21:22:04]	Kal'Taar has taken 9 damage from monster_pitdrone.
[21:22:04]	Kal'Taar has taken 9 damage from monster_pitdrone.
[21:22:04]	monster_pitdrone has killed Kal'Taar.
[21:22:10]	[OOC] Kal'Taar: IM MORTAL AND CAN DIE NOW
[21:22:13]	Galargalar'Ralag has taken 6 damage from monster_pitdrone.
[21:22:13]	Galargalar'Ralag has taken 6 damage from monster_pitdrone.
[21:22:13]	Galargalar'Ralag has taken 5 damage from monster_pitdrone.
[21:22:13]	Galargalar'Ralag has taken 5 damage from monster_pitdrone.
[21:22:18]	Galargalar'Ralag has taken 6 damage from monster_pitdrone.
[21:22:18]	Galargalar'Ralag has taken 6 damage from monster_pitdrone.
[21:22:26]	[OOC] Kal'Taar: so I lost my gun again----
[21:22:35]	Kal'Taar has taken 5 damage from monster_pitdrone.
[21:22:35]	Kal'Taar has taken 8 damage from monster_pitdrone.
[21:22:35]	Kal'Taar has taken 7 damage from monster_pitdrone.
[21:22:35]	Kal'Taar has taken 5 damage from monster_pitdrone.
[21:22:37]	[VORTIGESEFAR] Galargalar'Ralag: The lighthouse brothers!
[21:22:44]	Tal'Rukan has spawned a 'NPC [599][monster_pitdrone]'.
[21:22:45]	Tal'Rukan has spawned a 'NPC [350][monster_pitdrone]'.
[21:22:49]	Kal'Taar has taken 9 damage from monster_pitdrone.
[21:22:49]	Kal'Taar has taken 6 damage from monster_pitdrone.
[21:22:49]	Kal'Taar has taken 7 damage from monster_pitdrone.
[21:22:49]	Kal'Taar has taken 7 damage from monster_pitdrone.
[21:22:51]	Kal'Taar has taken 5 damage from monster_pitdrone.
[21:22:51]	Kal'Taar has taken 6 damage from monster_pitdrone.
[21:22:51]	Kal'Taar has taken 9 damage from monster_pitdrone.
[21:22:51]	Kal'Taar has taken 8 damage from monster_pitdrone.
[21:22:52]	Kal'Taar has taken 9 damage from monster_pitdrone.
[21:22:52]	Kal'Taar has taken 7 damage from monster_pitdrone.
[21:22:52]	Kal'Taar has taken 9 damage from monster_pitdrone.
[21:22:52]	Kal'Taar has taken 9 damage from monster_pitdrone.
[21:23:09]	Kal'Taar has taken 7 damage from monster_pitdrone.
[21:23:09]	Kal'Taar has taken 7 damage from monster_pitdrone.
[21:23:09]	Kal'Taar has taken 6 damage from monster_pitdrone.
[21:23:09]	Kal'Taar has taken 7 damage from monster_pitdrone.
[21:23:10]	Kal'Taar has taken 9 damage from monster_pitdrone.
[21:23:10]	Kal'Taar has taken 8 damage from monster_pitdrone.
[21:23:10]	Kal'Taar has taken 7 damage from monster_pitdrone.
[21:23:11]	Kal'Taar has taken 7 damage from monster_pitdrone.
[21:23:11]	Kal'Taar has taken 6 damage from monster_pitdrone.
[21:23:12]	Kal'Taar has taken 9 damage from monster_pitdrone.
[21:23:12]	Kal'Taar has taken 9 damage from monster_pitdrone.
[21:23:13]	Kal'Taar has taken 6 damage from monster_pitdrone.
[21:23:13]	Kal'Taar has taken 9 damage from monster_pitdrone.
[21:23:13]	Kal'Taar has taken 5 damage from monster_pitdrone.
[21:23:14]	Kal'Taar has taken 7 damage from monster_pitdrone.
[21:23:14]	Kal'Taar has taken 6 damage from monster_pitdrone.
[21:23:15]	Kal'Taar has taken 5 damage from monster_pitdrone.
[21:23:17]	Kal'Taar has taken 8 damage from monster_pitdrone.
[21:23:29]	Tal'Rukan has spawned a 'NPC [394][monster_geneworm]'.
[21:23:38]	Tal'Rukan has spawned a 'NPC [350][monster_pitworm_up]'.
[21:23:43]	[VORTIGESE] Galargalar'Ralag: This way.
[21:23:54]	Tal'Rukan has spawned a 'NPC [394][monster_hecu_marine]'.
[21:23:55]	Tal'Rukan has spawned a 'NPC [406][monster_geneworm]'.
[21:23:56]	Tal'Rukan has spawned a 'NPC [394][monster_geneworm]'.
[21:23:57]	[VORTIGESEFAR] Har Tunn: Continue to split up, Into teams of two!
[21:23:58]	Tal'Rukan has spawned a 'NPC [407][monster_geneworm]'.
[21:24:07]	Tal'Rukan used command '/ToggleRaise'.
[21:24:21]	Tal'Rukan has spawned a 'NPC [350][monster_geneworm]'.
[21:24:24]	Tal'Rukan has spawned a 'NPC [350][monster_geneworm]'.
[21:24:26]	Tal'Rukan has spawned a 'NPC [394][monster_geneworm]'.
[21:24:27]	Tal'Rukan has spawned a 'NPC [350][monster_geneworm]'.
[21:24:28]	Tal'Rukan has spawned a 'NPC [394][monster_geneworm]'.
[21:24:30]	Tal'Rukan has spawned a 'NPC [406][monster_geneworm]'.
[21:24:38]	Tal'Rukan has spawned a 'NPC [394][monster_geneworm]'.
[21:24:42]	Tal'Rukan has spawned a 'NPC [394][monster_geneworm]'.
[21:24:44]	Tal'Rukan has spawned a 'NPC [406][monster_geneworm]'.
[21:24:45]	Tal'Rukan has spawned a 'NPC [394][monster_geneworm]'.
[21:24:45]	[VORTIGESEFAR] Har Tunn: Upon being SURE, You have located the portal, Call for your brothers!
[21:24:48]	Tal'Rukan has spawned a 'NPC [394][monster_geneworm]'.
[21:24:57]	Har Tunn has taken 10 damage from prop_ragdoll.
[21:24:57]	[VORTIGESEFAR] Tal'Rukan: The portal should have some kind of gatekeeper!
[21:25:00]	Tal'Rukan has spawned a 'NPC [394][monster_pitworm_up]'.
[21:25:02]	Tal'Rukan has spawned a 'NPC [406][monster_pitworm_up]'.
[21:25:04]	Tal'Rukan exited observer at their location.
[21:25:04]	Tal'Rukan entered observer.
[21:25:05]	Tal'Rukan exited observer at their location.
[21:25:06]	Tal'Rukan used command '/ToggleRaise'.
[21:25:13]	Tal'Rukan has taken 65 damage from monster_pitworm_up.
[21:25:20]	Tal'Rukan entered observer.
[21:25:21]	Tal'Rukan used command '/ToggleRaise'.
[21:25:21]	Tal'Rukan exited observer at their location.
[21:25:30]	Tal'Rukan entered observer.
[21:25:32]	Tal'Rukan has spawned a 'NPC [350][monster_pitdrone]'.
[21:25:32]	Tal'Rukan has spawned a 'NPC [407][monster_shocktrooper]'.
[21:25:36]	Tal'Rukan has spawned a 'NPC [394][monster_shocktrooper]'.
[21:25:40]	Tal'Rukan entered observer.
[21:25:55]	[VORTIGESEFAR] Tal'Rukan: Not as much as a gene worm, but something with great power.
[21:26:26]	[VORTIGESEFAR] Tal'Rukan: I believe I have an intuition as to where this portal is!
[21:26:37]	Tal'Rukan has spawned 'models/hunter/plates/plate4x4.mdl'.
[21:26:39]	Tal'Rukan has spawned 'models/hunter/plates/plate8x8.mdl'.
[21:27:19]	Tal'Rukan has spawned 'models/hunter/plates/plate5x6.mdl'.
[21:27:26]	Tal'Rukan has spawned 'models/hunter/plates/plate8x8.mdl'.
[21:27:36]	Tal'Rukan has spawned 'models/hunter/plates/plate8x8.mdl'.
[21:27:39]	Tal'Rukan has spawned 'models/hunter/plates/plate8x8.mdl'.
[21:27:46]	Tal'Rukan used command '/ToggleRaise'.
[21:27:47]	Tal'Rukan exited observer at their location.
[21:27:48]	[VORTIGESEFAR] Har Tunn: Brothers, I have located the gatekeeper!
[21:27:49]	Tal'Rukan entered observer.
[21:27:53]	Tal'Rukan entered observer.
[21:27:54]	[VORTIGESEFAR] Har Tunn: Fall upon me!
[21:28:01]	[VORTIGESEFAR] Kal'Taar: Where?
[21:28:11]	Tal'Rukan has spawned 'models/hunter/plates/plate8x8.mdl'.
[21:28:11]	[VORTIGESEFAR] Har Tunn: Meet beyond the lighthouse! I will show you
[21:28:42]	Tal'Rukan exited observer at their location.
[21:28:46]	Tal'Rukan entered observer.
[21:28:49]	[VORTIGESEFAR] Har Tunn: Wrong way brothers! Come to viewing point of the lighthosue!
[21:29:07]	[VORTIGESE] Har Tunn: Where are they going...
[21:29:15]	Tal'Rukan has spawned a 'Entity [423][pfx8_03]'.
[21:29:21]	[VORTIGESEFAR] Har Tunn: Come!
[21:29:38]	Tal'Rukan has spawned a 'Entity [535][pfx5_02]'.
[21:29:39]	Tal'Rukan has spawned a 'Entity [563][pfx5_02]'.
