[11:17:30]	MilkyWay has connected.
[14:34:54]	Teressa 'Tess' Richards has lost 2 tokens.
[14:34:54]	Teressa 'Tess' Richards has gained a 'Citizen Filter' #6998.
[14:34:55]	Teressa 'Tess' Richards has lost 2 tokens.
[14:34:55]	Teressa 'Tess' Richards has gained a 'Citizen Filter' #6999.
[14:34:56]	Teressa 'Tess' Richards has lost 2 tokens.
[14:34:56]	Teressa 'Tess' Richards has gained a 'Citizen Filter' #7000.
[14:34:56]	Andrew Philip ran 'take' on item 'Weapon Parts' (#6977)
[14:34:56]	Andrew Philip has gained a 'Weapon Parts' #6977.
[14:34:57]	Teressa 'Tess' Richards has lost 2 tokens.
[14:34:57]	Teressa 'Tess' Richards has gained a 'Citizen Filter' #7001.
[14:34:57]	Andrew Philip ran 'take' on item 'Weapon Parts' (#6978)
[14:34:57]	Andrew Philip has gained a 'Weapon Parts' #6978.
[14:34:59]	Andrew Philip ran 'take' on item 'Armor Scraps' (#6980)
[14:34:59]	Andrew Philip has gained a 'Armor Scraps' #6980.
[14:35:01]	Andrew Philip ran 'take' on item 'Armor Scraps' (#6981)
[14:35:01]	Andrew Philip has gained a 'Armor Scraps' #6981.
[14:35:05]	Andrew Philip opened the '' #491 container.
[14:35:14]	Andrew Philip closed the '' #491 container.
[14:35:19]	Teressa 'Tess' Richards has lost 10 tokens.
[14:35:19]	Andrew Philip opened the '' #493 container.
[14:35:20]	Andrew Philip opened the '' #493 container.
[14:35:21]	Teressa 'Tess' Richards ran 'take' on item 'Sparkling Consulate Water' (#7002)
[14:35:21]	Teressa 'Tess' Richards has gained a 'Sparkling Consulate Water' #7002.
[14:35:22]	Andrew Philip closed the '' #493 container.
[14:35:24]	Andrew Philip opened the '' #491 container.
[14:35:26]	Teressa 'Tess' Richards ran 'Consume' on item 'Sparkling Consulate Water' (#7002)
[14:35:27]	Andrew Philip has gained a 'Weapon Parts' #6977.
[14:35:29]	Andrew Philip has gained a 'Weapon Parts' #6978.
[14:35:29]	Andrew Philip has gained a 'Armor Scraps' #6981.
[14:35:30]	Andrew Philip has gained a 'Armor Scraps' #6980.
[14:35:32]	Andrew Philip closed the '' #491 container.
[14:35:33]	Andrew Philip opened the '' #493 container.
[14:35:45]	Andrew Philip closed the '' #493 container.
[14:36:46]	Andrew Philip ran 'take' on item 'Blue Pre-War Shirt' (#5316)
[14:36:46]	Andrew Philip has gained a 'Blue Pre-War Shirt' #5316.
[14:36:49]	Andrew Philip ran 'drop' on item 'Blue Pre-War Shirt' (#5316)
[14:36:49]	Andrew Philip has lost a 'Blue Pre-War Shirt' #5316.
[14:36:54]	Andrew Philip ran 'take' on item 'Sewn Cloth' (#6952)
[14:36:54]	Andrew Philip has gained a 'Sewn Cloth' #6952.
[14:36:56]	Andrew Philip ran 'take' on item 'Sewn Cloth' (#6983)
[14:36:56]	Andrew Philip has gained a 'Sewn Cloth' #6983.
[14:36:57]	Andrew Philip ran 'take' on item 'Sewn Cloth' (#6982)
[14:36:57]	Andrew Philip has gained a 'Sewn Cloth' #6982.
[14:37:02]	Andrew Philip has lost a 'Sewn Cloth' #6952.
[14:37:02]	Andrew Philip has lost a 'Sewn Cloth' #6983.
[14:37:02]	Andrew Philip has lost a 'Sewn Cloth' #6982.
[14:37:02]	Andrew Philip has gained a 'Bandage' #7002.
[14:37:08]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6266)
[14:37:08]	Andrew Philip has gained a 'Cloth Scrap' #6266.
[14:37:09]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6936)
[14:37:09]	Andrew Philip has gained a 'Cloth Scrap' #6936.
[14:37:12]	Andrew Philip has lost a 'Cloth Scrap' #6936.
[14:37:12]	Andrew Philip has lost a 'Cloth Scrap' #6266.
[14:37:12]	Andrew Philip has gained a 'Sewn Cloth' #7003.
[14:37:14]	Andrew Philip ran 'drop' on item 'Sewn Cloth' (#7003)
[14:37:14]	Andrew Philip has lost a 'Sewn Cloth' #7003.
[14:38:07]	[ME] Andrew Philip: would rather breathing slowly, trying to take as less breath as he can, he would be sweating heavily under the uniform
[14:38:42]	Teressa 'Tess' Richards ran 'drop' on item 'Citizen Filter' (#6989)
[14:38:42]	Teressa 'Tess' Richards has lost a 'Citizen Filter' #6989.
[14:38:43]	Teressa 'Tess' Richards ran 'drop' on item 'Citizen Filter' (#6990)
[14:38:43]	Teressa 'Tess' Richards has lost a 'Citizen Filter' #6990.
[14:38:54]	Andrew Philip ran 'take' on item 'Citizen Filter' (#6989)
[14:38:54]	Andrew Philip has gained a 'Citizen Filter' #6989.
[14:38:56]	Teressa 'Tess' Richards ran 'drop' on item 'Citizen Filter' (#6995)
[14:38:56]	Teressa 'Tess' Richards has lost a 'Citizen Filter' #6995.
[14:38:57]	Andrew Philip ran 'equip' on item 'Citizen Filter' (#6990)
[14:38:57]	Teressa 'Tess' Richards ran 'drop' on item 'Citizen Filter' (#6991)
[14:38:57]	Teressa 'Tess' Richards has lost a 'Citizen Filter' #6991.
[14:39:00]	Teressa 'Tess' Richards ran 'drop' on item 'Citizen Filter' (#6996)
[14:39:00]	Teressa 'Tess' Richards has lost a 'Citizen Filter' #6996.
[14:39:07]	[ME] Andrew Philip: takes a deep breath
[14:39:42]	Teressa 'Tess' Richards ran 'drop' on item 'Citizen Filter' (#6988)
[14:39:42]	Teressa 'Tess' Richards has lost a 'Citizen Filter' #6988.
[14:39:44]	Teressa 'Tess' Richards ran 'drop' on item 'Citizen Filter' (#6987)
[14:39:44]	Teressa 'Tess' Richards has lost a 'Citizen Filter' #6987.
[14:39:56]	[IT] Andrew Philip: instead of colors and stuff, the vending machine would have no lights, and the buttons would be changed in a way like a keypad would work
[14:39:57]	Teressa 'Tess' Richards ran 'drop' on item 'Citizen Filter' (#6997)
[14:39:57]	Teressa 'Tess' Richards has lost a 'Citizen Filter' #6997.
[14:39:59]	Teressa 'Tess' Richards ran 'drop' on item 'Citizen Filter' (#6998)
[14:39:59]	Teressa 'Tess' Richards has lost a 'Citizen Filter' #6998.
[14:40:00]	Teressa 'Tess' Richards ran 'drop' on item 'Citizen Filter' (#6992)
[14:40:00]	Teressa 'Tess' Richards has lost a 'Citizen Filter' #6992.
[14:40:02]	Teressa 'Tess' Richards ran 'drop' on item 'Citizen Filter' (#6993)
[14:40:02]	Teressa 'Tess' Richards has lost a 'Citizen Filter' #6993.
[14:40:04]	Teressa 'Tess' Richards ran 'drop' on item 'Citizen Filter' (#6994)
[14:40:04]	Teressa 'Tess' Richards has lost a 'Citizen Filter' #6994.
[14:40:08]	Teressa 'Tess' Richards ran 'drop' on item 'Citizen Filter' (#7001)
[14:40:08]	Teressa 'Tess' Richards has lost a 'Citizen Filter' #7001.
[14:40:10]	Teressa 'Tess' Richards ran 'drop' on item 'Citizen Filter' (#6999)
[14:40:10]	Teressa 'Tess' Richards has lost a 'Citizen Filter' #6999.
[14:40:12]	Teressa 'Tess' Richards ran 'drop' on item 'Citizen Filter' (#7000)
[14:40:12]	Teressa 'Tess' Richards has lost a 'Citizen Filter' #7000.
[14:40:50]	Teressa 'Tess' Richards opened the 'Padlocked Hollowed out vending machine' #499 container.
[14:40:53]	Teressa 'Tess' Richards closed the 'Padlocked Hollowed out vending machine' #499 container.
[14:41:14]	Andrew Philip ran 'drop' on item 'Dry Fuel' (#6967)
[14:41:14]	Andrew Philip has lost a 'Dry Fuel' #6967.
[14:41:30]	[ME] Teressa 'Tess' Richards: nods in approval.
[14:42:20]	Andrew Philip opened the '' #491 container.
[14:42:27]	Andrew Philip closed the '' #491 container.
[14:42:31]	CCA.C17-JUDGE.i2.69124 has gained 10 tokens.
[14:42:32]	Andrew Philip ran 'Consume' on item 'Flavored Consulate Water' (#6770)
[14:42:39]	Andrew Philip opened the '' #493 container.
[14:42:39]	Andrew Philip closed the '' #493 container.
[14:42:40]	Andrew Philip opened the '' #493 container.
[14:42:44]	Andrew Philip closed the '' #493 container.
[14:42:57]	Andrew Philip opened the '' #493 container.
[14:42:59]	Andrew Philip closed the '' #493 container.
[14:43:14]	Teressa 'Tess' Richards ran 'take' on item 'Empty Paint Can' (#6722)
[14:43:14]	Teressa 'Tess' Richards has gained a 'Empty Paint Can' #6722.
[14:43:49]	[LOOC] Teressa 'Tess' Richards: omg I forgot you can rotate stuff now
[14:44:36]	Teressa 'Tess' Richards ran 'drop' on item 'Empty Paint Can' (#6722)
[14:44:36]	Teressa 'Tess' Richards has lost a 'Empty Paint Can' #6722.
[14:45:46]	[ME] Andrew Philip: sigh
[14:45:57]	[ME] Andrew Philip: sits on the couch
[14:47:31]	CCA.C17-JUDGE.i2.69124 has gained 10 tokens.
[14:49:03]	DRD has connected.
[14:51:28]	DRD loaded the character 'CCA.C17-GRID.i1.59212'
[14:51:52]	CCA.C17-GRID.i1.59212 ran 'use' on item '9mm Pistol Magazine' (#6887)
[14:51:53]	CCA.C17-GRID.i1.59212 ran 'use' on item '9mm Pistol Magazine' (#6886)
[14:51:54]	CCA.C17-GRID.i1.59212 ran 'use' on item '9mm Pistol Magazine' (#6882)
[14:52:07]	CCA.C17-GRID.i1.59212 used command '/PM judge i need shotgun ammo pls, you gave me empty shells last time'.
[14:52:31]	CCA.C17-JUDGE.i2.69124 has gained 10 tokens.
[14:53:21]	DRD loaded the character 'CCA.C17-SCN.46812'
[14:53:30]	[OOC] CCA.C17-SCN.46812: hmmmm
[14:53:38]	[OOC] CCA.C17-SCN.46812: doughnut help
[14:53:56]	[OOC] CCA.C17-JUDGE.i2.69124: ?
[14:56:41]	Teressa 'Tess' Richards ran 'take' on item 'Small Items Case' (#5341)
[14:56:41]	Teressa 'Tess' Richards has gained a 'Small Items Case' #5341.
[14:56:41]	Teressa 'Tess' Richards has gained a 'Axe' #6961.
[14:56:42]	Teressa 'Tess' Richards opened the 'Padlocked Hollowed out vending machine' #499 container.
[14:56:45]	Teressa 'Tess' Richards closed the 'Padlocked Hollowed out vending machine' #499 container.
[14:56:54]	Teressa 'Tess' Richards opened the 'Padlocked Hollowed out vending machine' #499 container.
[14:57:01]	Teressa 'Tess' Richards closed the 'Padlocked Hollowed out vending machine' #499 container.
[14:57:02]	[LOOC] Andrew Philip: bruh
[14:57:25]	[LOOC] Teressa 'Tess' Richards: ?
[14:57:31]	CCA.C17-JUDGE.i2.69124 has gained 10 tokens.
[14:58:21]	CCA.C17-SCN.46812 has gained 10 tokens.
[14:58:42]	Teressa 'Tess' Richards used command '/PM JUDGE are you able to let me be bird?'.
[14:58:46]	Terrafryer has connected.
[14:59:13]	CCA.C17-JUDGE.i2.69124 used command '/PM tess you a donator?'.
[14:59:28]	Teressa 'Tess' Richards used command '/Reply just did'.
[14:59:36]	CCA.C17-JUDGE.i2.69124 used command '/PM tess i'll check then sure'.
[14:59:45]	Teressa 'Tess' Richards used command '/Reply okie dokie'.
[14:59:50]	Teressa 'Tess' Richards opened the 'Padlocked Hollowed out vending machine' #499 container.
[14:59:52]	Teressa 'Tess' Richards has gained a 'Axe' #6961.
[14:59:53]	Teressa 'Tess' Richards closed the 'Padlocked Hollowed out vending machine' #499 container.
[14:59:58]	Andrew Philip ran 'take' on item 'Citizen Filter' (#7000)
[14:59:58]	Andrew Philip has gained a 'Citizen Filter' #7000.
[15:00:00]	Andrew Philip ran 'take' on item 'Citizen Filter' (#6994)
[15:00:00]	Andrew Philip has gained a 'Citizen Filter' #6994.
[15:00:02]	Andrew Philip ran 'take' on item 'Citizen Filter' (#6992)
[15:00:02]	Andrew Philip has gained a 'Citizen Filter' #6992.
[15:00:05]	Teressa 'Tess' Richards ran 'take' on item 'Citizen Filter' (#6998)
[15:00:05]	Teressa 'Tess' Richards has gained a 'Citizen Filter' #6998.
[15:00:06]	Teressa 'Tess' Richards ran 'take' on item 'Citizen Filter' (#6999)
[15:00:06]	Teressa 'Tess' Richards has gained a 'Citizen Filter' #6999.
[15:00:10]	Andrew Philip opened the '' #491 container.
[15:00:13]	Andrew Philip has gained a 'Axe' #6690.
[15:00:15]	Teressa 'Tess' Richards ran 'Equip' on item 'Axe' (#6961)
[15:00:16]	Andrew Philip closed the '' #491 container.
[15:00:17]	Teressa 'Tess' Richards ran 'EquipUn' on item 'Empty Glass Bottle' (#4834)
[15:00:19]	Andrew Philip ran 'Equip' on item 'Axe' (#6690)
[15:00:21]	CCA.C17-JUDGE.i2.69124 used command '/PlyWhitelist tess bird'.
[15:00:23]	Teressa 'Tess' Richards opened the 'Padlocked Hollowed out vending machine' #499 container.
[15:00:29]	Teressa 'Tess' Richards closed the 'Padlocked Hollowed out vending machine' #499 container.
[15:00:31]	Teressa 'Tess' Richards opened the 'Padlocked Hollowed out vending machine' #499 container.
[15:00:34]	Teressa 'Tess' Richards closed the 'Padlocked Hollowed out vending machine' #499 container.
[15:00:37]	Teressa 'Tess' Richards ran 'Equip' on item 'Axe' (#6961)
[15:01:20]	Andrew Philip ran 'take' on item 'Fingerless Gloves' (#6270)
[15:01:20]	Andrew Philip has gained a 'Fingerless Gloves' #6270.
[15:01:52]	Teressa 'Tess' Richards used command '/Reply ty good sir'.
[15:02:08]	[LOOC] Andrew Philip: oh btw can I add u to my char bio
[15:02:12]	[LOOC] Teressa 'Tess' Richards: lag
[15:02:18]	[LOOC] Andrew Philip: ah yes the lag
[15:02:26]	[LOOC] Teressa 'Tess' Richards: wdym by that?
[15:02:27]	Terrafryer created the character 'Dimitri Ivankov'
[15:02:27]	Dimitri Ivankov has gained a 'Suitcase' #7004.
[15:02:27]	Dimitri Ivankov has gained a 'Relocation Coupon' #7005.
[15:02:27]	Dimitri Ivankov has gained a 'Cyclopic Citizen Suit' #7006.
[15:02:27]	Dimitri Ivankov has gained a 'Citizen Filter' #7007.
[15:02:27]	Terrafryer loaded the character 'Dimitri Ivankov'
[15:02:27]	Dimitri Ivankov has taken 1 damage from worldspawn.
[15:02:28]	Dimitri Ivankov has taken 1 damage from worldspawn.
[15:02:29]	Dimitri Ivankov has taken 1 damage from worldspawn.
[15:02:29]	Dimitri Ivankov has taken 1 damage from worldspawn.
[15:02:30]	Dimitri Ivankov has taken 1 damage from worldspawn.
[15:02:31]	Dimitri Ivankov has taken 1 damage from worldspawn.
[15:02:32]	Dimitri Ivankov has taken 1 damage from worldspawn.
[15:02:32]	Dimitri Ivankov has taken 1 damage from worldspawn.
[15:02:33]	Dimitri Ivankov has taken 1 damage from worldspawn.
[15:02:34]	Dimitri Ivankov has taken 1 damage from worldspawn.
[15:02:35]	Dimitri Ivankov has taken 1 damage from worldspawn.
[15:02:35]	Dimitri Ivankov has taken 1 damage from worldspawn.
[15:02:36]	Dimitri Ivankov has taken 1 damage from worldspawn.
[15:02:37]	Dimitri Ivankov has taken 1 damage from worldspawn.
[15:02:37]	Dimitri Ivankov ran 'Equip' on item 'Cyclopic Citizen Suit' (#7006)
[15:02:38]	Dimitri Ivankov has taken 1 damage from worldspawn.
[15:02:38]	[LOOC] Andrew Philip: friends and enemy list + comment
[15:02:38]	Dimitri Ivankov has taken 1 damage from worldspawn.
[15:02:39]	Dimitri Ivankov has taken 1 damage from worldspawn.
[15:02:40]	Dimitri Ivankov ran 'equip' on item 'Citizen Filter' (#7007)
[15:03:08]	[LOOC] Teressa 'Tess' Richards: oh on the disc?
[15:03:12]	Terrafryer (STEAM_0:0:125736502) has disconnected.
[15:03:21]	CCA.C17-SCN.46812 has gained 10 tokens.
[15:03:28]	[LOOC] Andrew Philip: like a google doc have a look at mine in the discord #characters I guess
[15:03:33]	[LOOC] Teressa 'Tess' Richards: ah sure
[15:03:49]	[Y] Andrew Philip: Wait.
[15:04:01]	Andrew Philip has taken 5 damage from npc_antlion.
[15:04:27]	Teressa 'Tess' Richards has taken 5 damage from npc_antlion.
[15:04:35]	[Y] Andrew Philip: Get on top .
[15:04:44]	[Y] Teressa 'Tess' Richards: HOLY SHIT!
[15:05:02]	[ME] Teressa 'Tess' Richards: sighs.
[15:05:27]	Teressa 'Tess' Richards has taken 5 damage from npc_antlion.
[15:05:27]	Andrew Philip has taken 5 damage from npc_antlion.
[15:05:45]	[LOOC] Andrew Philip: to be continued in the next episode
[15:05:50]	[LOOC] Teressa 'Tess' Richards: aight
[15:06:02]	[Y] Andrew Philip: Lets search this boat first.
[15:06:31]	[ME] Andrew Philip: checks if he can open the hatch
[15:06:44]	Andrew Philip rolled 6 out of 100.
[15:06:44]	Andrew Philip used command '/Roll'.
[15:06:57]	[IT] CCA.C17-JUDGE.i2.69124: The door is creaky but openable
[15:07:01]	[ME] Andrew Philip: searchs the boat hoping for a blow torch / Weld tool
[15:07:02]	Andrew Philip rolled 19 out of 100.
[15:07:02]	Andrew Philip used command '/Roll'.
[15:07:11]	[IT] CCA.C17-JUDGE.i2.69124: The boat is filled with sand and debris
[15:07:15]	[Y] Andrew Philip: Tess.
[15:07:21]	[Y] Andrew Philip: I will distract it.
[15:07:25]	[Y] Andrew Philip: You rush over the other one.
[15:07:27]	[Y] Andrew Philip: Got it?
[15:07:32]	CCA.C17-JUDGE.i2.69124 has gained 10 tokens.
[15:07:54]	Andrew Philip has taken 10 damage from npc_antlionguard.
[15:07:54]	Andrew Philip has taken 10 damage from npc_antlionguard.
[15:08:01]	[Y] Andrew Philip: GO.
[15:08:33]	[Y] Teressa 'Tess' Richards: RUN!
[15:08:47]	[ME] Andrew Philip: would be panting heavily
[15:11:49]	[OOC] CCA.C17-SCN.46812: brb
[15:12:13]	[ME] Teressa 'Tess' Richards: scratches the back of their neck.
[15:12:32]	CCA.C17-JUDGE.i2.69124 has gained 10 tokens.
[15:13:11]	[ME] Teressa 'Tess' Richards: checks if they can open the boat hatch.
[15:13:23]	[LOOC] CCA.C17-JUDGE.i2.69124: rolm
[15:13:25]	Andrew Philip has taken 5 damage from npc_antlion.
[15:13:27]	Teressa 'Tess' Richards rolled 80 out of 100.
[15:13:27]	Teressa 'Tess' Richards used command '/Roll'.
[15:13:36]	Andrew Philip has taken 5 damage from npc_antlion.
[15:13:41]	[IT] CCA.C17-JUDGE.i2.69124: the hatche opens, creaky and roosty
[15:13:45]	Andrew Philip has taken 5 damage from npc_antlion.
[15:13:49]	Teressa 'Tess' Richards has taken 1 damage from worldspawn.
[15:13:50]	Teressa 'Tess' Richards has taken 1 damage from worldspawn.
[15:13:50]	Teressa 'Tess' Richards has taken 1 damage from worldspawn.
[15:13:51]	Teressa 'Tess' Richards has taken 1 damage from worldspawn.
[15:13:52]	Teressa 'Tess' Richards has taken 1 damage from worldspawn.
[15:13:52]	Teressa 'Tess' Richards ran 'equip' on item 'Citizen Filter' (#6986)
[15:14:04]	[ME] Teressa 'Tess' Richards: checks the inside of the boat.
[15:14:06]	Teressa 'Tess' Richards rolled 9 out of 100.
[15:14:06]	Teressa 'Tess' Richards used command '/Roll'.
[15:14:10]	[LOOC] Teressa 'Tess' Richards: pffft
[15:14:27]	[IT] CCA.C17-JUDGE.i2.69124: You find a lot of sand and some scrap metal pieces
[15:14:33]	CCA.C17-JUDGE.i2.69124 used command '/adminspawnmenu'.
[15:14:53]	Andrew Philip ran 'ApplySelf' on item 'Bandage' (#7002)
[15:14:54]	Andrew Philip ran 'ApplySelf' on item 'Bandage' (#7002)
[15:14:55]	Andrew Philip ran 'ApplySelf' on item 'Bandage' (#7002)
[15:15:11]	CCA.C17-JUDGE.i2.69124 has spawned "Scrap Metal"
[15:15:13]	CCA.C17-JUDGE.i2.69124 has spawned "Scrap Metal"
[15:15:30]	Andrew Philip ran 'take' on item 'Scrap Metal' (#7007)
[15:15:30]	Andrew Philip has gained a 'Scrap Metal' #7007.
[15:17:11]	[ME] Andrew Philip: checks the trucks (Hoping for a blowtorch or a weld)
[15:17:24]	Andrew Philip rolled 26454 out of 1000000.
[15:17:24]	Andrew Philip used command '/Roll 1000000'.
[15:17:28]	[LOOC] CCA.C17-JUDGE.i2.69124: hmmmm
[15:17:32]	CCA.C17-JUDGE.i2.69124 has gained 10 tokens.
[15:17:39]	Andrew Philip rolled 59 out of 100.
[15:17:39]	Andrew Philip used command '/Roll'.
[15:17:39]	[LOOC] Teressa 'Tess' Richards: sick roll
[15:17:45]	CCA.C17-JUDGE.i2.69124 used command '/adminspawnmenu'.
[15:17:56]	Teressa 'Tess' Richards rolled 0 out of 0.
[15:17:56]	Teressa 'Tess' Richards used command '/Roll 0.5'.
[15:18:02]	Andrew Philip rolled 0 out of 0.
[15:18:02]	Andrew Philip used command '/Roll 0.1'.
[15:18:10]	Teressa 'Tess' Richards rolled 0 out of 0.
[15:18:10]	Teressa 'Tess' Richards used command '/Roll 0.000000001'.
[15:18:17]	CCA.C17-JUDGE.i2.69124 has spawned "Rubber Tire"
[15:18:20]	CCA.C17-JUDGE.i2.69124 has spawned "Scrap Electronics"
[15:18:20]	CCA.C17-JUDGE.i2.69124 has spawned "Scrap Electronics"
[15:18:26]	Andrew Philip ran 'take' on item 'Scrap Electronics' (#7009)
[15:18:26]	Andrew Philip has gained a 'Scrap Electronics' #7009.
[15:18:27]	Andrew Philip ran 'take' on item 'Scrap Electronics' (#7010)
[15:18:27]	Andrew Philip has gained a 'Scrap Electronics' #7010.
[15:18:28]	Andrew Philip ran 'take' on item 'Rubber Tire' (#7008)
[15:18:28]	Andrew Philip has gained a 'Rubber Tire' #7008.
[15:19:01]	[ME] Teressa 'Tess' Richards: searches the entire car looking for some cool stuff like maybe a blowtorch *wink *wink
[15:19:07]	Teressa 'Tess' Richards rolled 26 out of 100.
[15:19:07]	Teressa 'Tess' Richards used command '/Roll'.
[15:19:11]	CCA.C17-JUDGE.i2.69124 used command '/adminspawnmenu'.
[15:19:22]	CCA.C17-JUDGE.i2.69124 has spawned "Charcoal"
[15:19:23]	CCA.C17-JUDGE.i2.69124 has spawned "Charcoal"
[15:19:25]	CCA.C17-JUDGE.i2.69124 has spawned "Scrap Glass"
[15:19:28]	Teressa 'Tess' Richards ran 'take' on item 'Scrap Glass' (#7013)
[15:19:28]	Teressa 'Tess' Richards has gained a 'Scrap Glass' #7013.
[15:19:30]	Teressa 'Tess' Richards ran 'take' on item 'Charcoal' (#7012)
[15:19:30]	Teressa 'Tess' Richards has gained a 'Charcoal' #7012.
[15:19:31]	Teressa 'Tess' Richards ran 'take' on item 'Charcoal' (#7011)
[15:19:31]	Teressa 'Tess' Richards has gained a 'Charcoal' #7011.
[15:19:44]	[ME] Andrew Philip: checks the car (Hoping for a blowtorch or a weld)
[15:19:45]	Andrew Philip rolled 42 out of 100.
[15:19:45]	Andrew Philip used command '/Roll'.
[15:19:55]	CCA.C17-JUDGE.i2.69124 used command '/adminspawnmenu'.
[15:20:12]	CCA.C17-JUDGE.i2.69124 has spawned "Small Cannister"
[15:20:21]	CCA.C17-JUDGE.i2.69124 has spawned "Cables"
[15:20:21]	CCA.C17-JUDGE.i2.69124 has spawned "Cables"
[15:20:28]	CCA.C17-JUDGE.i2.69124 has spawned "Nails"
[15:20:30]	Andrew Philip ran 'take' on item 'Small Cannister' (#7014)
[15:20:30]	Andrew Philip has gained a 'Small Cannister' #7014.
[15:20:32]	Andrew Philip ran 'take' on item 'Cables' (#7016)
[15:20:32]	Andrew Philip has gained a 'Cables' #7016.
[15:20:33]	Andrew Philip ran 'take' on item 'Nails' (#7017)
