[00:01:18]	[OOC] CCA.C17-GRID.i3.08313: I 
[14:48:35]	Lin'Garung ran 'HealOther' on item 'Small First Aid Kit' (#27853)
[14:48:35]	[OOC] Test Vortigaunt: there will be when things are more fully implemented yeah
[14:48:37]	CCA.C17-UNION.i5.06748 ran 'Edit' on item 'Paper' (#27749)
[14:48:38]	[OOC] Test Vortigaunt: crafting tables and forges and stuff
[14:48:39]	Lin'Garung ran 'HealSelf' on item 'Small First Aid Kit' (#27853)
[14:48:40]	CCA.C17-UNION.i5.06748 ran 'take' on item 'Paper' (#27749)
[14:48:40]	CCA.C17-UNION.i5.06748 has gained a 'Paper' #27749.
[14:48:42]	[LOOC] Test Vortigaunt: YES
[14:48:44]	[LOOC] Test Vortigaunt: QUICK ZPA
[14:48:48]	[LOOC] Lin'Garung: E?
[14:48:52]	[OOC] Alex Palovichov: Ah alright, good I have some blacksmithing tongs then lol
[14:48:53]	Nae Nae the pain away loaded the character 'CAC.C17-CREMATOR.35304'
[14:48:58]	Nae Nae the pain away loaded the character 'Chen Zee Lang'
[14:49:04]	[LOOC] Test Vortigaunt: right mouse when donig ranged
[14:49:07]	Alex Palovichov ran 'drop' on item 'Paper' (#27893)
[14:49:07]	Alex Palovichov has lost a 'Paper' #27893.
[14:49:11]	[LOOC] Test Vortigaunt: check this shit
[14:49:11]	CCA.C17-UNION.i5.06748 ran 'take' on item 'Old Newspaper' (#27892)
[14:49:11]	CCA.C17-UNION.i5.06748 has gained a 'Old Newspaper' #27892.
[14:49:12]	[LOOC] Lin'Garung: OOo
[14:49:13]	CCA.C17-UNION.i5.06748 ran 'take' on item 'Broken Computer Monitor' (#27805)
[14:49:13]	CCA.C17-UNION.i5.06748 has gained a 'Broken Computer Monitor' #27805.
[14:49:15]	[LOOC] Lin'Garung: IT WORKS now
[14:49:17]	[LOOC] Test Vortigaunt: now i ca'nt od it
[14:49:20]	Test Vortigaunt used command '/ToggleRaise'.
[14:49:20]	Test Vortigaunt used command '/ToggleRaise'.
[14:49:23]	[LOOC] Lin'Garung: Why not?
[14:49:25]	[LOOC] Lin'Garung: A
[14:49:26]	[LOOC] Lin'Garung: WHAT
[14:49:27]	[LOOC] Test Vortigaunt: IT STUNNED ME TOO?
[14:49:34]	[LOOC] Lin'Garung: That is cool
[14:49:37]	Test Vortigaunt has taken 10 damage from Lin'Garung.
[14:49:38]	[LOOC] Test Vortigaunt: it also works on NPCs
[14:49:41]	Test Vortigaunt has taken 10 damage from Lin'Garung.
[14:49:44]	[OOC] Alex Palovichov: Bruh how tf do printers work, I put paper in, press e, then it brings up something for me to write on, I write on it and it just takes my paper
[14:49:44]	[LOOC] Test Vortigaunt: it's walk + rmb
[14:49:49]	[LOOC] Lin'Garung: ah...
[14:49:56]	[LOOC] Test Vortigaunt: do it on me
[14:49:59]	Test Vortigaunt has taken 10 damage from Lin'Garung.
[14:50:02]	[LOOC] Test Vortigaunt: that's still jsut quick zap
[14:50:04]	[LOOC] Test Vortigaunt: not stun
[14:50:07]	[LOOC] Test Vortigaunt: walk as in like
[14:50:08]	[LOOC] Test Vortigaunt: alt
[14:50:11]	[LOOC] Lin'Garung: A
[14:50:11]	[LOOC] Test Vortigaunt: the rpwalk key
[14:50:14]	[LOOC] Test Vortigaunt: YEAH
[14:50:18]	[LOOC] Lin'Garung: Yooo
[14:50:29]	[LOOC] Test Vortigaunt: idk why it stuns the attacker too
[14:50:30]	Nae Nae the pain away loaded the character 'CAC.C17-CREMATOR.35304'
[14:50:31]	[LOOC] Lin'Garung: alt + lmb do anything?
[14:50:36]	[LOOC] Test Vortigaunt: yeah, stomp
[14:50:37]	Test Vortigaunt used command '/ToggleRaise'.
[14:50:37]	Test Vortigaunt used command '/ToggleRaise'.
[14:51:03]	[OOC] Test Vortigaunt: let me check that here in as ec
[14:51:11]	CCA.C17-UNION.i5.06748 used command '/Radio Unit is starting a burn cycle for trash found on patrol.'.
[14:51:17]	CCA.C17-UNION.i5.06748 has gained 10 tokens.
[14:51:30]	Test Vortigaunt used command '/ToggleRaise'.
[14:51:30]	Test Vortigaunt used command '/ToggleRaise'.
[14:51:47]	CCA.C17-UNION.i5.06748 ran 'drop' on item 'Broken Computer Monitor' (#27805)
[14:51:47]	CCA.C17-UNION.i5.06748 has lost a 'Broken Computer Monitor' #27805.
[14:51:48]	CCA.C17-UNION.i5.06748 ran 'drop' on item 'Paper' (#27749)
[14:51:48]	CCA.C17-UNION.i5.06748 has lost a 'Paper' #27749.
[14:51:49]	CCA.C17-UNION.i5.06748 ran 'drop' on item 'Old Newspaper' (#27892)
[14:51:49]	CCA.C17-UNION.i5.06748 has lost a 'Old Newspaper' #27892.
[14:51:52]	[OOC] CAC.C17-CREMATOR.35304: be back later for the event
[14:51:53]	execution_fire destroyed a 'Broken Computer Monitor' #27805.
[14:51:54]	execution_hurt destroyed a 'Old Newspaper' #27892.
[14:51:54]	execution_hurt destroyed a 'Paper' #27749.
[14:51:54]	Nae Nae the pain away (STEAM_0:0:460675693) has disconnected.
[14:52:02]	[OOC] CCA.C17-UNION.i5.06748: Im staying on for a while
[14:52:24]	Alex Palovichov used the 'Shopkeeper' vendor.
[14:52:24]	CCA.C17-UNION.i5.06748 used command '/Radio Unit is restarting patrol.'.
[14:52:27]	Alex Palovichov has lost 1 token.
[14:52:27]	Alex Palovichov has gained a 'Paper' #27892.
[14:52:37]	Test Vortigaunt used command '/ToggleRaise'.
[14:52:38]	Test Vortigaunt used command '/ToggleRaise'.
[14:52:55]	[LOOC] Lin'Garung: cant do anything...
[14:53:02]	Alex Palovichov ran 'drop' on item 'Resin' (#27788)
[14:53:02]	Alex Palovichov has lost a 'Resin' #27788.
[14:53:04]	[LOOC] Test Vortigaunt: holster and unholster
[14:53:16]	[ME] CCA.C17-UNION.i5.06748: attaches stunstick to my belt
[14:53:19]	CCA.C17-UNION.i5.06748 ran 'take' on item 'Resin' (#27788)
[14:53:19]	CCA.C17-UNION.i5.06748 has gained a 'Resin' #27788.
[14:53:21]	[ME] CCA.C17-UNION.i5.06748: takes
[14:53:28]	Test Vortigaunt used command '/ToggleRaise'.
[14:53:29]	Test Vortigaunt used command '/ToggleRaise'.
[14:53:52]	CCA.C17-UNION.i5.06748 ran 'take' on item 'A Roll of Toilet Paper' (#27472)
[14:53:52]	CCA.C17-UNION.i5.06748 has gained a 'A Roll of Toilet Paper' #27472.
[14:54:02]	CCA.C17-UNION.i5.06748 has lost 15 tokens.
[14:54:02]	CCA.C17-UNION.i5.06748 used command '/DropTokens 15'.
[14:54:26]	[LOOC] Lin'Garung: Yeah it seems like when i do the stun blast, i have to holster and unholster
[14:54:41]	Alex Palovichov ran 'drop' on item 'Bleach' (#27889)
[14:54:41]	Alex Palovichov has lost a 'Bleach' #27889.
[14:54:46]	[LOOC] Test Vortigaunt: i'm trying to get the effect timer right
[14:54:55]	[LOOC] Lin'Garung: Wat//
[14:54:59]	[LOOC] Lin'Garung: How did i do that..
[14:55:27]	[LOOC] Lin'Garung: The timer for that AOE blast?
[14:55:30]	[LOOC] Test Vortigaunt: yeah
[14:55:32]	[LOOC] Test Vortigaunt: the stomp
[14:55:34]	[LOOC] Test Vortigaunt: dispel
[14:55:36]	Alex Palovichov has gained 15 tokens.
[14:55:39]	[LOOC] Test Vortigaunt: i'm tying to time the effect and the sound right
[14:55:42]	[LOOC] Lin'Garung: ah
[14:55:45]	Chicken has connected.
[14:55:59]	[LOOC] Test Vortigaunt: too long
[14:56:17]	CCA.C17-UNION.i5.06748 has gained 10 tokens.
[14:57:05]	Alex Palovichov used command '/Request I found a piece of yellow tier contraband, I'm at upper assembly'.
[14:57:15]	CCA.C17-UNION.i5.06748 used command '/Radio Responding'.
[14:57:56]	Alex Palovichov ran 'drop' on item 'Stimshot' (#27396)
[14:57:56]	Alex Palovichov has lost a 'Stimshot' #27396.
[14:57:57]	[LOOC] Test Vortigaunt: THAT WAS CLOSE
[14:57:59]	CCA.C17-UNION.i5.06748 ran 'take' on item 'Stimshot' (#27396)
[14:57:59]	CCA.C17-UNION.i5.06748 has gained a 'Stimshot' #27396.
[14:58:28]	[VORTIGESE] Lin'Garung: yes
[14:58:32]	[VORTIGESE] Test Vortigaunt: fuck yeah
[14:58:38]	[ME] CCA.C17-UNION.i5.06748: takes out my PDA
[14:58:46]	Alex Palovichov used command '/Apply'.
[14:58:53]	[VORTIGESEFAR] Test Vortigaunt: bitch
[14:58:56]	[LOOC] Lin'Garung: I also noticed for the vort talk command
[14:58:58]	[VORTIGESEFAR] Test Vortigaunt: bitch
[14:58:59]	[ME] CCA.C17-UNION.i5.06748: types in the name into my notepad
[14:59:03]	[LOOC] Alex Palovichov: /viewdate #94148?
[14:59:13]	[LOOC] Alex Palovichov: or maybe without the #
[14:59:17]	[LOOC] Lin'Garung: its seems to prioritize words/voices based on the length
[14:59:22]	[LOOC] Test Vortigaunt: yeah
[14:59:25]	[LOOC] Test Vortigaunt: you noticed? :DDDD
[14:59:25]	[VORTIGESE] Lin'Garung: yes yes yes yes yes yes
[14:59:29]	[LOOC] Lin'Garung: Yeah
[14:59:31]	[LOOC] Test Vortigaunt: i worked hard on that
[14:59:32]	[LOOC] CCA.C17-UNION.i5.06748: Hm let me see
[14:59:40]	[VORTIGESE] Test Vortigaunt: fuck
[14:59:43]	[VORTIGESE] Test Vortigaunt: 4wtgomersdfl;kfgklerdfhklbtkgl fd
[14:59:51]	[VORTIGESE] Lin'Garung: SHITSHITHSHITHSITSIHTHISITSHTISTHI
[14:59:54]	[LOOC] Test Vortigaunt: also look
[15:00:00]	[LOOC] Test Vortigaunt: it shows flux shifting above my head
[15:00:01]	[LOOC] CCA.C17-UNION.i5.06748: Nope didnt work
[15:00:04]	[LOOC] Lin'Garung: oooooooooo
[15:00:05]	[VORTIGESE] Test Vortigaunt: dsfksdkfdsakfsadkfadskf
[15:00:07]	[LOOC] Lin'Garung: YES IT Does
[15:00:08]	[VORTIGESEFAR] Test Vortigaunt: fuck
[15:00:08]	[LOOC] Alex Palovichov: Huh, ask Q?
[15:00:14]	Chicken loaded the character 'CCA.C14-RCT.03672'
[15:00:14]	[LOOC] Test Vortigaunt: insteda of tlaknig...
[15:00:14]	[VORTIGESEFAR] Lin'Garung: fuck 
[15:00:16]	[LOOC] Alex Palovichov: But idfk either lol
[15:00:22]	[LOOC] Test Vortigaunt: god i did so good
[15:00:22]	Test Vortigaunt entered observer.
[15:00:24]	[OOC] CCA.C14-RCT.03672: train?
[15:00:24]	[OOC] CCA.C17-UNION.i5.06748: Hey Q got a problem with /viewdate
[15:00:27]	Test Vortigaunt exited observer at their location.
[15:00:32]	[OOC] Test Vortigaunt: is it becuase you're using the wrong command
[15:00:34]	[OOC] Test Vortigaunt: oh
[15:00:35]	[OOC] Test Vortigaunt: you're ashley
[15:00:37]	[OOC] Test Vortigaunt: not chicken
[15:00:39]	[OOC] Test Vortigaunt: what's up with it
[15:00:42]	[LOOC] Alex Palovichov: I MEAN DATE!
[15:00:45]	[LOOC] Alex Palovichov: NOT DATE LMAOO
[15:00:48]	[OOC] CCA.C17-UNION.i5.06748: I mean viewdata
[15:00:57]	[LOOC] Alex Palovichov: Ah shit I mean data not date
[15:00:59]	[OOC] Test Vortigaunt: yeah wha'ts going on
[15:01:17]	CCA.C17-UNION.i5.06748 has gained 10 tokens.
[15:01:27]	[OOC] CCA.C14-RCT.03672: damn I love invisible doors thank you gmod
[15:01:34]	[OOC] Test Vortigaunt: what's wrong with it
[15:01:43]	[LOOC] Test Vortigaunt: the sound is almost perfectly lined up
[15:01:44]	[OOC] CCA.C17-UNION.i5.06748: I tried typing in his number both with and without the # and I got "A matching character could not be found"
[15:01:54]	[LOOC] Lin'Garung: YEp
[15:01:56]	[OOC] Test Vortigaunt: just type in the name
[15:02:07]	[OOC] CCA.C17-UNION.i5.06748: Ah, alright
[15:02:08]	[OOC] Alex Palovichov: Meh I was close enough
[15:02:13]	[LOOC] Test Vortigaunt: IT'S SO GOOD
[15:02:15]	[OOC] Alex Palovichov: I said numbers but idfk I ain't a CP
[15:02:16]	CCA.C17-UNION.i5.06748 used command '/ViewData alex palovichov'.
[15:02:19]	Test Vortigaunt used command '/ToggleRaise'.
[15:02:19]	Test Vortigaunt used command '/ToggleRaise'.
[15:03:02]	[OOC] Alex Palovichov: afk for a moment
[15:03:13]	Test Vortigaunt used command '/ToggleRaise'.
[15:03:13]	Test Vortigaunt used command '/ToggleRaise'.
[15:03:18]	[LOOC] Test Vortigaunt: vortal eyhe is still fucked
[15:03:25]	[LOOC] Lin'Garung: Yeah
[15:04:03]	[LOOC] Test Vortigaunt: fixed hteo ne beram
[15:04:06]	Test Vortigaunt used command '/ToggleRaise'.
[15:04:07]	Test Vortigaunt used command '/ToggleRaise'.
[15:04:15]	[LOOC] Lin'Garung: Also not sure if i need a texture or anything but on the radial GUI, the selected option appears as missing textures(pink and black) 
[15:04:25]	[LOOC] Test Vortigaunt: hm, strange
[15:04:27]	CCA.C17-UNION.i5.06748 ran 'drop' on item 'Stimshot' (#27396)
[15:04:27]	CCA.C17-UNION.i5.06748 has lost a 'Stimshot' #27396.
[15:04:28]	CCA.C17-UNION.i5.06748 ran 'drop' on item 'Resin' (#27788)
[15:04:28]	CCA.C17-UNION.i5.06748 has lost a 'Resin' #27788.
[15:04:30]	CCA.C17-UNION.i5.06748 ran 'drop' on item 'A Roll of Toilet Paper' (#27472)
[15:04:30]	CCA.C17-UNION.i5.06748 has lost a 'A Roll of Toilet Paper' #27472.
[15:04:30]	[LOOC] Test Vortigaunt: i msut have forgotten to incldue something
[15:04:35]	execution_hurt destroyed a 'Resin' #27788.
[15:04:35]	execution_hurt destroyed a 'A Roll of Toilet Paper' #27472.
[15:04:35]	execution_hurt destroyed a 'Stimshot' #27396.
[15:04:40]	Lin'Garung has taken 15 damage from Test Vortigaunt.
[15:04:40]	Lin'Garung has taken 15 damage from Test Vortigaunt.
[15:04:46]	[LOOC] Test Vortigaunt: LOOK
[15:04:47]	[LOOC] Test Vortigaunt: I'M HELAING YOU
[15:04:52]	[LOOC] Lin'Garung: ooh
[15:04:55]	[LOOC] Test Vortigaunt: except i'm not gesturing which is wrong
[15:04:59]	[LOOC] Lin'Garung: Health is not going up..
[15:05:05]	[LOOC] Lin'Garung: But the BEAM IS SICK
[15:05:11]	[LOOC] Test Vortigaunt: RIGHT?
[15:05:14]	CCA.C14-RCT.03672 has gained 10 tokens.
[15:05:25]	[LOOC] Test Vortigaunt: see that thing?
[15:05:27]	[LOOC] Test Vortigaunt: on my thingo
[15:05:29]	[LOOC] Test Vortigaunt: on my heart
[15:05:38]	[LOOC] Lin'Garung: uhm not really
[15:05:45]	[LOOC] Lin'Garung: Not much change in GUI
[15:05:52]	[LOOC] Test Vortigaunt: look a tmy chest
[15:05:56]	[LOOC] Test Vortigaunt: whiel you're healing me
[15:06:06]	Test Vortigaunt used command '/ToggleRaise'.
[15:06:07]	Test Vortigaunt used command '/ToggleRaise'.
[15:06:16]	[LOOC] Lin'Garung: Dont see anything
[15:06:17]	CCA.C17-UNION.i5.06748 has gained 10 tokens.
[15:06:24]	[LOOC] Test Vortigaunt: i know why vortal eye isn't working, fuck
[15:06:33]	[LOOC] Lin'Garung: Yeah?
[15:06:37]	[LOOC] Test Vortigaunt: it has to do with cl_hooks stuff
[15:06:40]	[LOOC] Test Vortigaunt: stuff that causes a log spike
[15:06:45]	[LOOC] Test Vortigaunt: speaking of whih ineed to fix the printer
[15:06:48]	[LOOC] Test Vortigaunt: but anywas
[15:06:49]	[LOOC] Test Vortigaunt: cool setpu
[15:06:59]	[LOOC] Test Vortigaunt: if you want more demos, check the PR youtube channelw
[15:07:13]	[LOOC] Lin'Garung: Copy
[15:07:15]	[ME] CCA.C17-UNION.i5.06748: draws their stunstick from their belt
[15:07:59]	[ME] CCA.C17-UNION.i5.06748: points through the glass
[15:09:06]	CCA.C17-UNION.i5.06748 used command '/Radio Units continuing patrol'.
[15:09:38]	Test Vortigaunt entered observer.
[15:09:40]	Test Vortigaunt exited observer at their location.
[15:09:40]	[OOC] Alex Palovichov: back
[15:09:41]	Test Vortigaunt has killed Test Vortigaunt.
[15:09:51]	[OOC] Test Vortigaunt: i'm working on thefuckin uhhh
[15:09:51]	[OOC] CCA.C17-UNION.i5.06748: welcome back
[15:09:52]	[OOC] Test Vortigaunt: thingo now
[15:09:55]	[OOC] Test Vortigaunt: th eprinter
[15:09:56]	[OOC] CCA.C14-RCT.03672: hi back im dad
[15:10:09]	[OOC] CCA.C17-UNION.i5.06748: *flicks stunstick*
[15:10:14]	CCA.C14-RCT.03672 has gained 10 tokens.
[15:10:33]	Test Vortigaunt entered observer.
[15:10:35]	Test Vortigaunt exited observer at their location.
[15:10:36]	Test Vortigaunt used command '/ToggleRaise'.
[15:10:45]	[OOC] Test Vortigaunt: my vortilamp is broken
[15:10:59]	[OOC] Test Vortigaunt: fixed fit
[15:10:59]	Test Vortigaunt entered observer.
[15:11:01]	[OOC] CCA.C17-UNION.i5.06748: damn
[15:11:02]	Test Vortigaunt entered observer.
[15:11:11]	matt saton loaded the character 'Ryan Maley'
[15:11:12]	Ryan Maley entered observer.
[15:11:17]	CCA.C17-UNION.i5.06748 has gained 10 tokens.
[15:11:41]	[OOC] CCA.C14-RCT.03672: gonna restart john lua hates me
[15:11:49]	Chicken (STEAM_0:0:143523274) has disconnected.
[15:11:49]	[OOC] CCA.C17-UNION.i5.06748: Lol alright
[15:12:09]	Lin'Garung has gained a 'Cyclopic Citizen Suit' #27893.
[15:12:15]	Lin'Garung ran 'drop' on item 'Cyclopic Citizen Suit' (#27893)
[15:12:15]	Lin'Garung has lost a 'Cyclopic Citizen Suit' #27893.
[15:12:22]	Lin'Garung destroyed a 'Cyclopic Citizen Suit' #27893.
[15:12:24]	matt saton loaded the character 'Andrew Cloverman'
[15:12:25]	Andrew Cloverman entered observer.
[15:12:34]	Andrew Cloverman exited observer at their location.
[15:12:39]	Andrew Cloverman used command '/CharSetThirst andrew 100'.
[15:12:41]	Andrew Cloverman entered observer.
[15:12:44]	Andrew Cloverman exited observer at their location.
[15:12:56]	Andrew Cloverman entered observer.
[15:13:00]	Lin'Garung has gained a 'Pin' #27893.
[15:13:07]	Andrew Cloverman exited observer at their location.
[15:13:09]	Alex Palovichov opened the '' #2396 container.
[15:13:11]	Alex Palovichov closed the '' #2396 container.
[15:13:25]	Lin'Garung used command '/CharFallOver 0.1'.
[15:13:39]	Andrew Cloverman has spawned 'models/props_junk/wood_crate001a_damaged.mdl'.
[15:13:50]	Lin'Garung has gained a 'Minimum Grade Supplements (Beet Flavor)' #27894.
[15:13:57]	Alex Palovichov opened the '' #2383 container.
[15:13:58]	Lin'Garung ran 'Consume' on item 'Minimum Grade Supplements (Beet Flavor)' (#27894)
[15:13:58]	Alex Palovichov closed the '' #2383 container.
[15:14:17]	Alex Palovichov opened the '' #2396 container.
[15:14:18]	Alex Palovichov closed the '' #2396 container.
[15:14:19]	[ME] Andrew Cloverman: would take out a roll of painter's tape.
[15:14:26]	Alex Palovichov ran 'Edit' on item 'Paper' (#27892)
[15:14:33]	Alex Palovichov ran 'drop' on item 'Paper' (#27892)
[15:14:33]	Alex Palovichov has lost a 'Paper' #27892.
[15:14:52]	[ME] Alex Palovichov: Presses a button on his printer
[15:15:24]	CCA.C17-UNION.i5.06748 used command '/Radio One patrol round completed, No Viscon'.
[15:15:29]	[Y] Andrew Cloverman: Give me a sec.
[15:15:34]	Alex Palovichov ran 'View' on item 'Paper' (#24871)
[15:15:39]	Alex Palovichov opened the '' #2395 container.
[15:15:41]	Alex Palovichov closed the '' #2395 container.
[15:15:56]	Alex Palovichov opened the '' #2385 container.
[15:15:58]	Andrew Cloverman used command '/CharGiveItem andrew copier paper'.
[15:15:58]	Alex Palovichov closed the '' #2385 container.
[15:16:02]	Alex Palovichov ran 'View' on item 'Paper' (#24871)
[15:16:03]	Andrew Cloverman has gained a 'Printer Paper' #27894.
[15:16:03]	Andrew Cloverman used command '/CharGiveItem andrew printer paper'.
[15:16:04]	Andrew Cloverman ran 'drop' on item 'Printer Paper' (#27894)
[15:16:04]	Andrew Cloverman has lost a 'Printer Paper' #27894.
[15:16:09]	Andrew Cloverman entered observer.
[15:16:09]	Lin'Garung has gained a 'Graphics Card' #27894.
[15:16:11]	Andrew Cloverman exited observer at their location.
[15:16:17]	CCA.C17-UNION.i5.06748 has gained 10 tokens.
[15:16:24]	Alex Palovichov opened the '' #2387 container.
[15:16:29]	Alex Palovichov closed the '' #2387 container.
[15:16:33]	Alex Palovichov ran 'View' on item 'Paper' (#24871)
[15:16:37]	Alex Palovichov opened the '' #2386 container.
[15:16:39]	Alex Palovichov closed the '' #2386 container.
[15:16:42]	Lin'Garung has gained a 'Broken LCD Monitor' #27895.
[15:16:45]	Lin'Garung ran 'drop' on item 'Graphics Card' (#27894)
[15:16:45]	Lin'Garung has lost a 'Graphics Card' #27894.
[15:16:45]	Alex Palovichov ran 'drop' on item 'Paper' (#24871)
[15:16:45]	Alex Palovichov has lost a 'Paper' #24871.
[15:16:46]	Lin'Garung ran 'drop' on item 'Broken LCD Monitor' (#27895)
[15:16:46]	Lin'Garung has lost a 'Broken LCD Monitor' #27895.
[15:16:47]	Alex Palovichov ran 'take' on item 'Paper' (#24871)
[15:16:47]	Alex Palovichov has gained a 'Paper' #24871.
[15:16:47]	Lin'Garung ran 'drop' on item 'Pin' (#27893)
[15:16:47]	Lin'Garung has lost a 'Pin' #27893.
[15:16:48]	Alex Palovichov ran 'combine' on item 'Documents Case' (#24746)
[15:16:50]	Alex Palovichov ran 'View' on item 'Paper' (#24871)
[15:16:56]	Alex Palovichov opened the '' #2415 container.
[15:16:58]	Chicken has connected.
[15:16:58]	Alex Palovichov ran 'View' on item 'Notepad' (#27590)
[15:17:01]	Alex Palovichov closed the '' #2415 container.
[15:17:01]	Lin'Garung destroyed a 'Broken LCD Monitor' #27895.
[15:17:03]	Lin'Garung destroyed a 'Graphics Card' #27894.
[15:17:05]	[ME] Andrew Cloverman: would open up an internal panel on the printer and root around in it.
[15:17:06]	Lin'Garung destroyed a 'Pin' #27893.
[15:17:08]	Alex Palovichov opened the '' #2415 container.
[15:17:11]	Alex Palovichov ran 'View' on item 'Notepad' (#24922)
[15:17:15]	Alex Palovichov closed the '' #2415 container.
[15:17:17]	Alex Palovichov opened the '' #2415 container.
[15:17:22]	Alex Palovichov ran 'View' on item 'Notepad' (#27021)
[15:17:27]	Lin'Garung has gained a 'Light Bulb' #27892.
[15:17:30]	Lin'Garung ran 'drop' on item 'Light Bulb' (#27892)
[15:17:30]	Lin'Garung has lost a 'Light Bulb' #27892.
[15:17:32]	Alex Palovichov closed the '' #2415 container.
[15:17:36]	Lin'Garung destroyed a 'Light Bulb' #27892.
[15:17:38]	Alex Palovichov used the 'Infestation Control Storage' vendor.
[15:17:49]	Alex Palovichov has gained 0 tokens.
[15:17:49]	Alex Palovichov has gained a 'Human Science Eye Poster' #27892.
[15:17:50]	Lin'Garung destroyed a 'Powercord' #26380.
[15:17:53]	Alex Palovichov ran 'place' on item 'Human Science Eye Poster' (#27892)
[15:18:02]	Lin'Garung has gained a 'Cinderblock' #27892.
[15:18:06]	Lin'Garung destroyed a 'Light Bulb' #25489.
[15:18:25]	Chicken loaded the character 'CCA.C14-RCT.03672'
[15:18:27]	Lin'Garung destroyed a 'Cloth Scrap' #27536.
[15:18:36]	Lin'Garung destroyed a 'Cloth Scrap' #27823.
[15:18:46]	Lin'Garung destroyed a 'Cloth Scrap' #27546.
[15:18:58]	CCA.C17-UNION.i5.06748 ran 'View' on item 'Paper' (#26870)
[15:19:08]	Lin'Garung has gained a 'Minimum Grade Food Product (Liver Flavor)' #27893.
[15:19:12]	Lin'Garung ran 'Consume' on item 'Minimum Grade Food Product (Liver Flavor)' (#27893)
