[09:50:01]	MLG Painevan has connected.
[22:30:01]	Eric Brown used command '/PlyTransfer eric admin'.
[22:30:02]	Morgan Beck ran 'Eat' on item 'UU Brand Cigarette' (#25667)
[22:30:05]	Unknown used command '/CharSetName eric Unknown'.
[22:30:09]	Morgan Beck entered observer.
[22:30:09]	OTA.C14-KING.EOW.50919 used command '/Radio 10-4. Ground-teams report.'.
[22:30:13]	Doughnut loaded the character 'John Zimmer'
[22:30:21]	[OOC] John Zimmer: what's up chiefs
[22:30:22]	Morgan Beck exited observer at their location.
[22:30:28]	Unknown has spawned a 'NPC [3195][monster_hound_eye]'.
[22:30:30]	Unknown has spawned a 'NPC [3207][monster_hound_eye]'.
[22:30:31]	CCA.C14-UNION.EpU.72633 used command '/Radio Nothing to report, all 10-91's have been moved to their housing blocks.'.
[22:30:32]	Unknown has spawned a 'NPC [3195][monster_hound_eye]'.
[22:30:32]	[OOC] Morgan Beck: JW is currently in effect
[22:30:34]	Unknown has spawned a 'NPC [3238][monster_hound_eye]'.
[22:30:38]	Unknown has spawned a 'NPC [2709][npc_headcrab]'.
[22:30:39]	[OOC] John Zimmer: oh hecc
[22:30:40]	Unknown has spawned a 'NPC [2709][npc_headcrab]'.
[22:30:51]	Morgan Beck ran 'Take' on item 'UU Brand Cigarette Pack' (#19064)
[22:30:51]	Morgan Beck has gained a 'UU Brand Cigarette' #25667.
[22:30:52]	Morgan Beck ran 'Eat' on item 'UU Brand Cigarette' (#25667)
[22:30:59]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[22:31:11]	[LOOC] John Zimmer: chief i spawned in the alley shoosh
[22:31:12]	[Y] CCA.C14-UNION.EpU.72633: <:: CIVVIE GET TO YOUR HOUSING BLOCK NOW. ::>
[22:31:13]	[ME] Elizabeth Skülberg: knocks the door
[22:31:38]	CCA.C14-UNION.EpU.72633 used command '/Radio Disregard, one was late. He's been brought to his designated housing block'.
[22:31:45]	[OOC] John Zimmer: i just realized i don't actually have an assigned house
[22:31:49]	Unknown used command '/Broadcast *Crackling.*'.
[22:31:51]	Morgan Beck entered observer.
[22:31:53]	Morgan Beck exited observer at their location.
[22:31:55]	[LOOC] John Zimmer: i can't hear you im in discord
[22:31:57]	Morgan Beck entered observer.
[22:31:59]	Morgan Beck exited observer at their location.
[22:32:09]	[Y] Elizabeth Skülberg: I'M HOME LESS.
[22:32:11]	Unknown used command '/Broadcast W..----'.
[22:32:13]	Morgan Beck opened the '' #1717 container.
[22:32:15]	[Y] Elizabeth Skülberg: I NEED A HOME PLEASE.
[22:32:15]	Morgan Beck closed the '' #1717 container.
[22:32:37]	Morgan Beck entered observer.
[22:32:40]	CCA.C14-UNION.EpU.72633 used command '/Radio Has the broadcast room been clear?'.
[22:32:43]	Unknown has spawned a 'NPC [3255][npc_stukabat]'.
[22:32:45]	Unknown has spawned a 'NPC [3267][npc_stukabat]'.
[22:32:46]	CCA.C14-UNION.EpU.72633 used command '/Radio // cleared*'.
[22:32:59]	Morgan Beck exited observer at their location.
[22:33:00]	John Zimmer ran 'take' on item 'Raw Antlion Meat' (#25649)
[22:33:00]	John Zimmer has gained a 'Raw Antlion Meat' #25649.
[22:33:15]	[OOC] Elizabeth Skülberg: And what happend with Mr.Chicken?
[22:33:15]	OTA.C14-KING.EOW.50919 used command '/Radio Unable to clear; elevator =/= work.'.
[22:33:19]	Morgan Beck ran 'Take' on item 'UU Brand Cigarette Pack' (#19064)
[22:33:19]	Morgan Beck has gained a 'UU Brand Cigarette' #25667.
[22:33:20]	Morgan Beck ran 'Eat' on item 'UU Brand Cigarette' (#25667)
[22:33:23]	CCA.C14-UNION.EpU.72633 used command '/Radio Let me take a look at it'.
[22:33:28]	CCA.C14-UNION.EpU.72633 used command '/Radio 10-76'.
[22:33:31]	OTA.C14-KING.EOW.50919 used command '/Radio Disregard.'.
[22:33:35]	Unknown has spawned a 'NPC [3264][npc_stukabat]'.
[22:33:36]	Unknown has spawned a 'NPC [3266][npc_stukabat]'.
[22:33:36]	CCA.C14-UNION.EpU.72633 used command '/Radio Copy that'.
[22:33:37]	Unknown has spawned a 'NPC [3207][npc_stukabat]'.
[22:33:50]	CCA.C14-UNION.EpU.72633 used command '/Radio One 10-91 is screaming for housing....prosecuting'.
[22:42:38]	Ollie Garner has connected.
[22:42:45]	FB|| light ROOM has connected.
[22:42:47]	Mr. Chief has connected.
[22:43:16]	Doughnut has connected.
[22:43:26]	FB|| light ROOM loaded the character 'CCA.C14-UNION.EpU.72633'
[22:44:10]	Mr. Chief loaded the character 'OTA.C14-KING.EOW.50919'
[22:45:19]	Ollie Garner loaded the character 'Morgan Beck'
[22:45:27]	Morgan Beck entered observer.
[22:45:28]	matt saton has connected.
[22:45:35]	Morgan Beck exited observer at their location.
[22:45:37]	Morgan Beck entered observer.
[22:45:42]	[OOC] CCA.C14-UNION.EpU.72633: Shall we wait until the rest of the gamers get on
[22:45:50]	Morgan Beck exited observer at their location.
[22:46:00]	Morgan Beck entered observer.
[22:46:15]	Morgan Beck exited observer at their location.
[22:46:34]	Morgan Beck has spawned 'models/weapons/tfa_hl2r/w_ar2_magazine.mdl'.
[22:46:40]	Morgan Beck has spawned 'models/weapons/tfa_hl2r/w_missile.mdl'.
[22:46:48]	Morgan Beck entered observer.
[22:46:55]	Morgan Beck exited observer at their location.
[22:46:58]	Morgan Beck has spawned 'models/weapons/tfa_hl2r/w_pistol_magazine.mdl'.
[22:47:05]	Morgan Beck has spawned 'models/weapons/tfa_hl2r/w_pistol_magazine.mdl'.
[22:47:39]	OTA.C14-KING.EOW.50919 used command '/ToggleRaise'.
[22:47:45]	Morgan Beck has spawned 'models/weapons/tfa_hl2r/irifleshell.mdl'.
[22:48:11]	[OOC] CCA.C14-UNION.EpU.72633: Show me the AR2 shells plez
[22:48:17]	[OOC] CCA.C14-UNION.EpU.72633: Sounds kinda gamer
[22:48:26]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[22:48:29]	Morgan Beck has spawned 'models/weapons/tfa_hl2r/c_rpg.mdl'.
[22:48:35]	Morgan Beck has spawned 'models/weapons/tfa_hl2r/c_irifle_og.mdl'.
[22:48:37]	Morgan Beck has spawned 'models/weapons/tfa_hl2r/c_irifle.mdl'.
[22:48:38]	matt saton loaded the character 'Unknown'
[22:48:42]	Morgan Beck has spawned 'models/weapons/tfa_hl2r/w_stunbaton.mdl'.
[22:48:47]	Unknown entered observer.
[22:48:55]	Morgan Beck has spawned 'models/weapons/tfa_hl2r/w_grenade_thrown.mdl'.
[22:49:00]	Unknown used command '/CharSetModel unknown models/player.mdl'.
[22:49:21]	Unknown exited observer at their location.
[22:49:42]	Morgan Beck has spawned 'models/weapons/tfa_hl2r/w_ar2_magazine.mdl'.
[22:49:48]	Morgan Beck has taken 35 damage from OTA.C14-KING.EOW.50919.
[22:49:49]	Morgan Beck entered observer.
[22:49:51]	Doughnut loaded the character 'John Zimmer'
[22:49:55]	[OOC] John Zimmer: e
[22:49:55]	Morgan Beck exited observer at their location.
[22:50:06]	[OOC] CCA.C14-UNION.EpU.72633: E
[22:50:22]	[OOC] John Zimmer: imma run back to "my" house
[22:50:27]	[OOC] CCA.C14-UNION.EpU.72633: Good
[22:50:32]	Morgan Beck has spawned 'models/weapons/tfa_hl2r/old/c_357.mdl'.
[22:50:41]	Morgan Beck has spawned a 'Entity [3205][item_ammo_ar2_altfire]'.
[22:50:44]	Morgan Beck entered observer.
[22:50:51]	Unknown entered observer.
[22:51:01]	Morgan Beck has spawned a 'Entity [3205][item_ammo_ar2_altfire]'.
[22:51:01]	Morgan Beck has spawned a 'Entity [3233][item_ammo_ar2_altfire]'.
[22:51:01]	Morgan Beck has spawned a 'Entity [3234][item_ammo_ar2_altfire]'.
[22:51:06]	Morgan Beck has spawned a 'Entity [3205][item_ammo_ar2_altfire]'.
[22:51:24]	Unknown has spawned a 'NPC [3205][monster_archer]'.
[22:51:26]	Unknown exited observer at their location.
[22:51:33]	Unknown entered observer.
[22:51:41]	Unknown has spawned a 'NPC [3205][monster_panthereye]'.
[22:51:53]	Unknown has spawned a 'NPC [3232][npc_frostsquid]'.
[22:51:57]	Morgan Beck exited observer at their location.
[22:52:01]	Unknown has spawned a 'NPC [3233][monster_bullsquid]'.
[22:52:02]	Morgan Beck entered observer.
[22:52:03]	Unknown has spawned a 'NPC [3234][monster_bullsquid]'.
[22:52:23]	Unknown used command '/PM king /dispatch judgment waiver'.
[22:52:27]	Unknown used command '/PM king /changesociostatus jw'.
[22:52:34]	John Zimmer ran 'take' on item 'Raw Antlion Meat' (#25649)
[22:52:35]	OTA.C14-KING.EOW.50919 used command '/Dispatch judgment waiver'.
[22:52:39]	Morgan Beck exited observer at their location.
[22:52:39]	Morgan Beck entered observer.
[22:52:40]	Morgan Beck exited observer at their location.
[22:52:43]	Unknown has spawned a 'NPC [3227][monster_hound_eye]'.
[22:52:44]	Unknown has spawned a 'NPC [3233][monster_hound_eye]'.
[22:52:49]	Morgan Beck ran 'View' on item 'UU Brand Cigarette Pack' (#19064)
[22:52:49]	Unknown has spawned a 'NPC [3243][monster_hound_eye]'.
[22:52:50]	Morgan Beck ran 'Take' on item 'UU Brand Cigarette Pack' (#19064)
[22:52:50]	Morgan Beck has gained a 'UU Brand Cigarette' #25667.
[22:52:51]	Morgan Beck ran 'Eat' on item 'UU Brand Cigarette' (#25667)
[22:52:52]	Unknown has spawned a 'NPC [3243][monster_alien_snark]'.
[22:52:53]	[OOC] John Zimmer: uuhhhhh some raw antlion meat got duped
[22:52:55]	Morgan Beck entered observer.
[22:52:56]	[OOC] Unknown: fuck
[22:52:57]	[OOC] Unknown: hold on
[22:52:58]	Morgan Beck exited observer at their location.
[22:52:59]	[OOC] CCA.C14-UNION.EpU.72633: FF
[22:53:00]	Morgan Beck entered observer.
[22:53:01]	[OOC] Unknown: how
[22:53:11]	Unknown has spawned a 'NPC [3244][npc_poisonsquid]'.
[22:53:13]	Unknown has spawned a 'NPC [3245][npc_poisonsquid]'.
[22:53:14]	[OOC] John Zimmer: i picked it up, server crashed, and it's still here and in my inv
[22:53:15]	Unknown has spawned a 'NPC [3246][npc_poisonsquid]'.
[22:53:18]	[OOC] Unknown: hm
[22:53:20]	Unknown exited observer at their location.
[22:53:20]	Unknown entered observer.
[22:53:21]	[OOC] John Zimmer: and on the table
[22:53:21]	Morgan Beck exited observer at their location.
[22:53:23]	Unknown has spawned a 'NPC [3243][npc_poisonsquid]'.
[22:53:26]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[22:53:27]	Unknown has spawned a 'NPC [3243][npc_poisonsquid]'.
[22:53:31]	Unknown exited observer at their location.
[22:53:32]	Unknown entered observer.
[22:53:32]	Unknown exited observer at their location.
[22:53:33]	Unknown entered observer.
[22:53:36]	Morgan Beck entered observer.
[22:53:38]	Unknown has gained 50 tokens.
[22:53:44]	Unknown has spawned a 'NPC [3244][npc_combine_s]'.
[22:53:46]	Morgan Beck exited observer at their location.
[22:53:47]	OTA.C14-KING.EOW.50919 used command '/Radio Contacts within the Broadcast room.'.
[22:53:51]	[OOC] Unknown: thank you for your honesty
[22:53:54]	Unknown used command '/Broadcast Have--'.
[22:53:56]	Morgan Beck destroyed a 'Raw Antlion Meat' #25649.
[22:53:57]	[OOC] John Zimmer: np chied
[22:53:59]	Morgan Beck entered observer.
[22:54:01]	[OOC] John Zimmer: np chief*
[22:54:03]	Morgan Beck exited observer at their location.
[22:54:03]	Unknown used command '/Broadcast It's--'.
[22:54:04]	CCA.C14-UNION.EpU.72633 used command '/Radio What type of contacts?'.
[22:54:11]	Unknown has spawned 'models/Combine_Super_Soldier.mdl'.
[22:54:14]	OTA.C14-KING.EOW.50919 used command '/Radio Xenobe. Multiple classes.'.
[22:54:28]	CCA.C14-UNION.EpU.72633 used command '/Radio 10-4, 10-0. Report if you need assistance'.
[22:54:32]	Morgan Beck entered observer.
[22:54:33]	Morgan Beck exited observer at their location.
[22:54:43]	Morgan Beck entered observer.
[22:54:49]	Morgan Beck exited observer at their location.
[22:54:56]	Morgan Beck entered observer.
[22:54:59]	Morgan Beck exited observer at their location.
[22:55:04]	Morgan Beck entered observer.
[22:55:05]	Unknown exited observer at their location.
[22:55:06]	Unknown entered observer.
[22:55:08]	CCA.C14-UNION.EpU.72633 used command '/Radio Unit currently stationed outside of housing block Moscow. On lookout for any Xenobe presence.'.
[22:55:19]	Unknown used command '/Broadcast Come outside to your screens.'.
[22:55:19]	Morgan Beck exited observer at their location.
[22:55:33]	Morgan Beck entered observer.
[22:55:34]	Morgan Beck exited observer at their location.
[22:55:34]	OTA.C14-KING.EOW.50919 used command '/Radio KEEP ALL 10-91s INDOORS'.
[22:55:35]	Morgan Beck entered observer.
[22:55:39]	Morgan Beck exited observer at their location.
[22:55:39]	CCA.C14-UNION.EpU.72633 used command '/Radio Copy'.
[22:55:46]	Morgan Beck opened the '' #1717 container.
[22:55:47]	Morgan Beck closed the '' #1717 container.
[22:55:49]	Unknown used command '/Broadcast What do you see?'.
[22:55:52]	Unknown used command '/Broadcast Weakness?'.
[22:56:01]	Morgan Beck entered observer.
[22:56:03]	[Y] CCA.C14-UNION.EpU.72633: <:: STAY TOPSIDE. ::>
[22:56:07]	Unknown used command '/Broadcast I'm looking at oppression.'.
[22:56:26]	Unknown used command '/Broadcast I'm looking at a race of things who barely qualify as 'People.''.
[22:56:36]	Morgan Beck exited observer at their location.
[22:56:46]	Morgan Beck entered observer.
[22:56:46]	Morgan Beck exited observer at their location.
[22:56:51]	Unknown used command '/Broadcast You all have been DUPED.'.
[22:56:57]	CCA.C14-UNION.EpU.72633 used command '/Radio Currently keeping all 10-91's on the top floors of Moscow'.
[22:57:00]	Unknown used command '/CharSetModel unknown models/tor.mdl'.
[22:57:04]	[Y] CCA.C14-UNION.EpU.72633: <:: STOP TALKINg. ::>
[22:57:08]	OTA.C14-KING.EOW.50919 used command '/Radio 10-4. Attempting dispatch of threat.'.
[22:57:12]	Morgan Beck entered observer.
[22:57:13]	Morgan Beck exited observer at their location.
[22:57:13]	Unknown exited observer at their location.
[22:57:15]	Morgan Beck entered observer.
[22:57:15]	Morgan Beck exited observer at their location.
[22:57:20]	Unknown entered observer.
[22:57:20]	CCA.C14-UNION.EpU.72633 used command '/Radio 10-4'.
[22:57:45]	Unknown used command '/Broadcast Have you begun to question what's going on?'.
[22:57:50]	walter has connected.
[22:57:56]	Unknown used command '/Broadcast Why your so-called protectors do nothing but bring you harm?'.
[22:58:11]	[ME] OTA.C14-KING.EOW.50919: rips down the OTA's corpse.
[22:58:21]	Unknown exited observer at their location.
[22:58:26]	Unknown used command '/ToggleRaise'.
[22:58:27]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[22:58:30]	OTA.C14-KING.EOW.50919 has taken 150 damage from Unknown.
[22:58:30]	OTA.C14-KING.EOW.50919 has taken 120 damage from Unknown.
[22:58:30]	OTA.C14-KING.EOW.50919 has taken 30 damage from Unknown.
[22:58:30]	Unknown has killed OTA.C14-KING.EOW.50919 with weapon_chargebow.
[22:58:31]	Morgan Beck entered observer.
[22:58:36]	Unknown entered observer.
[22:58:36]	Morgan Beck exited observer at their location.
[22:58:38]	Unknown has gained 50 tokens.
[22:58:41]	OTA.C14-KING.EOW.50919 ran 'Equip' on item 'AR2' (#118)
[22:58:44]	Morgan Beck entered observer.
[22:58:44]	Morgan Beck exited observer at their location.
[22:58:46]	walter created the character 'Ann Smith'
[22:58:46]	Ann Smith has gained a 'Suitcase' #25667.
[22:58:46]	Ann Smith has gained a 'Relocation Coupon' #25668.
[22:58:46]	walter loaded the character 'Ann Smith'
[22:58:51]	[OOC] Ann Smith: *waves* hia!
[22:58:56]	CCA.C14-UNION.EpU.72633 used command '/Radio KING respond.'.
[22:59:04]	[OOC] Unknown: Heya! You caught us at a weird time! :D
[22:59:07]	[OOC] Unknown: we can explain lmao
[22:59:12]	OTA.C14-KING.EOW.50919 used command '/Radio KING biosignal loss at the broadcast station.'.
[22:59:16]	[OOC] Unknown: Welcome to the server though!
[22:59:18]	[OOC] John Zimmer: aliens
[22:59:19]	[OOC] Morgan Beck: Hey! Welcome to the server. We're doing a big event right now, so sorry for the inconvicence.
[22:59:27]	OTA.C14-KING.EOW.50919 used command '/Radio HAMMER, respond and dispatch.'.
[22:59:28]	Unknown exited observer at their location.
[22:59:29]	Unknown entered observer.
[22:59:33]	Mr. Chief loaded the character 'OTA.C14-HAMMER.OWS.20954'
[22:59:37]	[OOC] Morgan Beck: If you would like the content and discord, do /content and /discord respectively.
[22:59:40]	Morgan Beck entered observer.
[22:59:44]	[OOC] Ann Smith: Hopefully I can play here! Other servers just keep banning me cause I used to go by drpepper10. Even tho im nice. Hopefully this place is fun!
[22:59:50]	CCA.C14-UNION.EpU.72633 used command '/Radio Copy, advise you bring more than one unit once the HAMMER unit has arrived'.
[22:59:54]	Morgan Beck exited observer at their location.
[22:59:59]	Morgan Beck entered observer.
[23:00:05]	Morgan Beck exited observer at their location.
[23:00:11]	[OOC] Unknown: No way!
[23:00:14]	[OOC] Unknown: That's so great!
[23:00:45]	[OOC] Unknown: Actually, before I hand you the content, just real quick please do me a favor and kick yourself.
[23:00:47]	[OOC] Unknown: fuck
[23:00:48]	[OOC] Unknown: kill yourself
[23:00:50]	walter (STEAM_0:1:43085888) has disconnected.
[23:00:54]	[OOC] CCA.C14-UNION.EpU.72633: OOF
[23:01:22]	[OOC] John Zimmer: oh nvm the map was just being fucky
[23:02:05]	Unknown used command '/DoorSetHidden true'.
[23:02:10]	[OOC] Unknown: literal pedophile
[23:02:13]	[OOC] Unknown: i will explain the lore behind it later
[23:02:13]	Unknown exited observer at their location.
[23:02:14]	Unknown entered observer.
[23:02:16]	Unknown exited observer at their location.
[23:02:17]	[OOC] John Zimmer: not cash money
[23:02:26]	[OOC] Unknown: genuinely should probably die and save the world some time
[23:02:27]	OTA.C14-HAMMER.OWS.20954 used command '/Radio Door to the office is locked.'.
[23:02:32]	[OOC] Unknown: ANYTWAYS
[23:02:32]	Unknown entered observer.
[23:02:34]	[OOC] CCA.C14-UNION.EpU.72633: uh.......i already hate his existence for being a pedo but got it
[23:02:37]	Unknown used command '/Broadcast Have you considered the reason your strongest protectors wear the emblem of a skull? Why they've been nicknamed the skullcrushers?'.
[23:02:42]	Morgan Beck entered observer.
[23:02:50]	Morgan Beck exited observer at their location.
[23:02:52]	Morgan Beck entered observer.
[23:02:56]	Morgan Beck exited observer at their location.
[23:02:56]	Unknown exited observer at their location.
[23:02:57]	CCA.C14-UNION.EpU.72633 used command '/Radio HAMMER report if you need assistance'.
[23:02:57]	Morgan Beck entered observer.
[23:03:00]	Unknown has spawned 'models/rt screens/monitor01b.mdl'.
[23:03:02]	Unknown has spawned 'models/rt screens/tv_monitor01.mdl'.
[23:03:05]	Unknown entered observer.
[23:03:07]	Unknown exited observer at their location.
[23:03:09]	Morgan Beck exited observer at their location.
[23:03:10]	Unknown has spawned 'models/rt screens/tv_monitor01.mdl'.
[23:03:15]	Unknown entered observer.
[23:03:27]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[23:03:33]	OTA.C14-HAMMER.OWS.20954 has gained a 'Hybrid Radio' #25669.
[23:03:33]	Unknown used command '/CharGiveItem hammer hybrid'.
[23:03:38]	Unknown has gained 50 tokens.
[23:03:52]	OTA.C14-HAMMER.OWS.20954 ran 'Toggle' on item 'Hybrid Radio' (#25669)
[23:03:55]	OTA.C14-HAMMER.OWS.20954 ran 'Toggle' on item 'Hybrid Radio' (#25669)
[23:03:57]	OTA.C14-HAMMER.OWS.20954 ran 'Toggle' on item 'Hybrid Radio' (#25669)
[23:03:59]	OTA.C14-HAMMER.OWS.20954 ran 'Channel' on item 'Hybrid Radio' (#25669)
[23:04:00]	OTA.C14-HAMMER.OWS.20954 used command '/SetChan 1'.
[23:04:03]	OTA.C14-HAMMER.OWS.20954 ran 'Frequency' on item 'Hybrid Radio' (#25669)
[23:04:05]	Unknown used command '/Broadcast Look. This is not the emblem of a protector.'.
[23:04:08]	CCA.C14-UNION.EpU.72633 used command '/PM Hammer the Freq is 135.8'.
[23:04:11]	Unknown exited observer at their location.
[23:04:16]	OTA.C14-HAMMER.OWS.20954 ran 'Frequency' on item 'Hybrid Radio' (#25669)
[23:04:19]	OTA.C14-HAMMER.OWS.20954 used command '/SetFreq 135.8'.
[23:04:23]	OTA.C14-HAMMER.OWS.20954 used command '/Radio Test.'.
[23:04:24]	Morgan Beck entered observer.
[23:04:25]	Morgan Beck exited observer at their location.
[23:04:28]	Morgan Beck entered observer.
[23:04:28]	CCA.C14-UNION.EpU.72633 used command '/Radio I can hear you'.
[23:04:30]	Morgan Beck exited observer at their location.
[23:04:31]	Morgan Beck entered observer.
[23:04:32]	Unknown used command '/Broadcast This is an empire built on slaughtering women and children like DOGS@!'.
[23:04:32]	Morgan Beck exited observer at their location.
[23:04:37]	Unknown entered observer.
[23:04:37]	Unknown exited observer at their location.
[23:04:44]	OTA.C14-HAMMER.OWS.20954 used command '/Radio Door to the office is locked.'.
[23:04:48]	Unknown used command '/Broadcast Behold.'.
[23:04:52]	Unknown used command '/ToggleRaise'.
[23:05:01]	Unknown used command '/Broadcast On your screens.'.
[23:05:12]	[OOC] John Zimmer: damn bro just tryna be helpful
[23:05:14]	OTA.C14-HAMMER.OWS.20954 used command '/Radio I have no means of getting inside without deactivating lockdown.'.
[23:05:16]	Morgan Beck entered observer.
[23:05:17]	Morgan Beck exited observer at their location.
[23:05:18]	Morgan Beck entered observer.
[23:05:21]	Morgan Beck exited observer at their location.
[23:05:23]	CCA.C14-UNION.EpU.72633 used command '/Radio A Xenobe is currently showing itself on the screens.......unknown species'.
[23:05:23]	Unknown used command '/Broadcast There is refuge with us.'.
[23:05:38]	CCA.C14-UNION.EpU.72633 used command '/Radio Even the TV's is showing it'.
[23:05:44]	Unknown used command '/Broadcast The Universal Union is exactly that. Universal. They have laid waste to other species before yours.'.
[23:05:46]	[ME] Morgan Beck: grabs hold of the gin, pouring it into the mug and sipping it as he quietly watched.
[23:05:49]	Morgan Beck entered observer.
[23:05:52]	Morgan Beck exited observer at their location.
[23:05:55]	Unknown used command '/Broadcast We are everywhere. Find us, and join the movement.'.
[23:06:00]	Morgan Beck entered observer.
[23:06:01]	Morgan Beck exited observer at their location.
[23:06:06]	Unknown used command '/Event Suddenly, all the power in the city is cut entirely. Out.'.
[23:06:09]	OTA.C14-HAMMER.OWS.20954 used command '/Radio Cut the power to housing.'.
[23:06:09]	Unknown entered observer.
[23:06:23]	CCA.C14-UNION.EpU.72633 used command '/Radio Looks like I don't have to, all of the power is out'.
[23:06:28]	[ME] Morgan Beck: quickly drank the rest of his gin, coughing slightly. 
[23:06:29]	matt saton loaded the character 'CCA.C14-GRID.OfC.29402'
[23:06:33]	CCA.C14-GRID.OfC.29402 used command '/Radio POWER HAS BEEN CUT!'.
[23:06:37]	CCA.C14-GRID.OfC.29402 used command '/ChangeSocioStatus jw'.
[23:06:38]	CCA.C14-GRID.OfC.29402 entered observer.
[23:06:51]	CCA.C14-UNION.EpU.72633 used command '/Radio We noticed, which means antlions considering the restrictors.'.
[23:06:52]	CCA.C14-GRID.OfC.29402 exited observer at their location.
[23:06:53]	CCA.C14-GRID.OfC.29402 entered observer.
[23:06:53]	CCA.C14-GRID.OfC.29402 exited observer at their location.
[23:06:53]	CCA.C14-GRID.OfC.29402 entered observer.
[23:06:54]	CCA.C14-GRID.OfC.29402 exited observer at their location.
[23:06:54]	CCA.C14-GRID.OfC.29402 entered observer.
[23:06:54]	CCA.C14-GRID.OfC.29402 exited observer at their location.
[23:06:55]	CCA.C14-GRID.OfC.29402 entered observer.
[23:07:10]	CCA.C14-UNION.EpU.72633 used command '/Radio All units 10-0, BOL for Exogens'.
[23:07:17]	Morgan Beck entered observer.
[23:07:18]	Morgan Beck exited observer at their location.
[23:07:19]	CCA.C14-UNION.EpU.72633 used command '/Radio // Void me saying antlions'.
[23:07:39]	CCA.C14-GRID.OfC.29402 used command '/Broadcast The hum of the city slowly returns, as the lights go on and systems restart.'.
[23:07:47]	Morgan Beck entered observer.
[23:07:56]	Morgan Beck exited observer at their location.
[23:07:56]	Morgan Beck entered observer.
[23:08:08]	[Y] CCA.C14-UNION.EpU.72633: <:: CIVVIES GET DOWN HERE NOW. ::>
[23:08:21]	Morgan Beck exited observer at their location.
[23:08:22]	OTA.C14-HAMMER.OWS.20954 used command '/ToggleRaise'.
[23:08:27]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[23:08:30]	Morgan Beck entered observer.
[23:08:30]	Morgan Beck exited observer at their location.
[23:08:31]	Morgan Beck entered observer.
[23:08:32]	CCA.C14-GRID.OfC.29402 used command '/Radio We're restarting. Hopefully we should get out of this before we get any antlion activity.'.
[23:08:37]	Morgan Beck exited observer at their location.
[23:08:42]	CCA.C14-GRID.OfC.29402 has spawned a 'NPC [3205][npc_antlionguard]'.
[23:08:43]	CCA.C14-GRID.OfC.29402 has spawned a 'NPC [3222][npc_antlionguard]'.
[23:08:47]	CCA.C14-GRID.OfC.29402 exited observer at their location.
[23:08:49]	CCA.C14-GRID.OfC.29402 entered observer.
[23:08:49]	Morgan Beck entered observer.
[23:08:50]	Morgan Beck exited observer at their location.
[23:08:50]	[LOOC] John Zimmer: im doin something 1 se
[23:09:00]	CCA.C14-UNION.EpU.72633 used command '/Radio Exogen guardian heard. Investigating'.
[23:09:02]	CCA.C14-GRID.OfC.29402 used command '/Radio We do I hear rumbling?'.
[23:09:09]	Morgan Beck entered observer.
[23:09:10]	Morgan Beck exited observer at their location.
[23:09:14]	OTA.C14-HAMMER.OWS.20954 used command '/Radio Exogens.'.
[23:09:17]	[Y] Morgan Beck: HEY THERES ONE OF THOSE BIG FUCKERS OUTSIDE.
[23:09:20]	[Y] Morgan Beck: NEAR THE TRAINSTATION.
[23:09:24]	OTA.C14-HAMMER.OWS.20954 used command '/Radio 10-20 train station. Dispatching.'.
[23:09:26]	CCA.C14-UNION.EpU.72633 used command '/Radio Currently the Exogen guardian is near the trainstation'.
[23:09:35]	CCA.C14-UNION.EpU.72633 used command '/Radio Amputating.'.
[23:09:35]	[LOOC] John Zimmer: back
[23:09:43]	Morgan Beck entered observer.
[23:09:57]	CCA.C14-GRID.OfC.29402 exited observer at their location.
[23:09:58]	CCA.C14-GRID.OfC.29402 entered observer.
[23:09:58]	Morgan Beck exited observer at their location.
[23:09:59]	CCA.C14-GRID.OfC.29402 exited observer at their location.
[23:10:00]	CCA.C14-GRID.OfC.29402 entered observer.
[23:10:00]	Morgan Beck entered observer.
[23:10:00]	Morgan Beck exited observer at their location.
[23:10:08]	[ME] CCA.C14-UNION.EpU.72633: Simply kicks the fuck out of the TV
[23:10:10]	Morgan Beck entered observer.
[23:10:11]	Morgan Beck exited observer at their location.
[23:10:29]	[ME] Morgan Beck: takes a small handful of peanuts, soon beginng to eat them.
[23:10:35]	Vendo Pan™ has connected.
[23:10:36]	Morgan Beck entered observer.
[23:10:37]	Morgan Beck exited observer at their location.
[23:10:39]	CCA.C14-GRID.OfC.29402 used command '/Radio No biosignals were lost.'.
[23:10:46]	CCA.C14-UNION.EpU.72633 used command '/Radio 10-4'.
[23:10:51]	CCA.C14-GRID.OfC.29402 used command '/Radio No, during that entire thing.'.
[23:10:53]	CCA.C14-GRID.OfC.29402 used command '/Radio Minus 1.'.
[23:10:59]	CCA.C14-UNION.EpU.72633 used command '/Radio One....KINg'.
[23:11:04]	CCA.C14-UNION.EpU.72633 used command '/Radio // KING*'.
[23:11:08]	OTA.C14-HAMMER.OWS.20954 used command '/Radio 5.'.
[23:11:09]	Morgan Beck entered observer.
[23:11:10]	Morgan Beck exited observer at their location.
[23:11:23]	[ME] Morgan Beck: quickly finished up consuming the handful
