[17:03:49]	wheat has connected.
[19:44:29]	Lee Maylor has taken 1 damage from worldspawn.
[19:44:29]	Lee Maylor has taken 1 damage from worldspawn.
[19:44:30]	Opia ❦ loaded the character 'Clarissa Harrison'
[19:44:30]	Lee Maylor has taken 1 damage from worldspawn.
[19:44:30]	Lee Maylor ran 'take' on item 'Combine Hazmat Worker Suit' (#12418)
[19:44:30]	Lee Maylor has gained a 'Combine Hazmat Worker Suit' #12418.
[19:44:31]	[OOC] CCA.C08-QrM.98240: no
[19:44:31]	Lee Maylor has taken 1 damage from worldspawn.
[19:44:32]	Lee Maylor has taken 1 damage from worldspawn.
[19:44:32]	Lee Maylor ran 'Equip' on item 'Combine Hazmat Worker Suit' (#12418)
[19:44:32]	Lee Maylor has taken 1 damage from worldspawn.
[19:44:33]	Lee Maylor entered observer.
[19:44:35]	Lee Maylor exited observer at their location.
[19:44:35]	Lee Maylor has taken 1 damage from worldspawn.
[19:44:36]	Lee Maylor entered observer.
[19:44:36]	[OOC] 1LT Samuel Brody: oh hi god
[19:44:36]	Lee Maylor exited observer at their location.
[19:44:36]	Lee Maylor has taken 1 damage from worldspawn.
[19:44:37]	Lee Maylor entered observer.
[19:44:39]	Erwin Ramstein opened the '' #1178 container.
[19:44:45]	Erwin Ramstein ran 'ApplySelf' on item 'Bandage' (#12359)
[19:44:46]	Erwin Ramstein closed the '' #1178 container.
[19:44:49]	[OOC] 1LT Samuel Brody: the consoles name is now god
[19:45:04]	[OOC] 1LT Samuel Brody: this is canon info
[19:45:11]	[OOC] CCA.C08-QrM.98240: I agree
[19:45:16]	CCA.C08-QrM.98240 entered observer.
[19:45:20]	[OOC] 1LT Samuel Brody: anyone says differently
[19:45:29]	CCA.C08-QrM.98240 exited observer at their location.
[19:45:31]	[OOC] Lee Maylor: alright we're ready
[19:45:31]	[OOC] 1LT Samuel Brody: fack you
[19:45:32]	Clarissa Harrison opened the '' #1236 container.
[19:45:33]	Clarissa Harrison closed the '' #1236 container.
[19:45:34]	Clarissa Harrison opened the '' #1236 container.
[19:45:37]	Clarissa Harrison closed the '' #1236 container.
[19:45:38]	[OOC] 1LT Samuel Brody: not you q
[19:45:41]	[OOC] 1LT Samuel Brody: you aight
[19:45:46]	Lee Maylor exited observer at their location.
[19:45:47]	Lee Maylor entered observer.
[19:46:20]	[IT] Lee Maylor: You hear a strange gurgling.
[19:46:27]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[19:46:29]	[LOOC] Clarissa Harrison: wat
[19:46:34]	[LOOC] Lee Maylor: you hear a strange gurgling
[19:46:35]	CCA.C08-GRID.i1.23710 entered observer.
[19:46:41]	[LOOC] Clarissa Harrison: from where?
[19:46:59]	Lee Maylor has spawned a 'NPC [2942][npc_vj_gc_foot]'.
[19:46:59]	CCA.C08-GRID.i1.23710 exited observer at their location.
[19:47:02]	Lee Maylor has spawned a 'NPC [2926][npc_vj_gc_hand]'.
[19:47:03]	Erwin Ramstein opened the '' #1178 container.
[19:47:04]	Lee Maylor has spawned a 'NPC [2914][npc_vj_gc_foot]'.
[19:47:05]	Erwin Ramstein closed the '' #1178 container.
[19:47:13]	[IT] Lee Maylor: Hmm, it seemed to be stronger in the building.
[19:47:21]	[OOC] 1LT Samuel Brody: now
[19:47:22]	[IT] Lee Maylor: Gurgle gurgle..
[19:47:26]	[OOC] 1LT Samuel Brody: less do dis event
[19:47:30]	[IT] Lee Maylor: colder, but you're getting close.
[19:47:31]	Erwin Ramstein opened the '' #1192 container.
[19:47:34]	[OOC] Lee Maylor: already doing it :)
[19:47:36]	Erwin Ramstein closed the '' #1192 container.
[19:47:36]	Erwin Ramstein opened the '' #1178 container.
[19:47:39]	Erwin Ramstein closed the '' #1178 container.
[19:47:40]	Erwin Ramstein opened the '' #1181 container.
[19:47:40]	[LOOC] Clarissa Harrison: FUCING HELL YOU SCARED THE FUCK OUT OF ME
[19:47:42]	CCA.C08-QrM.98240 entered observer.
[19:47:42]	Erwin Ramstein closed the '' #1181 container.
[19:47:42]	[OOC] 1LT Samuel Brody: hmmmmmmmmmmmmmm
[19:47:50]	[LOOC] CCA.C08-GRID.i1.23710: the gurgle was me smoking weed
[19:47:51]	CCA.C08-QrM.98240 exited observer at their location.
[19:47:52]	CCA.C08-QrM.98240 has gained 10 tokens.
[19:47:52]	[OOC] 1LT Samuel Brody: press x to doubt /j
[19:48:04]	CCA.C08-QrM.98240 used the 'Armory' vendor.
[19:48:09]	CCA.C08-QrM.98240 used the 'Armory' vendor.
[19:48:09]	[IT] Lee Maylor: The gurgling is coming from the toilet.
[19:48:18]	CCA.C08-QrM.98240 entered observer.
[19:48:19]	[LOOC] Clarissa Harrison: omfg 
[19:48:21]	CCA.C08-GRID.i1.23710 ran 'Equip' on item 'SPAS-12' (#9734)
[19:48:22]	CCA.C08-GRID.i1.23710 ran 'Equip' on item 'USP Match' (#9735)
[19:48:25]	[IT] Lee Maylor: Hmmm, that's strange.
[19:48:31]	[LOOC] Clarissa Harrison: *pulls out a handgun*
[19:48:34]	[IT] Lee Maylor: You don't see anything, but you hear something.
[19:48:38]	[IT] Lee Maylor: Something jumps out of it! What is that?
[19:48:39]	Lee Maylor has spawned a 'NPC [2944][npc_vj_gc_foot]'.
[19:48:40]	[LOOC] Clarissa Harrison: I'M GOING IN
[19:48:41]	Lee Maylor has spawned a 'NPC [2926][npc_vj_gc_foot]'.
[19:48:43]	Clarissa Harrison has taken 13 damage from Foot.
[19:48:44]	Clarissa Harrison has taken 11 damage from Foot.
[19:48:45]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[19:48:55]	[LOOC] Clarissa Harrison: AN ERROR
[19:48:55]	[Y] CCA.C08-GRID.i1.23710: <:: WHAT THE FUCK? ::>
[19:49:00]	[LOOC] Clarissa Harrison: what is it
[19:49:04]	[LOOC] CCA.C08-GRID.i1.23710: grab the content
[19:49:18]	[IT] Lee Maylor: Hmm, that's strange.
[19:49:30]	[IT] Lee Maylor: You hear a strange gurgling noise coming from your fridge.
[19:49:43]	CCA.C08-GRID.i1.23710 used command '/Radio Dispatch, I just encountered a.... hostile potato? I don't know, unknown xenian.'.
[19:49:50]	[IT] Lee Maylor: That's strange.
[19:49:53]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[19:50:03]	[OOC] Clarissa Harrison: hostile potato
[19:50:06]	[OOC] 1LT Samuel Brody: wat
[19:50:07]	[LOOC] CCA.C08-GRID.i1.23710: dont judge me it looks like a potato
[19:50:15]	[LOOC] Lee Maylor: nvm it's locked back as you were
[19:50:15]	[OOC] CCA.C08-GRID.i1.23710: dont judge me it looks like a potato
[19:50:30]	[OOC] 1LT Samuel Brody: dunno what dafuq u talkin bout
[19:50:37]	[OOC] Clarissa Harrison: hostile potato
[19:50:49]	[OOC] 1LT Samuel Brody: i dont even know where tf you are lmao
[19:50:56]	Doughnut has connected.
[19:50:59]	[ME] Clarissa Harrison: rolls her shoulder, grunting.
[19:51:27]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[19:51:36]	[ME] Clarissa Harrison: goes back to the toilet, peering in. Not literally, per se. But you know what I mean.
[19:51:36]	Doughnut loaded the character 'CCA.C08-JUDGE.i2.89295'
[19:51:37]	CCA.C08-JUDGE.i2.89295 entered observer.
[19:51:44]	[OOC] 1LT Samuel Brody: oh fuck
[19:51:51]	[OOC] 1LT Samuel Brody: the JUDGE unit ishere
[19:51:51]	Lee Maylor exited observer at their location.
[19:51:52]	Lee Maylor entered observer.
[19:51:53]	Lee Maylor exited observer at their location.
[19:51:57]	CCA.C08-QrM.98240 has spawned a 'NPC [2926][npc_vj_gc_civilian_slasher_male]'.
[19:51:59]	[OOC] 1LT Samuel Brody: *fear*
[19:52:00]	Lee Maylor entered observer.
[19:52:11]	[OOC] 1LT Samuel Brody: wait a minute
[19:52:23]	Clarissa Harrison opened the '' #1197 container.
[19:52:25]	Clarissa Harrison closed the '' #1197 container.
[19:52:27]	[OOC] 1LT Samuel Brody: consul we in city 8 dafuq u talkin bout
[19:52:31]	[OOC] Lee Maylor: shush
[19:52:36]	[OOC] 1LT Samuel Brody: no
[19:52:37]	CCA.C08-JUDGE.i2.89295 exited observer at their location.
[19:52:40]	[OOC] CCA.C08-GRID.i1.23710: shouldn
[19:52:43]	Doughnut loaded the character 'Klaudiusz Olszewski'
[19:52:44]	[OOC] 1LT Samuel Brody: i need answers from the consu;
[19:52:48]	[OOC] CCA.C08-GRID.i1.23710: 't my character being doing that
[19:52:48]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[19:52:49]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[19:52:52]	CCA.C08-QrM.98240 has gained 10 tokens.
[19:52:52]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[19:52:55]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[19:53:06]	[OOC] Klaudiusz Olszewski: hyelo am klaudiusz
[19:53:25]	Lee Maylor has spawned a 'NPC [2911][npc_vj_gc_civilian_slasher_male]'.
[19:53:30]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[19:53:33]	Klaudiusz Olszewski entered observer.
[19:53:41]	CCA.C08-GRID.i1.23710 has taken 71 damage from Civilian Male.
[19:53:42]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[19:53:43]	CCA.C08-GRID.i1.23710 has taken 52 damage from Civilian Male.
[19:53:54]	matt saton loaded the character 'Dispatch'
[19:53:55]	Dispatch entered observer.
[19:53:59]	Dispatch used command '/Dispatch exogen breach'.
[19:54:01]	[OOC] Dispatch: FUCK
[19:54:02]	[OOC] Clarissa Harrison: yes
[19:54:05]	Dispatch used command '/Dispatch overwatch acknowledges'.
[19:54:05]	Dispatch exited observer at their location.
[19:54:08]	[OOC] 1LT Samuel Brody: bruh
[19:54:08]	CCA.C08-GRID.i1.23710 used command '/Radio HOLY SHIT!'.
[19:54:11]	Dispatch entered observer.
[19:54:12]	Klaudiusz Olszewski exited observer at their location.
[19:54:12]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:54:12]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:54:13]	Klaudiusz Olszewski entered observer.
[19:54:14]	CCA.C08-GRID.i1.23710 used command '/Radio IT WON'T FUCKING DIE!'.
[19:54:15]	CCA.C08-QrM.98240 exited observer at their location.
[19:54:16]	CCA.C08-GRID.i1.23710 entered observer.
[19:54:18]	CCA.C08-QrM.98240 entered observer.
[19:54:19]	CCA.C08-QrM.98240 exited observer at their location.
[19:54:19]	CCA.C08-GRID.i1.23710 exited observer at their location.
[19:54:24]	CCA.C08-QrM.98240 used command '/Radio What happened?'.
[19:54:29]	CCA.C08-GRID.i1.23710 used command '/Radio KATO CAFE!'.
[19:54:35]	CCA.C08-QrM.98240 used command '/Radio Need assistance?'.
[19:54:35]	Dispatch used command '/Radio Protection teams: Code: SWORD, DUTY, NEUTRALIZE.'.
[19:54:36]	CCA.C08-GRID.i1.23710 used command '/Radio FUCKING SWORD LIMGS'.
[19:54:41]	Dispatch used command '/Dispatch Protection teams: Code: SWORD, DUTY, NEUTRALIZE.'.
[19:54:45]	CCA.C08-QrM.98240 used command '/Radio Got it'.
[19:54:52]	Dispatch used command '/Radio Xenobic threat spotted in the city.'.
[19:54:54]	Klaudiusz Olszewski exited observer at their location.
[19:54:54]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:54:55]	[Y] CCA.C08-GRID.i1.23710: <:: IN HERE. ::>
[19:54:55]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:54:56]	Klaudiusz Olszewski entered observer.
[19:54:56]	Klaudiusz Olszewski exited observer at their location.
[19:54:56]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:54:57]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:54:58]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:54:58]	Dispatch used command '/Radio Please hnadle.'.
[19:54:59]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:54:59]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:55:00]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:55:01]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:55:02]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:55:02]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[19:55:02]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:55:03]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:55:04]	[LOOC] Clarissa Harrison: *!
[19:55:04]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:55:04]	Klaudiusz Olszewski entered observer.
[19:55:07]	Klaudiusz Olszewski exited observer at their location.
[19:55:07]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:55:08]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:55:08]	CCA.C08-QrM.98240 used command '/Radio The fuck?'.
[19:55:08]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:55:09]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:55:10]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:55:11]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:55:11]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:55:12]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:55:13]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:55:14]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:55:14]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:55:15]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:55:16]	Klaudiusz Olszewski has taken 1 damage from worldspawn.
[19:55:16]	Doughnut loaded the character 'Preobrazhensky Bogolepov'
[19:55:25]	[LOOC] Clarissa Harrison: i'm gonna go ahead and download something req
[19:55:31]	[LOOC] CCA.C08-GRID.i1.23710: want me to wait for you
[19:55:33]	Dispatch has spawned a 'NPC [2904][npc_vj_gc_foot]'.
[19:55:34]	[LOOC] Clarissa Harrison: yes pls
[19:55:34]	Dispatch has spawned a 'NPC [2908][npc_vj_gc_foot]'.
[19:55:36]	Dispatch has spawned a 'NPC [2905][npc_vj_gc_foot]'.
[19:55:42]	Opia ❦ (STEAM_0:1:205314685) has disconnected.
[19:55:43]	CCA.C08-QrM.98240 has taken 52 damage from Civilian Male.
[19:55:43]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[19:55:43]	Dispatch used command '/CharGiveFlag dispatch pet'.
[19:55:49]	CCA.C08-QrM.98240 used command '/Radio Got it!'.
[19:55:53]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[19:55:59]	CCA.C08-QrM.98240 used command '/Radio What the fuck is this thing!'.
[19:56:06]	Dispatch has spawned a 'NPC [2906][npc_vj_gc_civilian_slasher_female]'.
[19:56:11]	[LOOC] Dispatch: you didn't see that
[19:56:15]	Dispatch has spawned a 'NPC [2906][npc_vj_gc_civilian_slasher_female]'.
[19:56:29]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[19:56:50]	CCA.C08-QrM.98240 used command '/Radio it would appear we have some weird Xenian parasite or some shit infecting civvies.'.
[19:56:51]	Doughnut loaded the character 'CCA.C08-JUDGE.DvL.69124'
[19:56:54]	[IT] Dispatch: The... thing.... tries to put its claws through the window.
[19:56:59]	[IT] Dispatch: It seems to fail, but it's mad.
[19:57:07]	CCA.C08-GRID.i1.23710 used command '/Radio There was one that looked like a potato in here.'.
[19:57:13]	CCA.C08-JUDGE.DvL.69124 entered observer.
[19:57:14]	CCA.C08-JUDGE.DvL.69124 exited observer at their location.
[19:57:14]	CCA.C08-JUDGE.DvL.69124 entered observer.
[19:57:15]	CCA.C08-JUDGE.DvL.69124 exited observer at their location.
[19:57:17]	CCA.C08-JUDGE.DvL.69124 entered observer.
[19:57:17]	CCA.C08-JUDGE.DvL.69124 exited observer at their location.
[19:57:28]	Dispatch entered observer.
[19:57:28]	Dispatch exited observer at their location.
[19:57:33]	CCA.C08-JUDGE.DvL.69124 entered observer.
[19:57:35]	CCA.C08-JUDGE.DvL.69124 exited observer at their location.
[19:57:40]	Dispatch has taken 16 damage from Foot.
[19:57:41]	Dispatch entered observer.
[19:57:42]	Dispatch has spawned a 'NPC [2906][npc_vj_gc_civilian_slasher_female]'.
[19:57:43]	CCA.C08-GRID.i1.23710 entered observer.
[19:57:45]	CCA.C08-GRID.i1.23710 exited observer at their location.
[19:57:47]	CCA.C08-JUDGE.DvL.69124 entered observer.
[19:57:48]	CCA.C08-JUDGE.DvL.69124 exited observer at their location.
[19:57:51]	CCA.C08-JUDGE.DvL.69124 entered observer.
[19:57:51]	CCA.C08-JUDGE.DvL.69124 exited observer at their location.
[19:57:53]	CCA.C08-QrM.98240 used command '/Radio Conscript, we'll need you to assist.'.
[19:57:54]	CCA.C08-QrM.98240 has gained 10 tokens.
[19:57:57]	CCA.C08-JUDGE.DvL.69124 entered observer.
[19:57:58]	matt saton loaded the character 'CCA.C17-GRID.i3.26594'
[19:57:59]	CCA.C08-JUDGE.DvL.69124 exited observer at their location.
[19:58:01]	CCA.C17-GRID.i3.26594 entered observer.
[19:58:01]	Anti-swag gaming has connected.
[19:58:06]	[OOC] CCA.C08-QrM.98240: Micheal
[19:58:09]	Doughnut loaded the character 'PFC Lucas 'Chester' Arnal'
[19:58:10]	[OOC] 1LT Samuel Brody: what
[19:58:11]	PFC Lucas 'Chester' Arnal used command '/ToggleRaise'.
[19:58:14]	PFC Lucas 'Chester' Arnal entered observer.
[19:58:14]	CCA.C17-GRID.i3.26594 exited observer at their location.
[19:58:17]	PFC Lucas 'Chester' Arnal exited observer at their location.
[19:58:17]	CCA.C17-GRID.i3.26594 ran 'Equip' on item 'MP7' (#10131)
[19:58:18]	PFC Lucas 'Chester' Arnal used command '/ToggleRaise'.
[19:58:19]	CCA.C17-GRID.i3.26594 used command '/ToggleRaise'.
[19:58:24]	[OOC] CCA.C08-QrM.98240: I called for your assistance.
[19:58:26]	CCA.C17-GRID.i3.26594 used command '/Radio All units, report status!'.
[19:58:26]	CCA.C17-GRID.i3.26594 used command '/ToggleRaise'.
[19:58:28]	[OOC] CCA.C08-QrM.98240: Is your radio functioning?
[19:58:32]	CCA.C08-QrM.98240 used command '/Radio Yellow'.
[19:58:33]	Opia ❦ has connected.
[19:58:35]	[OOC] 1LT Samuel Brody: i didnt have it active sorry
[19:58:37]	PFC Lucas 'Chester' Arnal used command '/Radio Green'.
[19:58:38]	CCA.C08-GRID.i1.23710 used command '/Radio Status is... yellow, holy shit.'.
[19:58:39]	CCA.C17-GRID.i3.26594 used command '/Radio I've got a single 10-98 at my 10-20, status green.'.
[19:58:39]	CCA.C08-QrM.98240 used command '/Radio Some odd Xenians are popping up.'.
[19:58:42]	1LT Samuel Brody ran 'Activate' on item 'Hybrid Radio' (#12083)
[19:58:45]	1LT Samuel Brody ran 'Activate' on item 'Hybrid Radio' (#12083)
[19:58:51]	[OOC] 1LT Samuel Brody: no its active?
[19:58:51]	CCA.C17-GRID.i3.26594 used command '/Radio Any info on the Xenobes, and has anyone told us what to tell the 10-98s?'.
[19:58:56]	[OOC] 1LT Samuel Brody: dafuq
[19:59:00]	CCA.C17-GRID.i3.26594 used command '/PM brody freq is 127.8'.
[19:59:03]	Opia ❦ loaded the character 'Clarissa Harrison'
[19:59:07]	PFC Lucas 'Chester' Arnal used command '/ToggleRaise'.
[19:59:08]	PFC Lucas 'Chester' Arnal used command '/ToggleRaise'.
[19:59:09]	1LT Samuel Brody ran 'Frequency' on item 'Hybrid Radio' (#12083)
[19:59:12]	1LT Samuel Brody used command '/SetFreq 127.8'.
[19:59:13]	CCA.C08-QrM.98240 used command '/Radio They appear to be a parasite or something similar.'.
[19:59:14]	CCA.C08-QrM.98240 used command '/Radio And no'.
[19:59:16]	[LOOC] Clarissa Harrison: henlo
[19:59:20]	[OOC] 1LT Samuel Brody: im on 127.8
[19:59:23]	[LOOC] Clarissa Harrison: OH GOD THAT'S SO MUCH MORE CREEPIER
[19:59:24]	[OOC] CCA.C17-GRID.i3.26594: DUDE
[19:59:29]	[OOC] CCA.C17-GRID.i3.26594: *i*
[19:59:31]	[OOC] CCA.C08-QrM.98240: WHAT THE FUCK
[19:59:32]	[OOC] 1LT Samuel Brody: fack
[19:59:33]	[OOC] CCA.C17-GRID.i3.26594: *i pmed it to you for a reason*
[19:59:33]	[OOC] PFC Lucas 'Chester' Arnal: *facepalm*
[19:59:33]	[Y] CCA.C08-GRID.i1.23710: <:: QrM. ::>
[19:59:35]	[OOC] 1LT Samuel Brody: soz
[19:59:37]	[OOC] 1LT Samuel Brody: shit
[19:59:37]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[19:59:41]	[OOC] 1LT Samuel Brody: am dum
[19:59:41]	CCA.C17-GRID.i3.26594 entered observer.
[19:59:44]	CCA.C17-GRID.i3.26594 exited observer at their location.
[19:59:46]	[OOC] 1LT Samuel Brody: will now take my leave
[19:59:48]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[19:59:49]	[Y] CCA.C17-GRID.i3.26594: <:: Local CP-teams, report status. ::>
[19:59:50]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[19:59:56]	Michλel's World (STEAM_0:1:75161355) has disconnected.
[19:59:58]	[LOOC] CCA.C17-GRID.i3.26594: didn't think that was a voiceline
[20:00:06]	Anti-swag gaming created the character 'Joe Morgan'
[20:00:06]	Joe Morgan has gained a 'Suitcase' #12419.
[20:00:06]	Joe Morgan has gained a 'Relocation Coupon' #12420.
[20:00:06]	Joe Morgan has gained a 'Green Citizen Suit' #12421.
