[12:07:54]	Mettaton Ex has connected.
[23:54:29]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:54:30]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:54:33]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:54:35]	[Y] OTA.C17-ECHO.OSS.19520: <:: Bouncer. ::>
[23:54:35]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:54:39]	[Y] OTA.C17-ECHO.OSS.19520: <:: Bouncer bouncer. ::>
[23:54:40]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:54:41]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:54:46]	OTA.C17-ECHO.OSS.19520 used command '/ToggleRaise'.
[23:55:00]	OTA.C17-ECHO.OSS.19520 has spawned a 'NPC [680][npc_combine_s]'.
[23:55:02]	OTA.C17-ECHO.OSS.19520 has spawned a 'NPC [681][npc_combine_s]'.
[23:55:03]	OTA.C17-ECHO.OSS.19520 has spawned a 'NPC [680][npc_combine_s]'.
[23:55:04]	OTA.C17-ECHO.OSS.19520 has spawned a 'NPC [694][npc_combine_s]'.
[23:55:05]	OTA.C17-ECHO.OSS.19520 has spawned a 'NPC [697][npc_combine_s]'.
[23:55:10]	[ME] Anastasia Ivanovich: drags the man back.
[23:55:13]	OTA.C17-ECHO.OSS.19520 used command '/ToggleRaise'.
[23:55:24]	OTA.C17-ECHO.OSS.19520 has spawned a 'NPC [442][npc_combine_s]'.
[23:55:30]	[ME] Anastasia Ivanovich: takes the gun out of the closet.
[23:55:31]	OTA.C17-ECHO.OSS.19520 has spawned 'models/props_c17/door01_left.mdl'.
[23:55:35]	[ME] Brandon Miller: peeks out
[23:56:00]	OTA.C17-ECHO.OSS.19520 has spawned a 'NPC [680][npc_combine_s]'.
[23:56:01]	OTA.C17-ECHO.OSS.19520 has spawned a 'NPC [697][npc_combine_s]'.
[23:56:13]	OTA.C17-ECHO.OSS.19520 used command '/Dispatch Protection measures engaged. Reinforcement teams have been locked down.'.
[23:56:22]	[ME] Brandon Miller: wields the chair like a weapon
[23:56:24]	[LOOC] OTA.C17-ECHO.OSS.19520: bruh what
[23:56:29]	OTA.C17-ECHO.OSS.19520 used command '/ToggleRaise'.
[23:56:31]	Anastasia Ivanovich has taken 12 damage from OTA.C17-ECHO.OSS.19520.
[23:56:31]	Anastasia Ivanovich has taken 12 damage from OTA.C17-ECHO.OSS.19520.
[23:56:31]	Anastasia Ivanovich has taken 12 damage from OTA.C17-ECHO.OSS.19520.
[23:56:31]	Brandon Miller has taken 2 damage from npc_combine_s.
[23:56:45]	OTA.C17-ECHO.OSS.19520 has spawned a 'NPC [442][npc_combine_s]'.
[23:57:07]	OTA.C17-ECHO.OSS.19520 used command '/Dispatch All units prepare for deservicing.'.
[23:57:11]	[ME] Anastasia Ivanovich: searches the cabinents in a rather-
[23:57:14]	[ME] Brandon Miller: searches as many cabinets as he can with a single roll
[23:57:16]	Brandon Miller rolled 22 out of 100.
[23:57:16]	Brandon Miller used command '/Roll 100'.
[23:57:17]	[IT] OTA.C17-ECHO.OSS.19520: It's just paper.
[23:57:17]	[IT] OTA.C17-ECHO.OSS.19520: It's just paper.
[23:57:23]	OTA.C17-ECHO.OSS.19520 has spawned a 'NPC [691][npc_combine_s]'.
[23:57:27]	OTA.C17-ECHO.OSS.19520 has spawned a 'NPC [691][npc_combine_s]'.
[23:57:29]	OTA.C17-ECHO.OSS.19520 has spawned a 'NPC [698][npc_combine_s]'.
[23:57:51]	[OOC] OTA.C17-ECHO.OSS.19520: bad AI noding is killing me
[23:57:54]	[OOC] OTA.C17-ECHO.OSS.19520: and this event
[23:57:55]	Anastasia Ivanovich has taken 3 damage from npc_combine_s.
[23:57:56]	Anastasia Ivanovich has taken 3 damage from npc_combine_s.
[23:57:58]	OTA.C17-ECHO.OSS.19520 has spawned a 'NPC [706][npc_combine_s]'.
[23:58:01]	OTA.C17-ECHO.OSS.19520 has spawned a 'NPC [680][npc_combine_s]'.
[23:58:06]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:58:10]	OTA.C17-ECHO.OSS.19520 has spawned 'models/props_wasteland/controlroom_storagecloset001b.mdl'.
[23:58:12]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:58:15]	Anastasia Ivanovich has taken 2 damage from npc_combine_s.
[23:58:23]	OTA.C17-ECHO.OSS.19520 has spawned a 'NPC [442][npc_combine_s]'.
[23:58:32]	OTA.C17-ECHO.OSS.19520 has spawned a 'NPC [694][npc_combine_s]'.
[23:58:33]	OTA.C17-ECHO.OSS.19520 has spawned a 'NPC [704][npc_combine_s]'.
[23:58:34]	OTA.C17-ECHO.OSS.19520 has spawned a 'NPC [709][npc_combine_s]'.
[23:58:37]	OTA.C17-ECHO.OSS.19520 has spawned a 'NPC [704][npc_combine_s]'.
[23:58:55]	OTA.C17-ECHO.OSS.19520 has spawned a 'NPC [442][npc_combine_s]'.
[23:58:56]	OTA.C17-ECHO.OSS.19520 has spawned a 'NPC [712][npc_combine_s]'.
[23:58:57]	OTA.C17-ECHO.OSS.19520 has spawned a 'NPC [714][npc_combine_s]'.
[23:58:59]	OTA.C17-ECHO.OSS.19520 has spawned a 'NPC [716][npc_combine_s]'.
[23:59:00]	OTA.C17-ECHO.OSS.19520 has spawned a 'NPC [691][npc_combine_s]'.
[23:59:30]	OTA.C17-ECHO.OSS.19520 has spawned a 'NPC [680][npc_combine_s]'.
[23:59:45]	OTA.C17-ECHO.OSS.19520 has spawned a 'NPC [706][npc_combine_s]'.
[23:59:48]	OTA.C17-ECHO.OSS.19520 has spawned a 'NPC [715][npc_combine_s]'.
[23:59:51]	[ME] Anastasia Ivanovich: goes to push the cabinent away
[23:59:54]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:59:58]	matt saton loaded the character 'James Atley'
[23:59:58]	James Atley has taken 1 damage from worldspawn.
[23:59:59]	James Atley entered observer.
[23:59:59]	Anastasia Ivanovich opened the 'Metal Cabinet' #2142 container.
