[11:06:46]	Nums has connected.
[14:25:04]	Jonathan Jackson ran 'take' on item 'Flavored Consulate Water' (#29486)
[14:25:04]	Jonathan Jackson has gained a 'Flavored Consulate Water' #29486.
[14:25:06]	Jonathan Jackson ran 'Consume' on item 'Consulate Water' (#29478)
[14:25:09]	Jonathan Jackson ran 'Consume' on item 'Consulate Water' (#29480)
[14:25:11]	Jonathan Jackson ran 'take' on item 'Flavored Consulate Water' (#29487)
[14:25:11]	Jonathan Jackson has gained a 'Flavored Consulate Water' #29487.
[14:25:18]	Jonathan Jackson ran 'take' on item 'Flavored Consulate Water' (#29488)
[14:25:18]	Jonathan Jackson has gained a 'Flavored Consulate Water' #29488.
[14:25:21]	Jonathan Jackson ran 'Consume' on item 'Consulate Water' (#29493)
[14:25:31]	[ME] Denford F. MacMillian: After inspecting the damages, the man sighed and figured out the wires were damaged and messed up, the man opened up the hatch to expose the wires and looked back to the QrM unit. - "It'll take a bit but wire damages, vending machine's off so I don't think anyone will be hurt."
[14:25:34]	[ME] CCA.C17-QrM.98240: sighs, holstering his Stunstick and moving over to the wall, leaning against it in an awkward manner due to his gear getting in the way. "Have fun fixing it."
[14:25:38]	CCA.C17-QrM.98240 used command '/ActLean'.
[14:25:44]	[ME] Jonathan Jackson: is carring a fuck load of drinks on him
[14:25:57]	[OOC] Jonathan Jackson: Wooo
[14:26:02]	[OOC] Jonathan Jackson: Drinks for days
[14:26:49]	[LOOC] CCA.C17-GRID.i1.23710: i forgot to undo the sparks
[14:27:01]	[ME] Denford F. MacMillian: Grabs some wire cutters from the set of tools and begins to cut out the exposed wires that were damaged, the man placing the damaged wires into a small pouch.
[14:27:06]	CCA.C17-GRID.i1.23710 has gained 10 tokens.
[14:27:27]	Jonathan Jackson opened the '' #2706 container.
[14:27:33]	Jonathan Jackson closed the '' #2706 container.
[14:27:34]	Jonathan Jackson opened the '' #2705 container.
[14:27:37]	Jonathan Jackson closed the '' #2705 container.
[14:27:38]	Jonathan Jackson opened the '' #2726 container.
[14:27:39]	CCA.C17-GRID.i1.23710 exited observer at their location.
[14:27:47]	CCA.C17-QrM.98240 used command '/ExitAct'.
[14:27:52]	CCA.C17-QrM.98240 used command '/ActLean'.
[14:27:57]	Jonathan Jackson closed the '' #2726 container.
[14:27:58]	CCA.C17-GRID.i1.23710 entered observer.
[14:27:58]	Jonathan Jackson opened the '' #2705 container.
[14:28:01]	Jonathan Jackson closed the '' #2705 container.
[14:28:01]	Jonathan Jackson opened the '' #2706 container.
[14:28:10]	CCA.C17-GRID.i1.23710 ran 'Consume' on item 'Consulate Water' (#29491)
[14:28:11]	Jonathan Jackson closed the '' #2706 container.
[14:28:22]	Jonathan Jackson opened the '' #2726 container.
[14:28:25]	Jonathan Jackson closed the '' #2726 container.
[14:28:25]	Jonathan Jackson opened the '' #2706 container.
[14:28:26]	[ME] Denford F. MacMillian: signs "The man would then go to the other pouch to pull out some new wires and begins to re-apply them onto the machine. After doing so, he did some inspections over the machine to see if there are no other damages, and so he noticed that the coin slot was jammed. He saw a token improperly stuck and he would remove said token, walking away and grabbing a can from the floor.
[14:28:29]	Denford F. MacMillian ran 'take' on item 'Consulate Water' (#29492)
[14:28:29]	Denford F. MacMillian has gained a 'Consulate Water' #29492.
[14:28:32]	Jonathan Jackson closed the '' #2706 container.
[14:28:32]	Jonathan Jackson opened the '' #2705 container.
[14:28:37]	Jonathan Jackson has gained a 'Pliers' #24788.
[14:28:46]	Jonathan Jackson closed the '' #2705 container.
[14:28:46]	Jonathan Jackson opened the '' #2706 container.
[14:28:48]	[ME] Denford F. MacMillian: Places a can into the correct slot and turns on the machine, he would then close it.
[14:28:50]	Jonathan Jackson ran 'drop' on item 'Pack of Nails' (#25075)
[14:28:57]	[LOOC] Denford F. MacMillian: If you could, can you add one to regular?
[14:28:59]	CCA.C17-QrM.98240 used command '/ExitAct'.
[14:29:01]	Jonathan Jackson closed the '' #2706 container.
[14:29:01]	Denford F. MacMillian ran 'drop' on item 'Consulate Water' (#29492)
[14:29:01]	Denford F. MacMillian has lost a 'Consulate Water' #29492.
[14:29:03]	Denford F. MacMillian destroyed a 'Consulate Water' #29492.
[14:29:08]	Denford F. MacMillian has lost 5 tokens.
[14:29:12]	Denford F. MacMillian ran 'take' on item 'Consulate Water' (#29495)
[14:29:12]	Denford F. MacMillian has gained a 'Consulate Water' #29495.
[14:29:15]	Jonathan Jackson ran 'drop' on item 'Flavored Consulate Water' (#29488)
[14:29:15]	Jonathan Jackson has lost a 'Flavored Consulate Water' #29488.
[14:29:16]	Denford F. MacMillian ran 'take' on item 'Flavored Consulate Water' (#29489)
[14:29:16]	Denford F. MacMillian has gained a 'Flavored Consulate Water' #29489.
[14:29:17]	Jonathan Jackson ran 'drop' on item 'Flavored Consulate Water' (#29477)
[14:29:17]	Jonathan Jackson has lost a 'Flavored Consulate Water' #29477.
[14:29:18]	Jonathan Jackson ran 'drop' on item 'Flavored Consulate Water' (#29470)
[14:29:18]	Jonathan Jackson has lost a 'Flavored Consulate Water' #29470.
[14:29:20]	Denford F. MacMillian ran 'take' on item 'Consulate Water' (#29490)
[14:29:20]	Denford F. MacMillian has gained a 'Consulate Water' #29490.
[14:29:31]	[OOC] Jonathan Jackson: I just saved so much money on that
[14:29:40]	[OOC] Jonathan Jackson: I have been draining my tokens on drinks for so long
[14:29:48]	[ME] CCA.C17-QrM.98240: sniffles, surveying the man and his work as he kept a close eye on him. The citizen could hear him humming lightly as he nodded, grabbing his PDA and unlatching it from his PDA. "Righty....."
[14:29:50]	[ME] Denford F. MacMillian: Looks back to the QrM and nodded to him, removing the tool belt from his waist.
[14:29:55]	Denford F. MacMillian ran 'drop' on item 'A Set of Tools' (#29494)
[14:29:55]	Denford F. MacMillian has lost a 'A Set of Tools' #29494.
[14:30:01]	CCA.C17-QrM.98240 has gained 10 tokens.
[14:30:12]	[ME] CCA.C17-QrM.98240: took the tools, latching the bag onto his utility belt. "Righty, your name was?"
[14:30:18]	CCA.C17-QrM.98240 ran 'take' on item 'A Set of Tools' (#29494)
[14:30:18]	CCA.C17-QrM.98240 has gained a 'A Set of Tools' #29494.
[14:30:27]	[OOC] CCA.C17-QrM.98240: I have ruined the economy 
[14:30:33]	[OOC] Denford F. MacMillian: D:
[14:30:40]	[ME] CCA.C17-QrM.98240: nods, switching on his PDA and typing at it. "Den..."
[14:30:42]	CCA.C17-QrM.98240 used command '/ViewData Den'.
[14:30:47]	[OOC] Jonathan Jackson: No more shall we rely on vending machines and rations for drinks the common man will no longer suffer
[14:30:49]	Jonathan Jackson used the 'Shopkeeper Jim' vendor.
[14:31:13]	[LOOC] Denford F. MacMillian: OH FUCK.
[14:31:15]	Jonathan Jackson has lost 2 tokens.
[14:31:15]	Jonathan Jackson has gained a 'Notepad' #29496.
[14:31:15]	[LOOC] Denford F. MacMillian: VOID.
[14:31:16]	[LOOC] CCA.C17-QrM.98240: LMAO 
[14:31:36]	[LOOC] Denford F. MacMillian: "Oh yeah should I join the CCA?" *Clocks him in the fucking face by accident.*
[14:31:39]	[ME] CCA.C17-QrM.98240: looked up from his PDA, tilting his head lightly. "Joining CCA? well all you civvies want it."
[14:31:41]	[LOOC] CCA.C17-QrM.98240: HAHAHAHAHA 
[14:32:06]	CCA.C17-GRID.i1.23710 has gained 10 tokens.
[14:32:07]	DRD loaded the character 'Dispatch'
[14:32:07]	Dispatch entered observer.
[14:32:28]	[OOC] Jonathan Jackson: huh
[14:32:36]	[ME] CCA.C17-QrM.98240: sniffles, latching his PDA onto his utility belt. "But, it has a lot of benefits. Trust me.... I'm a bit of a veteran."
[14:32:40]	[ME] Denford F. MacMillian: Looks up as he heard the announcement.
[14:32:41]	[OOC] CCA.C17-QrM.98240: *Huh*
[14:32:46]	[ME] CCA.C17-QrM.98240: sighs 
[14:32:53]	Jonathan Jackson ran 'Edit' on item 'Notepad' (#29496)
[14:32:55]	Dispatch used command '/CharGiveFlag disp C'.
[14:32:56]	Dispatch has spawned a 'Entity [839][gmod_sent_vehicle_fphysics_base]'.
[14:32:58]	Dispatch exited observer at their location.
[14:32:59]	[OOC] Denford F. MacMillian: Hey DrD.
[14:33:01]	[OOC] Denford F. MacMillian: More like.
[14:33:03]	[OOC] Denford F. MacMillian: DnD.
[14:33:25]	Dispatch entered observer.
[14:33:39]	[OOC] Dispatch: most situationally aware quartermaster
[14:33:46]	[OOC] CCA.C17-QrM.98240: Fuck you 
[14:34:01]	[OOC] CCA.C17-QrM.98240: CCA.C17-QrM.98240 says "<:: I sure hope that's them going to get my supply of absin- ::>"
[14:34:16]	[ME] Jonathan Jackson: is seen writing down on a notepad.
[14:34:20]	Jonathan Jackson ran 'Edit' on item 'Notepad' (#29496)
[14:34:28]	[LOOC] Denford F. MacMillian: short.
[14:34:33]	[LOOC] CCA.C17-QrM.98240: mean 
[14:34:42]	Denford F. MacMillian ran 'Consume' on item 'Consulate Water' (#29495)
[14:34:47]	Dispatch has spawned 'models/combinefortification/combinebunkernosheild.mdl'.
[14:34:52]	Dispatch has spawned 'models/combinefortification/combinebunkerpillard1.mdl'.
[14:34:54]	Dispatch has spawned 'models/props_combine/combine_bunker01.mdl'.
[14:35:01]	CCA.C17-QrM.98240 has gained 10 tokens.
[14:36:04]	Dispatch has spawned 'models/combinefortification/combineguardcontrol.mdl'.
[14:36:22]	Dispatch has spawned 'models/combinefortification/combinescreen1.mdl'.
[14:36:25]	Dispatch has spawned 'models/combinefortification/combinevehiculegate.mdl'.
[14:36:30]	Dispatch has spawned 'models/combinefortification/combineguardcontrol.mdl'.
[14:36:32]	Dispatch has spawned 'models/combinefortification/combineguardtower.mdl'.
[14:37:00]	[OOC] CCA.C17-QrM.98240: Dispatch toilet 
[14:37:04]	[OOC] CCA.C17-QrM.98240: Dispatch toilet 
[14:37:04]	[OOC] CCA.C17-QrM.98240: Dispatch toilet 
[14:37:05]	[OOC] CCA.C17-QrM.98240: Dispatch toilet 
[14:37:05]	[OOC] CCA.C17-QrM.98240: Dispatch toilet 
[14:37:15]	[OOC] Denford F. MacMillian: When the Dispatch toilet
[14:37:42]	Jonathan Jackson ran 'Attach' on item 'Pin' (#24299)
[14:37:44]	Dispatch has spawned 'models/combine_camera/combine_camera.mdl'.
[14:37:44]	Jonathan Jackson ran 'drop' on item 'Notepad' (#29496)
[14:37:44]	Jonathan Jackson has lost a 'Notepad' #29496.
[14:37:53]	Dispatch used command '/CharSetModel disp models/combine_camera/combine_camera.mdl'.
[14:37:57]	[OOC] Denford F. MacMillian: Would I explain the FULL protocol or just explain how said protocol or strcuture occurs.
[14:38:15]	Dispatch exited observer at their location.
[14:38:16]	Dispatch entered observer.
[14:38:49]	Jonathan Jackson ran 'Attach' on item 'Pin' (#24299)
[14:38:59]	Dispatch has spawned 'models/props_combine/cell_01_pod.mdl'.
[14:39:05]	Dispatch has spawned 'models/props_combine/breenpod.mdl'.
[14:39:11]	Dispatch has spawned 'models/props_combine/cell_01_pod.mdl'.
[14:39:17]	Dispatch has spawned 'models/props_combine/cell_01_pod_cheap.mdl'.
[14:39:21]	Dispatch has spawned 'models/props_combine/breenpod.mdl'.
[14:39:24]	Jonathan Jackson ran 'View' on item 'Notepad' (#29496)
[14:39:32]	Dispatch has spawned 'models/props_combine/eli_pod.mdl'.
[14:39:43]	[OOC] Jonathan Jackson: dispatnch
[14:39:50]	Dispatch has spawned 'models/props_combine/breenpod.mdl'.
[14:39:56]	[OOC] Denford F. MacMillian: Teh dispat
[14:40:01]	CCA.C17-QrM.98240 has gained 10 tokens.
[14:40:02]	Dispatch has spawned 'models/props_combine/breenpod.mdl'.
[14:40:14]	Jonathan Jackson ran 'Edit' on item 'Notepad' (#29496)
[14:40:42]	Dispatch has spawned 'models/props_combine/breenpod.mdl'.
[14:40:47]	Dispatch has spawned 'models/props_combine/cell_01_pod_cheap.mdl'.
[14:41:20]	Dispatch has spawned 'models/props_combine/breenconsole.mdl'.
[14:41:27]	[OOC] Jonathan Jackson: Is anyone a CWU administrator?
[14:41:32]	Jonathan Jackson ran 'View' on item 'Paper' (#5259)
[14:41:36]	[OOC] Dispatch: just q
[14:41:40]	[OOC] Jonathan Jackson: hek
[14:41:44]	[OOC] CCA.C17-QrM.98240: kek 
[14:41:47]	[OOC] Denford F. MacMillian: ke
[14:41:50]	FB|| light ROOM loaded the character 'Ethan King'
[14:41:50]	[OOC] Jonathan Jackson: k
[14:41:51]	Dispatch has spawned a 'Entity [4372][ix_testent4]'.
[14:41:56]	[OOC] Ethan King: nuts 
[14:42:55]	Dispatch has spawned 'models/combinefortification/combinescreen1.mdl'.
[14:43:21]	Dispatch has spawned 'models/props_combine/combine_monitorbay.mdl'.
[14:43:26]	Dispatch has spawned 'models/props_combine/combine_intmonitor003.mdl'.
[14:44:36]	Ethan King has gained a 'Capacitors' #29497.
[14:44:53]	Ethan King used command '/PM dispatch models/props_combine/combine_interface001.mdl'.
[14:45:01]	Dispatch has spawned 'models/props_combine/combine_interface001.mdl'.
[14:45:27]	Dispatch has spawned 'models/props_wasteland/kitchen_shelf001a.mdl'.
[14:45:49]	Dispatch has spawned 'models/props_junk/wood_crate001a_damagedmax.mdl'.
[14:45:51]	Dispatch has spawned 'models/props_junk/wood_crate002a.mdl'.
[14:45:55]	Dispatch has spawned 'models/props_junk/wood_crate001a.mdl'.
[14:46:05]	Dispatch has spawned 'models/props_junk/wood_crate002a.mdl'.
[14:46:09]	Dispatch has spawned 'models/props_junk/wood_crate001a_damagedmax.mdl'.
[14:46:11]	[ME] Jonathan Jackson: waves to the man before moving on.
[14:46:13]	Dispatch has spawned 'models/props_junk/wood_crate002a.mdl'.
[14:46:37]	Dispatch has spawned 'models/props_junk/wood_crate002a.mdl'.
[14:46:58]	Dispatch has spawned 'models/props_junk/wood_crate001a.mdl'.
[14:46:59]	Nums loaded the character 'CCA.C17-RCT.77460'
[14:47:11]	[OOC] Jonathan Jackson: how is your ping so high
[14:47:15]	[OOC] Jonathan Jackson: drd
[14:47:23]	[OOC] Dispatch: im just built different
[14:47:26]	[OOC] Jonathan Jackson: chad
[14:47:38]	Denford F. MacMillian used command '/PM 77460 He'll arrive one day :hollow:'.
[14:48:12]	Jonathan Jackson ran 'take' on item 'A Roll of Toilet Paper' (#28820)
[14:48:12]	Jonathan Jackson has gained a 'A Roll of Toilet Paper' #28820.
[14:48:38]	Jonathan Jackson ran 'take' on item 'Horse Statue' (#29427)
[14:48:38]	Jonathan Jackson has gained a 'Horse Statue' #29427.
[14:49:14]	Jonathan Jackson ran 'View' on item 'Paper' (#24266)
[14:49:36]	[OOC] Jonathan Jackson: I see someone is trying to make a furniture store.
[14:49:38]	Jonathan Jackson ran 'View' on item 'Paper' (#24266)
[14:49:58]	Dispatch exited observer at their location.
[14:49:59]	Dispatch entered observer.
[14:50:00]	Dispatch exited observer at their location.
[14:50:01]	Dispatch entered observer.
[14:50:02]	Dispatch exited observer at their location.
[14:50:03]	Dispatch entered observer.
[14:50:04]	Dispatch exited observer at their location.
[14:50:05]	Dispatch entered observer.
[14:50:05]	Dispatch exited observer at their location.
[14:50:05]	Dispatch entered observer.
[14:50:06]	Dispatch exited observer at their location.
[14:50:10]	Dispatch entered observer.
[14:50:21]	DRD loaded the character 'Hollie Reynolds'
[14:50:21]	Hollie Reynolds has taken 1 damage from worldspawn.
[14:50:22]	Hollie Reynolds has taken 1 damage from worldspawn.
[14:50:23]	Hollie Reynolds has taken 1 damage from worldspawn.
[14:50:23]	Hollie Reynolds entered observer.
[14:50:26]	Hollie Reynolds exited observer at their location.
[14:50:26]	Hollie Reynolds has taken 1 damage from worldspawn.
[14:50:26]	Hollie Reynolds entered observer.
[14:50:35]	DRD loaded the character 'CCA.C17-GRID.i1.23710'
[14:50:36]	CCA.C17-GRID.i1.23710 entered observer.
[14:50:45]	[OOC] Ethan King: Hmmmm
[14:50:55]	[OOC] Jonathan Jackson: What is it that Ethan King thinks of
[14:50:59]	DRD loaded the character 'Paul-Henri Cartier'
[14:51:00]	Paul-Henri Cartier entered observer.
[14:51:42]	[OOC] Jonathan Jackson: Someone had stolen my horse statue and now I have stolen it back
[14:51:47]	Paul-Henri Cartier exited observer at their location.
[14:51:58]	Paul-Henri Cartier used command '/CharSetSkin paul 1'.
[14:51:59]	CCA.C17-RCT.77460 has gained 10 tokens.
[14:51:59]	Paul-Henri Cartier used command '/CharSetSkin paul 2'.
[14:52:00]	Paul-Henri Cartier used command '/CharSetSkin paul 3'.
[14:52:05]	[OOC] Denford F. MacMillian: Are you gonna start a war?
[14:52:09]	[OOC] Denford F. MacMillian: Over the statue?
[14:52:16]	[OOC] Jonathan Jackson: I might have to, it is a priceless artifact.
[14:52:20]	Paul-Henri Cartier used command '/ToggleRaise'.
[14:52:20]	[OOC] Denford F. MacMillian: Lmaooo.
[14:52:22]	Paul-Henri Cartier used command '/ToggleRaise'.
[14:52:23]	Denford F. MacMillian opened the '' #239 container.
[14:52:28]	Denford F. MacMillian closed the '' #239 container.
[14:52:36]	[OOC] Jonathan Jackson: I will find whoever has done the stolening, and they will pay dearly
[14:52:59]	Jonathan Jackson opened the '' #2705 container.
[14:53:03]	Jonathan Jackson closed the '' #2705 container.
[14:53:05]	[OOC] Ethan King: And also, Ethan just thinks about the anomalous horrors he's seen every day 
[14:53:11]	Jonathan Jackson ran 'drop' on item 'Horse Statue' (#29427)
[14:53:11]	Jonathan Jackson has lost a 'Horse Statue' #29427.
[14:53:43]	Paul-Henri Cartier has gained a 'A Set of Tools' #29499.
[14:53:43]	Paul-Henri Cartier used command '/CharGiveItem paul tool'.
[14:53:44]	[OOC] Jonathan Jackson: There are no horrors in the world, only those of which sane people think make them less sane
[14:53:53]	Jonathan Jackson ran 'drop' on item 'A Roll of Toilet Paper' (#28820)
[14:53:53]	Jonathan Jackson has lost a 'A Roll of Toilet Paper' #28820.
[14:54:14]	[OOC] Jonathan Jackson: Therefor Ethan King is an insane lunatic and must be killed
[14:54:14]	Jonathan Jackson opened the '' #2726 container.
[14:54:18]	Jonathan Jackson has gained a 'Pipe' #25364.
[14:54:23]	Jonathan Jackson closed the '' #2726 container.
[14:54:24]	Jonathan Jackson ran 'EquipUn' on item 'CWU Commerce Shirt' (#29251)
[14:54:27]	Jonathan Jackson ran 'EquipUn' on item 'Gray Jeans' (#29252)
[14:54:27]	Jonathan Jackson opened the '' #2726 container.
[14:54:42]	Jonathan Jackson has gained a 'Blue Pre-War Shirt' #24423.
[14:54:43]	Jonathan Jackson ran 'Equip' on item 'Blue Pre-War Shirt' (#24423)
[14:54:53]	Jonathan Jackson closed the '' #2726 container.
[14:54:54]	Jonathan Jackson opened the '' #2706 container.
[14:55:17]	Jonathan Jackson has gained a 'Green Citizen Suit' #28351.
[14:55:32]	[OOC] Ethan King: He is in fact insane 
[14:55:34]	Jonathan Jackson closed the '' #2706 container.
[14:55:36]	[OOC] Ethan King: That is true 
[14:55:42]	[OOC] Jonathan Jackson: I do not doubt such a thing
[14:56:26]	Paul-Henri Cartier entered observer.
[14:56:27]	Paul-Henri Cartier exited observer at their location.
[14:56:46]	Jonathan Jackson ran 'Equip' on item 'Green Citizen Suit' (#28351)
[14:56:50]	Bean has connected.
[14:56:56]	[OOC] Jonathan Jackson: beAN
[14:56:59]	CCA.C17-RCT.77460 has gained 10 tokens.
[14:57:03]	[OOC] Paul-Henri Cartier: afk
[14:57:04]	Paul-Henri Cartier entered observer.
[14:57:08]	[OOC] Jonathan Jackson: gotcha
[14:57:14]	Bean loaded the character 'Alex Palovichov'
[14:57:43]	Jonathan Jackson has taken 23 damage from worldspawn.
[14:57:57]	[OOC] Jonathan Jackson: lagspike and I fall off a cliff, nice
[14:58:21]	Jonathan Jackson opened the '' #235 container.
[14:58:40]	Jonathan Jackson closed the '' #235 container.
[14:59:08]	Jonathan Jackson ran 'Equip' on item 'Pipe' (#25364)
[14:59:18]	Alex Palovichov opened the '' #2676 container.
[14:59:20]	Alex Palovichov closed the '' #2676 container.
[14:59:49]	Jonathan Jackson ran 'drop' on item 'Pliers' (#24788)
