[00:46:29]	Bean has connected.
[13:23:55]	Alex Palovichov has gained a 'Blood Sample' #24768.
[13:23:56]	Alex Palovichov ran 'take' on item 'Blood Sample' (#24769)
[13:23:56]	Alex Palovichov has gained a 'Blood Sample' #24769.
[13:23:59]	Alex Palovichov ran 'take' on item 'Blood Sample' (#24767)
[13:23:59]	Alex Palovichov has gained a 'Blood Sample' #24767.
[13:24:01]	Alex Palovichov ran 'take' on item 'Consulate Water' (#24714)
[13:24:01]	Alex Palovichov has gained a 'Consulate Water' #24714.
[13:24:20]	Alex Palovichov ran 'drop' on item 'Blood Sample' (#24768)
[13:24:20]	Alex Palovichov has lost a 'Blood Sample' #24768.
[13:24:21]	Alex Palovichov ran 'drop' on item 'Blood Sample' (#24769)
[13:24:21]	Alex Palovichov has lost a 'Blood Sample' #24769.
[13:24:22]	Alex Palovichov ran 'drop' on item 'Cyclopic Citizen Suit' (#24121)
[13:24:22]	Alex Palovichov has lost a 'Cyclopic Citizen Suit' #24121.
[13:24:23]	Alex Palovichov ran 'View' on item 'Notepad' (#24722)
[13:24:25]	Alex Palovichov ran 'drop' on item 'Notepad' (#24722)
[13:24:25]	Alex Palovichov has lost a 'Notepad' #24722.
[13:24:27]	Alex Palovichov ran 'drop' on item 'Small Thermos' (#25177)
[13:24:27]	Alex Palovichov has lost a 'Small Thermos' #25177.
[13:24:31]	Alex Palovichov ran 'drop' on item 'Consulate Water' (#24714)
[13:24:31]	Alex Palovichov has lost a 'Consulate Water' #24714.
[13:24:32]	Alex Palovichov ran 'drop' on item 'Blood Sample' (#24767)
[13:24:32]	Alex Palovichov has lost a 'Blood Sample' #24767.
[13:24:37]	execution_hurt_2 destroyed a 'Blood Sample' #24768.
[13:24:37]	execution_hurt_2 destroyed a 'Small Thermos' #25177.
[13:24:37]	execution_hurt_2 destroyed a 'Notepad' #24722.
[13:24:37]	execution_hurt_2 destroyed a 'Blood Sample' #24767.
[13:24:37]	execution_hurt_2 destroyed a 'Cyclopic Citizen Suit' #24121.
[13:24:37]	execution_hurt_2 destroyed a 'Consulate Water' #24714.
[13:24:37]	execution_hurt_2 destroyed a 'Blood Sample' #24769.
[13:24:45]	Matthew Freeman used the 'Shopkeeper' vendor.
[13:24:57]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[13:25:00]	Matthew Freeman has lost 50 tokens.
[13:25:00]	Matthew Freeman has gained a 'Respirator' #25245.
[13:25:04]	execution_hurt_2 destroyed a 'Medical Case' #25161.
[13:25:07]	Matthew Freeman ran 'Edit' on item 'Paper' (#24306)
[13:25:09]	Matthew Freeman ran 'take' on item 'Paper' (#24306)
[13:25:09]	Matthew Freeman has gained a 'Paper' #24306.
[13:25:14]	Matthew Freeman ran 'EquipUn' on item 'Green Citizen Suit' (#23440)
[13:25:14]	Matthew Freeman ran 'Equip' on item 'Respirator' (#25245)
[13:25:30]	Matthew Freeman ran 'drop' on item 'AA Battery' (#23540)
[13:25:30]	Matthew Freeman has lost a 'AA Battery' #23540.
[13:25:38]	Alex Palovichov ran 'View' on item 'Notepad' (#25186)
[13:26:01]	[LOOC] Matthew Freeman: how to get glasses
[13:26:06]	[LOOC] Matthew Freeman: wait
[13:26:19]	[LOOC] Matthew Freeman: how to get glasses? my character needs to have glasses
[13:26:29]	[LOOC] Alex Palovichov: Uhh, I think you buy em
[13:26:57]	[LOOC] Matthew Freeman: fuck well uhm, my character needs glasses so i kinda thought that i'd be spawned with em, i mean i think an admin did give me glasses at the start but they kinda dissapeared
[13:27:14]	[LOOC] Alex Palovichov: Oh, well idk bout that...another admin should be on later today
[13:27:51]	[LOOC] Matthew Freeman: finally i can craft shit, my fabrication is 31 and i cant craft jack shit! i know this server is new therefore my expectations arent high but still its very unique like damn new hud and everything
[13:28:00]	[LOOC] Matthew Freeman: anyways matthew freeman jumpscare
[13:28:00]	Matthew Freeman used command '/CharFallOver'.
[13:28:02]	Matthew Freeman used command '/CharGetUp'.
[13:28:06]	Matthew Freeman used command '/CharGetUp'.
[13:28:23]	Matthew Freeman used command '/CharGetUp'.
[13:28:27]	Matthew Freeman used command '/CharGetUp'.
[13:28:28]	Matthew Freeman used command '/CharGetUp'.
[13:28:29]	Matthew Freeman used command '/CharGetUp'.
[13:28:36]	Matthew Freeman ran 'take' on item 'Resin' (#1989)
[13:28:36]	Matthew Freeman has gained a 'Resin' #1989.
[13:28:59]	Alex Palovichov ran 'EquipUn' on item 'CWU Leadership Suit' (#24484)
[13:29:00]	Alex Palovichov ran 'EquipUn' on item 'Red and Black Coat' (#24998)
[13:29:01]	Alex Palovichov ran 'Equip' on item 'CWU Commerce Shirt' (#24125)
[13:29:03]	[LOOC] Matthew Freeman: i didnt do drugs officer
[13:29:08]	[LOOC] Matthew Freeman: i watched hentai
[13:29:14]	Alex Palovichov ran 'EquipUn' on item 'CWU Commerce Shirt' (#24125)
[13:29:15]	Alex Palovichov ran 'Equip' on item 'Red and Black Coat' (#24998)
[13:29:28]	Alex Palovichov opened the 'Padlocked ' #2383 container.
[13:29:31]	Alex Palovichov closed the 'Padlocked ' #2383 container.
[13:29:33]	Alex Palovichov opened the '' #2395 container.
[13:29:37]	Alex Palovichov closed the '' #2395 container.
[13:29:41]	Alex Palovichov ran 'drop' on item 'Notepad' (#25186)
[13:29:41]	Alex Palovichov has lost a 'Notepad' #25186.
[13:29:54]	Alex Palovichov opened the '' #2415 container.
[13:29:57]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[13:29:58]	Alex Palovichov ran 'View' on item 'Notepad' (#25188)
[13:30:01]	Alex Palovichov closed the '' #2415 container.
[13:30:11]	[OOC] Alex Palovichov: brb
[13:31:22]	[ME] CCA.C17-UNION.i5.07722: would walk about behind the man, he would kick his legs apart and instruct the man to put his hands on the wall, he begins his search. Does the citizen resist?
[13:32:03]	[LOOC] CCA.C17-UNION.i5.07722: hellloooo
[13:32:06]	[IT] Matthew Freeman: The citizen would resist
[13:32:08]	[LOOC] Matthew Freeman: i was afk
[13:32:13]	[LOOC] Matthew Freeman: wait no nvm i didnt mean to
[13:32:13]	[LOOC] CCA.C17-UNION.i5.07722: dumb shit
[13:32:20]	[IT] Matthew Freeman: NEVERMIND HE DIDNT RESIST
[13:32:31]	[IT] Matthew Freeman: rebel instincts or some shit
[13:32:32]	[LOOC] CCA.C17-UNION.i5.07722: whne you do that, say void that
[13:32:42]	[LOOC] Matthew Freeman: alright
[13:32:44]	[LOOC] CCA.C17-UNION.i5.07722: in looc or ooc
[13:32:50]	CCA.C17-UNION.i5.07722 used command '/CharSearch'.
[13:33:02]	CCA.C17-UNION.i5.07722 used command '/CharSearch'.
[13:33:06]	[LOOC] Matthew Freeman: wdym?
[13:33:12]	[LOOC] CCA.C17-UNION.i5.07722: it not allowing me to do a search
[13:33:22]	CCA.C17-UNION.i5.07722 used command '/CharSearch'.
[13:33:28]	[LOOC] Matthew Freeman: huh, well i dont really have anything illegal on me
[13:33:33]	[LOOC] CCA.C17-UNION.i5.07722: mhm
[13:33:34]	[LOOC] Matthew Freeman: uhm, oocly
[13:33:41]	[LOOC] CCA.C17-UNION.i5.07722: you still get reeducated.
[13:33:46]	[LOOC] Matthew Freeman: you bitch
[13:34:00]	[ME] CCA.C17-UNION.i5.07722: brings up his stunstick and flicks it on.
[13:35:03]	Matthew Freeman has taken 5 damage from CCA.C17-UNION.i5.07722.
[13:35:04]	Matthew Freeman has taken 5 damage from CCA.C17-UNION.i5.07722.
[13:35:05]	Matthew Freeman has taken 5 damage from CCA.C17-UNION.i5.07722.
[13:35:25]	[LOOC] CCA.C17-UNION.i5.07722: ya like that?
[13:35:33]	[LOOC] Matthew Freeman: matthew freeman jumpscare
[13:35:33]	Matthew Freeman used command '/CharFallOver'.
[13:35:37]	Matthew Freeman used command '/CharGetUp'.
[13:35:38]	Matthew Freeman used command '/CharGetUp'.
[13:35:40]	Matthew Freeman used command '/CharGetUp'.
[13:35:40]	Matthew Freeman used command '/CharGetUp'.
[13:35:58]	[LOOC] CCA.C17-UNION.i5.07722: you ran lol
[13:36:08]	[LOOC] Matthew Freeman: ohh are you, its meant to be an looc thing
[13:36:34]	[OOC] Alex Palovichov: back
[13:37:09]	[LOOC] CCA.C17-UNION.i5.07722: *do*
[13:37:37]	[Y] CCA.C17-UNION.i5.07722: <:: Then ask a officer or a CWU member! ::>
[13:37:58]	[Y] CCA.C17-UNION.i5.07722: <:: Vacate, citizen! ::>
[13:39:04]	[ME] Matthew Freeman: pulls out an rpg and aims it at the cp member
[13:39:13]	[LOOC] Matthew Freeman: void that
[13:39:51]	[ME] Matthew Freeman: He'd turn  towards the CWU member
[13:39:57]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[13:40:05]	Alex Palovichov ran 'Equip' on item 'CWU Leadership Suit' (#24484)
[13:40:52]	Matthew Freeman ran 'View' on item 'Paper' (#23948)
[13:41:27]	[ME] Matthew Freeman: would shake his head no
[13:42:13]	Matthew Freeman ran 'Equip' on item 'Green Citizen Suit' (#23440)
[13:42:14]	Matthew Freeman ran 'EquipUn' on item 'Respirator' (#25245)
[13:42:30]	Alex Palovichov ran 'drop' on item 'Combine Hazmat Worker Suit' (#24126)
[13:42:30]	Alex Palovichov has lost a 'Combine Hazmat Worker Suit' #24126.
[13:42:33]	[ME] Matthew Freeman: puts on their suit, showing that they do indeed have one
[13:42:38]	Matthew Freeman ran 'EquipUn' on item 'Green Citizen Suit' (#23440)
[13:42:38]	Matthew Freeman has taken 1 damage from worldspawn.
[13:42:38]	Matthew Freeman has taken 1 damage from worldspawn.
[13:42:39]	Matthew Freeman has taken 1 damage from worldspawn.
[13:42:40]	Matthew Freeman has taken 1 damage from worldspawn.
[13:42:40]	Matthew Freeman ran 'Equip' on item 'Respirator' (#25245)
[13:42:44]	Matthew Freeman ran 'take' on item 'Combine Hazmat Worker Suit' (#24126)
[13:42:44]	Matthew Freeman has gained a 'Combine Hazmat Worker Suit' #24126.
[13:42:46]	Matthew Freeman ran 'Equip' on item 'Combine Hazmat Worker Suit' (#24126)
[13:42:48]	Matthew Freeman ran 'EquipUn' on item 'Respirator' (#25245)
[13:42:48]	Matthew Freeman has taken 1 damage from worldspawn.
[13:42:48]	Matthew Freeman has taken 1 damage from worldspawn.
[13:42:49]	Matthew Freeman has taken 1 damage from worldspawn.
[13:42:50]	Matthew Freeman has taken 1 damage from worldspawn.
[13:42:50]	Matthew Freeman ran 'Equip' on item 'Respirator' (#25245)
[13:43:37]	CCA.C17-UNION.i5.07722 used the 'Ration Dispenser' vendor.
[13:43:39]	CCA.C17-UNION.i5.07722 has gained 0 tokens.
[13:43:39]	CCA.C17-UNION.i5.07722 has gained a 'CCA Grade Beverage (Grapefruit Flavor)' #25246.
[13:43:41]	CCA.C17-UNION.i5.07722 has gained 0 tokens.
[13:43:41]	CCA.C17-UNION.i5.07722 has gained a 'CCA Grade Food Product (Bacon Flavor)' #25247.
[13:43:43]	CCA.C17-UNION.i5.07722 ran 'Consume' on item 'CCA Grade Beverage (Grapefruit Flavor)' (#25246)
[13:43:43]	CCA.C17-UNION.i5.07722 ran 'Consume' on item 'CCA Grade Food Product (Bacon Flavor)' (#25247)
[13:44:47]	[ME] Matthew Freeman: nods his head yes "Yes."
[13:44:57]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[13:45:12]	CCA.C17-UNION.i5.07722 used command '/Radio Unit 07722 going on 10-50. Standard route. Reporting viscon.'.
[13:45:15]	[ME] Alex Palovichov: Opens a desk drawer and takes out a roll of paper towel
[13:45:29]	[ME] Alex Palovichov: Hands over the roll of paper towel
[13:46:12]	[ME] Matthew Freeman: Picks up the item dropped by the CWU member and would turn towards the cleaner the ICT uses
[13:46:17]	[LOOC] Matthew Freeman: this?
[13:47:10]	[LOOC] Matthew Freeman: is it THIS??
[13:47:15]	[LOOC] Alex Palovichov: Yes
[13:47:18]	[LOOC] Alex Palovichov: The yellow barrel
[13:47:50]	CCA.C17-UNION.i5.07722 used command '/Radio Unit 07722 has finished 10-50. No viscon. Returning to plaza.'.
[13:48:54]	[ME] Matthew Freeman: Would carefully remove the thin layer of the barrel and would back off afterwards, he'd then take the item the CWU member gave to him in order to grab some of this substance and he'd turn around to the yellow boxes, he'd move towards them 
[13:49:18]	[ME] Matthew Freeman: would insert the substance inside the yellow boxes and would turn back to grab another sample of this toxic substance.
[13:49:28]	[OOC] CCA.C17-UNION.i5.07722: is everyone afk?
[13:49:33]	[OOC] Alex Palovichov: no
[13:49:45]	[OOC] CCA.C17-UNION.i5.07722: a event would be nice
[13:49:57]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[13:50:07]	[ME] Matthew Freeman: would grab the substance again with the item, and would afterwards close the barrel carefully, he'd then turn around towards the boxes again and would proceed to move towards them carefully with the sample
[13:50:37]	[OOC] CCA.C17-UNION.i5.07722: we almost have the same amount of players on as...
[13:50:46]	[OOC] CCA.C17-UNION.i5.07722: cataclysm
[13:50:53]	[ME] Matthew Freeman: would place the sample inside the yellow boxes and would then afterwards close them, he then moved towards the cwu member and would await for him to say something
[13:51:06]	[OOC] Matthew Freeman: cataclysm sucks
[13:51:21]	[ME] Alex Palovichov: Reaches into a bag and takes out some token
[13:51:23]	Matthew Freeman ran 'EquipUn' on item 'Combine Hazmat Worker Suit' (#24126)
[13:51:29]	[OOC] CCA.C17-UNION.i5.07722: played it once and i hated it
[13:51:40]	[ME] Matthew Freeman: takes of the suit and places it onto the metal table, giving it to the person
[13:51:42]	Matthew Freeman ran 'drop' on item 'Combine Hazmat Worker Suit' (#24126)
[13:51:42]	Matthew Freeman has lost a 'Combine Hazmat Worker Suit' #24126.
[13:51:54]	[OOC] CCA.C17-UNION.i5.07722: willard is ok in my opinion
[13:51:55]	[ME] Alex Palovichov: Takes the suit and puts a few tokens on the table
[13:51:56]	Alex Palovichov ran 'take' on item 'Combine Hazmat Worker Suit' (#24126)
[13:51:56]	Alex Palovichov has gained a 'Combine Hazmat Worker Suit' #24126.
[13:52:07]	Alex Palovichov has lost 5 tokens.
[13:52:07]	Alex Palovichov used command '/DropTokens 5'.
[13:52:10]	[OOC] CCA.C17-UNION.i5.07722: citizen rp kinda sucks though
[13:52:31]	[OOC] CCA.C17-UNION.i5.07722: and it has high ping for me
[13:52:34]	[OOC] Matthew Freeman: yeah, heard that it once fucking removed the bmds perms of being a bmd, and they also removed some of the rebels guns and ammo to make them weaker, and afterwards they did a massive pk wave as they called ota in to sweep whilst the rebels were weak
[13:52:42]	[OOC] CCA.C17-UNION.i5.07722: over 150 ping
[13:52:44]	[LOOC] Matthew Freeman: 5 TOKENS??
[13:52:55]	[LOOC] Alex Palovichov: yeah, you think I get paid much?
[13:53:02]	[LOOC] Matthew Freeman: ATLEAST TWENTY!!0
[13:53:08]	[LOOC] Matthew Freeman: ARGHH MY LONG TEXTS!
[13:53:09]	[LOOC] Alex Palovichov: 20??? thats more than a ration?
[13:53:14]	[OOC] CCA.C17-UNION.i5.07722: the only thing that i like is the player count
[13:53:17]	[LOOC] Alex Palovichov: I ain't made of money here
[13:53:21]	[LOOC] Matthew Freeman: FUCK MAN.. my fuckin long texts shit
[13:53:22]	[LOOC] Alex Palovichov: its freelance work
[13:53:22]	Matthew Freeman has gained 5 tokens.
[13:53:24]	Dilly_ has connected.
[13:53:36]	[OOC] CCA.C17-UNION.i5.07722: oop dilly
[13:53:42]	[OOC] CCA.C17-UNION.i5.07722: the stupid pigeon man
[13:54:11]	Dilly_ loaded the character 'Jackson Steere'
[13:54:37]	Alex Palovichov used command '/Apply'.
[13:54:48]	Matthew Freeman used command '/Apply'.
[13:54:57]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[13:55:14]	[ME] CCA.C17-UNION.i5.07722: holsters his stunstick and pulls out his PDA and begins typing away in it.
[13:55:28]	CCA.C17-UNION.i5.07722 used command '/ViewData Alex'.
[13:56:43]	CCA.C17-UNION.i5.07722 used command '/ViewData matthew freeman'.
[13:57:33]	Alex Palovichov ran 'combine' on item 'Thermobag' (#25180)
[13:58:13]	[ME] Matthew Freeman: would look at the cp waiting him to say something
[13:58:30]	[ME] Matthew Freeman: continues to look at him
[13:58:38]	Alex Palovichov used command '/Request That person you just took, I think that was the person that went into the Construction Zone... He sounds familiar.'.
[13:58:45]	[LOOC] Matthew Freeman: mood4 and all that shiz doesnt work here, anyway to change my pose?
[13:58:49]	[ME] CCA.C17-UNION.i5.07722: holsters his stunstick and pulls out his PDA.
[13:59:17]	CCA.C17-UNION.i5.07722 used command '/Radio I will investigate further Alex.'.
[13:59:26]	CCA.C17-UNION.i5.07722 used command '/ViewData Matt'.
[13:59:57]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[14:00:04]	[ME] Matthew Freeman: notices him talking to alex through the radio, he'd begins to listen afterwards carefully.
[14:00:40]	Mr. Chief has connected.
[14:00:49]	[IT] Matthew Freeman: fucking, he beings to listen afterwards carefully*
[14:00:55]	[LOOC] Matthew Freeman: my bad
[14:02:15]	Alex Palovichov opened the 'Padlocked ' #2383 container.
[14:02:17]	Alex Palovichov closed the 'Padlocked ' #2383 container.
[14:02:18]	Alex Palovichov opened the '' #2395 container.
[14:02:20]	Alex Palovichov has gained a 'CWU Commerce Shirt' #24125.
[14:02:21]	Alex Palovichov closed the '' #2395 container.
[14:02:25]	Alex Palovichov ran 'drop' on item 'CWU Commerce Shirt' (#24125)
[14:02:25]	Alex Palovichov has lost a 'CWU Commerce Shirt' #24125.
[14:02:28]	Jackson Steere ran 'take' on item 'CWU Commerce Shirt' (#24125)
[14:02:28]	Jackson Steere has gained a 'CWU Commerce Shirt' #24125.
[14:02:33]	CCA.C17-UNION.i5.07722 used command '/ViewData matt'.
[14:02:59]	CCA.C17-UNION.i5.07722 used command '/ViewData matt'.
[14:03:14]	CCA.C17-UNION.i5.07722 used command '/ViewData matt'.
[14:04:43]	[LOOC] Matthew Freeman: ltaps
[14:04:44]	Alex Palovichov ran 'drop' on item 'Thermobag' (#25180)
[14:04:44]	Alex Palovichov has lost a 'Thermobag' #25180.
[14:04:44]	Alex Palovichov has lost a 'Combine Hazmat Worker Suit' #24126.
[14:04:44]	Alex Palovichov has lost a 'Respirator' #25183.
[14:04:44]	Alex Palovichov has lost a 'Crowbar' #24740.
[14:04:44]	Alex Palovichov has lost a 'Health Kit' #25244.
[14:04:44]	Alex Palovichov has lost a 'Combine Hazmat Worker Suit' #25182.
[14:04:45]	Alex Palovichov ran 'take' on item 'Thermobag' (#25180)
[14:04:45]	Alex Palovichov has gained a 'Thermobag' #25180.
[14:04:45]	Alex Palovichov has gained a 'Combine Hazmat Worker Suit' #24126.
[14:04:45]	Alex Palovichov has gained a 'Respirator' #25183.
[14:04:45]	Alex Palovichov has gained a 'Crowbar' #24740.
[14:04:45]	Alex Palovichov has gained a 'Health Kit' #25244.
[14:04:45]	Alex Palovichov has gained a 'Combine Hazmat Worker Suit' #25182.
[14:04:57]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[14:04:57]	[ME] Matthew Freeman: would look at the cp in the eyes
[14:05:53]	Alex Palovichov opened the '' #2396 container.
[14:06:00]	Alex Palovichov closed the '' #2396 container.
[14:06:50]	FB|| light ROOM has connected.
[14:07:20]	[ME] CCA.C17-UNION.i5.07722: would take out his stunstick.
[14:07:35]	[LOOC] Matthew Freeman: oh, whoops
[14:07:40]	FB|| light ROOM loaded the character 'Ethan King'
[14:07:41]	[LOOC] CCA.C17-UNION.i5.07722: void?
[14:07:44]	[OOC] Ethan King: Yo
[14:07:45]	[LOOC] Matthew Freeman: yeah
[14:07:51]	[OOC] Ethan King: Ah, interesting ratio 
[14:07:52]	[OOC] Alex Palovichov: no
[14:08:00]	FB|| light ROOM loaded the character 'CCA.C17-QrM.98240'
[14:08:22]	CCA.C17-QrM.98240 used command '/Radio 98240 reporting 10-8, full active, 10-8 units report radials...sound off, all clear on my end.'.
[14:08:43]	CCA.C17-QrM.98240 ran 'Equip' on item '357' (#10719)
[14:08:45]	CCA.C17-QrM.98240 ran 'EquipUn' on item 'XM31 OICW' (#20177)
[14:08:46]	CCA.C17-QrM.98240 ran 'Equip' on item '357' (#10719)
[14:08:47]	CCA.C17-QrM.98240 ran 'Equip' on item 'XM31 OICW' (#20177)
[14:09:20]	[ME] CCA.C17-QrM.98240: would look over towards Alex, "What?"
[14:09:40]	[LOOC] Alex Palovichov: no*
[14:09:46]	CCA.C17-UNION.i5.07722 used command '/Radio I have a citizen that had tresspassed into the sewers.'.
[14:09:51]	[OOC] Robbert Garth: Indeed
[14:09:57]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[14:09:59]	[OOC] Jackson Steere: perfection
[14:10:04]	CCA.C17-UNION.i5.07722 used command '/Radio Contruction site, my bad.'.
[14:10:34]	Robbert Garth has gained a 'Scrap Glass' #25246.
[14:10:39]	Robbert Garth has gained a 'AA Battery' #25247.
[14:11:05]	CCA.C17-QrM.98240 used command '/Radio 10-4, unit do you require assistance? en route now.'.
[14:11:16]	CCA.C17-UNION.i5.07722 used command '/Radio I have the citizen in custody.'.
[14:11:21]	Robbert Garth has gained a 'Broken Keyboard' #25248.
[14:11:22]	Robbert Garth opened the '' #253 container.
[14:11:28]	Robbert Garth closed the '' #253 container.
[14:12:15]	Robbert Garth has gained a 'Empty Milk Gallon' #25249.
[14:12:18]	Robbert Garth has gained a 'Pan' #25250.
[14:12:18]	Alex Palovichov used the 'Shopkeeper' vendor.
[14:12:23]	Alex Palovichov used the 'Shopkeeper' vendor.
