[00:02:50]	Bean has connected.
[08:28:23]	[OOC] CCA.C17-UNION.EpU.93347: sorry man, my CP gotta be cold
[08:28:39]	[OOC] CCA.C17-UNION.EpU.93347: EpU / high rank do be like that sometimes ;c
[08:28:50]	[OOC] Ashley Adams: nah your good
[08:29:02]	[OOC] Ashley Adams: Ill be a CP soon enough
[08:29:05]	[OOC] CCA.C17-UNION.EpU.93347: yush
[08:29:09]	[OOC] CCA.C17-UNION.EpU.93347: maybe even today 
[08:29:17]	CCA.C17-UNION.EpU.93347 used command '/ViewData Ashley'.
[08:29:28]	[OOC] Ashley Adams: God I hope today, and I hope today my CWU also gets accepted
[08:29:44]	[OOC] CCA.C17-UNION.EpU.93347: did you send an IC application for CWU? 
[08:29:53]	[OOC] Ashley Adams: Yep infestation
[08:30:01]	[OOC] CCA.C17-UNION.EpU.93347: oo ver nice
[08:30:05]	[OOC] Ashley Adams: Indeed
[08:30:32]	[OOC] CCA.C17-UNION.EpU.93347: turns out i have access to dispatch
[08:30:37]	[OOC] Ashley Adams: damn
[08:30:41]	CCA.C17-UNION.EpU.93347 used command '/kickdoor'.
[08:31:59]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[08:33:28]	CCA.C17-UNION.EpU.93347 used command '/Radio Unit is 10-7; 10-0.'.
[08:33:35]	Dilly_ loaded the character 'Crimson'
[08:33:39]	Crimson has gained a 'Cinderblock' #27422.
[08:35:05]	Crimson used command '/CharFallOver 1'.
[08:35:26]	Crimson used command '/CharFallOver 1'.
[08:35:31]	Crimson used command '/CharFallOver 1'.
[08:35:33]	Crimson used command '/CharFallOver 1'.
[08:35:34]	Crimson has taken 5 damage from Ashley Adams.
[08:35:34]	Ashley Adams has killed Crimson with ix_hands.
[08:35:42]	[OOC] Ashley Adams: XD
[08:36:08]	[OOC] Crimson: the amount of times i've triggerd off the cameras
[08:36:15]	[OOC] Crimson: as a bird
[08:36:19]	[OOC] Crimson: holy hek
[08:36:24]	[OOC] Ashley Adams: Yea Ive seen birds go brazy at cameras XD
[08:36:46]	Ashley Adams has gained a 'A Roll of Toilet Paper' #27423.
[08:36:46]	Crimson used command '/CharFallOver 1'.
[08:36:47]	Crimson has taken 100 damage from worldspawn.
[08:36:47]	worldspawn has killed Crimson.
[08:36:52]	Ashley Adams ran 'drop' on item 'A Roll of Toilet Paper' (#27423)
[08:36:52]	Ashley Adams has lost a 'A Roll of Toilet Paper' #27423.
[08:37:13]	Dilly_ loaded the character 'Douglas Hudson'
[08:37:14]	Ashley Adams destroyed a 'A Roll of Toilet Paper' #27423.
[08:37:39]	[OOC] Ashley Adams: What are these seamless transitions!
[08:37:48]	[OOC] Douglas Hudson: Hm?
[08:38:05]	[OOC] Ashley Adams: you mastered how to seamlessly transition
[08:38:14]	[OOC] Douglas Hudson: why of yes
[08:39:22]	Douglas Hudson ran 'Equip' on item 'Cyclopic Citizen Suit' (#26602)
[08:39:41]	Ashley Adams used command '/CharFallOver'.
[08:39:42]	Ashley Adams has taken 50 damage from worldspawn.
[08:39:49]	Ashley Adams used command '/CharGetUp'.
[08:39:54]	[OOC] Ashley Adams: come to plaza rq
[08:40:41]	[OOC] Ashley Adams: Ima reset my health
[08:40:46]	[OOC] Ashley Adams: WTF
[08:40:52]	Ashley Adams used command '/CharFallOver'.
[08:40:53]	Ashley Adams has taken 50 damage from worldspawn.
[08:40:53]	worldspawn has killed Ashley Adams.
[08:40:57]	[OOC] Douglas Hudson: lol
[08:41:04]	[OOC] Ashley Adams: gotta teach me that
[08:41:51]	[OOC] Ashley Adams: I wanna try
[08:41:57]	[OOC] Douglas Hudson: A skill I've mastered throughout my 8 years of hl2rp lmao
[08:41:58]	[OOC] Ashley Adams: how did you do that
[08:42:26]	[OOC] Ashley Adams: teach me the ways 
[08:42:30]	[OOC] Ashley Adams: XD
[08:42:46]	[OOC] Ashley Adams: wtf
[08:42:59]	[OOC] Douglas Hudson: yes
[08:43:09]	[OOC] Ashley Adams: OH!
[08:43:25]	[OOC] Ashley Adams: SHIII
[08:43:49]	[OOC] Douglas Hudson: Can't say it's something you should do while the server has players tho lol
[08:44:00]	[OOC] Ashley Adams: agreed
[08:44:16]	[OOC] Ashley Adams: YES!
[08:44:30]	[OOC] Ashley Adams: get a photo
[08:44:46]	[OOC] Douglas Hudson: I've glitched outside of the map with this
[08:44:55]	[OOC] Douglas Hudson: Like now
[08:45:04]	[OOC] Ashley Adams: shit the radio
[08:45:09]	[OOC] Douglas Hudson: on the catwalk
[08:45:10]	Douglas Hudson used command '/CharFallOver 1'.
[08:45:13]	Douglas Hudson used command '/CharFallOver 1'.
[08:45:14]	Douglas Hudson used command '/CharFallOver 1'.
[08:45:15]	Douglas Hudson used command '/CharFallOver 1'.
[08:45:16]	[OOC] Ashley Adams: yea i can see
[08:45:18]	Douglas Hudson used command '/CharFallOver 1'.
[08:45:25]	[OOC] Douglas Hudson: I'm through the world
[08:45:28]	Douglas Hudson used command '/CharFallOver 1'.
[08:45:30]	Douglas Hudson used command '/CharFallOver 1'.
[08:45:33]	Douglas Hudson used command '/CharFallOver 1'.
[08:45:40]	Douglas Hudson used command '/CharFallOver 1'.
[08:46:06]	Douglas Hudson used command '/CharFallOver 1'.
[08:46:08]	Douglas Hudson used command '/CharFallOver 1'.
[08:46:11]	Douglas Hudson used command '/CharFallOver 1'.
[08:46:13]	Douglas Hudson used command '/CharFallOver 1'.
[08:46:16]	Douglas Hudson used command '/CharFallOver 1'.
[08:46:19]	Douglas Hudson used command '/CharFallOver 1'.
[08:46:21]	Douglas Hudson used command '/CharFallOver 1'.
[08:46:42]	[OOC] Ashley Adams: I dont think the Cps could get me If Im up here
[08:46:53]	[OOC] Douglas Hudson: they'd be able to shoot ya tho
[08:46:56]	[OOC] Ashley Adams: theyd have to shoot me
[08:46:58]	Douglas Hudson ran 'EquipUn' on item 'Respirator' (#26789)
[08:46:58]	Douglas Hudson has taken 1 damage from worldspawn.
[08:46:59]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:00]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:01]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:01]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:02]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:03]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:03]	Douglas Hudson used command '/CharFallOver 1'.
[08:47:05]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:06]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:07]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:08]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:08]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:09]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:10]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:11]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:11]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:12]	[OOC] Ashley Adams: not if i ragdoll
[08:47:12]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:13]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:14]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:14]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:15]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:16]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:17]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:17]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:18]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:19]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:20]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:20]	[OOC] Douglas Hudson: hmm... maybe
[08:47:21]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:21]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:22]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:23]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:24]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:24]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:25]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:26]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:27]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:27]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:28]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:29]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:30]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:30]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:31]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:32]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:33]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:33]	[OOC] Ashley Adams: Or get behind the rebar
[08:47:33]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:34]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:35]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:36]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:36]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:37]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:38]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:39]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:39]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:40]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:41]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:42]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:42]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:43]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:44]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:45]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:45]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:46]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:47]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:48]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:49]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:49]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:50]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:51]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:52]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:52]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:53]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:54]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:55]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:55]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:56]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:57]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:58]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:58]	Douglas Hudson has taken 1 damage from worldspawn.
[08:47:59]	Douglas Hudson has taken 1 damage from worldspawn.
[08:48:00]	Douglas Hudson has taken 1 damage from worldspawn.
[08:48:01]	Douglas Hudson has taken 1 damage from worldspawn.
[08:48:01]	Douglas Hudson has taken 1 damage from worldspawn.
[08:48:02]	Douglas Hudson has taken 1 damage from worldspawn.
[08:48:03]	Douglas Hudson has taken 1 damage from worldspawn.
[08:48:04]	Douglas Hudson has taken 1 damage from worldspawn.
[08:48:04]	Douglas Hudson has taken 1 damage from worldspawn.
[08:48:05]	[OOC] Ashley Adams: just learned a new trick though
[08:48:05]	Douglas Hudson has taken 1 damage from worldspawn.
[08:48:06]	Douglas Hudson has taken 1 damage from worldspawn.
[08:48:07]	Douglas Hudson has taken 1 damage from worldspawn.
[08:48:07]	Douglas Hudson has taken 1 damage from worldspawn.
[08:48:08]	Douglas Hudson has taken 1 damage from worldspawn.
[08:48:09]	Douglas Hudson has taken 1 damage from worldspawn.
[08:48:10]	Douglas Hudson has taken 1 damage from worldspawn.
[08:48:11]	Douglas Hudson has taken 1 damage from worldspawn.
[08:48:11]	Douglas Hudson has taken 1 damage from worldspawn.
[08:48:12]	Douglas Hudson has taken 1 damage from worldspawn.
[08:48:13]	Douglas Hudson has taken 1 damage from worldspawn.
[08:48:14]	Douglas Hudson has taken 1 damage from worldspawn.
[08:48:14]	Douglas Hudson has taken 1 damage from worldspawn.
[08:48:15]	Douglas Hudson has taken 1 damage from worldspawn.
[08:48:15]	worldspawn has killed Douglas Hudson.
[08:48:15]	[OOC] Douglas Hudson: yupp
[08:48:28]	Douglas Hudson ran 'Equip' on item 'Respirator' (#26789)
[08:48:29]	[OOC] Ashley Adams: I BELIVE I CAN FLYYY!
[08:48:35]	[OOC] Ashley Adams: I BELIVE I CAN TOUCH THE SKY!
[08:49:02]	[OOC] Ashley Adams: get a photo please
[08:49:08]	[OOC] Douglas Hudson: I saw lol
[08:49:17]	[OOC] Ashley Adams: No i mean from down there
[08:49:29]	[OOC] Douglas Hudson: oh lol
[08:49:32]	[OOC] Ashley Adams: please
[08:49:36]	[OOC] Douglas Hudson: didnt read aha
[08:49:40]	[OOC] Ashley Adams: wanna put that shit on my profile XD
[08:50:40]	Ashley Adams used command '/CharFallOver'.
[08:50:40]	Ashley Adams has taken 100 damage from worldspawn.
[08:50:41]	worldspawn has killed Ashley Adams.
[08:50:44]	[OOC] Ashley Adams: XD
[08:51:11]	Douglas Hudson ran 'View' on item 'Paper' (#26870)
[08:51:22]	[OOC] Ashley Adams: Ima get off for a tad
[08:51:30]	[OOC] Ashley Adams: cya
[08:51:41]	_--Ashley--_ (STEAM_0:0:25179524) has disconnected.
[08:56:45]	Dilly_ (STEAM_0:0:52468151) has disconnected.
[09:39:24]	_--Ashley--_ has connected.
[09:40:11]	_--Ashley--_ loaded the character 'Ashley Adams'
[09:40:31]	_--Ashley--_ (STEAM_0:0:25179524) has disconnected.
[11:49:44]	_--Ashley--_ has connected.
[11:50:24]	_--Ashley--_ loaded the character 'Ashley Adams'
[11:50:34]	Ashley Adams used command '/CharDesc'.
[11:50:51]	Ashley Adams used command '/CharDesc A small female arround 4'11, who is wearing some type of old police watch on her wrist and a red armband on her arm.'.
[11:51:03]	Ashley Adams has gained a 'Empty Glass Bottle' #27423.
[11:51:06]	Ashley Adams ran 'drop' on item 'Empty Glass Bottle' (#27423)
[11:51:06]	Ashley Adams has lost a 'Empty Glass Bottle' #27423.
[11:51:12]	Ashley Adams destroyed a 'Empty Glass Bottle' #27423.
[11:51:35]	Ashley Adams has gained a 'Power Supply Unit' #27423.
[11:51:38]	Ashley Adams has gained a 'Boot' #27424.
[11:51:40]	Ashley Adams ran 'drop' on item 'Power Supply Unit' (#27423)
[11:51:40]	Ashley Adams has lost a 'Power Supply Unit' #27423.
[11:51:41]	Ashley Adams ran 'drop' on item 'Boot' (#27424)
[11:51:41]	Ashley Adams has lost a 'Boot' #27424.
[11:51:45]	Ashley Adams destroyed a 'Power Supply Unit' #27423.
[11:51:46]	Ashley Adams destroyed a 'Boot' #27424.
[11:53:16]	FB|| light ROOM has connected.
[11:53:53]	FB|| light ROOM loaded the character 'Ethan King'
[11:53:55]	[OOC] Ethan King: nut 
[11:53:58]	[OOC] Ashley Adams: lolz
[11:54:02]	[OOC] Ethan King: yo 
[11:54:16]	[OOC] Ashley Adams: I had to change my character to a diffrent backstory ish
[11:54:37]	[OOC] Ethan King: Gotcha, what'd you have to change?
[11:54:58]	Ethan King ran 'take' on item 'Scrap Plastic' (#27412)
[11:55:00]	[OOC] Ashley Adams: So my character was a marine fought durring the 7 hour war, got injured
[11:55:07]	[OOC] Ashley Adams: changed to police officer pre war
[11:55:17]	[OOC] Ashley Adams: defended her city
[11:55:30]	[OOC] Ethan King: gotcha 
[11:55:44]	[OOC] Ashley Adams: if theres one thing im good at its makijng backstorys
[11:55:58]	[OOC] Ethan King: I think I'm pretty good at backstories and docs 
[11:56:13]	[OOC] Ethan King: Lord knows I've made way too many in the past  few months for PPR 
[11:56:17]	[OOC] Ethan King: PR*
[11:56:20]	[OOC] Ashley Adams: docs im amazing at, Ive created police roleplay docs within a day 
[11:56:30]	[OOC] Ethan King: Gotcha 
[11:56:30]	[OOC] Ashley Adams: ah
[11:57:08]	[OOC] Ashley Adams: now im just waiting on 2 diffrent applications One IC and the other the CCA
[11:57:17]	cytoplasm has connected.
[11:57:20]	[OOC] Ethan King: gotcha 
[11:57:29]	[OOC] Ethan King: Is Cytoplasma new?
[11:57:35]	[OOC] Ashley Adams: no
[11:57:42]	[OOC] Ethan King: gotcha 
[11:57:53]	[OOC] Ashley Adams: they are helix
[11:57:56]	[OOC] Ethan King: oh
[11:58:34]	[OOC] Ethan King: PAC still doesn't work depression 
[11:58:48]	Ethan King ran 'take' on item 'Paper' (#27429)
[11:58:53]	Ethan King ran 'drop' on item 'Blue Metropolice Poster' (#26487)
[11:58:53]	Ethan King has lost a 'Blue Metropolice Poster' #26487.
[11:58:55]	Ethan King ran 'take' on item 'Paper' (#27429)
[11:58:55]	Ethan King has gained a 'Paper' #27429.
[11:59:11]	[OOC] Ashley Adams: god Ik i wanted to make stuff
[11:59:21]	[OOC] Ethan King: I have an imported model for Ethan
[11:59:30]	Ethan King ran 'Edit' on item 'Paper' (#27429)
[11:59:42]	[OOC] Ashley Adams: I just want to add some stuff to my character and make her more her size
[11:59:48]	[OOC] Ethan King: same 
[11:59:48]	NamRm has connected.
[11:59:52]	Ethan King has taken 5 damage from npc_headcrab.
[11:59:55]	Ethan King has taken 5 damage from npc_headcrab.
[11:59:57]	[OOC] Ashley Adams: never seen the,
[11:59:59]	[OOC] Ashley Adams: them
[12:00:00]	Ethan King ran 'Edit' on item 'Paper' (#27429)
[12:00:07]	[OOC] Ethan King: NamRm is an older player 
[12:00:15]	[OOC] Ashley Adams: ah, that explains that then
[12:00:18]	Ethan King ran 'Edit' on item 'Paper' (#27429)
[12:00:32]	NamRm loaded the character 'Aurelio Grau'
[12:01:04]	cytoplasm loaded the character 'CCA.C17-HELIX.i3.39867'
[12:01:12]	Aurelio Grau opened the '' #2423 container.
[12:01:21]	Aurelio Grau closed the '' #2423 container.
[12:01:44]	Ethan King ran 'View' on item 'Paper' (#27429)
[12:02:33]	Aurelio Grau opened the '' #2424 container.
[12:02:34]	Aurelio Grau closed the '' #2424 container.
[12:02:47]	CCA.C17-HELIX.i3.39867 used command '/ToggleRaise'.
[12:02:53]	CCA.C17-HELIX.i3.39867 used command '/ToggleRaise'.
[12:02:54]	CCA.C17-HELIX.i3.39867 used command '/ToggleRaise'.
[12:02:55]	[OOC] Ethan King: The fear I just felt when I heard CCA walking 
[12:02:57]	CCA.C17-HELIX.i3.39867 used command '/ToggleRaise'.
[12:03:04]	CCA.C17-HELIX.i3.39867 used command '/ToggleRaise'.
[12:03:35]	CCA.C17-HELIX.i3.39867 used command '/ToggleRaise'.
[12:03:43]	CCA.C17-HELIX.i3.39867 used command '/ToggleRaise'.
[12:03:52]	CCA.C17-HELIX.i3.39867 used command '/ToggleRaise'.
[12:04:07]	[OOC] Ethan King: Actual PTSD holy fuck 
[12:04:19]	[OOC] CCA.C17-HELIX.i3.39867: good thing im blind
[12:04:23]	[OOC] Ethan King: True 
[12:04:23]	[OOC] CCA.C17-HELIX.i3.39867: and bad at my job
[12:04:39]	[OOC] Ashley Adams: why I wish I was a CCA already
[12:04:41]	[OOC] CCA.C17-HELIX.i3.39867: objectively the worst cca unit on the server
[12:05:10]	[OOC] Ethan King: Me with over 200 MP7 rounds, *the i5 that just rushed into the sewers tracking me down*
[12:05:27]	[OOC] CCA.C17-HELIX.i3.39867: i hope ethan king gets pked someday
[12:05:27]	[OOC] Ashley Adams: but I would have a higher rank with me
[12:05:31]	[OOC] Aurelio Grau: singlehandedly cause the downfall of the rebellion
[12:05:45]	[OOC] CCA.C17-HELIX.i3.39867: ethan king suck
[12:05:48]	[OOC] Ethan King: Fuck you 
[12:06:03]	CCA.C17-HELIX.i3.39867 has gained 10 tokens.
[12:06:22]	Aurelio Grau opened the '' #2422 container.
[12:06:31]	Aurelio Grau closed the '' #2422 container.
[12:06:38]	[OOC] CCA.C17-HELIX.i3.39867: does anyone have a cp
[12:06:41]	[OOC] Aurelio Grau: ye
[12:06:45]	[OOC] Ashley Adams: nope
[12:06:50]	NamRm loaded the character 'CCA.C17-UNION.i2.07979'
[12:06:57]	[OOC] Ethan King: I do 
[12:06:58]	[OOC] CCA.C17-HELIX.i3.39867: can you process me i need to make a new civilian
