[05:57:53]	MegamanNick has connected.
[15:10:59]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[15:11:07]	CCA.C17-GRID.i2.36307 ran 'Equip' on item 'MP7' (#31480)
[15:11:17]	[OOC] CCA.C17-GRID.i2.36307: im gonna need ur qrm afterwards 
[15:11:21]	CCA.C17-GRID.i2.36307 ran 'Equip' on item '.9mm Pistol' (#31479)
[15:11:51]	[LOOC] CCA.C17-GRID.i2.36307: boo
[15:11:57]	[LOOC] Theban 'Simmons' Revolt: Give nerd.
[15:12:03]	CCA.C17-GRID.i2.36307 ran 'drop' on item '.9mm Pistol' (#31479)
[15:12:03]	CCA.C17-GRID.i2.36307 has lost a '.9mm Pistol' #31479.
[15:12:07]	Theban 'Simmons' Revolt ran 'take' on item '.9mm Pistol' (#31479)
[15:12:07]	Theban 'Simmons' Revolt has gained a '.9mm Pistol' #31479.
[15:12:08]	Theban 'Simmons' Revolt ran 'drop' on item '.9mm Pistol' (#31479)
[15:12:08]	Theban 'Simmons' Revolt has lost a '.9mm Pistol' #31479.
[15:12:09]	Theban 'Simmons' Revolt ran 'take' on item '.9mm Pistol' (#31479)
[15:12:09]	Theban 'Simmons' Revolt has gained a '.9mm Pistol' #31479.
[15:12:11]	[LOOC] CCA.C17-GRID.i2.36307: now go on qrm
[15:12:17]	Theban 'Simmons' Revolt ran 'Equip' on item '.9mm Pistol' (#31479)
[15:12:19]	CCA.C17-GRID.i2.36307 ran 'Equip' on item 'Wrench' (#28402)
[15:12:21]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[15:12:21]	[LOOC] Theban 'Simmons' Revolt: Hold
[15:12:23]	Theban 'Simmons' Revolt ran 'EquipUn' on item 'Handcannon' (#35433)
[15:12:24]	Theban 'Simmons' Revolt ran 'Equip' on item '.9mm Pistol' (#31479)
[15:12:24]	[LOOC] CCA.C17-GRID.i2.36307: no.
[15:12:30]	[LOOC] Theban 'Simmons' Revolt: Ammo?
[15:12:34]	[LOOC] Theban 'Simmons' Revolt: Did you have a clip in it?
[15:12:35]	[LOOC] CCA.C17-GRID.i2.36307: i have none
[15:12:38]	[LOOC] Theban 'Simmons' Revolt: Bruh
[15:12:39]	[LOOC] CCA.C17-GRID.i2.36307: i died
[15:12:44]	[LOOC] Theban 'Simmons' Revolt: i4 probably has a clip
[15:12:55]	[LOOC] CCA.C17-GRID.i2.36307: go on ur qrm
[15:13:00]	[LOOC] Theban 'Simmons' Revolt: FINE
[15:13:03]	FB|| light ROOM loaded the character 'CCA.C17-QrM.98240'
[15:13:13]	[OOC] CCA.C17-QrM.98240: Get over here nerd
[15:13:20]	[OOC] CCA.C17-GRID.i2.36307: coming
[15:14:24]	CCA.C17-QrM.98240 ran 'drop' on item '9mm Pistol Magazine' (#35342)
[15:14:24]	CCA.C17-QrM.98240 has lost a '9mm Pistol Magazine' #35342.
[15:14:25]	CCA.C17-QrM.98240 ran 'drop' on item '9mm Pistol Magazine' (#35343)
[15:14:25]	CCA.C17-QrM.98240 has lost a '9mm Pistol Magazine' #35343.
[15:14:26]	CCA.C17-QrM.98240 ran 'drop' on item '4.6x30 Rounds' (#35339)
[15:14:26]	CCA.C17-QrM.98240 has lost a '4.6x30 Rounds' #35339.
[15:14:27]	CCA.C17-QrM.98240 ran 'drop' on item '4.6x30 Rounds' (#35338)
[15:14:27]	CCA.C17-QrM.98240 has lost a '4.6x30 Rounds' #35338.
[15:14:28]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[15:14:31]	[LOOC] CCA.C17-GRID.i2.36307: smg ammo is errors
[15:14:31]	CCA.C17-QrM.98240 has gained 0 tokens.
[15:14:31]	CCA.C17-QrM.98240 has gained a '.9mm Pistol' #35487.
[15:14:34]	CCA.C17-QrM.98240 ran 'drop' on item '.9mm Pistol' (#35487)
[15:14:34]	CCA.C17-QrM.98240 has lost a '.9mm Pistol' #35487.
[15:14:37]	CCA.C17-QrM.98240 ran 'take' on item '4.6x30 Rounds' (#35338)
[15:14:37]	CCA.C17-QrM.98240 has gained a '4.6x30 Rounds' #35338.
[15:14:39]	CCA.C17-QrM.98240 ran 'take' on item '4.6x30 Rounds' (#35339)
[15:14:39]	CCA.C17-QrM.98240 has gained a '4.6x30 Rounds' #35339.
[15:14:40]	CCA.C17-QrM.98240 ran 'take' on item '9mm Pistol Magazine' (#35342)
[15:14:40]	CCA.C17-QrM.98240 has gained a '9mm Pistol Magazine' #35342.
[15:14:42]	CCA.C17-QrM.98240 ran 'take' on item '9mm Pistol Magazine' (#35343)
[15:14:42]	CCA.C17-QrM.98240 has gained a '9mm Pistol Magazine' #35343.
[15:14:42]	CCA.C17-GRID.i2.36307 ran 'take' on item '.9mm Pistol' (#35487)
[15:14:42]	CCA.C17-GRID.i2.36307 has gained a '.9mm Pistol' #35487.
[15:14:45]	CCA.C17-QrM.98240 ran 'drop' on item 'Magazine Case' (#35327)
[15:14:45]	CCA.C17-QrM.98240 has lost a 'Magazine Case' #35327.
[15:14:45]	CCA.C17-QrM.98240 has lost a '4.6x30 Rounds' #35338.
[15:14:45]	CCA.C17-QrM.98240 has lost a '9mm Pistol Magazine' #35345.
[15:14:45]	CCA.C17-QrM.98240 has lost a '9mm Pistol Magazine' #35343.
[15:14:45]	CCA.C17-QrM.98240 has lost a '9mm Pistol Magazine' #35342.
[15:14:45]	CCA.C17-QrM.98240 has lost a '4.6x30 Rounds' #35340.
[15:14:45]	CCA.C17-QrM.98240 has lost a '9mm Pistol Magazine' #35344.
[15:14:45]	CCA.C17-QrM.98240 has lost a '4.6x30 Rounds' #35341.
[15:14:45]	CCA.C17-QrM.98240 has lost a '4.6x30 Rounds' #35339.
[15:14:45]	CCA.C17-GRID.i2.36307 ran 'Equip' on item '.9mm Pistol' (#35487)
[15:14:48]	CCA.C17-GRID.i2.36307 ran 'drop' on item 'A Set of Tools' (#33010)
[15:14:48]	CCA.C17-GRID.i2.36307 has lost a 'A Set of Tools' #33010.
[15:14:49]	CCA.C17-GRID.i2.36307 ran 'take' on item 'Magazine Case' (#35327)
[15:14:49]	CCA.C17-GRID.i2.36307 has gained a 'Magazine Case' #35327.
[15:14:49]	CCA.C17-GRID.i2.36307 has gained a '4.6x30 Rounds' #35338.
[15:14:49]	CCA.C17-GRID.i2.36307 has gained a '9mm Pistol Magazine' #35345.
[15:14:49]	CCA.C17-GRID.i2.36307 has gained a '9mm Pistol Magazine' #35343.
[15:14:49]	CCA.C17-GRID.i2.36307 has gained a '9mm Pistol Magazine' #35342.
[15:14:49]	CCA.C17-GRID.i2.36307 has gained a '4.6x30 Rounds' #35340.
[15:14:49]	CCA.C17-GRID.i2.36307 has gained a '9mm Pistol Magazine' #35344.
[15:14:49]	CCA.C17-GRID.i2.36307 has gained a '4.6x30 Rounds' #35341.
[15:14:49]	CCA.C17-GRID.i2.36307 has gained a '4.6x30 Rounds' #35339.
[15:14:51]	CCA.C17-GRID.i2.36307 ran 'use' on item '9mm Pistol Magazine' (#35342)
[15:14:53]	CCA.C17-GRID.i2.36307 ran 'use' on item '9mm Pistol Magazine' (#35343)
[15:14:54]	CCA.C17-GRID.i2.36307 ran 'use' on item '9mm Pistol Magazine' (#35344)
[15:14:55]	CCA.C17-GRID.i2.36307 ran 'use' on item '9mm Pistol Magazine' (#35345)
[15:14:58]	CCA.C17-GRID.i2.36307 ran 'use' on item '4.6x30 Rounds' (#35341)
[15:14:59]	CCA.C17-GRID.i2.36307 ran 'use' on item '4.6x30 Rounds' (#35340)
[15:15:00]	CCA.C17-GRID.i2.36307 ran 'use' on item '4.6x30 Rounds' (#35339)
[15:15:01]	CCA.C17-GRID.i2.36307 ran 'use' on item '4.6x30 Rounds' (#35338)
[15:15:02]	CCA.C17-GRID.i2.36307 ran 'drop' on item 'Magazine Case' (#35327)
[15:15:02]	CCA.C17-GRID.i2.36307 has lost a 'Magazine Case' #35327.
[15:15:04]	[LOOC] CCA.C17-QrM.98240: Load one of the magazines and then unload it.
[15:15:05]	CCA.C17-GRID.i2.36307 ran 'take' on item 'A Set of Tools' (#33010)
[15:15:05]	CCA.C17-GRID.i2.36307 has gained a 'A Set of Tools' #33010.
[15:15:06]	[LOOC] CCA.C17-QrM.98240: On the pistol
[15:15:10]	CCA.C17-GRID.i2.36307 ran 'unloadAmmo' on item '.9mm Pistol' (#35487)
[15:15:10]	CCA.C17-GRID.i2.36307 has gained a '9mm Pistol Magazine' #35488.
[15:15:13]	[LOOC] CCA.C17-QrM.98240: Then we can give that to me or Klaus
[15:15:20]	CCA.C17-QrM.98240 ran 'take' on item 'Magazine Case' (#35327)
[15:15:20]	CCA.C17-QrM.98240 has gained a 'Magazine Case' #35327.
[15:15:25]	FB|| light ROOM loaded the character 'Theban 'Simmons' Revolt'
[15:15:59]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[15:16:07]	CCA.C17-GRID.i2.36307 ran 'drop' on item '9mm Pistol Magazine' (#35488)
[15:16:07]	CCA.C17-GRID.i2.36307 has lost a '9mm Pistol Magazine' #35488.
[15:16:10]	Theban 'Simmons' Revolt ran 'take' on item '9mm Pistol Magazine' (#35488)
[15:16:10]	Theban 'Simmons' Revolt has gained a '9mm Pistol Magazine' #35488.
[15:17:18]	Theban 'Simmons' Revolt ran 'take' on item 'Brown Beanie' (#35476)
[15:17:18]	Theban 'Simmons' Revolt has gained a 'Brown Beanie' #35476.
[15:18:28]	Theban 'Simmons' Revolt ran 'EquipUn' on item '.9mm Pistol' (#31479)
[15:20:36]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[15:20:59]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[15:21:40]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[15:21:43]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[15:21:55]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[15:22:44]	CCA.C17-GRID.i2.36307 opened the '' #1619 container.
[15:22:45]	CCA.C17-GRID.i2.36307 closed the '' #1619 container.
[15:22:47]	CCA.C17-GRID.i2.36307 opened the '' #1619 container.
[15:22:51]	CCA.C17-GRID.i2.36307 closed the '' #1619 container.
[15:25:59]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[15:27:44]	CCA.C17-GRID.i2.36307 has spawned 'models/props_warehouse/toolbox.mdl'.
[15:29:04]	Dilly_ has connected.
[15:29:30]	Theban 'Simmons' Revolt ran 'drop' on item '9mm Pistol Magazine' (#35488)
[15:29:30]	Theban 'Simmons' Revolt has lost a '9mm Pistol Magazine' #35488.
[15:29:31]	Theban 'Simmons' Revolt ran 'drop' on item '.9mm Pistol' (#31479)
[15:29:31]	Theban 'Simmons' Revolt has lost a '.9mm Pistol' #31479.
[15:29:39]	Klaus Ludwig ran 'take' on item '.9mm Pistol' (#31479)
[15:29:39]	Klaus Ludwig has gained a '.9mm Pistol' #31479.
[15:29:41]	Klaus Ludwig ran 'Equip' on item '.9mm Pistol' (#31479)
[15:29:43]	Dilly_ loaded the character 'Douglas Hudson'
[15:29:45]	Klaus Ludwig ran 'take' on item '9mm Pistol Magazine' (#35488)
[15:29:45]	Klaus Ludwig has gained a '9mm Pistol Magazine' #35488.
[15:29:46]	[OOC] Douglas Hudson: DAUDUIAS
[15:29:53]	[OOC] Douglas Hudson: Drugs
[15:30:11]	Klaus Ludwig ran 'use' on item '9mm Pistol Magazine' (#35488)
[15:30:15]	[OOC] Douglas Hudson: Sorry
[15:30:19]	[OOC] Theban 'Simmons' Revolt: No
[15:30:22]	[OOC] Douglas Hudson: Aww :c
[15:30:25]	[OOC] Theban 'Simmons' Revolt: Lmao
[15:30:28]	Chicken has connected.
[15:30:34]	Klaus Ludwig ran 'drop' on item '.9mm Pistol' (#31479)
[15:30:34]	Klaus Ludwig has lost a '.9mm Pistol' #31479.
[15:30:41]	[OOC] Theban 'Simmons' Revolt: What do you think on the current symbols we're polling for?
[15:30:49]	[OOC] Douglas Hudson: I like it
[15:30:59]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[15:31:09]	[OOC] Theban 'Simmons' Revolt: I would recommend you click on the check mark so we can pick that up.
[15:31:11]	[OOC] Douglas Hudson: Lemme have another look ye ye
[15:31:40]	Chicken loaded the character 'Achille 'Tucker' Tristram'
[15:32:19]	Douglas Hudson ran 'take' on item 'Green Shirt' (#35472)
[15:32:19]	Douglas Hudson has gained a 'Green Shirt' #35472.
[15:32:23]	Douglas Hudson ran 'Equip' on item 'Green Shirt' (#35472)
[15:32:28]	Douglas Hudson ran 'EquipUn' on item 'Green Shirt' (#35472)
[15:32:50]	Theban 'Simmons' Revolt ran 'take' on item '.9mm Pistol' (#31479)
[15:32:50]	Theban 'Simmons' Revolt has gained a '.9mm Pistol' #31479.
[15:32:52]	Theban 'Simmons' Revolt ran 'Equip' on item '.9mm Pistol' (#31479)
[15:32:54]	Theban 'Simmons' Revolt ran 'EquipUn' on item '.9mm Pistol' (#31479)
[15:32:55]	Theban 'Simmons' Revolt ran 'drop' on item '.9mm Pistol' (#31479)
[15:32:55]	Theban 'Simmons' Revolt has lost a '.9mm Pistol' #31479.
[15:32:58]	Theban 'Simmons' Revolt ran 'take' on item '.9mm Pistol' (#26731)
[15:32:58]	Theban 'Simmons' Revolt has gained a '.9mm Pistol' #26731.
[15:33:01]	Theban 'Simmons' Revolt ran 'Equip' on item '.9mm Pistol' (#26731)
[15:33:03]	Theban 'Simmons' Revolt ran 'drop' on item '.9mm Pistol' (#26731)
[15:33:03]	Theban 'Simmons' Revolt has lost a '.9mm Pistol' #26731.
[15:33:07]	Achille 'Tucker' Tristram ran 'take' on item '.9mm Pistol' (#26731)
[15:33:07]	Achille 'Tucker' Tristram has gained a '.9mm Pistol' #26731.
[15:33:14]	Achille 'Tucker' Tristram ran 'Equip' on item '.9mm Pistol' (#26731)
[15:33:26]	Theban 'Simmons' Revolt ran 'take' on item 'MP7' (#28398)
[15:33:56]	Achille 'Tucker' Tristram ran 'take' on item 'Combine Hazmat Worker Suit' (#33393)
[15:33:56]	Achille 'Tucker' Tristram has gained a 'Combine Hazmat Worker Suit' #33393.
[15:34:06]	Achille 'Tucker' Tristram ran 'drop' on item 'Combine Hazmat Worker Suit' (#33393)
[15:34:06]	Achille 'Tucker' Tristram has lost a 'Combine Hazmat Worker Suit' #33393.
[15:34:08]	Achille 'Tucker' Tristram ran 'EquipUn' on item '.9mm Pistol' (#26731)
[15:34:11]	Achille 'Tucker' Tristram ran 'drop' on item '.9mm Pistol' (#26731)
[15:34:11]	Achille 'Tucker' Tristram has lost a '.9mm Pistol' #26731.
[15:34:16]	Achille 'Tucker' Tristram ran 'take' on item 'Combine Hazmat Worker Suit' (#33393)
[15:34:16]	Achille 'Tucker' Tristram has gained a 'Combine Hazmat Worker Suit' #33393.
[15:34:17]	Achille 'Tucker' Tristram ran 'take' on item '.9mm Pistol' (#26731)
[15:34:17]	Achille 'Tucker' Tristram has gained a '.9mm Pistol' #26731.
[15:34:33]	Achille 'Tucker' Tristram ran 'drop' on item '.9mm Pistol' (#26731)
[15:34:33]	Achille 'Tucker' Tristram has lost a '.9mm Pistol' #26731.
[15:34:43]	Achille 'Tucker' Tristram ran 'drop' on item 'Combine Hazmat Worker Suit' (#33393)
[15:34:43]	Achille 'Tucker' Tristram has lost a 'Combine Hazmat Worker Suit' #33393.
[15:34:45]	Achille 'Tucker' Tristram ran 'take' on item 'Blue Beanie' (#33178)
[15:34:45]	Achille 'Tucker' Tristram has gained a 'Blue Beanie' #33178.
[15:34:46]	Achille 'Tucker' Tristram ran 'take' on item 'Fingerless Gloves' (#31440)
[15:34:46]	Achille 'Tucker' Tristram has gained a 'Fingerless Gloves' #31440.
[15:34:49]	Achille 'Tucker' Tristram ran 'Equip' on item 'Blue Beanie' (#33178)
[15:34:50]	Achille 'Tucker' Tristram ran 'EquipUn' on item 'Black Beanie' (#31212)
[15:34:51]	Achille 'Tucker' Tristram ran 'Equip' on item 'Blue Beanie' (#33178)
[15:34:53]	Achille 'Tucker' Tristram ran 'drop' on item 'Black Beanie' (#31212)
[15:34:53]	Achille 'Tucker' Tristram has lost a 'Black Beanie' #31212.
[15:34:55]	Achille 'Tucker' Tristram ran 'Equip' on item 'Fingerless Gloves' (#31440)
[15:34:59]	Achille 'Tucker' Tristram ran 'EquipUn' on item 'Fingerless Gloves' (#32986)
[15:34:59]	[OOC] Ronald "Ron" Broadbet: achille ur an error for me in the menu
[15:35:01]	Achille 'Tucker' Tristram ran 'Equip' on item 'Fingerless Gloves' (#31440)
[15:35:03]	[OOC] Ronald "Ron" Broadbet: screen
[15:35:05]	Achille 'Tucker' Tristram ran 'drop' on item 'Fingerless Gloves' (#32986)
[15:35:05]	Achille 'Tucker' Tristram has lost a 'Fingerless Gloves' #32986.
[15:35:07]	[OOC] Achille 'Tucker' Tristram: f
[15:35:07]	[OOC] Ronald "Ron" Broadbet: leaderboard thing
[15:35:26]	[OOC] Achille 'Tucker' Tristram: im a error
[15:35:29]	[OOC] Achille 'Tucker' Tristram: my model fucked
[15:35:40]	[OOC] Douglas Hudson: f
[15:35:55]	CCA.C17-GRID.i2.36307 ran 'View' on item 'Notepad' (#33921)
[15:35:59]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[15:36:32]	Achille 'Tucker' Tristram ran 'EquipUn' on item 'Brown Coat and Sweater' (#32985)
[15:36:39]	[OOC] CCA.C17-GRID.i2.36307: an error
[15:36:41]	[OOC] CCA.C17-GRID.i2.36307: spooky
[15:36:48]	[LOOC] Achille 'Tucker' Tristram: i am error ooga
[15:36:52]	[LOOC] CCA.C17-GRID.i2.36307: AAHHH
[15:37:12]	[OOC] CCA.C17-GRID.i2.36307: m e t a?
[15:37:18]	[OOC] Achille 'Tucker' Tristram: no
[15:37:34]	Achille 'Tucker' Tristram used the 'General Store Vendor' vendor.
[15:37:41]	Achille 'Tucker' Tristram has lost 7 tokens.
[15:37:41]	Achille 'Tucker' Tristram has gained a 'Comfortable Blue Shirt' #35488.
[15:37:48]	Achille 'Tucker' Tristram has lost 7 tokens.
[15:37:48]	Achille 'Tucker' Tristram has gained a 'Green Shirt' #35489.
[15:37:52]	Achille 'Tucker' Tristram ran 'Equip' on item 'Green Shirt' (#35489)
[15:39:08]	CCA.C17-GRID.i2.36307 used command '/ViewData ron'.
[15:39:20]	CCA.C17-GRID.i2.36307 used command '/ViewData the'.
[15:39:29]	CCA.C17-GRID.i2.36307 used command '/ViewData ach'.
[15:39:48]	Theban 'Simmons' Revolt ran 'Equip' on item 'Handcannon' (#35433)
[15:40:40]	Klaus Ludwig ran 'take' on item '.9mm Pistol' (#31479)
[15:40:40]	Klaus Ludwig has gained a '.9mm Pistol' #31479.
[15:40:42]	[OOC] CCA.C17-GRID.i2.36307: chicken become a not error
[15:40:42]	Klaus Ludwig ran 'Equip' on item '.9mm Pistol' (#31479)
[15:40:47]	[LOOC] CCA.C17-GRID.i2.36307: become a non-error
[15:40:51]	[OOC] Achille 'Tucker' Tristram: no <3
[15:40:54]	[OOC] CCA.C17-GRID.i2.36307: pls
[15:40:59]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[15:42:46]	[LOOC] Theban 'Simmons' Revolt: Stay looking at the error
[15:42:52]	[LOOC] CCA.C17-GRID.i2.36307: but ERROR
[15:43:12]	[OOC] Douglas Hudson: fog
[15:43:15]	[OOC] CCA.C17-GRID.i2.36307: :)
[15:43:25]	[ME] Theban 'Simmons' Revolt: Places his gun barrel just an inch from the mans head and places his firing "rock" on top of it.
[15:44:29]	[ME] Klaus Ludwig: deepends his voice.
[15:44:34]	[LOOC] Theban 'Simmons' Revolt: If you do it's fucking death, gonna be real my guy
[15:44:43]	[ME] CCA.C17-GRID.i2.36307: would slowly raise his hands, dropping the stunstick
[15:44:49]	[ME] Achille 'Tucker' Tristram: kicks to side
[15:45:07]	CCA.C17-GRID.i2.36307 ran 'unloadAmmo' on item 'MP7' (#31480)
[15:45:07]	CCA.C17-GRID.i2.36307 has gained a '4.6x30 Rounds' #35490.
[15:45:12]	[LOOC] CCA.C17-GRID.i2.36307: lemme unload all this shit
[15:45:14]	[ME] Achille 'Tucker' Tristram: grabs radio and all of his weapons
[15:45:16]	[LOOC] Theban 'Simmons' Revolt: Indeed
[15:45:16]	CCA.C17-GRID.i2.36307 ran 'drop' on item '4.6x30 Rounds' (#35490)
[15:45:16]	CCA.C17-GRID.i2.36307 has lost a '4.6x30 Rounds' #35490.
[15:45:22]	[ME] Achille 'Tucker' Tristram: and knife
[15:45:25]	Achille 'Tucker' Tristram ran 'take' on item '4.6x30 Rounds' (#35490)
[15:45:25]	Achille 'Tucker' Tristram has gained a '4.6x30 Rounds' #35490.
[15:45:26]	CCA.C17-GRID.i2.36307 ran 'unloadAmmo' on item 'MP7' (#31480)
[15:45:26]	CCA.C17-GRID.i2.36307 has gained a '4.6x30 Rounds' #35491.
[15:45:27]	CCA.C17-GRID.i2.36307 ran 'drop' on item '4.6x30 Rounds' (#35491)
[15:45:27]	CCA.C17-GRID.i2.36307 has lost a '4.6x30 Rounds' #35491.
[15:45:32]	CCA.C17-GRID.i2.36307 ran 'unloadAmmo' on item 'MP7' (#31480)
[15:45:32]	CCA.C17-GRID.i2.36307 has gained a '4.6x30 Rounds' #35492.
[15:45:33]	Achille 'Tucker' Tristram ran 'take' on item '4.6x30 Rounds' (#35491)
[15:45:33]	Achille 'Tucker' Tristram has gained a '4.6x30 Rounds' #35491.
[15:45:34]	CCA.C17-GRID.i2.36307 ran 'drop' on item '4.6x30 Rounds' (#35492)
[15:45:34]	CCA.C17-GRID.i2.36307 has lost a '4.6x30 Rounds' #35492.
[15:45:36]	CCA.C17-GRID.i2.36307 ran 'unloadAmmo' on item 'MP7' (#31480)
[15:45:36]	CCA.C17-GRID.i2.36307 has gained a '4.6x30 Rounds' #35493.
[15:45:36]	Achille 'Tucker' Tristram ran 'take' on item '4.6x30 Rounds' (#35492)
[15:45:36]	Achille 'Tucker' Tristram has gained a '4.6x30 Rounds' #35492.
[15:45:39]	CCA.C17-GRID.i2.36307 ran 'drop' on item 'MP7' (#31480)
[15:45:39]	CCA.C17-GRID.i2.36307 has lost a 'MP7' #31480.
[15:45:42]	Klaus Ludwig ran 'take' on item 'MP7' (#31480)
[15:45:42]	Klaus Ludwig has gained a 'MP7' #31480.
[15:45:45]	Klaus Ludwig ran 'EquipUn' on item '.9mm Pistol' (#31479)
[15:45:45]	CCA.C17-GRID.i2.36307 ran 'unloadAmmo' on item '.9mm Pistol' (#35487)
[15:45:45]	CCA.C17-GRID.i2.36307 has gained a '9mm Pistol Magazine' #35494.
[15:45:45]	Klaus Ludwig ran 'Equip' on item 'MP7' (#31480)
[15:45:47]	CCA.C17-GRID.i2.36307 ran 'drop' on item '9mm Pistol Magazine' (#35494)
[15:45:47]	CCA.C17-GRID.i2.36307 has lost a '9mm Pistol Magazine' #35494.
[15:45:48]	Klaus Ludwig ran 'Equip' on item 'MP7' (#31480)
[15:45:49]	Klaus Ludwig ran 'EquipUn' on item 'Pipe' (#31103)
[15:45:49]	CCA.C17-GRID.i2.36307 ran 'unloadAmmo' on item '.9mm Pistol' (#35487)
[15:45:49]	CCA.C17-GRID.i2.36307 has gained a '9mm Pistol Magazine' #35495.
[15:45:49]	Achille 'Tucker' Tristram ran 'take' on item '9mm Pistol Magazine' (#35494)
[15:45:49]	Achille 'Tucker' Tristram has gained a '9mm Pistol Magazine' #35494.
[15:45:49]	Klaus Ludwig ran 'Equip' on item 'MP7' (#31480)
[15:45:50]	CCA.C17-GRID.i2.36307 ran 'drop' on item '9mm Pistol Magazine' (#35495)
[15:45:50]	CCA.C17-GRID.i2.36307 has lost a '9mm Pistol Magazine' #35495.
[15:45:51]	CCA.C17-GRID.i2.36307 ran 'unloadAmmo' on item '.9mm Pistol' (#35487)
[15:45:51]	CCA.C17-GRID.i2.36307 has gained a '9mm Pistol Magazine' #35496.
[15:45:52]	Achille 'Tucker' Tristram ran 'take' on item '9mm Pistol Magazine' (#35495)
[15:45:52]	Achille 'Tucker' Tristram has gained a '9mm Pistol Magazine' #35495.
[15:45:53]	Klaus Ludwig ran 'Equip' on item '.9mm Pistol' (#31479)
[15:45:53]	CCA.C17-GRID.i2.36307 ran 'drop' on item '9mm Pistol Magazine' (#35496)
[15:45:53]	CCA.C17-GRID.i2.36307 has lost a '9mm Pistol Magazine' #35496.
[15:45:54]	CCA.C17-GRID.i2.36307 ran 'unloadAmmo' on item '.9mm Pistol' (#35487)
[15:45:54]	CCA.C17-GRID.i2.36307 has gained a '9mm Pistol Magazine' #35497.
[15:45:54]	Achille 'Tucker' Tristram ran 'take' on item '9mm Pistol Magazine' (#35496)
[15:45:54]	Achille 'Tucker' Tristram has gained a '9mm Pistol Magazine' #35496.
[15:45:55]	CCA.C17-GRID.i2.36307 ran 'drop' on item '9mm Pistol Magazine' (#35497)
[15:45:55]	CCA.C17-GRID.i2.36307 has lost a '9mm Pistol Magazine' #35497.
[15:45:57]	CCA.C17-GRID.i2.36307 ran 'unloadAmmo' on item '.9mm Pistol' (#35487)
[15:45:57]	CCA.C17-GRID.i2.36307 has gained a '9mm Pistol Magazine' #35498.
[15:45:58]	CCA.C17-GRID.i2.36307 ran 'drop' on item '9mm Pistol Magazine' (#35498)
[15:45:58]	CCA.C17-GRID.i2.36307 has lost a '9mm Pistol Magazine' #35498.
[15:45:58]	Klaus Ludwig ran 'take' on item '9mm Pistol Magazine' (#35497)
[15:45:58]	Klaus Ludwig has gained a '9mm Pistol Magazine' #35497.
[15:45:59]	CCA.C17-GRID.i2.36307 ran 'unloadAmmo' on item '.9mm Pistol' (#35487)
[15:45:59]	CCA.C17-GRID.i2.36307 has gained a '9mm Pistol Magazine' #35499.
[15:45:59]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[15:46:00]	Klaus Ludwig ran 'take' on item '9mm Pistol Magazine' (#35498)
[15:46:00]	Klaus Ludwig has gained a '9mm Pistol Magazine' #35498.
[15:46:00]	CCA.C17-GRID.i2.36307 ran 'drop' on item '9mm Pistol Magazine' (#35499)
[15:46:00]	CCA.C17-GRID.i2.36307 has lost a '9mm Pistol Magazine' #35499.
