[03:18:23]	Bonkusgoosus has connected.
[15:41:30]	Jonathan Jackson ran 'drop' on item 'Empty Flavored Consulate Water Can' (#38644)
[15:41:30]	Jonathan Jackson has lost a 'Empty Flavored Consulate Water Can' #38644.
[15:41:31]	Jonathan Jackson destroyed a 'Empty Flavored Consulate Water Can' #38644.
[15:41:32]	Jonathan Jackson destroyed a 'Wires' #35091.
[15:41:34]	Jonathan Jackson destroyed a 'Scrap Electronics' #35025.
[15:41:35]	Jonathan Jackson destroyed a 'Rope' #34759.
[15:41:36]	Jonathan Jackson destroyed a 'Scrap Electronics' #37943.
[15:41:36]	Jonathan Jackson destroyed a 'Scrap Electronics' #37367.
[15:41:36]	Jonathan Jackson destroyed a 'Scrap Electronics' #34587.
[15:41:37]	Jonathan Jackson destroyed a 'Piece of Plexiglass' #34336.
[15:41:37]	Jonathan Jackson destroyed a 'Piece of Plexiglass' #33510.
[15:41:38]	Jonathan Jackson destroyed a 'Refined Metal' #37768.
[15:41:38]	Jonathan Jackson destroyed a 'Scrap Electronics' #34736.
[15:41:39]	Jonathan Jackson destroyed a 'Scrap Electronics' #28717.
[15:41:40]	Jonathan Jackson destroyed a 'Wires' #37300.
[15:41:41]	Jonathan Jackson destroyed a 'Scrap Wood' #37132.
[15:41:41]	Jonathan Jackson destroyed a 'Empty Chinese Takeout' #37794.
[15:41:43]	Jonathan Jackson destroyed a 'Refined Metal' #37767.
[15:41:43]	Jonathan Jackson destroyed a 'Cloth Scrap' #34685.
[15:41:44]	Jonathan Jackson destroyed a 'Pipe' #30775.
[15:41:44]	Jonathan Jackson destroyed a 'Cloth Scrap' #34693.
[15:41:45]	Jonathan Jackson destroyed a 'Pipe' #36972.
[15:41:46]	Jonathan Jackson destroyed a 'Military Circuit Board' #36892.
[15:41:47]	Jonathan Jackson destroyed a 'Pipe' #37145.
[15:41:47]	Jonathan Jackson destroyed a 'Pipe' #37789.
[15:41:50]	Jonathan Jackson destroyed a 'Scrap Electronics' #37942.
[15:41:51]	Jonathan Jackson destroyed a 'Pipe' #34542.
[15:41:52]	Jonathan Jackson ran 'Consume' on item 'Standard Grade Food Product (Water Flavor)' (#38165)
[15:41:54]	Jonathan Jackson destroyed a 'Powercord' #37912.
[15:41:56]	Jonathan Jackson destroyed a 'Empty Flavored Consulate Water Can' #37203.
[15:41:58]	Jonathan Jackson ran 'Consume' on item 'Consulate Water' (#38167)
[15:41:58]	Jonathan Jackson has gained a 'Empty Consulate Water Can' #38644.
[15:42:00]	Jonathan Jackson ran 'drop' on item 'Empty Consulate Water Can' (#38644)
[15:42:00]	Jonathan Jackson has lost a 'Empty Consulate Water Can' #38644.
[15:42:01]	Jonathan Jackson destroyed a 'Empty Consulate Water Can' #38644.
[15:42:06]	Jonathan Jackson destroyed a 'Cyclopic Citizen Suit' #34676.
[15:42:44]	Jonathan Jackson destroyed a 'Electric Motor' #33772.
[15:42:45]	Jonathan Jackson opened the 'Padlocked Infestation Control Footlocker' #2970 container.
[15:42:47]	Jonathan Jackson closed the 'Padlocked Infestation Control Footlocker' #2970 container.
[15:42:52]	Jonathan Jackson opened the 'Reinforced Padlocked Locker' #2853 container.
[15:42:57]	Jonathan Jackson closed the 'Reinforced Padlocked Locker' #2853 container.
[15:42:58]	Jonathan Jackson opened the 'Reinforced Padlocked Locker' #2852 container.
[15:43:00]	Jonathan Jackson closed the 'Reinforced Padlocked Locker' #2852 container.
[15:43:17]	Jonathan Jackson has taken 2 damage from worldspawn.
[15:43:41]	Jonathan Jackson has spawned 'models/props_junk/cardboard_box003b.mdl'.
[15:43:52]	Jonathan Jackson has spawned 'models/props_junk/cardboard_box002b.mdl'.
[15:44:01]	Jonathan Jackson ran 'Consume' on item 'Minimum Grade Supplements (Beet Flavor)' (#34784)
[15:45:57]	Weaponized Turtles has connected.
[15:46:16]	Jonathan Jackson opened the 'Padlocked Crate' #2900 container.
[15:46:19]	Jonathan Jackson closed the 'Padlocked Crate' #2900 container.
[15:46:24]	Weaponized Turtles loaded the character 'Jacob Desmone'
[15:46:33]	[OOC] Jacob Desmone: WOAHH
[15:46:34]	[OOC] Jacob Desmone: JONATHAN
[15:46:45]	[OOC] Jonathan Jackson: gonathan gackson
[15:47:09]	Jacob Desmone opened the 'Large Refrigerator' #2808 container.
[15:47:15]	Jacob Desmone has gained a 'Refined Electronics' #33594.
[15:47:16]	Jacob Desmone closed the 'Large Refrigerator' #2808 container.
[15:47:18]	Jacob Desmone ran 'drop' on item 'RF Transmitter' (#38624)
[15:47:18]	Jacob Desmone has lost a 'RF Transmitter' #38624.
[15:47:18]	Jacob Desmone ran 'drop' on item 'RF Transmitter' (#38617)
[15:47:18]	Jacob Desmone has lost a 'RF Transmitter' #38617.
[15:47:19]	Jacob Desmone ran 'drop' on item 'RF Transmitter' (#38621)
[15:47:19]	Jacob Desmone has lost a 'RF Transmitter' #38621.
[15:47:23]	Jacob Desmone has gained a 'RF Transmitter' #38644.
[15:47:29]	Jacob Desmone ran 'drop' on item 'RF Transmitter' (#38644)
[15:47:29]	Jacob Desmone has lost a 'RF Transmitter' #38644.
[15:47:41]	[OOC] Jacob Desmone: I got 66 engineering
[15:47:43]	[OOC] Jacob Desmone: 4 more to go
[15:47:50]	[OOC] Jonathan Jackson: nicee
[15:47:55]	[OOC] Jacob Desmone: SHOOT I CAN MAKE
[15:47:58]	[OOC] Jacob Desmone: THE LONG RANGE JAMEMR ASWELl
[15:47:59]	[OOC] Jacob Desmone: YES
[15:48:12]	Jonathan Jackson has spawned 'models/props_junk/wood_crate001a_damaged.mdl'.
[15:48:15]	Jonathan Jackson has spawned 'models/props_junk/wood_crate001a_damaged.mdl'.
[15:48:22]	Jonathan Jackson has spawned 'models/props_junk/wood_crate001a_damaged.mdl'.
[15:48:45]	Jacob Desmone has gained a 'Empty Chinese Takeout' #38645.
[15:48:50]	Jacob Desmone ran 'drop' on item 'Empty Chinese Takeout' (#38645)
[15:48:50]	Jacob Desmone has lost a 'Empty Chinese Takeout' #38645.
[15:48:52]	Jonathan Jackson ran 'EquipUn' on item 'Green Citizen Suit' (#28351)
[15:48:53]	Jacob Desmone ran 'drop' on item 'Scrap Wood' (#37960)
[15:48:53]	Jacob Desmone has lost a 'Scrap Wood' #37960.
[15:48:58]	Jacob Desmone has gained a 'Instant Cold Pack' #38646.
[15:49:01]	[OOC] Jacob Desmone: YES
[15:49:02]	[OOC] Jacob Desmone: INSTANT COLDPACK
[15:49:06]	Jacob Desmone has gained a 'Ammonium Nitrate' #38646.
[15:49:06]	[OOC] Jonathan Jackson: wooo
[15:49:08]	[OOC] Jacob Desmone: AMMOMIUM NITRATE
[15:49:11]	[OOC] Jacob Desmone: MORE EXPLOSIVES BABYYY
[15:49:13]	[OOC] Jonathan Jackson: I am so prepped on my OTA
[15:49:15]	Jacob Desmone has gained a 'Shovel' #38647.
[15:49:23]	Jacob Desmone ran 'drop' on item 'Shovel' (#38647)
[15:49:23]	Jacob Desmone has lost a 'Shovel' #38647.
[15:49:25]	[OOC] Jonathan Jackson: I finally got grenades
[15:49:30]	Jacob Desmone ran 'drop' on item 'RF Transmitter' (#38623)
[15:49:30]	Jacob Desmone has lost a 'RF Transmitter' #38623.
[15:49:32]	Jacob Desmone ran 'drop' on item 'RF Transmitter' (#38622)
[15:49:32]	Jacob Desmone has lost a 'RF Transmitter' #38622.
[15:49:35]	[OOC] Jacob Desmone: can't wait till I join the oTA
[15:49:45]	Jacob Desmone has gained a 'Scrap Plastic' #38648.
[15:49:47]	Jacob Desmone ran 'drop' on item 'Scrap Plastic' (#38648)
[15:49:47]	Jacob Desmone has lost a 'Scrap Plastic' #38648.
[15:49:49]	[OOC] Jonathan Jackson: You wish
[15:49:54]	[OOC] Jacob Desmone: D:
[15:50:05]	Jacob Desmone has gained a 'A Roll of Toilet Paper' #38649.
[15:50:08]	Jacob Desmone ran 'drop' on item 'A Roll of Toilet Paper' (#38649)
[15:50:08]	Jacob Desmone has lost a 'A Roll of Toilet Paper' #38649.
[15:50:16]	Jacob Desmone has gained a 'Cinderblock' #38650.
[15:50:21]	Jacob Desmone ran 'drop' on item 'Cinderblock' (#38650)
[15:50:21]	Jacob Desmone has lost a 'Cinderblock' #38650.
[15:50:25]	Jonathan Jackson opened the 'Large Refrigerator' #2808 container.
[15:50:27]	Jonathan Jackson closed the 'Large Refrigerator' #2808 container.
[15:50:29]	Jonathan Jackson opened the 'Large Refrigerator' #2808 container.
[15:50:33]	Jonathan Jackson ran 'EquipUn' on item 'Reinforced Citizen Shirt' (#33609)
[15:50:36]	Jonathan Jackson has gained a 'CWU Commerce Shirt' #32446.
[15:50:38]	Jonathan Jackson has gained a 'Gray Jeans' #32445.
[15:50:40]	Jonathan Jackson closed the 'Large Refrigerator' #2808 container.
[15:50:44]	Jacob Desmone has gained a 'Broken Keyboard' #38651.
[15:50:45]	Jonathan Jackson ran 'Equip' on item 'CWU Commerce Shirt' (#32446)
[15:50:46]	Jacob Desmone ran 'drop' on item 'Broken Keyboard' (#38651)
[15:50:46]	Jacob Desmone has lost a 'Broken Keyboard' #38651.
[15:50:48]	Jonathan Jackson ran 'Equip' on item 'Gray Jeans' (#32445)
[15:50:50]	Jonathan Jackson opened the 'Large Refrigerator' #2808 container.
[15:50:59]	Jonathan Jackson closed the 'Large Refrigerator' #2808 container.
[15:51:00]	Jacob Desmone has gained a 'Locker Door' #38652.
[15:51:01]	Jonathan Jackson ran 'take' on item 'RF Transmitter' (#38644)
[15:51:01]	Jonathan Jackson has gained a 'RF Transmitter' #38644.
[15:51:02]	Jonathan Jackson ran 'take' on item 'RF Transmitter' (#38621)
[15:51:02]	Jonathan Jackson has gained a 'RF Transmitter' #38621.
[15:51:03]	Jacob Desmone ran 'drop' on item 'Locker Door' (#38652)
[15:51:03]	Jacob Desmone has lost a 'Locker Door' #38652.
[15:51:04]	Jonathan Jackson ran 'take' on item 'RF Transmitter' (#38617)
[15:51:04]	Jonathan Jackson has gained a 'RF Transmitter' #38617.
[15:51:04]	Jonathan Jackson ran 'take' on item 'RF Transmitter' (#38624)
[15:51:04]	Jonathan Jackson has gained a 'RF Transmitter' #38624.
[15:51:05]	Jonathan Jackson opened the 'Large Refrigerator' #2808 container.
[15:51:15]	Jacob Desmone has gained a 'Empty Tin Can' #38653.
[15:51:17]	Jonathan Jackson closed the 'Large Refrigerator' #2808 container.
[15:51:18]	Jacob Desmone ran 'drop' on item 'Empty Tin Can' (#38653)
[15:51:18]	Jacob Desmone has lost a 'Empty Tin Can' #38653.
[15:51:22]	Jacob Desmone has gained a 'Broken Keyboard' #38654.
[15:51:24]	Jacob Desmone ran 'drop' on item 'Broken Keyboard' (#38654)
[15:51:24]	Jacob Desmone has lost a 'Broken Keyboard' #38654.
[15:51:25]	Jonathan Jackson ran 'Open' on item 'Standard Grade Ration' (#38150)
[15:51:25]	Jonathan Jackson has gained a 'Standard Grade Food Product (Potato Flavor)' #38655.
[15:51:25]	Jonathan Jackson has gained a 'Standard Grade Supplements (Water Flavor)' #38656.
[15:51:25]	Jonathan Jackson has gained a 'Consulate Water' #38657.
[15:51:25]	Jonathan Jackson has gained 10 tokens.
[15:51:28]	Jonathan Jackson ran 'drop' on item 'Standard Grade Supplements (Water Flavor)' (#38656)
[15:51:28]	Jonathan Jackson has lost a 'Standard Grade Supplements (Water Flavor)' #38656.
[15:51:30]	Jonathan Jackson ran 'drop' on item 'Standard Grade Food Product (Potato Flavor)' (#38655)
[15:51:30]	Jonathan Jackson has lost a 'Standard Grade Food Product (Potato Flavor)' #38655.
[15:51:31]	Jacob Desmone has gained a 'Paper' #38658.
[15:51:33]	Jacob Desmone ran 'drop' on item 'Paper' (#38658)
[15:51:33]	Jacob Desmone has lost a 'Paper' #38658.
[15:51:41]	Jacob Desmone has gained a 'Empty Consulate Water Can' #38659.
[15:51:43]	Jacob Desmone ran 'drop' on item 'Empty Consulate Water Can' (#38659)
[15:51:43]	Jacob Desmone has lost a 'Empty Consulate Water Can' #38659.
[15:51:58]	Jacob Desmone has gained a 'Empty Flavored Consulate Water Can' #38660.
[15:51:59]	Jonathan Jackson ran 'Open' on item 'Loyalist Grade Ration' (#38151)
[15:51:59]	Jonathan Jackson has gained a 'Loyalist Grade Food Product (Onion Flavor)' #38661.
[15:51:59]	Jonathan Jackson has gained a 'Loyalist Grade Supplements (Pickle Flavor)' #38662.
[15:51:59]	Jonathan Jackson has gained a 'Flavored Consulate Water' #38663.
[15:51:59]	Jonathan Jackson has gained 20 tokens.
[15:52:00]	Jacob Desmone ran 'drop' on item 'Empty Flavored Consulate Water Can' (#38660)
[15:52:00]	Jacob Desmone has lost a 'Empty Flavored Consulate Water Can' #38660.
[15:52:03]	Jonathan Jackson ran 'drop' on item 'Loyalist Grade Food Product (Onion Flavor)' (#38661)
[15:52:03]	Jonathan Jackson has lost a 'Loyalist Grade Food Product (Onion Flavor)' #38661.
[15:52:08]	Jacob Desmone has gained a 'Cyclopic Citizen Suit' #38664.
[15:52:10]	Jacob Desmone ran 'drop' on item 'Cyclopic Citizen Suit' (#38664)
[15:52:10]	Jacob Desmone has lost a 'Cyclopic Citizen Suit' #38664.
[15:52:15]	Jonathan Jackson ran 'drop' on item 'Flavored Consulate Water' (#38663)
[15:52:15]	Jonathan Jackson has lost a 'Flavored Consulate Water' #38663.
[15:52:17]	Jonathan Jackson ran 'take' on item 'Flavored Consulate Water' (#38663)
[15:52:17]	Jonathan Jackson has gained a 'Flavored Consulate Water' #38663.
[15:52:20]	Jonathan Jackson ran 'drop' on item 'Loyalist Grade Supplements (Pickle Flavor)' (#38662)
[15:52:20]	Jonathan Jackson has lost a 'Loyalist Grade Supplements (Pickle Flavor)' #38662.
[15:52:23]	Jacob Desmone has gained a 'Small Thermos' #38665.
[15:52:25]	Jacob Desmone ran 'drop' on item 'Small Thermos' (#38665)
[15:52:25]	Jacob Desmone has lost a 'Small Thermos' #38665.
[15:52:30]	[OOC] Jonathan Jackson: I can pay you whenever
[15:52:35]	[OOC] Jacob Desmone: I don't need it rn
[15:52:40]	[OOC] Jacob Desmone: but I might soon
[15:52:40]	[OOC] Jonathan Jackson: k
[15:52:43]	Jacob Desmone has gained a 'Broken Computer Monitor' #38666.
[15:52:47]	Jacob Desmone has gained a 'Scrap Electronics' #38666.
[15:52:47]	Jacob Desmone has gained a 'Scrap Electronics' #38667.
[15:52:47]	Jacob Desmone has gained a 'Scrap Plastic' #38668.
[15:52:51]	Jacob Desmone ran 'drop' on item 'Scrap Plastic' (#38668)
[15:52:51]	Jacob Desmone has lost a 'Scrap Plastic' #38668.
[15:52:55]	Jacob Desmone has gained a 'Refined Electronics' #38669.
[15:53:31]	[OOC] Jacob Desmone: I need to go find more eletronics to scrap
[15:53:37]	Jacob Desmone has gained a 'Empty Combine Air Tank' #38670.
[15:53:41]	Jacob Desmone ran 'drop' on item 'Refined Electronics' (#38669)
[15:53:41]	Jacob Desmone has lost a 'Refined Electronics' #38669.
[15:53:43]	Jacob Desmone ran 'take' on item 'Refined Electronics' (#38669)
[15:53:43]	Jacob Desmone has gained a 'Refined Electronics' #38669.
[15:53:43]	[OOC] Jonathan Jackson: you are the one making so much trash
[15:53:45]	Jacob Desmone ran 'drop' on item 'Empty Combine Air Tank' (#38670)
[15:53:45]	Jacob Desmone has lost a 'Empty Combine Air Tank' #38670.
[15:53:50]	[OOC] Jacob Desmone: not really
[15:53:53]	[OOC] Jacob Desmone: ive opened like
[15:53:57]	[OOC] Jacob Desmone: 8 garbages
[15:54:01]	[OOC] Jonathan Jackson: so much
[15:54:04]	[OOC] Jonathan Jackson: smh smh
[15:54:11]	[OOC] Jacob Desmone: oh gof antlins
[15:54:12]	Painevan loaded the character 'CAC.C17-CREMATOR.95127'
[15:54:22]	Painevan loaded the character 'Jonathan Jackson'
[15:54:32]	[OOC] Jonathan Jackson: why the fuck does cremator spawn with a broom now
[15:55:46]	Jacob Desmone ran 'take' on item 'Scrap Electronics' (#34630)
[15:55:46]	Jacob Desmone has gained a 'Scrap Electronics' #34630.
[15:56:11]	Jonathan Jackson opened the 'Large Refrigerator' #2808 container.
[15:56:13]	Jonathan Jackson closed the 'Large Refrigerator' #2808 container.
[15:56:14]	Jonathan Jackson opened the 'Metal Cabinet' #2811 container.
[15:56:16]	Jonathan Jackson closed the 'Metal Cabinet' #2811 container.
[15:56:18]	Jonathan Jackson opened the 'Metal Cabinet' #2810 container.
[15:56:21]	Jonathan Jackson closed the 'Metal Cabinet' #2810 container.
[15:56:21]	Jacob Desmone ran 'drop' on item 'Scrap Electronics' (#34630)
[15:56:21]	Jacob Desmone has lost a 'Scrap Electronics' #34630.
[15:56:22]	Jacob Desmone ran 'drop' on item 'Refined Electronics' (#38669)
[15:56:22]	Jacob Desmone has lost a 'Refined Electronics' #38669.
[15:56:25]	Jonathan Jackson ran 'EquipUn' on item 'CWU Commerce Shirt' (#32446)
[15:56:26]	Jonathan Jackson opened the 'Large Refrigerator' #2808 container.
[15:56:27]	Jacob Desmone ran 'take' on item 'Refined Electronics' (#38669)
[15:56:27]	Jacob Desmone has gained a 'Refined Electronics' #38669.
[15:56:27]	Jacob Desmone ran 'take' on item 'Scrap Electronics' (#34630)
[15:56:27]	Jacob Desmone has gained a 'Scrap Electronics' #34630.
[15:56:33]	Jonathan Jackson has gained a 'Scrap Electronics' #35162.
[15:56:36]	Jonathan Jackson ran 'EquipUn' on item 'Gray Jeans' (#32445)
[15:56:37]	Jacob Desmone opened the 'Padlocked Infestation Control Footlocker' #2970 container.
[15:56:38]	Jonathan Jackson ran 'Equip' on item 'Gray Jeans' (#32445)
[15:56:39]	Jacob Desmone closed the 'Padlocked Infestation Control Footlocker' #2970 container.
[15:56:40]	Jacob Desmone ran 'take' on item 'Scrap Electronics' (#35001)
[15:56:40]	Jacob Desmone has gained a 'Scrap Electronics' #35001.
[15:56:47]	Jacob Desmone has gained a 'Refined Electronics' #38671.
[15:56:48]	Jonathan Jackson has gained a 'CWU Commerce Shirt' #32446.
[15:56:51]	Jonathan Jackson has gained a 'Blue Pre-War Shirt' #24423.
[15:56:54]	Jonathan Jackson closed the 'Large Refrigerator' #2808 container.
[15:56:56]	Jonathan Jackson ran 'Equip' on item 'Blue Pre-War Shirt' (#24423)
[15:57:07]	[OOC] Jonathan Jackson: I'm lookin swaggin
[15:57:10]	[OOC] Jacob Desmone: epic
[15:57:28]	[OOC] Jacob Desmone: time to go buy
[15:57:33]	[OOC] Jacob Desmone: more equest devices
[15:57:47]	[OOC] Jonathan Jackson: you are messing with the stock market
[15:57:58]	[OOC] Jacob Desmone: big big chungus
[15:58:01]	Jacob Desmone has gained a 'AA Battery' #38672.
[15:58:05]	Jacob Desmone ran 'drop' on item 'AA Battery' (#38672)
[15:58:05]	Jacob Desmone has lost a 'AA Battery' #38672.
[15:58:18]	Jacob Desmone has gained a 'Broken Computer Monitor' #38673.
[15:58:22]	Jacob Desmone has gained a 'Scrap Electronics' #38673.
[15:58:22]	Jacob Desmone has gained a 'Scrap Electronics' #38674.
[15:58:22]	Jacob Desmone has gained a 'Scrap Plastic' #38675.
[15:58:23]	Jacob Desmone ran 'drop' on item 'Scrap Plastic' (#38675)
[15:58:23]	Jacob Desmone has lost a 'Scrap Plastic' #38675.
[15:58:27]	Jacob Desmone has gained a 'Refined Electronics' #38676.
[15:59:19]	Jacob Desmone has gained a 'Refined Metal' #38677.
[15:59:22]	Jacob Desmone ran 'drop' on item 'Refined Metal' (#38677)
[15:59:22]	Jacob Desmone has lost a 'Refined Metal' #38677.
[15:59:29]	Jacob Desmone has gained a 'Bleach' #38678.
[15:59:33]	Jacob Desmone ran 'drop' on item 'Bleach' (#38678)
[15:59:33]	Jacob Desmone has lost a 'Bleach' #38678.
[15:59:36]	[OOC] Jonathan Jackson: It's ottoing time
[15:59:44]	Painevan loaded the character 'Otto Von Habsburg'
[15:59:44]	[OOC] Jacob Desmone: W otto
[15:59:49]	[OOC] Jacob Desmone: u gonna join the exiles on otto?
[15:59:52]	[OOC] Jacob Desmone: YO ACTUALLY
[15:59:55]	[OOC] Jacob Desmone: BECOME A COMBATM EDIC
[15:59:59]	[OOC] Jacob Desmone: I CAN MAKE YOU A OUTFIT
[16:00:01]	[OOC] Otto Von Habsburg: If I learned about it
[16:00:14]	[OOC] Otto Von Habsburg: Right now I'm riding solo and I only know of the Preservationists
[16:00:33]	Otto Von Habsburg ran 'EquipUn' on item 'Respirator' (#34553)
[16:00:38]	Jacob Desmone ran 'EquipUn' on item 'CWU Worker Suit' (#34125)
[16:00:42]	[ME] Otto Von Habsburg: leans against the wall.
[16:00:50]	Jacob Desmone used the 'Shopkeeper Jim' vendor.
[16:00:53]	Jacob Desmone has lost 10 tokens.
[16:00:53]	Jacob Desmone has gained a 'Request Device' #38679.
[16:00:53]	Jacob Desmone has lost 10 tokens.
[16:00:53]	Jacob Desmone has gained a 'Request Device' #38680.
[16:00:54]	Jacob Desmone has lost 10 tokens.
[16:00:54]	Jacob Desmone has gained a 'Request Device' #38681.
[16:00:54]	Jacob Desmone has lost 10 tokens.
[16:00:54]	Jacob Desmone has gained a 'Request Device' #38682.
[16:00:54]	Jacob Desmone has lost 10 tokens.
[16:00:54]	Jacob Desmone has gained a 'Request Device' #38683.
[16:00:55]	Jacob Desmone has lost 10 tokens.
[16:00:55]	Jacob Desmone has gained a 'Request Device' #38684.
[16:00:58]	[ME] Otto Von Habsburg: pulls out a lighter, flicking it on and off.
[16:01:02]	[ME] Jacob Desmone: Would walk out of the store
[16:01:09]	[ME] Jacob Desmone: with a bag the bag would hold 6 request devices
