[00:00:03]	[LOOC] Amahle Osthuizen: SAME
[17:46:17]	CCA.C08-UNION.i5.65473 ran 'EquipUn' on item '.9mm Pistol' (#17595)
[17:46:18]	CCA.C08-UNION.i5.65473 ran 'Equip' on item 'Dual .9mm Pistols' (#17594)
[17:47:15]	CCA.C08-JUDGE.i1.91412 has gained 10 tokens.
[17:47:25]	CCA.C08-UNION.i5.65473 ran 'EquipUn' on item 'Dual .9mm Pistols' (#17594)
[17:47:27]	CCA.C08-UNION.i5.65473 ran 'Equip' on item '.9mm Pistol' (#17595)
[17:47:36]	CCA.C08-UNION.i3.98240 [X] has spawned 'models/dpfilms/metropolice/hunice_bt.mdl'.
[17:47:37]	CCA.C08-JUDGE.i1.91412 has taken 12 damage from CCA.C08-UNION.i5.65473.
[17:47:37]	CCA.C08-JUDGE.i1.91412 has taken 12 damage from CCA.C08-UNION.i5.65473.
[17:47:38]	CCA.C08-JUDGE.i1.91412 has taken 12 damage from CCA.C08-UNION.i5.65473.
[17:47:38]	CCA.C08-JUDGE.i1.91412 has taken 12 damage from CCA.C08-UNION.i5.65473.
[17:47:38]	CCA.C08-UNION.i5.65473 has taken 7 damage from CCA.C08-JUDGE.i1.91412.
[17:47:38]	CCA.C08-JUDGE.i1.91412 has taken 12 damage from CCA.C08-UNION.i5.65473.
[17:47:38]	CCA.C08-UNION.i5.65473 has taken 2 damage from CCA.C08-JUDGE.i1.91412.
[17:47:38]	CCA.C08-JUDGE.i1.91412 has taken 12 damage from CCA.C08-UNION.i5.65473.
[17:47:38]	CCA.C08-JUDGE.i1.91412 has taken 12 damage from CCA.C08-UNION.i5.65473.
[17:47:38]	CCA.C08-UNION.i5.65473 has taken 2 damage from CCA.C08-JUDGE.i1.91412.
[17:47:38]	CCA.C08-JUDGE.i1.91412 has taken 12 damage from CCA.C08-UNION.i5.65473.
[17:47:39]	CCA.C08-UNION.i5.65473 has taken 14 damage from CCA.C08-JUDGE.i1.91412.
[17:47:39]	CCA.C08-UNION.i5.65473 has taken 7 damage from CCA.C08-JUDGE.i1.91412.
[17:47:39]	CCA.C08-JUDGE.i1.91412 has taken 12 damage from CCA.C08-UNION.i5.65473.
[17:47:39]	CCA.C08-UNION.i5.65473 has taken 2 damage from CCA.C08-JUDGE.i1.91412.
[17:47:39]	CCA.C08-JUDGE.i1.91412 has taken 12 damage from CCA.C08-UNION.i5.65473.
[17:47:39]	CCA.C08-UNION.i5.65473 has taken 15 damage from CCA.C08-JUDGE.i1.91412.
[17:47:40]	CCA.C08-JUDGE.i1.91412 has taken 12 damage from CCA.C08-UNION.i5.65473.
[17:47:40]	CCA.C08-JUDGE.i1.91412 has taken 3 damage from CCA.C08-UNION.i5.65473.
[17:47:40]	CCA.C08-UNION.i5.65473 has taken 7 damage from CCA.C08-JUDGE.i1.91412.
[17:47:40]	CCA.C08-JUDGE.i1.91412 has taken 12 damage from CCA.C08-UNION.i5.65473.
[17:47:40]	CCA.C08-JUDGE.i1.91412 has taken 3 damage from CCA.C08-UNION.i5.65473.
[17:47:40]	CCA.C08-JUDGE.i1.91412 has taken 3 damage from CCA.C08-UNION.i5.65473.
[17:47:40]	CCA.C08-UNION.i5.65473 has taken 15 damage from CCA.C08-JUDGE.i1.91412.
[17:47:40]	CCA.C08-JUDGE.i1.91412 has taken 12 damage from CCA.C08-UNION.i5.65473.
[17:47:41]	CCA.C08-UNION.i5.65473 has taken 15 damage from CCA.C08-JUDGE.i1.91412.
[17:47:41]	CCA.C08-JUDGE.i1.91412 has taken 3 damage from CCA.C08-UNION.i5.65473.
[17:47:41]	CCA.C08-UNION.i5.65473 has taken 7 damage from CCA.C08-JUDGE.i1.91412.
[17:47:41]	CCA.C08-UNION.i5.65473 has taken 7 damage from CCA.C08-JUDGE.i1.91412.
[17:47:42]	CCA.C08-UNION.i5.65473 has taken 2 damage from CCA.C08-JUDGE.i1.91412.
[17:47:42]	CCA.C08-UNION.i5.65473 has taken 7 damage from CCA.C08-JUDGE.i1.91412.
[17:47:42]	CCA.C08-UNION.i5.65473 has taken 2 damage from CCA.C08-JUDGE.i1.91412.
[17:47:43]	CCA.C08-UNION.i5.65473 has taken 2 damage from CCA.C08-JUDGE.i1.91412.
[17:47:43]	CCA.C08-UNION.i5.65473 has taken 15 damage from CCA.C08-JUDGE.i1.91412.
[17:47:43]	CCA.C08-UNION.i5.65473 has taken 7 damage from CCA.C08-JUDGE.i1.91412.
[17:47:43]	CCA.C08-UNION.i5.65473 has taken 2 damage from CCA.C08-JUDGE.i1.91412.
[17:47:43]	CCA.C08-UNION.i5.65473 has taken 2 damage from CCA.C08-JUDGE.i1.91412.
[17:47:44]	CCA.C08-UNION.i5.65473 has taken 2 damage from CCA.C08-JUDGE.i1.91412.
[17:47:44]	CCA.C08-UNION.i5.65473 has taken 15 damage from CCA.C08-JUDGE.i1.91412.
[17:47:44]	CCA.C08-UNION.i5.65473 has taken 8 damage from CCA.C08-JUDGE.i1.91412.
[17:47:44]	CCA.C08-UNION.i5.65473 has taken 8 damage from CCA.C08-JUDGE.i1.91412.
[17:47:44]	CCA.C08-UNION.i5.65473 has taken 2 damage from CCA.C08-JUDGE.i1.91412.
[17:47:45]	CCA.C08-UNION.i5.65473 has taken 7 damage from CCA.C08-JUDGE.i1.91412.
[17:47:45]	CCA.C08-UNION.i5.65473 has taken 2 damage from CCA.C08-JUDGE.i1.91412.
[17:47:45]	CCA.C08-UNION.i5.65473 has taken 2 damage from CCA.C08-JUDGE.i1.91412.
[17:47:45]	CCA.C08-UNION.i5.65473 has taken 2 damage from CCA.C08-JUDGE.i1.91412.
[17:47:45]	CCA.C08-UNION.i5.65473 has taken 2 damage from CCA.C08-JUDGE.i1.91412.
[17:47:45]	CCA.C08-UNION.i5.65473 has taken 2 damage from CCA.C08-JUDGE.i1.91412.
[17:47:46]	CCA.C08-UNION.i5.65473 has taken 2 damage from CCA.C08-JUDGE.i1.91412.
[17:47:49]	CCA.C08-UNION.i5.65473 has taken 2 damage from CCA.C08-JUDGE.i1.91412.
[17:47:49]	CCA.C08-UNION.i5.65473 has taken 2 damage from CCA.C08-JUDGE.i1.91412.
[17:47:50]	CCA.C08-UNION.i5.65473 has taken 2 damage from CCA.C08-JUDGE.i1.91412.
[17:47:50]	CCA.C08-JUDGE.i1.91412 has killed CCA.C08-UNION.i5.65473 with tfa_psmg.
[17:48:03]	CCA.C08-UNION.i5.65473 has taken 18 damage from CCA.C08-JUDGE.i1.91412.
[17:48:03]	CCA.C08-UNION.i5.65473 has taken 17 damage from CCA.C08-JUDGE.i1.91412.
[17:48:03]	CCA.C08-UNION.i5.65473 has taken 18 damage from CCA.C08-JUDGE.i1.91412.
[17:48:03]	CCA.C08-UNION.i5.65473 has taken 17 damage from CCA.C08-JUDGE.i1.91412.
[17:48:03]	CCA.C08-UNION.i5.65473 has taken 4 damage from CCA.C08-JUDGE.i1.91412.
[17:48:03]	CCA.C08-UNION.i5.65473 has taken 17 damage from CCA.C08-JUDGE.i1.91412.
[17:48:03]	CCA.C08-UNION.i5.65473 has taken 17 damage from CCA.C08-JUDGE.i1.91412.
[17:48:04]	CCA.C08-UNION.i5.65473 has taken 36 damage from CCA.C08-JUDGE.i1.91412.
[17:48:05]	CCA.C08-UNION.i5.65473 has taken 17 damage from CCA.C08-JUDGE.i1.91412.
[17:48:05]	CCA.C08-UNION.i5.65473 has taken 35 damage from CCA.C08-JUDGE.i1.91412.
[17:48:05]	CCA.C08-UNION.i5.65473 has taken 4 damage from CCA.C08-JUDGE.i1.91412.
[17:48:06]	CCA.C08-UNION.i5.65473 has taken 4 damage from CCA.C08-JUDGE.i1.91412.
[17:48:06]	CCA.C08-JUDGE.i1.91412 has killed CCA.C08-UNION.i5.65473 with tfa_suppressor.
[17:48:06]	CCA.C08-UNION.i3.98240 [X] has spawned 'models/dpfilms/metropolice/eliicetrench.mdl'.
[17:48:08]	CCA.C08-UNION.i3.98240 [X] has spawned 'models/dpfilms/metropolice/eliicetrench.mdl'.
[17:48:10]	CCA.C08-JUDGE.i1.91412 entered observer.
[17:48:25]	CCA.C08-JUDGE.i1.91412 has spawned 'models/dpfilms/metropolice/playermodels/pm_urban_police.mdl'.
[17:48:51]	Mrchicken has connected.
[17:49:00]	CCA.C08-UNION.i3.98240 [X] has spawned 'models/dpfilms/metropolice/urbice_bt.mdl'.
[17:49:06]	CCA.C08-UNION.i3.98240 [X] has spawned 'models/dpfilms/metropolice/retice_bt.mdl'.
[17:49:18]	CCA.C08-JUDGE.i1.91412 has spawned 'models/dpfilms/metropolice/playermodels/pm_urban_police.mdl'.
[17:49:19]	CCA.C08-UNION.i3.98240 [X] has spawned 'models/dpfilms/metropolice/hunicetrench.mdl'.
[17:49:37]	[LOOC] CCA.C08-UNION.i3.98240 [X]: UNION in my opinion
[17:49:44]	CCA.C08-JUDGE.i1.91412 has spawned 'models/dpfilms/metropolice/urbice_bt.mdl'.
[17:49:51]	CCA.C08-UNION.i5.65473 has gained 10 tokens.
[17:49:54]	[LOOC] CCA.C08-UNION.i3.98240 [X]: yeah High rank
[17:50:01]	CCA.C08-UNION.i3.98240 [X] has gained 10 tokens.
[17:50:22]	[LOOC] CCA.C08-UNION.i3.98240 [X]: I like the Co8 but Chief hates them it seems
[17:50:39]	[LOOC] CCA.C08-UNION.i3.98240 [X]: It's just this that we have too dea lwith
[17:51:14]	CCA.C08-UNION.i3.98240 [X] has spawned 'models/dpfilms/metropolice/biote_police.mdl'.
[17:51:19]	CCA.C08-UNION.i3.98240 [X] has spawned 'models/dpfilms/metropolice/elite_police.mdl'.
[17:51:21]	CCA.C08-UNION.i3.98240 [X] has spawned 'models/dpfilms/metropolice/frgicetrench.mdl'.
[17:51:29]	CCA.C08-UNION.i3.98240 [X] has spawned 'models/dpfilms/metropolice/playermodels/pm_rtb_police.mdl'.
[17:51:32]	CCA.C08-JUDGE.i1.91412 has spawned 'models/dpfilms/metropolice/rette_police.mdl'.
[17:51:37]	CCA.C08-JUDGE.i1.91412 has spawned 'models/dpfilms/metropolice/blaice_bt.mdl'.
[17:51:49]	[OOC] CCA.C08-UNION.i3.98240 [X]: I'm sorry but I just love this skin so fuckin much
[17:52:02]	[OOC] CCA.C08-UNION.i5.65473: nazi
[17:52:04]	[LOOC] CCA.C08-UNION.i3.98240 [X]: No u
[17:52:13]	CCA.C08-UNION.i5.65473 has taken 20 damage from prop_ragdoll.
[17:52:13]	CCA.C08-UNION.i5.65473 has taken 10 damage from prop_ragdoll.
[17:52:13]	CCA.C08-UNION.i5.65473 has taken 10 damage from prop_ragdoll.
[17:52:13]	CCA.C08-UNION.i5.65473 has taken 5 damage from prop_ragdoll.
[17:52:13]	CCA.C08-UNION.i5.65473 has taken 10 damage from prop_ragdoll.
[17:52:13]	CCA.C08-UNION.i5.65473 has taken 5 damage from prop_ragdoll.
[17:52:13]	CCA.C08-UNION.i5.65473 has taken 10 damage from prop_ragdoll.
[17:52:13]	CCA.C08-UNION.i5.65473 has taken 10 damage from prop_ragdoll.
[17:52:13]	CCA.C08-UNION.i5.65473 has taken 5 damage from prop_ragdoll.
[17:52:15]	CCA.C08-JUDGE.i1.91412 has gained 10 tokens.
[17:52:20]	CCA.C08-UNION.i5.65473 has taken 5 damage from CCA.C08-UNION.i3.98240 [X].
[17:52:23]	CCA.C08-JUDGE.i1.91412 has spawned 'models/dpfilms/metropolice/zomte_police.mdl'.
[17:52:34]	CCA.C08-JUDGE.i1.91412 has spawned 'models/dpfilms/metropolice/blaice_bt.mdl'.
[17:52:35]	CCA.C08-UNION.i3.98240 [X] has spawned 'models/dpfilms/metropolice/triicetrench.mdl'.
[17:52:40]	CCA.C08-UNION.i3.98240 [X] has spawned 'models/dpfilms/metropolice/urbice_bt.mdl'.
[17:52:40]	CCA.C08-JUDGE.i1.91412 has spawned 'models/dpfilms/metropolice/blate_police.mdl'.
[17:52:43]	CCA.C08-UNION.i3.98240 [X] has spawned 'models/dpfilms/metropolice/urbte_police.mdl'.
[17:52:45]	CCA.C08-UNION.i3.98240 [X] has spawned 'models/dpfilms/metropolice/rette_police.mdl'.
[17:52:48]	CCA.C08-UNION.i3.98240 [X] has spawned 'models/dpfilms/metropolice/medte_police.mdl'.
[17:52:50]	CCA.C08-UNION.i3.98240 [X] has spawned 'models/dpfilms/metropolice/bette_police.mdl'.
[17:52:53]	CCA.C08-UNION.i3.98240 [X] has spawned 'models/dpfilms/metropolice/hdite_police.mdl'.
[17:52:57]	CCA.C08-UNION.i3.98240 [X] has spawned 'models/dpfilms/metropolice/blaice_bt.mdl'.
[17:52:58]	CCA.C08-JUDGE.i1.91412 has spawned 'models/dpfilms/metropolice/urbicetrench.mdl'.
[17:53:08]	[OOC] CCA.C08-UNION.i3.98240 [X]: How about this?
[17:53:12]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[17:53:18]	[LOOC] CCA.C08-UNION.i3.98240 [X]: F
[17:53:28]	CCA.C08-JUDGE.i1.91412 has spawned 'models/dpfilms/metropolice/hunice_bt.mdl'.
[17:53:28]	CCA.C08-UNION.i3.98240 [X] has spawned 'models/dpfilms/metropolice/biote_police.mdl'.
[17:53:32]	[LOOC] CCA.C08-UNION.i3.98240 [X]: YES
[17:53:36]	[LOOC] CCA.C08-UNION.i3.98240 [X]: Thank you
[17:53:50]	CCA.C08-JUDGE.i1.91412 has spawned 'models/dpfilms/metropolice/blaice_bt.mdl'.
[17:54:11]	CCA.C08-JUDGE.i1.91412 has spawned 'models/dpfilms/metropolice/biote_police.mdl'.
[17:54:18]	CCA.C08-JUDGE.i1.91412 has spawned 'models/dpfilms/metropolice/blate_police.mdl'.
[17:54:29]	[OOC] CCA.C08-UNION.i3.98240 [X]: I want too have UNION use the Hunter squad skin from Epoo and up
[17:54:51]	CCA.C08-UNION.i5.65473 has gained 10 tokens.
[17:55:01]	CCA.C08-UNION.i3.98240 [X] has gained 10 tokens.
[17:55:25]	CCA.C08-JUDGE.i1.91412 entered observer.
[17:55:35]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[17:56:12]	CCA.C08-UNION.i3.98240 [X] has spawned 'models/dpfilms/metropolice/hunicetrench.mdl'.
[17:56:14]	CCA.C08-UNION.i3.98240 [X] has spawned 'models/dpfilms/metropolice/hunicetrench.mdl'.
[17:56:27]	CCA.C08-UNION.i3.98240 [X] has spawned 'models/dpfilms/metropolice/hunte_police.mdl'.
[17:57:10]	CCA.C08-UNION.i3.98240 [X] has spawned 'models/dpfilms/metropolice/hunte_police.mdl'.
[17:57:11]	CCA.C08-UNION.i3.98240 [X] has spawned 'models/dpfilms/metropolice/hunte_police.mdl'.
[17:57:15]	CCA.C08-JUDGE.i1.91412 has gained 10 tokens.
[17:57:33]	[LOOC] CCA.C08-UNION.i3.98240 [X]: I like this
[17:58:01]	[LOOC] CCA.C08-UNION.i3.98240 [X]: Which one do you not like?
[17:58:26]	[LOOC] CCA.C08-UNION.i3.98240 [X]: yeah, But you're not gonna get alot out of this pack lmao
[17:58:42]	[LOOC] CCA.C08-UNION.i3.98240 [X]: thats what I'm thinking
[17:59:42]	[LOOC] CCA.C08-UNION.i3.98240 [X]: Ehhhhhhhhhh I think that would be nice, You might wanna talk too Q though
[17:59:51]	CCA.C08-UNION.i5.65473 has gained 10 tokens.
[17:59:56]	[LOOC] CCA.C08-UNION.i3.98240 [X]: Simpler models would be better in my opinion
[18:00:01]	CCA.C08-UNION.i3.98240 [X] has gained 10 tokens.
[18:00:20]	[LOOC] CCA.C08-UNION.i3.98240 [X]: Alright?
[18:01:05]	[LOOC] CCA.C08-UNION.i3.98240 [X]: Eh, I think it looks good
[18:01:28]	[OOC] CCA.C08-UNION.i3.98240 [X]: UNION is really fucking us over Lmao
[18:01:34]	[LOOC] CCA.C08-UNION.i3.98240 [X]: Him
[18:01:39]	CCA.C08-UNION.i3.98240 [X] rolled 11 out of 100.
[18:01:39]	CCA.C08-UNION.i3.98240 [X] used command '/Roll'.
[18:01:39]	CCA.C08-UNION.i5.65473 rolled 22 out of 100.
[18:01:39]	CCA.C08-UNION.i5.65473 used command '/Roll'.
[18:01:42]	[LOOC] CCA.C08-UNION.i3.98240 [X]: Shit
[18:01:52]	CCA.C08-UNION.i3.98240 [X] ran 'Apply' on item 'Health Kit' (#17609)
[18:01:59]	[LOOC] CCA.C08-UNION.i3.98240 [X]: I can still do shit
[18:02:15]	CCA.C08-JUDGE.i1.91412 has gained 10 tokens.
[18:02:16]	CCA.C08-UNION.i5.65473 has taken 1000 damage from prop_combine_ball.
[18:02:16]	prop_combine_ball has killed CCA.C08-UNION.i5.65473.
[18:02:20]	[LOOC] CCA.C08-UNION.i3.98240 [X]: Lmao
[18:02:42]	CCA.C08-JUDGE.i1.91412 has taken 24 damage from CCA.C08-UNION.i3.98240 [X].
[18:02:42]	CCA.C08-JUDGE.i1.91412 has taken 24 damage from CCA.C08-UNION.i3.98240 [X].
[18:02:42]	CCA.C08-UNION.i3.98240 [X] has killed CCA.C08-JUDGE.i1.91412 with weapon_smg1.
[18:02:47]	CCA.C08-JUDGE.i1.91412 entered observer.
[18:02:55]	[OOC] CCA.C08-UNION.i3.98240 [X]: Lmao
[18:02:57]	Mrchicken loaded the character 'Justin Bail'
[18:02:57]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[18:03:02]	CCA.C08-JUDGE.i1.91412 has spawned 'models/dpfilms/metropolice/blaice_bt.mdl'.
[18:03:09]	[OOC] Justin Bail: can we like
[18:03:14]	CCA.C08-JUDGE.i1.91412 has spawned 'models/dpfilms/metropolice/blaicetrench.mdl'.
[18:03:16]	CCA.C08-JUDGE.i1.91412 has spawned 'models/dpfilms/metropolice/blate_police.mdl'.
[18:03:16]	[OOC] CCA.C08-UNION.i3.98240 [X]: Doin shit
[18:03:30]	Mrchicken (STEAM_0:0:143523274) has disconnected (timed out).
[18:03:34]	[OOC] CCA.C08-UNION.i3.98240 [X]: F
[18:03:52]	CCA.C08-JUDGE.i1.91412 entered observer.
[18:03:52]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[18:03:54]	CCA.C08-JUDGE.i1.91412 entered observer.
[18:03:55]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[18:03:55]	CCA.C08-JUDGE.i1.91412 entered observer.
[18:03:56]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[18:04:00]	CCA.C08-JUDGE.i1.91412 entered observer.
[18:04:01]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[18:04:01]	CCA.C08-JUDGE.i1.91412 entered observer.
[18:04:02]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[18:04:02]	CCA.C08-JUDGE.i1.91412 entered observer.
[18:04:03]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[18:04:04]	CCA.C08-JUDGE.i1.91412 entered observer.
[18:04:05]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[18:04:05]	CCA.C08-JUDGE.i1.91412 entered observer.
[18:04:10]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[18:04:15]	[OOC] CCA.C08-UNION.i3.98240 [X]: Cheif when you're finished can you help me out with UNION?
[18:04:21]	HorridEnforcer has connected.
[18:04:27]	[LOOC] CCA.C08-UNION.i3.98240 [X]: Yeah
[18:04:28]	CCA.C08-JUDGE.i1.91412 entered observer.
[18:04:31]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[18:04:32]	CCA.C08-JUDGE.i1.91412 entered observer.
[18:04:32]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[18:04:35]	[LOOC] CCA.C08-UNION.i3.98240 [X]: how is that?
[18:04:51]	CCA.C08-UNION.i5.65473 has gained 10 tokens.
[18:05:01]	CCA.C08-UNION.i3.98240 [X] has gained 10 tokens.
[18:05:05]	[LOOC] CCA.C08-UNION.i3.98240 [X]: Anything too change?
[18:05:10]	[LOOC] CCA.C08-UNION.i3.98240 [X]: K
[18:05:38]	[LOOC] CCA.C08-UNION.i3.98240 [X]: Alright good, Now too do HELIX
[18:05:49]	HorridEnforcer loaded the character 'CCA.C08-JUDGE.i4.33637'
[18:05:58]	[LOOC] CCA.C08-UNION.i3.98240 [X]: Are we able too clear alot of these Models?
[18:06:17]	CCA.C08-JUDGE.i1.91412 entered observer.
[18:06:20]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[18:06:24]	CCA.C08-UNION.i3.98240 [X] has taken 4 damage from npc_manhack.
[18:06:34]	CCA.C08-JUDGE.i4.33637 ran 'Equip' on item 'MP7' (#17569)
[18:06:43]	[LOOC] CCA.C08-UNION.i3.98240 [X]: Why do you have a MP7?
[18:07:15]	CCA.C08-JUDGE.i1.91412 has gained 10 tokens.
[18:07:23]	CCA.C08-UNION.i3.98240 [X] has taken 10 damage from npc_rollermine.
[18:07:23]	CCA.C08-JUDGE.i4.33637 has taken 20 damage from npc_rollermine.
[18:07:26]	CCA.C08-JUDGE.i1.91412 has taken 10 damage from npc_rollermine.
[18:07:30]	CCA.C08-JUDGE.i4.33637 has taken 10 damage from npc_rollermine.
[18:08:00]	CCA.C08-JUDGE.i4.33637 ran 'use' on item 'SMG Bullets' (#17576)
[18:08:00]	CCA.C08-JUDGE.i4.33637 ran 'use' on item 'SMG Bullets' (#17574)
[18:08:01]	CCA.C08-JUDGE.i4.33637 ran 'use' on item 'SMG Bullets' (#17573)
[18:08:02]	CCA.C08-JUDGE.i4.33637 ran 'use' on item 'SMG Bullets' (#17572)
[18:08:03]	CCA.C08-JUDGE.i4.33637 ran 'use' on item 'SMG Bullets' (#17575)
[18:08:04]	CCA.C08-JUDGE.i4.33637 has taken 18 damage from CCA.C08-JUDGE.i1.91412.
[18:08:17]	CCA.C08-JUDGE.i4.33637 has taken 17 damage from CCA.C08-JUDGE.i1.91412.
[18:08:21]	CCA.C08-JUDGE.i4.33637 has taken 4 damage from CCA.C08-JUDGE.i1.91412.
[18:08:21]	CCA.C08-JUDGE.i4.33637 has taken 18 damage from CCA.C08-JUDGE.i1.91412.
[18:08:21]	CCA.C08-JUDGE.i4.33637 has taken 18 damage from CCA.C08-JUDGE.i1.91412.
[18:08:21]	CCA.C08-JUDGE.i4.33637 has taken 18 damage from CCA.C08-JUDGE.i1.91412.
[18:08:22]	CCA.C08-JUDGE.i4.33637 has taken 18 damage from CCA.C08-JUDGE.i1.91412.
[18:08:22]	CCA.C08-UNION.i3.98240 [X] has taken 18 damage from CCA.C08-JUDGE.i1.91412.
[18:08:22]	CCA.C08-JUDGE.i4.33637 has taken 4 damage from CCA.C08-JUDGE.i1.91412.
[18:08:22]	CCA.C08-JUDGE.i4.33637 has taken 17 damage from CCA.C08-JUDGE.i1.91412.
[18:08:22]	CCA.C08-JUDGE.i4.33637 has taken 18 damage from CCA.C08-JUDGE.i1.91412.
[18:08:22]	CCA.C08-JUDGE.i4.33637 has taken 4 damage from CCA.C08-JUDGE.i1.91412.
[18:08:22]	CCA.C08-JUDGE.i4.33637 has taken 3 damage from CCA.C08-JUDGE.i1.91412.
[18:08:22]	CCA.C08-JUDGE.i4.33637 has taken 4 damage from CCA.C08-JUDGE.i1.91412.
[18:08:22]	CCA.C08-JUDGE.i4.33637 has taken 3 damage from CCA.C08-JUDGE.i1.91412.
[18:08:22]	CCA.C08-JUDGE.i4.33637 has taken 7 damage from CCA.C08-JUDGE.i1.91412.
[18:08:22]	CCA.C08-JUDGE.i1.91412 has killed CCA.C08-JUDGE.i4.33637 with tfa_suppressor.
[18:08:38]	CCA.C08-JUDGE.i1.91412 has taken 12 damage from CCA.C08-UNION.i3.98240 [X].
[18:08:39]	CCA.C08-JUDGE.i1.91412 has taken 24 damage from CCA.C08-UNION.i3.98240 [X].
[18:08:39]	CCA.C08-JUDGE.i1.91412 has taken 12 damage from CCA.C08-UNION.i3.98240 [X].
[18:08:39]	CCA.C08-JUDGE.i1.91412 has taken 12 damage from CCA.C08-UNION.i3.98240 [X].
[18:08:39]	CCA.C08-JUDGE.i1.91412 has taken 24 damage from CCA.C08-UNION.i3.98240 [X].
[18:08:39]	CCA.C08-JUDGE.i1.91412 has taken 12 damage from CCA.C08-UNION.i3.98240 [X].
[18:08:39]	CCA.C08-JUDGE.i1.91412 has taken 12 damage from CCA.C08-UNION.i3.98240 [X].
[18:08:39]	CCA.C08-JUDGE.i1.91412 has taken 24 damage from CCA.C08-UNION.i3.98240 [X].
[18:08:39]	CCA.C08-JUDGE.i1.91412 has taken 24 damage from CCA.C08-UNION.i3.98240 [X].
[18:08:39]	CCA.C08-JUDGE.i1.91412 has taken 12 damage from CCA.C08-UNION.i3.98240 [X].
[18:08:39]	CCA.C08-JUDGE.i1.91412 has taken 12 damage from CCA.C08-UNION.i3.98240 [X].
[18:08:40]	CCA.C08-JUDGE.i1.91412 has taken 12 damage from CCA.C08-UNION.i3.98240 [X].
[18:08:40]	CCA.C08-JUDGE.i1.91412 has taken 12 damage from CCA.C08-UNION.i3.98240 [X].
[18:08:40]	CCA.C08-UNION.i3.98240 [X] has killed CCA.C08-JUDGE.i1.91412 with weapon_smg1.
[18:09:31]	[OOC] CCA.C08-UNION.i3.98240 [X]: How about HELIX?
[18:09:51]	[LOOC] CCA.C08-JUDGE.i4.33637: Don't care didn'y ask
[18:09:51]	CCA.C08-UNION.i5.65473 has gained 10 tokens.
[18:09:55]	CCA.C08-JUDGE.i4.33637 has spawned 'models/props_borealis/door_wheel001a.mdl'.
[18:10:01]	CCA.C08-UNION.i3.98240 [X] has gained 10 tokens.
[18:10:08]	CCA.C08-JUDGE.i4.33637 has spawned 'models/props_c17/FurnitureWashingmachine001a.mdl'.
[18:10:20]	CCA.C08-JUDGE.i4.33637 has spawned 'models/props_c17/gravestone_statue001a.mdl'.
[18:10:31]	CCA.C08-JUDGE.i4.33637 has spawned 'models/props_c17/gravestone_statue001a.mdl'.
[18:10:48]	CCA.C08-JUDGE.i4.33637 has gained 10 tokens.
[18:10:52]	CCA.C08-JUDGE.i4.33637 has spawned 'models/props_wasteland/cafeteria_table001a.mdl'.
[18:11:03]	CCA.C08-JUDGE.i4.33637 has taken 5 damage from CCA.C08-JUDGE.i1.91412.
[18:11:14]	CCA.C08-JUDGE.i4.33637 has taken 100 damage from CCA.C08-JUDGE.i1.91412.
[18:11:14]	CCA.C08-JUDGE.i4.33637 has taken 36 damage from worldspawn.
[18:11:20]	CCA.C08-JUDGE.i1.91412 entered observer.
[18:11:22]	CCA.C08-JUDGE.i1.91412 exited observer at their location.
[18:11:23]	CCA.C08-JUDGE.i4.33637 has spawned 'models/props_trainstation/trainstation_post001.mdl'.
[18:11:25]	CCA.C08-JUDGE.i1.91412 has taken 10 damage from CCA.C08-JUDGE.i4.33637.
[18:11:26]	CCA.C08-JUDGE.i1.91412 entered observer.
[18:11:27]	CCA.C08-JUDGE.i4.33637 has spawned 'models/props_trainstation/trainstation_post001.mdl'.
[18:11:31]	CCA.C08-JUDGE.i4.33637 has spawned 'models/props_vehicles/tire001c_car.mdl'.
[18:11:32]	CCA.C08-JUDGE.i1.91412 has spawned 'models/dpfilms/metropolice/civil_medic.mdl'.
[18:11:41]	CCA.C08-JUDGE.i4.33637 has taken 12 damage from CCA.C08-UNION.i3.98240 [X].
[18:11:42]	CCA.C08-JUDGE.i4.33637 has taken 12 damage from CCA.C08-UNION.i3.98240 [X].
[18:11:42]	CCA.C08-JUDGE.i4.33637 has taken 3 damage from CCA.C08-UNION.i3.98240 [X].
[18:11:43]	CCA.C08-JUDGE.i4.33637 has taken 3 damage from CCA.C08-UNION.i3.98240 [X].
[18:11:44]	CCA.C08-UNION.i5.65473 has taken 3 damage from CCA.C08-UNION.i3.98240 [X].
[18:11:44]	CCA.C08-JUDGE.i4.33637 has taken 12 damage from CCA.C08-UNION.i3.98240 [X].
